feature,n,r,perm_p,knowable_before_print,wf_start,wf_n,wf_rmse,wf_rmse_naive,wf_rmse_prior,wf_rmse_ar1,wf_ratio_vs_naive,wf_ratio_vs_prior,wf_ratio_vs_ar1,sign_acc,wf_first_t,wf_last_t,target,window,source,region,asset,vintage,last_period,ols_slope_window,role,jk_ratio_min,jk_ratio_max,jk_n_below_1,wf_slope_min,wf_slope_max,wf_first_scored,wf_last_scored,wf_first_scored_q,wf_last_scored_q
eu40_flt_da_full,16,0.8419967505621646,0.000999000999000999,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q23,12,3.406970547522442,3.0475810079471226,6.282567150456889,3.137906604783577,1.1179261646001026,0.542289555516279,1.0857463196414738,0.5833333333333334,6,17,emea_nights_yoy_mid,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",full,2026-09-13,0.529313800185254,primary,1.012054882393113,1.2604549287314635,0,0.24279430117699535,0.5425676568785075,6,17,3Q23,2Q26
eu40_flt_da_full,14,0.8758537260332963,0.001998001998001998,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q24,10,2.661587009483938,3.262368771307131,4.718178674022424,3.068738699827573,0.8158449262060345,0.5641132295684842,0.8673227895335266,0.6,4,13,emea_nights_yoy_mid,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",full,2026-09-13,0.6502078853279867,primary,0.7317423719064882,0.919694806744244,10,0.5288082691747048,0.6947253540957988,4,13,1Q24,2Q26
eu40_flt_da_full,18,0.8488201148192743,0.000999000999000999,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q23,14,3.6078969917930848,2.8766200777003164,12.303396798677765,3.991395294312871,1.2542139366132006,0.293243975694649,0.903918736621699,0.5,4,17,total_nights_yoy,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",full,2026-09-13,0.20417413071733326,primary,1.1713234235680297,1.520739281169912,0,0.14707023899183966,0.20434151572454143,4,17,1Q23,2Q26
eu40_flt_da_full,14,0.8364792947737483,0.003996003996003996,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q24,10,1.9085790361683634,2.1591433023308118,3.668825534145771,2.1062914888331665,0.8839519980485028,0.5202152619156218,0.906132435271658,0.6,4,13,total_nights_yoy,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",full,2026-09-13,0.41041407086911147,primary,0.8082240242043419,1.0986730415969672,9,0.3567086235017195,0.45224001745706505,4,13,1Q24,2Q26
eu40_flt_da_lag1,16,0.5805079957217208,0.03896103896103896,yes (prior quarter already published),1Q23,12,5.506183362197246,3.0475810079471226,6.282567150456889,3.137906604783577,1.8067389670164204,0.8764225244766095,1.7547314358570623,0.4166666666666667,6,17,emea_nights_yoy_mid,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",lag1,2026-09-13,0.09332230304620105,reported,1.6345802735495134,2.055510082589066,0,0.009449055060603338,0.0924721666559121,6,17,3Q23,2Q26
eu40_flt_da_lag1,14,0.6866462684919837,0.01898101898101898,yes (prior quarter already published),1Q24,10,3.1199055691824618,3.262368771307131,4.718178674022424,3.068738699827573,0.9563313616236007,0.6612521027150134,1.0166735829797968,0.6,4,13,emea_nights_yoy_mid,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",lag1,2026-09-13,0.4516029876670405,reported,0.8625504448965491,1.0832803471236585,8,0.2098452108623947,0.46727106613903924,4,13,1Q24,2Q26
eu40_flt_da_lag1,18,0.7222006074113805,0.003996003996003996,yes (prior quarter already published),1Q23,14,5.336387172536046,2.8766200777003164,12.303396798677765,3.991395294312871,1.8550893160706035,0.43373283491186293,1.3369728576218904,0.42857142857142855,4,17,total_nights_yoy,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",lag1,2026-09-13,0.16028962698537005,reported,1.6446855703926542,2.0610914853851847,0,0.03921470067481909,0.1602188980130215,4,17,1Q23,2Q26
eu40_flt_da_lag1,14,0.5511030841820506,0.06293706293706294,yes (prior quarter already published),1Q24,10,2.382673882026949,2.1591433023308118,3.668825534145771,2.1062914888331665,1.1035274404690203,0.6494377723474162,1.1312175426141475,0.5,4,13,total_nights_yoy,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",lag1,2026-09-13,0.2395537534659543,reported,0.9906320379408016,1.3553040873623485,1,0.04209148574058264,0.25240213049546323,4,13,1Q24,2Q26
eu40_flt_da_vs2019,16,-0.8661708040368998,0.000999000999000999,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q23,12,4.023841668097969,3.0475810079471226,6.282567150456889,3.137906604783577,1.3203395275154521,0.6404773035820782,1.2823331522881622,0.4166666666666667,6,17,emea_nights_yoy_mid,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",vs2019,2026-09-13,-0.8729601548132169,sensitivity,1.1513006855136336,1.5845712014413607,0,-2.172376211785984,-0.9219881291564543,6,17,3Q23,2Q26
eu40_flt_da_vs2019,14,-0.7936591144373949,0.000999000999000999,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q24,10,3.408725350967621,3.262368771307131,4.718178674022424,3.068738699827573,1.0448620588045445,0.722466355446763,1.1107903553857978,0.4,4,13,emea_nights_yoy_mid,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",vs2019,2026-09-13,-0.6663507171544728,sensitivity,0.8803835959697722,1.2460948497856086,2,-1.315899411142521,-0.71190836279329,4,13,1Q24,2Q26
eu40_flt_da_vs2019,18,-0.9011020709309054,0.000999000999000999,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q23,14,6.352373778796057,2.8766200777003164,12.303396798677765,3.991395294312871,2.2082769386336185,0.5163105671336831,1.5915170787136066,0.5714285714285714,4,17,total_nights_yoy,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",vs2019,2026-09-13,-1.1935914729926596,sensitivity,1.9696455437192466,3.1247038560667826,0,-2.0546545343831317,-1.2429775008166497,4,17,1Q23,2Q26
eu40_flt_da_vs2019,14,-0.6976681465304925,0.006993006993006993,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q24,10,2.4923110236119235,2.1591433023308118,3.668825534145771,2.1062914888331665,1.1543055159523015,0.679321216126517,1.1832697595870751,0.5,4,13,total_nights_yoy,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",vs2019,2026-09-13,-0.3871365295683785,sensitivity,1.0200477241012693,1.4815152822843973,0,-0.8851049726925104,-0.4292168205615511,4,13,1Q24,2Q26
eu40_flt_da_full_s2019,16,-0.18985934901394724,0.47152847152847155,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q23,12,6.779702397484888,3.0475810079471226,6.282567150456889,3.137906604783577,2.2246176163342595,1.0791293169054064,2.1605813210468345,0.4166666666666667,6,17,emea_nights_yoy_mid,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",full_s2019,2026-09-13,-0.13938704116934122,sensitivity,2.0942545880363386,2.5215668797573123,0,-0.17922507032045712,-0.09389933740821924,6,17,3Q23,2Q26
eu40_flt_da_full_s2019,14,0.8758537260332963,0.000999000999000999,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q24,10,2.661587009483938,3.262368771307131,4.718178674022424,3.068738699827573,0.8158449262060345,0.5641132295684842,0.8673227895335266,0.6,4,13,emea_nights_yoy_mid,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",full_s2019,2026-09-13,0.6502078853279867,sensitivity,0.7317423719064882,0.919694806744244,10,0.5288082691747048,0.6947253540957988,4,13,1Q24,2Q26
eu40_flt_da_full_s2019,18,-0.7575032409045036,0.001998001998001998,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q23,14,20.539913306262058,2.8766200777003164,12.303396798677765,3.991395294312871,7.1402940782790045,1.6694506112709837,5.146048384515635,0.42857142857142855,4,17,total_nights_yoy,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",full_s2019,2026-09-13,-0.7565287519343594,sensitivity,2.1987884382005283,10.028839791461122,0,-1.9987490108640447,-0.5369025940901829,4,17,1Q23,2Q26
eu40_flt_da_full_s2019,14,0.8364792947737483,0.006993006993006993,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q24,10,1.9085790361683634,2.1591433023308118,3.668825534145771,2.1062914888331665,0.8839519980485028,0.5202152619156218,0.906132435271658,0.6,4,13,total_nights_yoy,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",full_s2019,2026-09-13,0.41041407086911147,sensitivity,0.8082240242043419,1.0986730415969672,9,0.3567086235017195,0.45224001745706505,4,13,1Q24,2Q26
eu40_flt_da_full_sdrop,14,0.8758537260332963,0.000999000999000999,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q23,10,2.661587009483938,3.262368771307131,4.718178674022424,3.2379843876826393,0.8158449262060345,0.5641132295684842,0.8219888334263349,0.6,8,17,emea_nights_yoy_mid,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",full_sdrop,2026-09-13,0.6502078853279867,sensitivity,0.7317423719064882,0.919694806744244,10,0.5288082691747048,0.6947253540957988,8,17,1Q24,2Q26
eu40_flt_da_full_sdrop,14,0.8758537260332963,0.001998001998001998,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q24,10,2.661587009483938,3.262368771307131,4.718178674022424,3.068738699827573,0.8158449262060345,0.5641132295684842,0.8673227895335266,0.6,4,13,emea_nights_yoy_mid,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",full_sdrop,2026-09-13,0.6502078853279867,sensitivity,0.7317423719064882,0.919694806744244,10,0.5288082691747048,0.6947253540957988,4,13,1Q24,2Q26
eu40_flt_da_full_sdrop,14,0.8364792947737483,0.002997002997002997,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q23,10,1.9085790361683634,2.1591433023308118,3.668825534145771,3.037306684303905,0.8839519980485028,0.5202152619156218,0.6283787692666849,0.6,8,17,total_nights_yoy,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",full_sdrop,2026-09-13,0.41041407086911147,sensitivity,0.8082240242043419,1.0986730415969672,9,0.3567086235017195,0.45224001745706505,8,17,1Q24,2Q26
eu40_flt_da_full_sdrop,14,0.8364792947737483,0.008991008991008992,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q24,10,1.9085790361683634,2.1591433023308118,3.668825534145771,2.1062914888331665,0.8839519980485028,0.5202152619156218,0.906132435271658,0.6,4,13,total_nights_yoy,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",full_sdrop,2026-09-13,0.41041407086911147,sensitivity,0.8082240242043419,1.0986730415969672,9,0.3567086235017195,0.45224001745706505,4,13,1Q24,2Q26
eu40_flt_da_qtd75,16,0.8396852714338139,0.002997002997002997,"yes (days 1 to 75 of the quarter, observable about day 76; 3Q26 value = 1 Jul to 13 Sep 2026)",1Q23,12,3.4524813975294117,3.0475810079471226,6.282567150456889,3.137906604783577,1.1328595986542893,0.5495335449424262,1.1002498902504878,0.5833333333333334,6,17,emea_nights_yoy_mid,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",qtd75,2026-09-13,0.5000063507426635,reported,1.0450160507669377,1.2399917489531749,0,0.24474828635081625,0.5134082349017647,6,17,3Q23,2Q26
eu40_flt_da_qtd75,14,0.8449783355719565,0.001998001998001998,"yes (days 1 to 75 of the quarter, observable about day 76; 3Q26 value = 1 Jul to 13 Sep 2026)",1Q24,10,2.9256067812559317,3.262368771307131,4.718178674022424,3.068738699827573,0.8967737819792,0.620071214632858,0.9533580625226633,0.6,4,13,emea_nights_yoy_mid,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",qtd75,2026-09-13,0.5694807387478084,reported,0.8072320308536634,0.9624386180689909,10,0.4624863010936998,0.6074522380059371,4,13,1Q24,2Q26
eu40_flt_da_qtd75,18,0.8043136359631877,0.001998001998001998,"yes (days 1 to 75 of the quarter, observable about day 76; 3Q26 value = 1 Jul to 13 Sep 2026)",1Q23,14,4.349154233284424,2.8766200777003164,12.303396798677765,3.991395294312871,1.5118973363911545,0.35349215378892956,1.0896325501714412,0.35714285714285715,4,17,total_nights_yoy,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",qtd75,2026-09-13,0.18193022559258407,reported,1.4240541748906899,1.825046357501114,0,0.114273323699533,0.18193045889753387,4,17,1Q23,2Q26
eu40_flt_da_qtd75,14,0.8142898608304364,0.008991008991008992,"yes (days 1 to 75 of the quarter, observable about day 76; 3Q26 value = 1 Jul to 13 Sep 2026)",1Q24,10,2.0096724980432783,2.1591433023308118,3.668825534145771,2.1062914888331665,0.930773096845319,0.5477699823388302,0.9541283856948913,0.6,4,13,total_nights_yoy,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",qtd75,2026-09-13,0.3627094652820645,reported,0.8477412878078424,1.1042660189723057,8,0.3104696696403076,0.3994405830064344,4,13,1Q24,2Q26
eu40_flt_da_qtd75pit,16,0.8396870512242752,0.001998001998001998,"yes (days 1 to 75 of the quarter, observable about day 76; 3Q26 value = 1 Jul to 13 Sep 2026)",1Q23,12,3.4524636960384445,3.0475810079471226,6.282567150456889,3.137906604783577,1.1328537902800668,0.5495307273854398,1.1002442490720856,0.5833333333333334,6,17,emea_nights_yoy_mid,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",qtd75pit,2026-09-13,0.5000071057260234,reported,1.0450064732541224,1.23998849207322,0,0.2447512867123194,0.5134090719840132,6,17,3Q23,2Q26
eu40_flt_da_qtd75pit,14,0.8449784457169853,0.003996003996003996,"yes (days 1 to 75 of the quarter, observable about day 76; 3Q26 value = 1 Jul to 13 Sep 2026)",1Q24,10,2.9256052104109487,3.262368771307131,4.718178674022424,3.068738699827573,0.89677330047478,0.6200708816982466,0.9533575506364661,0.6,4,13,emea_nights_yoy_mid,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",qtd75pit,2026-09-13,0.5694825097762143,reported,0.807226467539632,0.9624434530644094,10,0.46248740227407903,0.607454374042826,4,13,1Q24,2Q26
eu40_flt_da_qtd75pit,16,0.9320187568182918,0.000999000999000999,"yes (days 1 to 75 of the quarter, observable about day 76; 3Q26 value = 1 Jul to 13 Sep 2026)",1Q23,12,2.001828606528221,2.1492407768015824,5.2790122339947905,3.0759228139862316,0.9314119795862358,0.3792051463031704,0.6508058646419538,0.6666666666666666,6,17,total_nights_yoy,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",qtd75pit,2026-09-13,0.44526975105028826,reported,0.8527739236891407,1.0585574475073531,10,0.39097138186799474,0.46586575001373653,6,17,3Q23,2Q26
eu40_flt_da_qtd75pit,14,0.81429132765045,0.00999000999000999,"yes (days 1 to 75 of the quarter, observable about day 76; 3Q26 value = 1 Jul to 13 Sep 2026)",1Q24,10,2.009668271047707,2.1591433023308118,3.668825534145771,2.1062914888331665,0.9307711391264557,0.5477688302002147,0.9541263788522516,0.6,4,13,total_nights_yoy,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), 40 EUROCONTROL states",qtd75pit,2026-09-13,0.36271119936035606,reported,0.8477358693593587,1.1042685388816433,8,0.3104710191768544,0.3994421330737668,4,13,1Q24,2Q26
eu_core_flt_da_full,16,0.8253500670001189,0.000999000999000999,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q23,12,3.6223081995855066,3.0475810079471226,6.282567150456889,3.137906604783577,1.1885847136268661,0.5765649793845945,1.1543709408251617,0.5833333333333334,6,17,emea_nights_yoy_mid,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), EU27 plus UK, CH, NO",full,2026-09-13,0.48636917021866044,primary,1.0749834081553422,1.3505613811272965,0,0.20770043401958868,0.4943317118707449,6,17,3Q23,2Q26
eu_core_flt_da_full,14,0.8734820505655895,0.002997002997002997,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q24,10,2.690310257954059,3.262368771307131,4.718178674022424,3.068738699827573,0.8246493411828898,0.5702010126845131,0.8766827420350983,0.6,4,13,emea_nights_yoy_mid,2023Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), EU27 plus UK, CH, NO",full,2026-09-13,0.6679104886412739,primary,0.7252236685659605,0.9458390008695695,10,0.5430048110707688,0.7048194745896973,4,13,1Q24,2Q26
eu_core_flt_da_full,18,0.8510150130121131,0.000999000999000999,"yes (daily, about 1-day lag; 3Q26 complete by 1 Oct)",1Q23,14,3.6195861220078456,2.8766200777003164,12.303396798677765,3.991395294312871,1.2582774312350227,0.294194049109823,0.9068473190729074,0.5,4,17,total_nights_yoy,2022Q1+,eurocontrol_daio,EMEA,"flights to or from the state (departures plus arrivals), EU27 plus UK, CH, NO",full,2026-09-13,0.18583368914550302,primary,1.1713013244041832,1.537381625817249,0,0.13512956156771383,0.18585843313856312,4,17,1Q23,2Q26
