quarter,eu40_flt_da_full,eu40_flt_da_lag1,eu40_flt_da_vs2019,eu40_flt_da_full_s2019,eu40_flt_da_full_sdrop,eu40_flt_da_qtd75,eu40_flt_da_qtd75pit,eu_core_flt_da_full,eu_core_flt_da_lag1,eu_core_flt_da_vs2019,eu_core_flt_da_full_s2019,eu_core_flt_da_full_sdrop,eu_core_flt_da_qtd75,eu_core_flt_da_qtd75pit,total_nights_yoy,emea_nights_yoy_mid
1Q19,,,,,,,,,,,,,,,,
2Q19,,,,,,,,,,,,,,,,
3Q19,,,,,,,,,,,,,,,,
4Q19,,,,,,,,,,,,,,,,
1Q20,-14.521417886047129,,-14.521417886047129,-14.521417886047129,-14.521417886047129,-2.5156546468776186,,-14.79437376453754,,-14.79437376453754,-14.79437376453754,-14.79437376453754,-2.980555536676699,,,
2Q20,-89.22531709898021,-14.521417886047129,-89.22531709898021,-89.22531709898021,-89.22531709898021,-90.67280456155329,,-89.07411563299414,-14.79437376453754,-89.07411563299414,-89.07411563299414,-89.07411563299414,-90.54090710261859,,,
3Q20,-61.11851508550543,-89.22531709898021,-61.11851508550543,-61.11851508550543,-61.11851508550543,-60.89867376074878,,-60.14935339414471,-89.07411563299414,-60.14935339414471,-60.14935339414471,-60.14935339414471,-59.71686640401791,,,
4Q20,-67.15593120972483,-61.11851508550543,-67.15593120972483,-67.15593120972483,-67.15593120972483,-67.61737418408946,,-68.03065844882347,-60.14935339414471,-68.03065844882347,-68.03065844882347,-68.03065844882347,-68.50142882106395,,,
1Q21,-69.17190121461259,-67.15593120972483,-73.64857826556211,-69.17190121461259,-69.17190121461259,-73.30582052726236,,-71.11172040411489,-68.03065844882347,-75.38556046167477,-71.11172040411489,-71.11172040411489,-74.8924329541696,,,
2Q21,203.96032781111302,-69.17190121461259,-67.24923853345229,203.96032781111302,203.96032781111302,221.4087802025076,,185.34838106836298,-71.11172040411489,-68.8231658413474,185.34838106836298,185.34838106836298,201.54453317076496,,,
3Q21,64.06673780905115,203.96032781111302,-36.208416089070425,64.06673780905115,64.06673780905115,62.22165088891363,,56.19213456295131,185.34838106836298,-37.75642442917631,56.19213456295131,56.19213456295131,53.44449090528958,,,
4Q21,122.07841516824733,64.06673780905115,-27.06041255378795,122.07841516824733,122.07841516824733,122.28195214061977,,126.13440316867259,56.19213456295131,-27.706320286292506,126.13440316867259,126.13440316867259,125.78275077833467,,,
1Q22,165.30521767536598,122.07841516824733,-30.08830320689585,-30.08830320689585,,161.41414991875124,,182.4285846849619,126.13440316867259,-30.481786783772378,-30.481786783772378,,177.06783849495795,,58.54,
2Q22,161.39191401822072,165.30521767536598,-14.392157747049005,-14.392157747049005,,184.5278740057183,,175.61853683096737,182.4285846849619,-14.070865861704451,-14.070865861704451,,200.38944249072946,,24.789,
3Q22,38.217155614092334,161.39191401822072,-11.829087197136179,-11.829087197136179,,39.24891424678532,39.24891424678532,41.43765937458059,175.61853683096737,-11.964143601578748,-11.964143601578748,,42.71471221349636,42.71465727248653,25.094,20.0
4Q22,20.913635750014215,38.217155614092334,-11.806092917724076,-11.806092917724076,,22.130058843879418,22.13027472530438,21.4206857600878,41.43765937458059,-12.220518330414876,-12.220518330414876,,23.107117273280696,23.107117273280696,20.163,25.0
1Q23,26.366215137463513,20.913635750014215,-11.655234824174842,26.366215137463513,26.366215137463513,28.793155980239902,28.79309156472374,25.333185769548017,21.4206857600878,-12.870608686034956,25.333185769548017,25.333185769548017,27.897942199758184,27.897942199758184,18.609,21.0
2Q23,8.490234808533238,26.366215137463513,-7.123850925254727,8.490234808533238,8.490234808533238,8.511422416980485,8.511422416980485,7.235063109901541,25.333185769548017,-7.853838777006827,7.235063109901541,7.235063109901541,7.15385705303615,7.15385705303615,10.993,11.94
3Q23,8.112041473989894,8.490234808533238,-4.676626182572397,8.112041473989894,8.112041473989894,7.782058599695585,7.782126549249835,7.563838818607049,7.235063109901541,-5.305253321021808,7.563838818607049,7.563838818607049,7.169197401138505,7.169158904049477,13.541,10.54
4Q23,8.893005476963744,8.112041473989894,-3.9630039305489695,8.893005476963744,8.893005476963744,8.751077152869534,8.750988771095614,9.318308658259555,7.563838818607049,-4.040955289822568,9.318308658259555,9.318308658259555,9.11581499866443,9.115715700010815,12.018,12.29
1Q24,7.65417602676548,8.893005476963744,-4.89317098718457,7.65417602676548,7.65417602676548,6.382526462780058,6.38257647748437,8.052396733896439,9.318308658259555,-5.85460442560537,8.052396733896439,8.052396733896439,6.773415637119484,6.773528114961347,9.496,10.0
2Q24,7.245528449507188,7.65417602676548,-0.3944831212373545,7.245528449507188,7.245528449507188,7.591586489848523,7.591733834205927,7.419831154839951,8.052396733896439,-1.0167491985941357,7.419831154839951,7.419831154839951,7.810367404991769,7.810367404991769,8.688,5.76
3Q24,5.010127108392637,7.245528449507188,0.09919600968897324,5.010127108392637,5.010127108392637,5.042784453731453,5.042784453731453,5.421045311085315,7.419831154839951,-0.17180819633695332,5.421045311085315,5.421045311085315,5.505875726428311,5.505875726428311,8.481,6.58
4Q24,5.105458577950839,5.010127108392637,0.9401251232851404,5.105458577950839,5.105458577950839,5.166117486049027,5.166117486049027,4.538223179533696,5.421045311085315,0.3138803200738005,4.538223179533696,4.538223179533696,4.624134902831556,4.624089401336828,12.348,11.0
1Q25,4.96279529310828,5.105458577950839,-0.17321375351201374,4.96279529310828,4.96279529310828,6.646701378686193,6.6465603366203885,4.315958832392686,4.538223179533696,-1.7913279100212676,4.315958832392686,4.315958832392686,5.992569136317472,5.992569136317472,7.919,5.0
2Q25,4.477260033588637,4.96279529310828,4.0651148772248735,4.477260033588637,4.477260033588637,4.984798789381073,4.984696078498496,4.0097515830371355,4.315958832392686,2.952233267356852,4.0097515830371355,4.0097515830371355,4.262487351669586,4.262410695121588,7.434,5.0
3Q25,3.909362764319013,4.477260033588637,4.012436705874478,3.909362764319013,3.909362764319013,3.9456042386369905,3.9456042386369914,3.2822749176858013,4.0097515830371355,3.104827504013974,3.2822749176858013,3.2822749176858013,3.3762895372986934,3.3762895372986934,8.795,5.0
4Q25,5.723820586706374,3.909362764319013,6.717756785338902,5.723820586706374,5.723820586706374,5.530251453397383,5.530212814625868,4.671277962836107,3.2822749176858013,4.999820505131192,4.671277962836107,4.671277962836107,4.434719982464652,4.434633001588262,9.82,8.0
1Q26,3.188511026980767,5.723820586706374,3.009774333837778,3.188511026980767,3.188511026980767,2.930873804554923,2.9310060562457663,2.956439069372707,4.671277962836107,1.1121516411589871,2.956439069372707,2.956439069372707,2.5593574846410228,2.5591587111727154,9.154,5.0
2Q26,1.2236577711491003,3.188511026980767,5.338515742475258,1.2236577711491003,1.2236577711491003,0.8395792222649412,0.8395792222649412,1.531686570502111,2.956439069372707,4.529138798344956,1.531686570502111,1.531686570502111,1.3356860582667052,1.3356860582667052,10.342,8.0
3Q26,,1.2236577711491003,,,,3.0415069827866237,3.041506982786624,,1.531686570502111,,,,2.646047034761456,2.646047034761456,,
