quarter,season,gbv_musd,revenue_musd,nights_m,unearned_fees_musd,funds_held_for_clients_musd,next_revenue_musd,next_revenue_basis,paid_backlog_musd,cov_uf,cov_fp,cov_total,kernel_fee_stock_musd,carried_next_revenue_musd,alloc_factor,booked_share_next,paid_share_next,unpaid_share_next,unbooked_share_next,unpaid_share_stock,norm_unpaid_share_stock,excess_unpaid_pp,basis
2020Q3,3,8029.3,1342.3,61.8,,,859.1,subsequent actual; retrospective,,,,,,,,,,,,,0.48073527869052435,,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
2020Q4,4,5905.7,859.1,46.3,407.9,2181.3,887.0,subsequent actual; retrospective,2589.2000000000003,0.45986471251409244,2.459188275084555,2.9190529875986475,,,,,,,,,0.4747605277034028,,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
2021Q1,1,10300.0,887.0,64.4,946.2,4014.9,1335.0,subsequent actual; retrospective,4961.1,0.7087640449438203,3.0074157303370788,3.716179775280899,,,,,,,,,0.36965222460731884,,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
2021Q2,2,13400.0,1335.0,83.1,1483.9,6301.7,2237.0,subsequent actual; retrospective,7785.6,0.6633437639696022,2.817031738936075,3.4803755029056775,2167.103942297973,1187.0246783935916,0.5477469978366076,0.5306323998183243,0.3633445552479848,0.16728784457033952,0.46936760018167567,0.31526127056624287,0.3615912776042455,-4.633000703800261,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
2021Q3,3,11900.0,2237.0,79.7,892.4,3940.5,1532.0,subsequent actual; retrospective,4832.9,0.5825065274151436,2.5721279373368144,3.154634464751958,1854.982443093058,1004.9376608518737,0.5417504972048188,0.655964530582163,0.31557320085220647,0.3403913297299565,0.344035469417837,0.5189172796094053,0.48073527869052435,3.818200091888091,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
2021Q4,4,11300.0,1532.0,73.4,904.0,3715.0,1509.0,subsequent actual; retrospective,4619.0,0.5990722332670643,2.4618952948972828,3.060967528164347,1849.7035972481794,790.5510076889294,0.42739334500135007,0.523890661158999,0.25603948567343965,0.2678511754855593,0.47610933884100104,0.5112730486414748,0.4747605277034028,3.6512520938072,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
2022Q1,1,17200.0,1509.0,102.1,1747.7,6104.7,2104.0,subsequent actual; retrospective,7852.4,0.8306558935361217,2.9014733840304183,3.7321292775665396,2856.0930324357987,1188.9758059992896,0.4162944947858649,0.5651025693912973,0.3457974755405209,0.2193050938507764,0.4348974306087027,0.3880801570005279,0.36965222460731884,1.8427932393209057,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
2022Q2,2,17000.0,2104.0,103.7,1980.9,7465.5,2884.0,subsequent actual; retrospective,9446.4,0.6868585298196949,2.5885922330097086,3.2754507628294034,3147.248729445795,1857.5740275108355,0.5902215513287186,0.6440964034364894,0.4053987070135432,0.23869769642294625,0.35590359656351056,0.37059312107536524,0.3615912776042455,0.9001843471119764,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
2022Q3,3,15600.0,2884.0,99.7,1220.3,4805.4,1902.0,subsequent actual; retrospective,6025.7,0.6415878023133543,2.5264984227129337,3.168086225026288,2436.6066007033087,1307.1994590824543,0.5364835910339981,0.6872762666048655,0.3442013281486792,0.3430749384561863,0.3127237333951345,0.49918054081944563,0.48073527869052435,1.844526212892128,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
2022Q4,4,13500.0,1902.0,88.2,1182.0,4783.0,1818.0,subsequent actual; retrospective,5965.0,0.6501650165016502,2.630913091309131,3.281078107810781,2323.6897967177074,1038.809134585504,0.4470515539780129,0.571402164238451,0.29065728096920307,0.28074488326924796,0.428597835761549,0.4913262511762043,0.4747605277034028,1.6565723472801497,retrospective frozen K1 ex-COVID pooled stock; not an RNPL causal estimate
