quarter,norm_start,norm_end,denominator_basis,scale_B,uf_ratio,fp_ratio,fee_only_u_pct,rejected_u_pct,rejected_m_pct,current_m_pct,status
2025Q3,2022Q1,2025Q2,guide_4730,1.0,0.9971098588866705,0.9884922114238653,0.2890141113329525,1.0439200290746964,-0.7628696669911861,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2025Q3,2022Q1,2025Q2,guide_4730,1.05,0.9971098588866705,0.9884922114238653,5.037156296507583,5.756114313404481,-0.7628696669911861,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2025Q3,2022Q1,2025Q2,guide_4730,1.1,0.9971098588866705,0.9884922114238653,9.353649192120873,10.039927299158812,-0.7628696669911841,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2025Q3,2022Q1,2025Q2,legacy_scenario_4800,1.0,0.9971098588866705,0.9884922114238653,0.2890141113329525,1.0439200290746964,-0.7628696669911861,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2025Q3,2022Q1,2025Q2,legacy_scenario_4800,1.05,0.9971098588866705,0.9884922114238653,5.037156296507583,5.756114313404481,-0.7628696669911861,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2025Q3,2022Q1,2025Q2,legacy_scenario_4800,1.1,0.9971098588866705,0.9884922114238653,9.353649192120873,10.039927299158812,-0.7628696669911841,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2025Q4,2022Q1,2025Q2,guide_4730,1.0,0.9629834853595772,0.976744789061795,3.701651464042277,2.4961612597280025,1.236351532297538,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2025Q4,2022Q1,2025Q2,guide_4730,1.05,0.9629834853595772,0.976744789061795,8.287287108611697,7.139201199740963,1.2363515322975351,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2025Q4,2022Q1,2025Q2,guide_4730,1.1,0.9629834853595772,0.976744789061795,12.45604678549299,11.36014659975274,1.236351532297538,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2025Q4,2022Q1,2025Q2,legacy_scenario_4800,1.0,0.9629834853595772,0.976744789061795,3.701651464042277,2.4961612597280025,1.236351532297538,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2025Q4,2022Q1,2025Q2,legacy_scenario_4800,1.05,0.9629834853595772,0.976744789061795,8.287287108611697,7.139201199740963,1.2363515322975351,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2025Q4,2022Q1,2025Q2,legacy_scenario_4800,1.1,0.9629834853595772,0.976744789061795,12.45604678549299,11.36014659975274,1.236351532297538,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2026Q1,2022Q1,2025Q2,guide_4730,1.0,0.873101910432806,0.9611993403640596,12.689808956719395,4.972474094741585,8.12115730517064,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2026Q1,2022Q1,2025Q2,guide_4730,1.05,0.873101910432806,0.9611993403640596,16.847437101637517,9.497594375944363,8.12115730517063,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2026Q1,2022Q1,2025Q2,guide_4730,1.1,0.873101910432806,0.9611993403640596,20.627099051563093,13.61134008612872,8.121157305170637,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2026Q1,2022Q1,2025Q2,legacy_scenario_4800,1.0,0.873101910432806,0.9611993403640596,12.689808956719395,4.972474094741585,8.12115730517064,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2026Q1,2022Q1,2025Q2,legacy_scenario_4800,1.05,0.873101910432806,0.9611993403640596,16.847437101637517,9.497594375944363,8.12115730517063,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2026Q1,2022Q1,2025Q2,legacy_scenario_4800,1.1,0.873101910432806,0.9611993403640596,20.627099051563093,13.61134008612872,8.121157305170637,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2026Q2,2022Q1,2025Q2,guide_4730,1.0,0.8618785456953805,0.9612528880087774,13.812145430461953,5.106953043808382,9.173688342700615,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2026Q2,2022Q1,2025Q2,guide_4730,1.05,0.8618785456953805,0.9612528880087774,17.916328981392336,9.62566956553179,9.173688342700613,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2026Q2,2022Q1,2025Q2,guide_4730,1.1,0.8618785456953805,0.9612528880087774,21.647404936783598,13.733593676189448,9.173688342700617,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2026Q2,2022Q1,2025Q2,legacy_scenario_4800,1.0,0.8493094835706562,0.9472346167253161,15.069051642934383,6.490809978586176,9.173688342700615,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2026Q2,2022Q1,2025Q2,legacy_scenario_4800,1.05,0.8493094835706562,0.9472346167253161,19.113382517080368,10.943628551034458,9.173688342700615,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2026Q2,2022Q1,2025Q2,legacy_scenario_4800,1.1,0.8493094835706562,0.9472346167253161,22.79004694812218,14.991645435078349,9.173688342700622,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2025Q3,2023Q1,2025Q2,guide_4730,1.0,0.9855164296039177,0.9702450307715809,1.448357039608228,2.7861315773209383,-1.3761149097535748,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2025Q3,2023Q1,2025Q2,guide_4730,1.05,0.9855164296039177,0.9702450307715809,6.141292418674505,7.415363406972331,-1.376114909753578,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2025Q3,2023Q1,2025Q2,guide_4730,1.1,0.9855164296039177,0.9702450307715809,10.407597308734761,11.623755979382677,-1.3761149097535696,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2025Q3,2023Q1,2025Q2,legacy_scenario_4800,1.0,0.9855164296039177,0.9702450307715809,1.448357039608228,2.7861315773209383,-1.3761149097535748,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
2025Q3,2023Q1,2025Q2,legacy_scenario_4800,1.05,0.9855164296039177,0.9702450307715809,6.141292418674505,7.415363406972331,-1.376114909753578,,m UNIDENTIFIED; joint solve REJECTED; fee-only u conditional on B and stable payment mix
