series,period,destination,origin,origin_basis,metric,unit,value,published_on,publication_basis,release_source_url,knowable_from,pit_usable,vintage_basis,source_url
eurostat_platform_ES,2018-01,ES,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,920474.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=ES&indic_to=NGT_SP&unit=NR
eurostat_platform_ES,2018-01,ES,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2800058.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=ES&indic_to=NGT_SP&unit=NR
eurostat_platform_ES,2018-01,ES,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3720532.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=ES&indic_to=NGT_SP&unit=NR
eurostat_platform_ES,2018-02,ES,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1106475.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=ES&indic_to=NGT_SP&unit=NR
eurostat_platform_ES,2018-02,ES,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3143678.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=ES&indic_to=NGT_SP&unit=NR
eurostat_platform_ES,2018-02,ES,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,4250153.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=ES&indic_to=NGT_SP&unit=NR
eurostat_platform_ES,2018-03,ES,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2096719.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=ES&indic_to=NGT_SP&unit=NR
eurostat_platform_ES,2018-03,ES,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3721205.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=ES&indic_to=NGT_SP&unit=NR
eurostat_platform_ES,2018-03,ES,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,5817924.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=ES&indic_to=NGT_SP&unit=NR
eurostat_platform_ES,2018-04,ES,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1737389.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=ES&indic_to=NGT_SP&unit=NR
eurostat_platform_ES,2018-04,ES,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,4667663.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=ES&indic_to=NGT_SP&unit=NR
