series,period,destination,origin,origin_basis,metric,unit,value,published_on,publication_basis,release_source_url,knowable_from,pit_usable,vintage_basis,source_url
eurostat_platform_DE,2018-01,DE,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,598204.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-01,DE,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,595422.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-01,DE,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1193626.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-02,DE,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,791102.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-02,DE,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,694805.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-02,DE,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1485907.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-03,DE,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1173161.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-03,DE,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,731037.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-03,DE,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1904198.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-04,DE,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1126616.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-04,DE,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,880997.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-04,DE,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2007613.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-05,DE,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1854546.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-05,DE,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,931684.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-05,DE,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2786230.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-06,DE,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1617345.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-06,DE,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1088583.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-06,DE,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2705928.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-07,DE,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2404000.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-07,DE,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1599170.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-07,DE,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,4003170.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-08,DE,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2301980.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-08,DE,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1577118.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-08,DE,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3879098.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-09,DE,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1944141.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-09,DE,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1215385.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-09,DE,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3159526.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-10,DE,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1883179.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-10,DE,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1077329.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-10,DE,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2960508.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-11,DE,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,879509.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
eurostat_platform_DE,2018-11,DE,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,749254.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=DE&indic_to=NGT_SP&unit=NR
