series,period,destination,origin,origin_basis,metric,unit,value,published_on,publication_basis,release_source_url,knowable_from,pit_usable,vintage_basis,source_url
eurostat_platform_IT,2018-01,IT,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,585582.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=IT&indic_to=NGT_SP&unit=NR
eurostat_platform_IT,2018-01,IT,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1245889.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=IT&indic_to=NGT_SP&unit=NR
eurostat_platform_IT,2018-01,IT,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1831471.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=IT&indic_to=NGT_SP&unit=NR
eurostat_platform_IT,2018-02,IT,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,554997.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=IT&indic_to=NGT_SP&unit=NR
eurostat_platform_IT,2018-02,IT,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1598240.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=IT&indic_to=NGT_SP&unit=NR
eurostat_platform_IT,2018-02,IT,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2153237.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=IT&indic_to=NGT_SP&unit=NR
eurostat_platform_IT,2018-03,IT,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,715508.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=IT&indic_to=NGT_SP&unit=NR
eurostat_platform_IT,2018-03,IT,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2361181.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=IT&indic_to=NGT_SP&unit=NR
eurostat_platform_IT,2018-03,IT,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3076689.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=IT&indic_to=NGT_SP&unit=NR
eurostat_platform_IT,2018-04,IT,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1010464.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=IT&indic_to=NGT_SP&unit=NR
eurostat_platform_IT,2018-04,IT,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3521028.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=IT&indic_to=NGT_SP&unit=NR
