series,period,destination,origin,origin_basis,metric,unit,value,published_on,publication_basis,release_source_url,knowable_from,pit_usable,vintage_basis,source_url
datatur,2018-01,MX,ALL,incoming; residence unavailable,Excursionistas internacionales | Excursionistas fronterizos | En automóviles,persons,3276149.0,,unknown_exact_release_date,https://datatur.sectur.gob.mx/SitePages/cuentaviajeros.aspx,2026-09-13,False,current_download; historical_release_values_not_verified,https://datatur.sectur.gob.mx/Documentoscompartidos/cuentaviajeros/BD_CuentaViajeros_descarga.zip
datatur,2018-01,MX,ALL,incoming; residence unavailable,Excursionistas internacionales | Excursionistas fronterizos | Peatones,persons,892118.0,,unknown_exact_release_date,https://datatur.sectur.gob.mx/SitePages/cuentaviajeros.aspx,2026-09-13,False,current_download; historical_release_values_not_verified,https://datatur.sectur.gob.mx/Documentoscompartidos/cuentaviajeros/BD_CuentaViajeros_descarga.zip
datatur,2018-01,MX,ALL,incoming; residence unavailable,Excursionistas internacionales | Excursionistas vía marítima | Excursionistas vía marítima,persons,855654.0,,unknown_exact_release_date,https://datatur.sectur.gob.mx/SitePages/cuentaviajeros.aspx,2026-09-13,False,current_download; historical_release_values_not_verified,https://datatur.sectur.gob.mx/Documentoscompartidos/cuentaviajeros/BD_CuentaViajeros_descarga.zip
datatur,2018-01,MX,ALL,incoming; residence unavailable,Turistas internacionales | Turistas fronterizos | En automóviles,persons,1181329.0,,unknown_exact_release_date,https://datatur.sectur.gob.mx/SitePages/cuentaviajeros.aspx,2026-09-13,False,current_download; historical_release_values_not_verified,https://datatur.sectur.gob.mx/Documentoscompartidos/cuentaviajeros/BD_CuentaViajeros_descarga.zip
datatur,2018-01,MX,ALL,incoming; residence unavailable,Turistas internacionales | Turistas fronterizos | Peatones,persons,186731.0,,unknown_exact_release_date,https://datatur.sectur.gob.mx/SitePages/cuentaviajeros.aspx,2026-09-13,False,current_download; historical_release_values_not_verified,https://datatur.sectur.gob.mx/Documentoscompartidos/cuentaviajeros/BD_CuentaViajeros_descarga.zip
datatur,2018-01,MX,ALL,incoming; residence unavailable,Turistas internacionales | Turistas no fronterizos | Vía aérea,persons,1747645.0,,unknown_exact_release_date,https://datatur.sectur.gob.mx/SitePages/cuentaviajeros.aspx,2026-09-13,False,current_download; historical_release_values_not_verified,https://datatur.sectur.gob.mx/Documentoscompartidos/cuentaviajeros/BD_CuentaViajeros_descarga.zip
datatur,2018-01,MX,ALL,incoming; residence unavailable,Turistas internacionales | Turistas no fronterizos | Vía terrestre,persons,223203.0,,unknown_exact_release_date,https://datatur.sectur.gob.mx/SitePages/cuentaviajeros.aspx,2026-09-13,False,current_download; historical_release_values_not_verified,https://datatur.sectur.gob.mx/Documentoscompartidos/cuentaviajeros/BD_CuentaViajeros_descarga.zip
datatur,2018-02,MX,ALL,incoming; residence unavailable,Excursionistas internacionales | Excursionistas fronterizos | En automóviles,persons,3116897.0,,unknown_exact_release_date,https://datatur.sectur.gob.mx/SitePages/cuentaviajeros.aspx,2026-09-13,False,current_download; historical_release_values_not_verified,https://datatur.sectur.gob.mx/Documentoscompartidos/cuentaviajeros/BD_CuentaViajeros_descarga.zip
datatur,2018-02,MX,ALL,incoming; residence unavailable,Excursionistas internacionales | Excursionistas fronterizos | Peatones,persons,882889.0,,unknown_exact_release_date,https://datatur.sectur.gob.mx/SitePages/cuentaviajeros.aspx,2026-09-13,False,current_download; historical_release_values_not_verified,https://datatur.sectur.gob.mx/Documentoscompartidos/cuentaviajeros/BD_CuentaViajeros_descarga.zip
datatur,2018-02,MX,ALL,incoming; residence unavailable,Excursionistas internacionales | Excursionistas vía marítima | Excursionistas vía marítima,persons,798619.0,,unknown_exact_release_date,https://datatur.sectur.gob.mx/SitePages/cuentaviajeros.aspx,2026-09-13,False,current_download; historical_release_values_not_verified,https://datatur.sectur.gob.mx/Documentoscompartidos/cuentaviajeros/BD_CuentaViajeros_descarga.zip
datatur,2018-02,MX,ALL,incoming; residence unavailable,Turistas internacionales | Turistas fronterizos | En automóviles,persons,1127772.0,,unknown_exact_release_date,https://datatur.sectur.gob.mx/SitePages/cuentaviajeros.aspx,2026-09-13,False,current_download; historical_release_values_not_verified,https://datatur.sectur.gob.mx/Documentoscompartidos/cuentaviajeros/BD_CuentaViajeros_descarga.zip
datatur,2018-02,MX,ALL,incoming; residence unavailable,Turistas internacionales | Turistas fronterizos | Peatones,persons,165856.0,,unknown_exact_release_date,https://datatur.sectur.gob.mx/SitePages/cuentaviajeros.aspx,2026-09-13,False,current_download; historical_release_values_not_verified,https://datatur.sectur.gob.mx/Documentoscompartidos/cuentaviajeros/BD_CuentaViajeros_descarga.zip
datatur,2018-02,MX,ALL,incoming; residence unavailable,Turistas internacionales | Turistas no fronterizos | Vía aérea,persons,1713786.0,,unknown_exact_release_date,https://datatur.sectur.gob.mx/SitePages/cuentaviajeros.aspx,2026-09-13,False,current_download; historical_release_values_not_verified,https://datatur.sectur.gob.mx/Documentoscompartidos/cuentaviajeros/BD_CuentaViajeros_descarga.zip
