,ntto_total_full_legacy,ntto_total_qtd1m_legacy,ntto_overseas_qtd1m_legacy,ntto_total_full_current,ntto_total_qtd1m_current,ntto_overseas_qtd1m_current
2022Q1,,,,182.47357591995538,136.65987994389474,173.272530070297
2022Q2,,,,157.29749144821216,212.93249034605077,348.54534719615805
2022Q3,,,,153.56947406285565,155.85835941797285,199.6738170806918
2022Q4,421.2737969841544,386.835639479591,564.5050132939518,73.80350449682771,140.2035473260043,217.14813141418708
2023Q1,190.17213114081545,250.41518195921432,323.71320019227096,78.32800652604803,93.77663464613342,91.07197117787665
2023Q2,158.04389080082518,176.4370130152788,198.96463825400147,27.021031130416382,30.56071668118634,26.431979972636576
2023Q3,127.57225206361112,204.22309481817732,305.03065900729365,22.425085340963058,24.590632681255897,21.146469860975216
2023Q4,16.84266952523017,16.874008386692687,21.378238578176067,16.84266952523017,16.874008386692687,21.378238578176067
2024Q1,12.765045822808196,11.661330521512392,24.02397968988852,12.765045822808197,11.661330521512392,24.02397968988852
2024Q2,10.127843685348669,5.080954392730663,9.179264864622194,10.127843685348669,5.080954392730663,9.179264864622194
2024Q3,7.08909469936152,6.747487719264478,9.152528867881829,7.08909469936152,6.747487719264478,9.152528867881827
2024Q4,6.833810830456777,4.115842559290139,5.754482050002574,6.833810830456777,4.115842559290139,5.754482050002574
2025Q1,-1.7118058250333523,4.747463442423894,5.360193330498753,-1.7118058250333523,4.747463442423894,5.360193330498753
2025Q2,-3.7987578969337465,1.7182046318863886,8.016973065715693,-3.7987578969337465,1.7182046318863886,8.016973065715693
2025Q3,-9.628592789588952,-9.117624356382592,-3.087682353418675,-9.628592789588952,-9.117624356382592,-3.087682353418675
2025Q4,-5.982078456825324,-6.109795363572701,-3.115894349482573,-5.982078456825324,-6.109795363572701,-3.115894349482573
2026Q1,-0.4339489314493128,-3.4565777454401148,-4.20506323293075,-0.4339489314493128,-3.4565777454401148,-4.20506323293075
2026Q2,-0.3370504081507297,-5.486653425672083,-14.120601464871118,-0.33705040815072973,-5.486653425672083,-14.120601464871118
