series,period,destination,origin,origin_basis,metric,unit,value,published_on,publication_basis,release_source_url,knowable_from,pit_usable,vintage_basis,source_url
bls_cpi_lodging,2018-01,US,ALL,urban_consumers,CUSR0000SEHB,index_1982_1984_100,158.539,,unknown_exact_release_date,https://www.bls.gov/schedule/news_release/cpi.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://api.bls.gov/publicAPI/v2/timeseries/data/CUSR0000SEHB?startyear=2018&endyear=2026
bls_cpi_lodging,2018-02,US,ALL,urban_consumers,CUSR0000SEHB,index_1982_1984_100,158.83,,unknown_exact_release_date,https://www.bls.gov/schedule/news_release/cpi.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://api.bls.gov/publicAPI/v2/timeseries/data/CUSR0000SEHB?startyear=2018&endyear=2026
bls_cpi_lodging,2018-03,US,ALL,urban_consumers,CUSR0000SEHB,index_1982_1984_100,161.714,,unknown_exact_release_date,https://www.bls.gov/schedule/news_release/cpi.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://api.bls.gov/publicAPI/v2/timeseries/data/CUSR0000SEHB?startyear=2018&endyear=2026
bls_cpi_lodging,2018-04,US,ALL,urban_consumers,CUSR0000SEHB,index_1982_1984_100,161.391,,unknown_exact_release_date,https://www.bls.gov/schedule/news_release/cpi.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://api.bls.gov/publicAPI/v2/timeseries/data/CUSR0000SEHB?startyear=2018&endyear=2026
bls_cpi_lodging,2018-05,US,ALL,urban_consumers,CUSR0000SEHB,index_1982_1984_100,166.94,,unknown_exact_release_date,https://www.bls.gov/schedule/news_release/cpi.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://api.bls.gov/publicAPI/v2/timeseries/data/CUSR0000SEHB?startyear=2018&endyear=2026
bls_cpi_lodging,2018-06,US,ALL,urban_consumers,CUSR0000SEHB,index_1982_1984_100,161.277,,unknown_exact_release_date,https://www.bls.gov/schedule/news_release/cpi.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://api.bls.gov/publicAPI/v2/timeseries/data/CUSR0000SEHB?startyear=2018&endyear=2026
bls_cpi_lodging,2018-07,US,ALL,urban_consumers,CUSR0000SEHB,index_1982_1984_100,160.772,,unknown_exact_release_date,https://www.bls.gov/schedule/news_release/cpi.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://api.bls.gov/publicAPI/v2/timeseries/data/CUSR0000SEHB?startyear=2018&endyear=2026
bls_cpi_lodging,2018-08,US,ALL,urban_consumers,CUSR0000SEHB,index_1982_1984_100,161.913,,unknown_exact_release_date,https://www.bls.gov/schedule/news_release/cpi.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://api.bls.gov/publicAPI/v2/timeseries/data/CUSR0000SEHB?startyear=2018&endyear=2026
bls_cpi_lodging,2018-09,US,ALL,urban_consumers,CUSR0000SEHB,index_1982_1984_100,159.817,,unknown_exact_release_date,https://www.bls.gov/schedule/news_release/cpi.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://api.bls.gov/publicAPI/v2/timeseries/data/CUSR0000SEHB?startyear=2018&endyear=2026
bls_cpi_lodging,2018-10,US,ALL,urban_consumers,CUSR0000SEHB,index_1982_1984_100,160.665,,unknown_exact_release_date,https://www.bls.gov/schedule/news_release/cpi.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://api.bls.gov/publicAPI/v2/timeseries/data/CUSR0000SEHB?startyear=2018&endyear=2026
bls_cpi_lodging,2018-11,US,ALL,urban_consumers,CUSR0000SEHB,index_1982_1984_100,158.368,,unknown_exact_release_date,https://www.bls.gov/schedule/news_release/cpi.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://api.bls.gov/publicAPI/v2/timeseries/data/CUSR0000SEHB?startyear=2018&endyear=2026
