horizon_quarters,window,model,object,basis,n_year_clusters,n,rmse_musd,mae_musd,bias_musd,error_sd_musd,worst_abs_miss_musd,relative_rmse_pct
2,W1,fixed,guide,common_joint_fixed_guidegrowth_revenuegrowth_rows,4,11,74.59238075721366,59.47704301800447,11.694344588812866,77.26572415265366,139.13435355539332,2.5471800061350454
2,W1,fixed_oracle,guide,common_joint_fixed_guidegrowth_revenuegrowth_rows,4,11,46.8055819372268,36.79001920358244,20.46720338953471,44.14795232491827,94.9049451085898,1.8819251270414172
2,W1,guide_growth,guide,common_joint_fixed_guidegrowth_revenuegrowth_rows,4,11,59.062532976620496,55.03243738101169,1.1053942303348612,61.93445725709493,103.78881987577643,2.0708667077956853
2,W1,joint,guide,common_joint_fixed_guidegrowth_revenuegrowth_rows,4,11,64.2873176719004,46.25691227699053,-27.19274460272469,61.09627844525971,146.16165552470375,1.9616912278860188
2,W1,joint_oracle,guide,common_joint_fixed_guidegrowth_revenuegrowth_rows,4,11,52.023899076261785,43.59860080629687,-13.270923689100156,52.75799015778242,89.37758697908384,1.8310392742322643
2,W1,revenue_growth,guide,common_joint_fixed_guidegrowth_revenuegrowth_rows,4,11,118.6912406241341,94.07543311626681,-11.093104331835754,123.93953768227885,200.8195366665459,3.6455989076224866
2,W1,fixed,revenue,common_joint_fixed_guidegrowth_revenuegrowth_rows,4,11,78.23563447533196,62.50912447900043,26.131271745745668,77.3418919640483,175.1232372155332,2.756669371796953
2,W1,fixed_oracle,revenue,common_joint_fixed_guidegrowth_revenuegrowth_rows,4,11,61.099971730361304,44.18518639209779,35.08947640632898,52.46073493650939,131.64177806603539,2.3817212530780365
2,W1,guide_growth,revenue,common_joint_fixed_guidegrowth_revenuegrowth_rows,4,11,83.63488594959509,71.90593133133834,15.336770791247462,86.22955044790834,149.2188471056138,2.74729952187838
2,W1,joint,revenue,common_joint_fixed_guidegrowth_revenuegrowth_rows,4,11,57.44290676349778,52.048704392931086,-13.739178256666698,58.49798945347249,90.70331775166687,1.94251515049444
2,W1,joint_oracle,revenue,common_joint_fixed_guidegrowth_revenuegrowth_rows,4,11,55.02406434377904,41.68908698847558,0.4459313608321777,57.70783033820228,96.58582096593909,1.9759358222710355
2,W1,revenue_growth,revenue,common_joint_fixed_guidegrowth_revenuegrowth_rows,4,11,126.68406250737164,95.97170377457661,2.9218557865460753,132.83202135534822,270.4059405940593,3.9545193592987635
2,W2,fixed,guide,common_joint_fixed_guidegrowth_revenuegrowth_rows,3,10,77.01234700842336,61.07131187195182,17.21721449554725,79.12345569326828,139.13435355539332,2.5936336157455537
2,W2,fixed_oracle,guide,common_joint_fixed_guidegrowth_revenuegrowth_rows,3,10,48.80874376821377,38.80934397763936,20.854246582186853,46.51635157806213,94.9049451085898,1.9586262595125519
2,W2,guide_growth,guide,common_joint_fixed_guidegrowth_revenuegrowth_rows,3,10,61.30502222560832,57.7264938399609,-1.5932536257836092,64.59934032141898,103.78881987577643,2.1322799507347283
2,W2,joint,guide,common_joint_fixed_guidegrowth_revenuegrowth_rows,3,10,63.831115468003674,44.014315268869815,-23.043730827177388,62.74638344119224,146.16165552470375,1.7923557253435634
