path,bytes_gz,dump_date
raw_dl/argentina_ciudad-autónoma-de-buenos-aires_buenos-aires_2023-03-29.csv.gz,54854667,2023-03-29
raw_dl/australia_nsw_mid-north-coast_2023-05-13.csv.gz,19097240,2023-05-13
raw_dl/australia_nsw_northern-rivers_2023-03-18.csv.gz,23237464,2023-03-18
raw_dl/australia_nsw_sydney_2023-03-13.csv.gz,48375351,2023-03-13
raw_dl/australia_sa_barossa-valley_2023-03-29.csv.gz,1621360,2023-03-29
raw_dl/australia_tas_tasmania_2023-03-09.csv.gz,41834508,2023-03-09
raw_dl/australia_vic_barwon-south-west-vic_2023-03-29.csv.gz,28349944,2023-03-29
raw_dl/australia_vic_melbourne_2023-03-13.csv.gz,61449552,2023-03-13
raw_dl/australia_vic_mornington-peninsula_2023-03-17.csv.gz,14808419,2023-03-17
raw_dl/australia_wa_western-australia_2023-03-27.csv.gz,51416946,2023-03-27
raw_dl/austria_vienna_vienna_2023-03-15.csv.gz,56006074,2023-03-15
raw_dl/belgium_bru_brussels_2023-03-24.csv.gz,25637434,2023-03-24
raw_dl/belgium_vlg_antwerp_2023-03-29.csv.gz,8989064,2023-03-29
raw_dl/belgium_vlg_ghent_2023-03-28.csv.gz,7383639,2023-03-28
raw_dl/belize_bz_belize_2023-03-30.csv.gz,8707668,2023-03-30
raw_dl/brazil_rj_rio-de-janeiro_2023-03-28.csv.gz,62313620,2023-03-28
raw_dl/canada_bc_vancouver_2023-03-14.csv.gz,24568820,2023-03-14
raw_dl/canada_bc_victoria_2023-03-30.csv.gz,25923134,2023-03-30
raw_dl/canada_mb_winnipeg_2023-03-17.csv.gz,4227459,2023-03-17
raw_dl/canada_nb_new-brunswick_2023-03-30.csv.gz,9659102,2023-03-30
raw_dl/canada_on_toronto_2023-03-09.csv.gz,43904714,2023-03-09
raw_dl/canada_qc_montreal_2023-05-10.csv.gz,28641627,2023-05-10
raw_dl/canada_qc_quebec-city_2023-05-13.csv.gz,11396559,2023-05-13
raw_dl/chile_rm_santiago_2023-03-29.csv.gz,21870968,2023-03-29
raw_dl/china_beijing_beijing_2023-03-29.csv.gz,75,2023-03-29
raw_dl/china_hk_hong-kong_2023-03-24.csv.gz,10667984,2023-03-24
raw_dl/china_shanghai_shanghai_2023-03-29.csv.gz,75,2023-03-29
raw_dl/czech-republic_prague_prague_2023-03-23.csv.gz,58933472,2023-03-23
raw_dl/denmark_hovedstaden_copenhagen_2023-03-31.csv.gz,32016874,2023-03-31
raw_dl/france_auvergne-rhone-alpes_lyon_2023-03-16.csv.gz,28690442,2023-03-16
raw_dl/france_ile-de-france_paris_2023-03-13.csv.gz,180293124,2023-03-13
raw_dl/france_nouvelle-aquitaine_bordeaux_2023-03-16.csv.gz,29259286,2023-03-16
raw_dl/france_pyrénées-atlantiques_pays-basque_2023-03-18.csv.gz,30981571,2023-03-18
raw_dl/germany_be_berlin_2023-03-19.csv.gz,48560526,2023-03-19
raw_dl/germany_bv_munich_2023-03-29.csv.gz,15151103,2023-03-29
raw_dl/greece_attica_athens_2023-03-27.csv.gz,67419367,2023-03-27
raw_dl/greece_central-macedonia_thessaloniki_2023-03-27.csv.gz,15031800,2023-03-27
raw_dl/greece_crete_crete_2023-03-30.csv.gz,56411369,2023-03-30
raw_dl/greece_south-aegean_south-aegean_2023-03-19.csv.gz,78323838,2023-03-19
raw_dl/ireland_2023-03-30_data_reviews.csv.gz.csv.gz,121696263,2023-03-30
raw_dl/ireland_leinster_dublin_2023-03-15.csv.gz,28214583,2023-03-15
raw_dl/italy_campania_naples_2023-03-19.csv.gz,40367368,2023-03-19
raw_dl/italy_emilia-romagna_bologna_2023-03-19.csv.gz,21645925,2023-03-19
raw_dl/italy_lazio_rome_2023-03-15.csv.gz,186211123,2023-03-15
raw_dl/italy_lombardia_bergamo_2023-03-31.csv.gz,10025407,2023-03-31
raw_dl/italy_lombardy_milan_2023-03-19.csv.gz,72178108,2023-03-19
raw_dl/italy_puglia_puglia_2023-03-31.csv.gz,53874125,2023-03-31
raw_dl/italy_sicilia_sicily_2023-03-31.csv.gz,116436206,2023-03-31
raw_dl/italy_toscana_florence_2023-03-19.csv.gz,91912670,2023-03-19
raw_dl/italy_trentino-alto-adige-südtirol_trentino_2023-03-31.csv.gz,13982292,2023-03-31
raw_dl/italy_veneto_venice_2023-03-07.csv.gz,77710831,2023-03-07
raw_dl/japan_kantō_tokyo_2023-03-31.csv.gz,42281525,2023-03-31
raw_dl/latvia_riga_riga_2023-03-31.csv.gz,10528123,2023-03-31
raw_dl/malta_2023-03-31_data_reviews.csv.gz.csv.gz,27752355,2023-03-31
raw_dl/mexico_df_mexico-city_2023-03-29.csv.gz,86708818,2023-03-29
raw_dl/new-zealand_2023-05-13_data_reviews.csv.gz.csv.gz,201103782,2023-05-13
raw_dl/norway_oslo_oslo_2023-03-31.csv.gz,13178058,2023-03-31
raw_dl/portugal_lisbon_lisbon_2023-03-19.csv.gz,156118233,2023-03-19
raw_dl/portugal_norte_porto_2023-03-17.csv.gz,79177248,2023-03-17
raw_dl/singapore_sg_singapore_2023-03-29.csv.gz,3752813,2023-03-29
raw_dl/south-africa_wc_cape-town_2023-03-29.csv.gz,46767707,2023-03-29
raw_dl/spain_andalucía_malaga_2023-03-31.csv.gz,33721724,2023-03-31
raw_dl/spain_andalucía_sevilla_2023-03-31.csv.gz,54191939,2023-03-31
raw_dl/spain_catalonia_barcelona_2023-03-14.csv.gz,88467582,2023-03-14
raw_dl/spain_catalonia_girona_2023-03-31.csv.gz,35135763,2023-03-31
raw_dl/spain_comunidad-de-madrid_madrid_2023-03-15.csv.gz,101801200,2023-03-15
raw_dl/spain_islas-baleares_mallorca_2023-03-17.csv.gz,43677206,2023-03-17
