listing_id,id,date,reviewer_id,reviewer_name,comments
2595,30430122,2015-04-21,6429364,Sonya,"I love this space.  It is truly a gem in the heart of Manhattan.  The location could not be better.  Very clean, comfy, and great warm inviting energy.  Jennifer was very clear and responsive."
2595,32532759,2015-05-19,12146524,Michiel,"This was our first Airbnb experience, and Jennifer really made it great! No more hotels for us in the future ;) The communication was friendly and she replied very fast. Just great!!"
2595,47785650,2015-09-21,12885233,Lin,"Great location, in the middle of everything. The apartment is well maintained and clean. Jennifer is very responsive to texts/messages. I had a great time there."
2595,48764464,2015-09-28,18636130,Alex,"Jennifer was without doubt an amazing host, she was incredibly kind and welcoming and made sure we had a great weekend. She supplied books and notes with all sorts of information about NY, the flat and the area. The flat is in the perfect location, not more than a 10 minute walk from Times Square and about the same distance from Penn station. The apartment itself is just as described, great for one or two people. I highly recommend the apartment and will surely use it again next time I'm in NY!"
2595,69547296,2016-04-11,16512817,Gary,"Jennifer was an unbelievable host! Great communication and made sure I was all set for my big weekend with my college age daughter.<br/><br/>I love all parts of NYC, but if you want Midtown, this is just about perfect. The place is sunny and bright and surpisingly little noise from the street on Friday and Saturday night. Plus, we felt very safe.<br/><br/>Size wise, 1-2 people is probably perfect. Any more may feel a little cramped.<br/><br/>Lastly, most Airnb places I stay feel liked they have been furnished by a recent college grad. It's clear that Jennifer lives here and was so accomodating opening up her home to us."
2595,173048703,2017-07-22,134977148,Cory,"The Midtown Castle was a great choice for our weekend stay. It is centrally located, and walking distance for most of our stops. The apartment was clean, nicely decorated, and the perfect size for our trip. Jennifer was a great host, and made our self check-in very easy! She gave us all of the information we needed for a smooth trip.  I would highly recommend this place to other visitors, and would consider staying there again when we are back in NYC!"
2595,194307810,2017-09-16,81450805,Marina,Tiene una ubicación excelente. Buen equipamiento del apartamento. Tal cual se ve en las fotos
2595,204069717,2017-10-16,11918986,Rouel,"Jennifer is a gracious host with an amazing one of a kind space you won't find anywhere in Mid Manhattan.<br/><br/>The perfect home away from home esp. if you're on business.<br/><br/>Note, the stair climb is LEGIT, not fake news. Jennifer is an excellent communicator with very helpful and clear directions,<br/><br/>The 4 flights of stairs will definitely let you know you're in NYC :)"
2595,207635137,2017-10-29,28067322,Yannick,"Jennifer was super friendly and helpful. Great host with an amazing studio apartment right in the middle of NYC. Everything is walking distance! The Empire State Building, Times Square, and New York library were all around the corner or less than 15 minutes walk. Best location ever and great relaxing place to stay.<br/><br/>Quick note: Apartment is located on the 4th floor with no elevator so make sure you don’t have very heavy luggage. In any case it’s a good workout :)"
2595,209179534,2017-11-04,18840128,Nisha,"Jennifer's space was such a lovely experience. PreCheckin and checkin was detailed and seamless, she made it easier on us and answered all questions so quickly. The space itself is such a unique, clear & zen energy- we loved it. Not to mention it was very clean & close to everything! Definitely be prepared for the 4flight workout (we appreciated that)! We enjoyed the space and location & would recommend this to anyone coming to explore the city!!"
2595,216355494,2017-12-03,2888785,Claudia,"This is a nice apartment and it looks like in the photo. It is well located and Jennifer was very nice and super responsive! She also let me have a late check out at no extra cost, which was very kind of her. 5 stars for that! On the negative side, it was rather cold in the room. I stayed there for 6 nights end of November, beginning of December so the central heating should be on, but it only worked occasionally (this is a building from 1890 and the amenities are a bit worn and probably never have been updated). There is an extra heater but it is not sufficient to heat up the room cause the ceiling is high and the glas roof is not a good insulation. Consequently for the majority of the time the temperature inside was between 64-68F (17-20 C) which was disagreeable. Second point was the noise from 3 construction sites in the street, one just opposite the building. They started work early and the clearing of rubble was sometimes done past midnight and very loud. Once the heating problem is sorted out and the construction is done it will be a nice place to stay."
2595,217981296,2017-12-10,2548115,W. Gavin,Beautiful and stylish spot in a very unique building! Jennifer is a wonderful host and was kind enough to meet us for out late-night check-in. We loved the apartment!
2595,223104380,2017-12-31,110636080,Alonso,"Location Location Location.<br/>Outstanding location near to everything walking, by train or bus.<br/>We enjoy our rent there.<br/><br/>Alonso"
2595,223658531,2018-01-01,66056138,Blake,Great place. Would definitely recommend! Jennifer is really sweet and easy going.
2595,258747537,2018-04-29,128182033,Natalie,"We really enjoyed our stay at Jennifer’s apartment. She was very hospitable and answered any questions we had promptly. The hike up the four flights of stairs with the luggage was a challenge. <br/>The location was amazing. Central to everything, 5 min walk to the subway, close to time square. There was a bit of noise at night from all the construction happening around the apartment but Jennifer supplied us with ear plugs which worked a treat. Would highly recommend her apartment"
2595,265850774,2018-05-18,11496712,Peter,This apartment is convenient and functional.  The huge skylight makes it feel open and airy. And it is located smack dab in the middle of Manhattan.  Highly recommended.
2595,269561173,2018-05-27,76998885,Laura,The Midtown Castle is a beautiful place to stay in the center of the city.  Truly a sanctuary with everything you need. Little touches of nature and beauty throughout. Waking up with the sun from the skylight was amazing. 
2595,273575493,2018-06-06,115721479,Sara,Jennifer is very nice and responsive. The location of the apt is great. However <br/>- the bed was small and smelly. The apt also smelled weird. We had to sleep on a mattress on the floor<br/>- the building is very old. <br/>- the apt is not clean and due to construction it was very noisy. <br/><br/>However. We do appreciate the stay and the location
2595,283276097,2018-06-29,51923495,Fabiola,"Jennifer es un anfitrión increíble. Siempre estuvo comunicada y dejó listos todos los detalles para que mi estancia fuera perfecta. Me sentí como en casa.<br/>El departamento es maravilloso, con mucha luz y una sensación de tranquilidad, además de una ubicación inmejorable, justo en el centro de Manhattan!! A unos pasos del Empire State. Totalmente recomendable!!"
2595,328954829,2018-09-27,203936538,Lucia,"Awesome location, spotless, wonderfully accommodating host. I will definitely stay here next time I am in NYC"
2595,331029784,2018-10-01,174975601,Julie,The location made getting to Time Square easily accessible. Apartment was quiet and no disturbances from neighbors at all.
2595,334253940,2018-10-08,56872516,Robin,Jennifer’s place is a wonderful retreat in the middle of the busy city. The bed was super comfy- and the whole space/energy of the place felt very calm and cozy. You can hear some noise in the street (I expected this because you are literally in the heart of the city) but I slept like the proverbial baby every night. Jennifer was kind enough to leave ear plugs in case we needed them but we never did. I definitely recommend her place!
2595,339394996,2018-10-21,121426385,Brady,"Great place to stay, very good host"
2595,345108312,2018-11-04,22065057,Liliana,"Jennifer’s place is beautiful, cozy and very well located. We were able to walk to every key point of the city from here.  The studio is very clean and spacious.  Thank you for your hospitality. We had an amazing time in NYC!<br/><br/>Best regards,<br/><br/>Lili & Tad"
2595,348600047,2018-11-14,30834468,Marty,"Fantastic location, great communication and a really special space. We would definitely stay again."
2595,354948875,2018-12-02,92312766,Alli,Jennifer’s place was amazing! My husband and I spent a weekend in NYC for our anniversary and it was an absolute blast! Jennifer’s place is gorgeous and we really felt at home there. We will definitely stay again!<br/><br/>Make sure you like stairs! 😜
2595,359337030,2018-12-16,126136892,Adam,Great space in a fun old building in NYC. Loved the lighting options for the space and the skylight.
2595,366477703,2019-01-02,165354250,Jacob,"The apartment met expectations to how it was insinuated on the ad. Jennifer is very welcoming and friendly. A little pricey for a <500 sq ft space, but it is a convenient location. If you don't want to walk up a 4 story stair case after an already long day of walking, this place is not for you."
2595,449815873,2019-05-07,168460710,Christopher,10 / 10 would stay again
2595,456489109,2019-05-21,119626931,Alex,Place was so cute and comfy! Host was great and was quick to communicate when I had questions. Quick walk to the subway and only about 5 min walk to the Empire State Building. Overall great stay and host was amazing!
2595,487972917,2019-07-14,60181725,Andrew,"I'm glad I stayed here. I liked everything.<br/>The apartment is quite spacious and comfortable with an extraordinary glass roof.<br/>A beautiful reflection of the Empire State Building can be seen in the window.<br/>Excellent location in the center of Manhattan, a few minutes walk to the excellent Bryant Park and to the Whole Foods Market.<br/>Jeniffer is very friendly, on the last day when my flight was delayed  she was not against my late check out. I appreciate it."
2595,514642186,2019-08-21,33952280,Laura,"First of all I have to say, that Jennifer is not allowed to sublet her apartment by her landlord. I was instructed by her to not mention airbnb to anybody beforehand, which was fine, but one evening I was stopped by her landlord in the hallway and questioned about where I am staying, how long, where Jennifer is etc. Afterwards, although I didn’t say anything wrong, Jennifer freaked out about it, and I really thought for a few hours that I would have to move out and find another place to stay right away. From that point on I felt really unsafe there and always tried to hide from the landlord. <br/><br/>For my stay the apartment was also not ideal, there is no couch, only cushions on the floor and there is no real table and chairs. I had to work from home sometimes and could not really do it anywhere. <br/>The place was really clean in general, only the bathroom and the shower were really not okay. Especially the shower curtain was mildewed. <br/>The kitchen was clean and well equipped. <br/>Apartment has an AC, which is definitely a pro. <br/><br/>Also, what should be mentioned , the hallway is really narrow and the stairs are quite steep, so with a huge suitcase not ideal, as the apartment is walk-up to the 4th floor.<br/><br/>The location of the apartment is alright, in my opinion it is a bit busy in that area and there are nicer places to live, bit that is just my personal opinion."
2595,559642705,2019-11-04,61580757,Elise,"Great location, convenient to everything. Very cool space and building."
2595,654331729052967030,2022-06-21,61404619,Raine,"Jennifer's apartment is a well-cared for studio in the heart of midtown Garment District, just a few blocks from Bryant Park. The huge skylight is so nice. The quality of light in the early afternoon is idyllic. It has a casual vibe with sound healing instruments, a bean bag chair, and eclectic decór. The A.C. works great. Jennifer was very friendly and inviting.<br/><br/>Midtown is well-known for its business + tourist vibe. The theatre district is a short walk away. Restaurants are plentiful, though the food is geared towards fast and American. I ate better when I just went for the higher end restaurants, as the quality of the others is questionable. Google reviews of restaurants in the area are inflated. Korea town is a few blocks away and has some better options. Check out Tonchin (best ramen), Fine & Rare (live jazz), and further north, Tao (cavernous Asian Fusion restaurant with a colossal Buddha statue), for unforgettable dining experiences. Culture on 38th is the best coffee shop around.<br/><br/>The apartment has no blackout curtains so expect a good amount of light 24/7. If you're light sensitive like me, this can be a problem. I slept with a sleep mask every night. Thankfully it wasn't noisy at night, other than the occasional garbage truck.<br/><br/>Lastly, something that Jennifer worked valorously to correct, but you should be aware of, is that there is a light odor from the pipes in the bathroom sometimes. The only way to tame the beast is to keep the fan on continuously, otherwise it becomes overwhelming. Hopefully she can get to the root of the problem, and it may be completely fixed soon after I write this review.<br/><br/>Overall, Jennifer's apartment is a unique find that will be a welcome escape from busy, touristy midtown. I especially recommend it for those who are not light- and smell-sensitive, and who like a casual space instilled with positive intentions."
5121,3271,2009-05-28,2995,Misha,"Simple place, super nice guy."
5121,5018,2009-07-04,23868,Yevgeniy,"Great guy with a basic room. Clean sheets and towels. No hangs-ups, come and go as you please. The neighborhood was fine, mix of everybody. Came back around 3am one night without any problems. The place is not immaculate, but neat."
5121,15342,2009-10-27,39813,Gisela,"Garon gave me the opportunity to share some of his creative,artistic way of living and being open for assistance getting around in Brooklyn.Also with his room mate I had fine conversations. To find out about busy lifes of my hosts was important during my stay.Creative travelers will anjoy his company.<br/>Gisela from Bremen, Germay"
5121,17869,2009-11-21,52256,Shri,garon is a sweet person with a lot of knowledge about brooklyn. 
5121,20382,2009-12-14,62040,Kristen,"Garon - your home was very cozy and comfortable, and your cats very sweet!"
5121,21588,2009-12-28,53299,Dorine,"We had a lovely stay at Garon's although he wasn't there because he had to work in Italy...<br/>He was very nice, sending us emails to let us know about stuff to do in Brooklin...We discovered some great places and met very nice people for new year's eve thanks to Garon!<br/>Nice home and sweet cats as well!<br/>Cheers and happy new year!"
5121,25622,2010-02-07,68126,Anne,"was my first time with airbnb, I enjoy the stay with Garon. He is a happy go lucky livin guy. Would like to come there often...came as a guest, gone as a friend!<br/>thx Garon!<br/><br/>...good place!<br/><br/>"
5121,27570,2010-02-25,81438,Sean,"Garon is a really great guy. I can't recommend his well enough. Super pleasant and friendly. Garon, I owe you some coffee!... Friendly neighbourhood and close to G train. Very warm room (in winter) and lovely cats. Cheers mate. Sean."
5121,31806,2010-03-28,83361,Franziska,"I can definately recommend Garon's place. he's a great host- always willing to help and to share experiences, at the same time he gives you enough space for yourself, in a way that gives you the feeling of being totally respected and welcome.<br/>two cute cats and very friendly neighbours that'll help you if you have problems with new yorker doors and keys.<br/>Franzi"
5121,52894,2010-06-14,93061,James,Where do I start with Garon?  We stayed with him for 3 months and enjoyed every minute of our stay.  We felt more than welcome and treated the place as our own.  He did more for us than I imagined and we became great friend. He gave us advice as people who had never spent long periods in the city and help us out any way he could.  The apartment is clean and cosy with a laid back feel. WeI will stay with him again the next time I am in NY.  Thanks Garon!
5121,66432,2010-07-19,138152,Maartje,"Garon is a very warm and friendly guy, willing to help and with a very open personality. The cats are cute, they leave some hair but if you're OK with that, you'll have a pleasant stay. The neighborhood is really cool and kind of hip-hop, with friendly people sitting in front of their houses. If you're lucky Garon can take you to some cool and incrowd places. All in all: Go to BedStuy and enjoy your stay."
5121,69098,2010-07-25,146471,Charlotte,"Garon was very open and helpful, we felt very welcome and right at home."
5121,69984,2010-07-27,175725,Emily,"Garon was like an angel! He got back to us quickly when we were really in need of a room. When we arrived he made us buckwheat pancakes and made us feel very much at home. He had lots of advice to give as far as what the city had to offer. Highly recommend him, we will surely be back to visit again."
5121,72313,2010-08-01,178070,Erica,We had a great time here!  Garon was extremely friendly.  We felt comfortable and had lots of privacy.  The only downfall was that the subway can be a pain sometimes (not the fault of the apartment or Garon)!  I would stay here again.
5121,87887,2010-08-31,181782,Amie,"Many thanks to Garon for a wonderful stay. He was very accommodating throughout the entire week that I stayed in his home which has a cosy and creative vibe.  I am so happy that I had the opportunity to stay in such an interesting area.  The subway is close and there are a few little cafes nearby that I loved. You must go to Mrs Daliah's Cafe for cucumber lemonade! I got to meet another traveler staying there, who I hung out with, so that was cool. Also Garon's cats are so adorable. All in all, I highly recommend the Bliss Art Space. Cheers!"
5121,96645,2010-09-14,26218,Sarah,"WELLL... Firstly Garon is a gemmm... Full of spirit and good sense... I felt welcomed, and definitely at home, i settled in with space in the cuboards,fridge and freezer... The cats, well i loved them to... Probably the only cats i will like that much i certainly miss them, The room was perfect for my end of summer stay, air con, cool, and  cosy =] The place is very typically New York, which i loved. I felt the area Bedford Nostrand was perfect for location, Train like 3 minutes walk and it was great for everywhere i wanted to get to...local shops were fine and i felt perfectly safe and enjoyed my three weeks... I MISSS ITTT and want to be back!!! Garon, Thank you... =]"
5121,176862,2011-01-31,350747,Lacey,"Wonderfully, nice guy and a great host! This is definetly a space for a more creative person and would highly recommend this for a real New York Experience!!"
5136,9549695,2014-01-02,3585271,Elise,"My family had a wonderful stay at Rebecca and Henoch's beautiful home in Brooklyn over the holidays.  The condo is spacious and well appointed, with plenty of room for four of us to relax after a day of exploring the city.  We loved the comfortable living room for relaxing, large dining room table for work/meals and a gorgeous, well equipped kitchen, and we were surprised to have so much space to spread out in NYC!  The king size bed in the master bedroom and deluxe air mattress were both very comfortable and we were thrilled to get a good night's sleep each night in a very quiet neighborhood.  Lastly, we happily opted to take care of their delightful and easygoing cat, which added to the feeling of being at home in their condo.  <br/><br/>Rebecca was a fantastic host--easy to communicate with, responsive, and left a folder full of instructions, personalized restaurant recommendations, and takeout menus.  We really appreciated the personal touch and attention to making our Brooklyn experience an authentic one!   We would stay there again in a heartbeat--highly recommended!"
5136,424592125814621653,2021-08-08,9458653,Lia,"If you have to stay in Brooklyn than only at Rebecca's appartment!<br/> We enjoyed our stay a lot!!!  The apartment is really huge . With a terrace and backyard and full of flowers . There is everything you might even need. Full kitchen to prapere anything you like, washing machine and laundry corner. Two restroom on 1 and second floor which is a big plus as well. Cable TV you may watch Netflix, HBO and etc. Location is perfect , street is so calm and there is no noise at all so you can sleep as a baby. Subway locates  3 blocks away , very easy connection to Manhatten . There are many groceries , caffes, bars, pharmacy , everything is in a walking distance. The apartment is perfect for a family stay . I want to thank Rebecca for everything, comunication is easy, check in and check out is very convinient. <br/>Highly recommend !!! ❤️❤️❤️"
5136,690516472411031230,2022-08-10,9105377,Mark,"Great place for my family while doing renovations in our apartment.  Easy access, clean, everything you could need.  We loved exploring the neighborhood and would definitely stay here again and recommend it to anyone looking for a family friendly place to stay"
5121,215103,2011-04-02,406850,Miriam,"I stayed at Garons for almost three months and had a wonderful time. His house felt like home, the room really was my place. Garon is very relaxed and a great roommate. We both led our lives and just saw each other when we both were at home. We had some great talks and he's a very inspiring person. His cats were also a great addition to me feeling very at home there. <br/>There are a lot of nice nieghbors, and in the neighborhood, there are new cafes and restaurants popping up. It's close to the G-train which connects you to anywhere in Brooklyn and Manhattan. <br/>I wish I didn't had to leave!<br/>"
5121,230340,2011-04-18,466719,Iris,"Garon is very sweet, relaxed and laid back. I felt like an additional room mate! I felt safe walking home to the flat at night, and the flat is easy accessible to JFK. Thanks Garon, I had a lovely time! x"
5121,368835,2011-07-12,693011,Estelle,"Garon was a very nice host and he let us feel like home in his place, despite we didn't see him during our 6 days stay.<br/>But unfortunately the apartment was absolutely not like pictures and description on the website: not very clean, and most of all very old, cheap and untidy. The room was too small and a lot of stuffs inside (closet was full) for a 2 persons 6 days stay.<br/>In our opinion it's not really a rentable place, even if Garon's neighboor was very nice and helpfull, and even if Garon warned us about the possible untidyness in the place because of his absence."
5121,402963,2011-07-28,809854,Jiyeon,"i really enjoyed NY. Garon was so welcoming and tried to give me infos. <br/>his house is not brand new but he always keeping clean and tidy. <br/>this room has enough space and so brighten.  <br/>and i miss cute cats too. :)<br/>"
5121,522601,2011-09-12,599217,Mara,Garon is the best. Period.
5121,703737,2011-11-08,1303360,Lukasz,"Everything was perfectly fine! Me and my friend have stayed at Garon's place for 10 days and we really enjoyed that. The apartment is full of interesting stuff and Garon's stories. Garon himself is one of the most laid back persons I have ever met. And cats gave the place a lot of charm and a ""warm touch"". Each of us had his own key and we were free to come and go as we wish - no hassle at all!<br/><br/>A neighbourhood is nice. Manhattan is approx. 20min away - close to nothing! A lot of places to eat out -  I could recommend to anyone who plans to stay there to visit a food place right on the right of McDo, close to the A/C subway station - a great deal of specialities straight from Trynidad! =)"
5121,1222514,2012-05-03,2046833,Rob,"Thanks Garon! - I stayed for just over 2 weeks everything was fine, easy going, free reign of the flat pretty much.<br/><br/>Whilst at first I thought the neighbourhood was not so good, It is safe and I was out a fair amount at night. The G and C are close by (the G's a little closer and you can easily change to the L to get to lower manhattan)<br/><br/>Anyway, if you are considering this then you should defo go for it, for the price I don't think there would be anything better!"
5121,2487328,2012-10-02,3495996,Blas,"Garon is great! He s a really nice and interesting guy!<br/>The neighbourhood is great. The apartment is close to subway. Its really safety and nice. Just go there!!<br/>"
5121,2762985,2012-10-30,3588281,Aleesha,"I had the most beautiful stay, <br/>Garon is a very special person and an absolute angel, made me feel totally at home in a highly peaceful and relaxed environment, <br/>I throughly recommend Bliss Art Space!<br/><br/><br/>Aleesha :) "
5121,3423063,2013-01-27,2556663,Tim,"It was so nice staying at Garon's! For the first glance it didn't look very fancy or something, but this place is gorgeous from inside out. It's pretty easy to get to subway G train or if you walk a little more you can get to A train which goes directly to JFK airport. Garon is a very kind person, very open-minded and friendly! We also have a lot in common in area of culture! I'll recommend this place to everyone who is open-minded and want to feel how people live there in NYC. Neighborhood looked safe. Despite it was one of the coldest weeks for last year in town, but heating worked well and the room was warm!"
5121,3660569,2013-03-01,4729917,Kevin,"Garon is one of the coolest individuals I've met in a long time. The room is great close to both the G and A C trains, and the neighborhood has an  organic market right around the corner. Laundry is close by also. There are two beautiful cats that lounge around all day adding to the chillness of the place. There is a sage like wisdom that Garon  imparts with any newbie to NY, and I am a far better New Yorker and individual for meeting this cool cat. <br/>"
5121,4038248,2013-04-04,1387678,Celina,"Garon is undoubtedly the most welcoming and nice host ever. You feel at home right away, he is exciting and passionate, discussions are super interesting and he is extremely friendly. A stay at his place is a good mood cure. I highly recommend!"
5121,5529489,2013-07-04,1523322,Traci,"Had a great stay with Garon! You'll have a super cool and helpful roommate for the length of your stay, who just might cook you breakfast and make you tea in the morning. The neighborhood is really interesting and beautiful, worth spending some time just wandering around. I stayed for almost two weeks, often coming back late at night, and never felt unsafe in the area. The room itself has everything you need. And the apartment has two friendly cats :). If I were to come back to Brooklyn, I would definitely stay with Garon again."
5121,8725019,2013-11-13,1387678,Celina,"Great, perfect ;) "
5121,9525620,2014-01-01,10393975,Bruce,"I had a good feeling about Garon before I arrived and was not disappointed at all.  I tried to keep busy and didn't want to be in his way. My stay was quite lengthy so we did have a lot of time to sit and chat about so many things and had a lot of laughs.<br/><br/>I'm already planning to go back and I will try to stay with Garon again and again, the space, location and host are all a perfect match for me."
5121,9972451,2014-01-22,5347699,Carlotta,"Garon è davvero una persona meravigliosa! Grazie per le chiacchere, il the allo zenzero e i tanti consigli che mi sono stati dati! davvero una persona speciale da incontrare e dove alloggiare a NYC! "
5121,10664736,2014-03-02,989362,Anne,"Garon is an accommodating, friendly, and helpful host. The room seemed smaller than the pictures indicated. The bed is on the floor."
5121,17312134,2014-08-10,19096223,Jari,"Garon is a great guy, very friendly and easygoing, as well as trustworthy!!! I really liked staying at his place for five nights. He gave me useful advices about what I should visit in NY and we had cool conversations about everyday life! Furthermore, his place is located very close to 2 metro stations and it takes only 20-30 minutes to reach Manhattan! I strongly recommend staying at his place!"
5121,22685726,2014-11-11,23305942,Laurel,Garon was a generous and helpful host. His accommodations are clean and cozy. He even invited me to dance at his second reception! It was truly a pleasure to meet him and stay in his home.
5121,31239939,2015-05-03,1019051,Kristel & Michel,"Best choice ever made, really confortable bed, quite room and in really brooklyn astmosfer...close to metro!<br/>But most important, meet Garon :) "
5121,33811432,2015-06-01,9989751,Naa,Garon is one of the best hostes I eber had! He is such a easygoing person. He welcomed me very warm  and friendly. He recommended me local spots to visit and helpt and was there for any questions. I definitive recommend to stay at Garons place. <br/><br/>Thank you so much Garon!  
5121,39103669,2015-07-20,35481629,Chris,"I enjoyed my stay with Garon! He is a kind and considerate host, the room and apartment are very comfortable, and his cats are very friendly."
5121,44126419,2015-08-24,20106592,Elisa,"Garon is an amazing host, very welcoming. He showed me the house and gave me tips for my stay in NYC. The room was nice and the bed comfortable. The area is very safe, even at night, full of nice restaurants, pubs and cafe. There are two subway stations very close. If you are visiting NYC this is a good place where you can stay. "
5121,48208968,2015-09-24,13718313,Zeynep,"Meeting Garon was the best part of my stay.I felt home from my first night at GAron s place.Thank you again,hope to meet soon!"
5121,48841122,2015-09-28,30663960,Amanda,"Had a great stay at Garon's place. I left it right to the last minute to sort out accommodation and even though he wasn't actually around, he went out of his way to sort everything out for me. Really thankful!! Area is nice and has a few hidden gems. Would recommend :)"
5121,52023013,2015-10-25,6154262,Martin,"Garon is a really nice guy, interesting to talk to and knows a lot about the area. He's one of the more personable hosts I've met. His cats are super friendly. I was worried about the futon but it honestly feels like a regular bed, I had a great nights sleep. I was happy to be in that part of brooklyn again, it's much more relaxed and the G train is really close. Would recommend."
5121,52776879,2015-11-01,267281,Jer,"Garon was the nicest host I've ever dealt with on AirBnB, which is saying a lot because I've met some really nice hosts. I ended up having to adjust my pickup time for the key, which he graciously accommodated by having another wonderful person (Christian) meet me at the apartment. These are true gentlemen.<br/><br/>The bed was very comfortable and cozy. I slept very well. Commutes to the Javits Center and other parts of Manhattan were a cinch, often as short as 30 minutes.<br/><br/>This place is a really good value for someone needing a thrifty bed and a quiet place work or chill out. I hope to visit again."
5121,75108633,2016-05-19,36463277,Uhn,Garon is amazing!<br/>I felt like I was visiting my friend's apartment.<br/>He made me fell like home
