listing_id,id,date,reviewer_id,reviewer_name,comments
131145,1337875,2012-05-23,2370516,John,"Excelente lugar, muy bien ubicado y la casa es super tranquila. Vivi es muy agradable y atenta, demasiado! Sumamente recomendada :)"
131145,1422994,2012-06-05,2464676,Marco Antonio,Muy bien. Amabilidad y una casa llena de gente interesante.
131145,1624869,2012-07-03,2681522,Clarissa,"location is great - 2 metro lines close by. <br/>area safe and pretty (bars, restaurants, shops ... )<br/>internet (wifi) works great.<br/>rooms are spacious, luminous and welcoming. feels like home the second you step foot into the apartment. beautiful pieces of art all over the place.<br/><br/>perfect place to dive deep into the tango scene!! <br/><br/>defenitely a place that makes you want to stay there for as long as you can!<br/><br/>and vivi   ...   what can i say?!? a perfect host!!!<br/><br/><br/>"
131145,1648625,2012-07-07,2379790,Chiara,Recommended!!!!!!!!!
131145,2627442,2012-10-16,2148136,Eric,"Vivi was so nice, so helpful and so understanding with everything. I loved her apartment, the neighborhood, and have no complaints. I would recommend staying at Vivi's place! She's an excellent tango teacher, taboot."
131145,3342286,2013-01-14,3903840,Sean,"For the price, this place was good. Close to one of the subway lines, Medrano station (B or red line), clean bathroom, and a comfortable bed (soft mattress, may not be good for those with a bad back, but fine for me). It was a secure location with private entry. 2nd floor, street level locked entry, up a private staircase, another locking thick glass apartment door, and a locking bedroom door (good for those who may feel nervous about sleeping soundly in a foreign country). Karina provided a clean towel for showering. WiFi was available. It worked about 85% of the time during my 16 night stay. It would stop working sometimes throughout the day and evening for periods of time. Not a router issue, but an ISP issue. I was told this could be common throughout Buenos Aires. Internet access was very important to me during this trip because I was travelling for school and writing a research paper which required an extensive use of Internet, but when it didn't work I resolved the issue by using free WiFi available at the McDonald's 3 blocks away at Avenida Corrientes or at Grotto on the same block, a nicer restaurant. Many restaurants/business throughout Buenos Aires have free WiFi, which helped. The kitchen has a medium sized fridge, sink, toaster oven, and twin hot plates. It's a bit small but nothing you can't get used to. I didn't do any heavy cooking. Mostly cold foods, drinks, take-out, and restaurants. The neighborhood is mostly locals as far as I could tell. Not many tourists. English was not widely spoken in the shops I entered. If your Spanish is not good, it may be difficult. I speak enough Spanish to get by. Didn't have any problems making purchases for basic items and food. Try to speak the local language where ever you travel. It's respectful!!! The pizza shop 1 block to the left when exiting the building ""Pizza de Antes"" was good and the staff friendly. It's not at all like pizza in the States, which I expected, but good. Gelato shops are everywhere and really good! Like other reviews mentioned...yes, the street is very noisy. I knew this going in. I'm from NYC and used to the noise, but if you're a light sleeper, it may be a problem. Also on some evenings you could hear loud drumming from a neighborhood band playing from the park down the block ""Plaza Almagro."" It's a good beat and entertaining, but it does go on for an hour or so. Overall, it wasn't a flawless stay, but for the price, very good. Also, Karina was very accommodating when I was arriving. I had some difficulties travelling (delayed flights and exiting the airport). I kept in contact with her frequently to update her regarding my whereabouts so she still knew I was coming. She waited for me patiently until I arrived to give me the keys and to show me around the apartment. I'd stay here..."
131145,3496814,2013-02-08,4466577,Douglas,"The room is very nice and there are 2 rooms and its private, in other words her apartment is separate(but same entrance). the bed is a double and its very large. The room and the apartment are very nice, very well decorated with modern paintings. Karina is very cool person with an amazing life, but the problem was that she is so busy that I never got to see her. All together I saw her only 5 minutes. thats too bad because i was hoping to spend a little time with her, but no. But she was helpful and answered any questions i had by leaving a notes. Also she had some travel books available. also i like the neighborhood even though its funky. there are some nice tango clubs near by with live music very closeby. thats nice. also plaza almargo is very interesting. there are hundreds of people there at night. its about 3 blocks from the subway station medrano on line b. i like karinas attitude. its like we are sharing an apartment, share food, share things. the bathroom and shower are just ok. She put a big fan in my room which was nice and also there was a balcony also. there is a lot of noise from the street but the fan drowned out the noise. "
131145,5905358,2013-07-22,5348979,Ricardo,"El barrio es bastante céntrico, a 10 minutos andando del mercado Abastos, por donde está el museo Carlos Gardel. Es cierto que el barrio de Almagro no viene en los mapas de las guías turísticas, pero, insisto, es bastante céntrico y viene muy bien para visitar toda la ciudad.<br/>La casa es amplia y hay todo para preparar la comida. <br/>Puede haber ruido de los vecinos entre 10 y 12 de la noche y ruido de los coches de la calle Salguero. Este es el único inconveniente.<br/>Por lo demás, tanto Viviana como Karin son muy serviciales y amables, aunque no las haya conocido personalmente."
131145,6492686,2013-08-14,7110879,Jorge,"Viviana is a wonderful person and a great human being, she has deep knowledge about argentina's music, art, politics, culture, food and geography that will share with you if you want, she is also a Tango dance teacher (wow). She speaks English and has toured Europe and USA ensuring hours of enjoyable conversation. On the other hand if you just want your own space, silence and quiet you do not notice that she is around. The house is an old house in a very good shape, the room has a lot of space and it is nice, maybe you will have some trouble if you have too much clothes, but Viviana will help with that. The room is front a big avenue with lines of buses and you will hear some noise but in the night is quiet. The neighborhood is safe, beauty and is close to a big mall, few restaurants, pubs, markets and a metro station. I walk late night on the streets and i think is a safe place. If you want spend good time in Buenos Aires in a beauty and safe place i sincerely recommend Vivi's home, once you're there you do not want to leave. Deseo agradecer a Viviana la hospitalidad que me brindó en el momento en que un extranjero como yo mas la necesité. Viviana es una persona maravillosa y una gran hospedera y tiene conocimientos en todo lo relacionado con Argentina y Buenos Aires (comida, cultura, musica y geografia) y te puede sacar de las dudas que tengas sobre la ciudad si así lo deseas (también es una de las mejores profesoras de Tango, asi que aprovecha!). Vivi es una gran conversadora y habla bien el inglés, ha viajado mucho por Europa y Norte America por lo que tiene mucho que enseñar y compartir. Por otro lado si lo que deseas es quietud y silencio no te va a molestar para nada. La habitación es espaciosa con una cama grande en la segunda planta de una casa antigua pero bien conservada, hay espacio para todo y dentro de tu habitación tienes tu mesa y un par de sillas con un closet pequeño y percheros para tu ropa, si tienes demasiada ropa puedes tener problemas con el espacio pero nada grave que Vivi no te ayude a solucionar. La habitación esta frente a una calle principal con muchas rutas de buses por lo que hay bastante ruido en el día, en la noche es bastante calmado. El barrio es antiguo, bonito y bastante seguro (caminé varias veces por las calles en la noche y la madrugada sin ningún problema), esta rodeado de varios restaurantes, bares, ventas de alimentos y esta cerca a un Shopping (Abasto, que es grande y muy bonito) a la vez que tienes varias rutas de buses y una estación del metro. Si deseas pasar un buen rato en buenos aires en un sitio bonito y seguro te recomiendo 100% la casa de Vivi. Una vez que estas ahí..."
131145,7374307,2013-09-17,1740213,Rhiannon & Ste,"We enjoyed an amazing stay at Vivi´s for 2 and a half weeks. The bedrooms are spacious and there is a lovely and light dining room to use as well. The kitchen is small but has everything you need. As described on the listing there is quite a lot of noise from the road outside, but we never found it to be a problem. <br/><br/>The apartment is in a great position to explore the city and local Almagro highlights such as the Catedral tango hall, El Boliche di Roberto historic bar, and Las Violetas cafe.<br/><br/>Vivi is a wonderful person and a perfect host! Her partner Tommy was there at the time too and they both gave us loads of advice about where to go and lots of knowledge about Buenos Aires and Argentinian culture :) Not to mention some invaluable tango training! We really hope to see them again :)<br/><br/>Muchos gracias Vivi y Tommy!!<br/><br/>"
131145,8505276,2013-11-03,5695487,Ljuba,"Vivi's place is the definition of BUENA ONDA. I wish I had had more time there, in fact. The place is taken care of with amor, and you can really tell. Vivi and her roomate Vanessa are the best company to sit around with and drink a couple of mates. Vivi, you're always welcome in New York (or wherever I may be)!"
131145,8888511,2013-11-24,9482882,Rolando,"Solamente decir que fue una excelente experiencia en Buenos Aires!... Vivi es una excelente anfitriona y su casa es muy acogedora, cómoda y bien ubicada para desplazarse por todo Buenos Aires. Almagro es un barrio seguro y agradable, con buena disponibilidad de comercio (restaurantes, kioskos, supermercados, etc). Definitivamente muy recomendable para alojarse en Buenos Aires."
131145,9362749,2013-12-24,926171,Valerio,My holidays in Vivi's flat and in Buenos Aires were splendid. Vivi is that kind of person that simplifies your life and brings things in the right prospectives. Thanks Vivi!
131145,9612503,2014-01-03,209043,Moshe,"Viv was great!  Very accommodating, personable, friendly, helpful.  A very attentive and cool host."
131145,9955201,2014-01-21,10373432,Sergio,"Foi uma experiênca interessante e agradável para mim. Pois, nunca havia feito aluguel de quarto de imóvel com o proprietário morando na casa. Quanto ao espaço alugado, ficou dentro do que planejei para o período em que estive estudando em Buenos Aires. O único incoveniente que me incomodou foi o ruído contínuo de veículos passando pela rua. Abs.  "
131145,14409381,2014-06-18,8914800,Thiago,"Nem sei direito como começar mas vamos lá. A minha experiência na casa de Vivi foi maravilhosa! Desde a recepção até a minha saída. Vivi é uma anfitriã excepcional o que fez minha estadia em Buenos Aires ser melhor do que o esperado. A casa de Vivi é aconchegante, bem localizada e em um bairro muito gostoso. Pude fazer vários passeios por Buenos Aires a pé e nas visitas a outros bairros o taxi ficou em conta. Tem um quarto limpo e gostoso de se ficar, e aquecido para dias de inverno. Recomendo 100%.<br/><br/>I don't know how to start but, let's go. My experience on the house of Vivi was amazing! Since the reception till the check out. Vivi is a exceptional hostess, what made my days in Buenos Aires better then I was think it. The house of Vivi is so comfortable and it is in a neighbor very well located. I could do many optional tours simple walking and going to others neighborhoods the cab was cheap. Vivi have a room clean and comfortable to stay, heated with cooled air to the winter days. I recommend 100%, and it was good to meet you Vivi. Take care! :)"
131145,16627518,2014-07-30,17759372,Irene,"Viviana is a lovely person! She takes care that her guests are good in every aspect of their stay. She is an excellent guide on the uses and customs of the Argentine people. <br/>This welcoming house is in the center of one of the most beautiful neighborhoods in the city. Within walking distance there are many nice and typical bars, along with all the services that you may require. <br/>For me a perfect experience, I felt welcomed by Viviana as a friend."
131145,23968669,2014-12-15,20866215,Joel,"Viviana is an amazing host more like an old friend. We chatted about travels and life in Buenos Aires, she always made sure everything was fine. <br/>Viviana even arranged for an airport pickup with her friend Leandro who is a super cool guy, for a good price. <br/>Highly recommend staying with her :-)<br/>"
131145,24167396,2014-12-21,10531961,Liv,"Nos fue súper bien en la casa de Vivi. Ella tiene la mejor onda y es súper amable. La casa esta en un barrio genial, cerca del centro. La casa esta muy bien. Recomiendo este sitio para quedarse."
131145,27089847,2015-02-25,16321535,Rainer,"Viviana is such a great host and personifies the life and vibe of Tango and Buenos Aires!<br/>The Flat is in Almagro wich is very central so getting around to the other Barrios is short and easy.<br/>Your Room is super nice, Spacious, Clean, Friendly and Light.<br/>DondeVivi is a great place to stay and if you have questions about Buenos Aires Vivi will give you some great pointers and tips!"
131145,30076439,2015-04-17,115522,Nate + Danielle,"Vivi was wonderful! I just wish we had more time to spend with her. She gave us a quick tour of the neighborhood and showed us what's around for food and entertainment as soon as we got there. This is a great location - park nearby and lots of little shops, restaurants, groceries, etc. Subway is not a far walk and buses are right outside the door. The street noise is LOUD at night but we still enjoyed our stay once we started sleeping with earplugs. This is one of two guest rooms that are rented out, so be aware that there may be multiple guests. The kitchen is very tiny but we still managed to make some good meals there. This place is very cozy and homey. We enjoyed the patio a lot. This was a wonderful place to spend a week in Buenos Aires! "
131145,33683202,2015-05-31,28084468,Janika,"The flat is located in a central neighborhood and there are plenty of shops and cafes nearby. I liked Almagro barrio. Viviana was travelling at the time when I was in the flat, but she had organized everything, so that I felt welcomed. The street is a bit noisy at night, but it was not a problem for me. "
131145,39392322,2015-07-23,28551729,Ana,"Passei momentos adoráveis no bairro do meu coração em pleno coração de Buenos Aires. Depois de haver morado algum tempo na vizinhança, na casa de Vivi me senti ""como en mi casa"". Além de uma anfitriã maravilhosa, se tornou uma querida amiga. A casa é tão receptiva quanto ela, os cômodos são limpos e a decoração simples e aconchegante. Almagro é um surpreendente convite a conhecer um tradicional bairro portenho que se encontra muito perto da estação de metrô, de vários pontos de ônibus que te levam rapidamente até Palermo, Recoleta e ao centro e à muitos outros lugares interessantes. Padarias e supermercados também estão por ali. E Vivi fará questão de ajudar com qualquer dúvida ou orientação necessárias. Gracias, Vivi."
317759,3293117,2013-01-06,4283108,Anne-Claire,"Nice place to stay, close to  the metro station. In a real local, argentina neighborhood. The place is quite, clean  and the lady is verry friendly. I realy enjoyed my time in this place. A nice way to be introduce to Argentina....<br/>"
317759,3412195,2013-01-25,3963482,Guillaume,"In a former travel hotel, the appartment has the dated charm and atmosphere of Buenos Aires, we really enjoyed it. <br/>The location is pretty central to discover the city and you can find everything you need within one block. <br/>(-) Internet was quite slow because of the distance from the antena but we dealt with it and Eleonora offers to use her own flat if needed.<br/>"
11508,6050019,2013-07-28,4600436,Tara,"The apartment was in a beautiful, modern building, was wonderfully decorated and equip with all of the modern amenities. We not only loved the apartment, but the location was ideal. We were walking distance to the Subte and to my job in Palermo Soho. We were surrounded by lots of restaurants and boutiques. The only issue with this apartment is the noise. The neighbors on our floor had a dog that barked constantly and often times woke us up at night. We spoke with Candela who tried to help us solve the issue and it seems as though many neighbors have complained about dogs in the building and that they might be more selective in the future. We hope that's the case because it's a beautiful place to live otherwise."
317759,3498595,2013-02-08,4835340,Isabel,"Muchas gracias a Eleonora y Milagros, por la hospitalidad, pasamos días muy tranquilos y confortables en su casa.<br/>Pequeña y acogedora con todos los servicios necesarios y céntrica."
317759,3588488,2013-02-19,4829407,Sibyl,"Lovely self-contained apartment- everything is clean, tidy and quiet.. easy to get around the city. Elenora is very helpful and easy to get hold of.. Will go back, if in Buenos Aires.."
317759,4105973,2013-04-10,3532820,Pierre,"Nice place to stay in Buenos Aires, close to everything and very quiet. Very kind and very friendly peoples to. Perfect. No surprise. I recommend !<br/>Thanks for everything:)<br/>"
317759,4223386,2013-04-20,5462380,Claire,"The apartment was great- the bathroom was very spacious, there was reliable Internet, and lots of room. Although located close to Once, the neighborhood was very calm and has lots of restaurants and grocery stores. A great stay!"
317759,5212406,2013-06-18,4633997,Tamara,"La casa es muy acogedora, cómoda, y tiene todo lo necesario. La casa es muy silenciosa. Milagros es un amor. Eleonora responde todos mis mensajes, es una chica muy atenta. ¡Recomendable!"
317759,6271883,2013-08-06,6154306,Rafaela,"Adoramos nossos dias em Buenos Aires! O apartamento é muito aconchegante e tem tudo que precisa depois de um dia de muitas caminhadas por BsAs. Milagros foi atenciosa quando precisamos, tivemos um pequeno problema para acessar a internet mas foi logo resolvido.<br/><br/>No bairro há muito comercio mas é bem sossegado a noite.<br/>Há metro próximo e muitas linhas de transporte coletivo e levam a todos os pontos da cidade."
317759,7147639,2013-09-08,170434,Andrew,All was really good - lovely place in a great location. Eleonora's a great communicator and very nice!
317759,7434754,2013-09-20,7726376,Jack,"My stay at Ele's place went great!  It is a very spacious studio with great light during the day.  The building itself is also kind of neat and has a very BA feel.  Ele was not around while I was in town, but the woman who manages the building lived down the hall, was extremely friendly and was always a help when I needed something.  Ele herself was very flexible when I had a friend in town that wanted to crash for a few nights.  The internet was occasionally a bit spotty, but not usually for long.  I definitely recommend this comfy space!"
317759,7702786,2013-09-30,7484257,Luca,"My girlfriend and I booked Eles place for 9 nights and we have to say that our stay was just perfect. Not only are Ele and Milagros super nice but the apartment is beautiful. It is located just in the heart of BA and the connection to public transport is amazing. It's the perfect home to discover this incredible city, so we recommend to anyone who's thinking about going to Buenos Aires, to stay at Eles place! Thanks so much. We will come back :-)"
317759,7967966,2013-10-10,8866183,Jürgen,"Einfache kleine Wohnung, trotz des großen Geräuschpegels von BA sehr ruhig. Gut zentral gelegen, wir haben vieles zu Fuß gemacht oder sind mit der U-Bahn gefahren, Station gleich um die Ecke. Geschäfte, alles was man braucht in griffnaähe. Betreuung von Milagros richtig lieb. Wir würden gern wieder herkommen.<br/>Uta&Jürgen"
131145,44544409,2015-08-27,29923438,Jean-Baptiste,"Quelle hôte ! sourire, sympathie, bonne humeur ... Ce fût un plaisir de partager durant plus d'une semaine l'appartement de Vivi. Fine aiguilleuse que ce soit pour les restaurants, musées , parc ou autre, elle a pu répondre à toutes nos questions ! L'appartement est très bien situé dans le sympathique quartier de Almagro! <br/>Nous avons partagés de très bon moment, n'hésitez pas! "
131145,47715517,2015-09-21,6307294,Eduardo,"Viviana me recibió con muchísimo cariño y atención. La habitación es fabulosa y los ambientes comunes de la casa un sueño. Vivi me enseñó  los secretos del barrio con una educación, cercanía y amabilidad increíbles. La ubicación es inmejorable y el barrio ofrece lo mejor de un Buenos Aires eléctrico. Viviana es una anfitriona magnífica."
131145,50985966,2015-10-16,19735933,Mohamed,"Beautiful Person, Soul and Tango.. .<br/>Very comfortable home .<br/><br/>Thank you  :)"
11508,9328455,2013-12-22,3130017,Simon,"My stay at Candela's apartment was very enjoyable. The apartment looks exactly like the photos.  Candela is very hospitable and does everything to make the stay enjoyable. I would recommend this place to anyone wishing to visit Buenos Aires. The location is also an added bonus, very close to the D line Subte and bus connections from Plaza Italia. The parks are very close by as are many great restaurants and coffee shops. "
11508,22761704,2014-11-14,13740201,Neil,"Very nice place, just as shown in the pictures.  Close to everything - stores, Palermo Viejo, botanical garden, and the subte station.  Candela made everything easy.  Thanks!"
131145,51726962,2015-10-24,9746547,Gerardo,"El lugar es muy acogedor y muy bonito además de su excelente ubicación en almagro, además Vivi es una persona tan buena onda y cálida que no hay el más mínimo problema en sentirse como en casa, la atención excelente siempre. Lástima que no estaba por vacaciones u ocio, sino me imagino que hubiera podido conocer toda la onda del Tango que Vivi te la transmite con tanta pasión que uno queda con muchas ganas de conocer."
131145,54242942,2015-11-17,24908471,Eun,"Durante 2semanas en DONDEVIVI fue un placer. El barrio es muy tanquilo y facil para andar sitios iteresantes. El ambiente de casa fue muy comodo, la habitacion fue amplia y limpia. Vivi era una persona muy buena..y sabe mucho historia de argentina..para mi ella fue muy buena guia para conocer mas de Argentina. "
131145,56607399,2015-12-15,48364525,Elizabeth,"The description of the rooms was very accurate. It was noisy from the buses passing, but I already knew that, so it didn't bother me. On the first day, my host greeted me, oriented me to the house, walked me around a few blocks of the neighborhood to show me where a natural food store was (I am celiac), and gave me keys. She is warm, friendly, helpful and very funny. I really enjoyed staying with her, and would do so again."
131145,59372334,2016-01-10,10173926,Ana Maria,"Un apartamento muy bonito con una anfitriona muy amable y un perrito, pompi, adorable! Bien situado, un poquito de ruido en la habitacion por la noche pero recomendaria la estancia a cualquiera!"
131145,65179622,2016-03-11,52857245,Tahnny,La casa es acogedora y Viviana es muy amable!!! Un poco de ruido por el tráfico pero nada que no te permita descansar...ojalá pueda quedarme más!!!
131145,68074498,2016-04-02,25098023,Anna,Fantastica! Una casa linda con buena gente. Gracias viviana ☺️
131145,330342798,2018-09-30,70696227,Juan Manuel,"Excelente lugar, ubicación y amabilidad.. 100% recomendado"
131145,608650462552364028,2022-04-19,305544156,Bianca,"A estadia foi super tranquila. A comunicação com Viviana é fluida e sempre que precisei fui bem orientada por ela. O gatinho se tornou um grande amigo, assim como Ariel,  e sentirei saudades! A localização é muito boa também. <br/><br/>Meu único adendo é para pessoas que têm o sono leve: por ser uma casa de frente para a rua há muito barulho no quarto. Mas, se isso não é um problema para você, todo o resto é perfeito e exatamente como descrito no anúncio."
131145,799994163217448211,2023-01-08,482956777,Martín,"Mi estadía en la casa de Vivi fue súper. Pude sentirme realmente cómodo y a gusto. La casa es muy linda, y viene con la compañía de Fisu, un gato que está diseñado para enamorar. La zona es genial, es lindo y cerca de todo. Me da mucha lástima no haberme podido quedar más días, pero sin dudas volvería en el futuro. Gracias Vivi!!"
131145,820283581942671684,2023-02-05,275391370,Tom,"Whats-App ist für BsAs sicher Pflicht. Hierüber war es sehr einfach mit Vivi in Kontakt zu treten. Sie hat immer schnell reagiert und eine gute Lösung gefunden. <br/><br/>Der Zugang ist etwas schmal, was bei großem Gepäck schwierig sein kann. <br/><br/>Das Zimmer ist exakt wie in der Beschreibung. Ausreichend groß und mit offenen Regalen. <br/><br/>Die Küche ist funktional und eher klein. <br/><br/>Das Bad is sauber und wenn es Wasser gibt, dann ist es auch heiß. <br/><br/>BsAs ist eine laute Stadt und die Busse tragen ihren Teil dazu bei. Leider ist genau vor dem Fenster eine Bushaltestelle und die haltenden Busse erreichen dann bei offenen Fenster 75dB (gemessen mit dem iPhone im Bett liegend). <br/>Wer kein Problem mit Lärm oder Ohrstöpseln hat, findet hier eine hervorragende Herberge.<br/><br/>Ein gutes Preis-Leistungs-Verhältnis!"
317759,8055624,2013-10-14,7122433,D & S,"Very nice place to stay in Buenos Aires.<br/>People in the residence are very kind.<br/>Very good"
11508,25002055,2015-01-05,10434099,Lars,"Thank you for everything, Candela. Die Wohnung und die Anlage ist genauso wie versprochen. Meine Sonderwünsche konnten alle berücksichtigt werden. Beim Check-in und Check-out war Candela sehr flexibel!"
317759,8235967,2013-10-21,735599,Umberto,"I booked Eleonora's unit on short notice and she was completely accommodating and responded in a timely manner. She was not in BA during my stay but her assistant Milagros was, and was of great assistance. The apartment was located in the Congreso area, and was easy to find. I walked from the bus station, but realized the subway is very close by. The neighborhood is residential and quieter at night than other areas. The apartment itself was spacious and comfortable. It's an older house with high ceilings and windows with tiled kitchen and wood floors. It had an old boutique hotel feel. The wifi was good and bed was comfy. Milagros was available any time but was also respectful of my time and space and was very considerate. It turned out she was from my parents home country so it was good to have a familiar presence. The bathroom had a bidet,. The hot water worked and pressure was good. Overall the place was comfortable and accessible to all public transportation. You can also call a taxi or have Milagros call one for you as she did when i had to fly out of Ezeiza.  I had a great stay and Eleonora and Milagros made me feel welcomed. Most importantly they didn't stress check in and check out times and accomodated me according to my arrival and departure.  Highly recommended for the great price. "
317759,8443975,2013-10-31,8574380,Elisa,"Eu e o meu marido ficamos no apartamento durante nossa lua de mel, foi ótimo! O apartamento é muito aconchegante e está tudo muito em ordem. Alguns problemas que tivemos com a internet e o chuveiro a Milagros, pessoa responsável pela chave, ajudou-nos prontamente! "
317759,8534051,2013-11-04,9335313,Stephen,"A quaint old building, with rooms converted into apartments. A nice big main room with cool fittings and a high ceiling. Eleonara was most helpful when we needed to arrive quite late.<br/><br/>Having stayed in a few other places in BA, though, there are some other neighbourhoods that I preferred:<br/>- The location is a little far out for what I paid, though access to the Subte is pretty good.<br/>- The surrounding area isn't brilliant: passable restaurants and cafés, and it can get a little seedy late at night."
