market,region,snapshot0,snapshot1,regime,matched_nights,blocked_v0,blocked_v1,new_blocks,reopenings,horizon,interval_days,available_v0,blocked_share_v0,blocked_share_v1,net_change_pp,new_block_rate_pct,reopen_rate_pct,net_change_pp_per_30d,new_block_rate_pct_per_30d
austin,na,2024-05-19,2024-06-17,all,436094,202330,246279,54441,10492,d001_030,29,233764,0.4639596050392805,0.5647383362302623,10.077873119098173,23.288872538115367,5.185587900953887,10.425385985273973,24.091937108395207
austin,na,2024-05-19,2024-06-17,all,2616944,1322474,1320508,130199,132165,d001_180,29,1294470,0.5053505157160413,0.5045992577601967,-0.07512579558446308,10.058093273695027,9.99376925368665,-0.0777163402597894,10.404924076236236
austin,na,2024-05-19,2024-06-17,all,436170,191365,206829,27817,12353,d031_060,29,244805,0.4387394823119426,0.47419354838709676,3.5454066075154165,11.362921508956108,6.455203407101612,3.667662007774569,11.754746388575283
austin,na,2024-05-19,2024-06-17,all,436170,214513,184483,14376,44406,d061_090,29,221657,0.4918105325905037,0.42296123071279546,-6.884930187770827,6.485696368713824,20.70084330553393,-7.122341573556028,6.709341071083266
austin,na,2024-05-19,2024-06-17,all,1308510,714266,682917,33565,64914,d091_180,29,594244,0.5458620874124004,0.5219043033679529,-2.3957784044447483,5.64835320171512,9.088210834619035,-2.4783914528738777,5.843124001774262
austin,na,2024-05-19,2024-06-17,screened,302452,75220,120221,50107,5106,d001_030,29,227232,0.24870062026371126,0.39748786584317514,14.878724557946388,22.051031544852837,6.788088274395107,15.39178402546178,22.81141194295121
austin,na,2024-05-19,2024-06-17,screened,1814752,539186,544570,114799,109415,d001_180,29,1275566,0.2971127735359983,0.3000795701010386,0.2966796565040286,8.999847910652996,20.292626292225687,0.3069099894869261,9.310187493778962
austin,na,2024-05-19,2024-06-17,screened,302460,61942,79351,24212,6803,d031_060,29,240518,0.20479402235006283,0.26235204655161015,5.7558024201547315,10.0666062415287,10.982854928804366,5.954278365677308,10.41373059468486
austin,na,2024-05-19,2024-06-17,screened,302460,83155,56949,12126,38332,d061_090,29,219305,0.27492891622032667,0.1882860543542948,-8.664286186603187,5.529285698000502,46.097047682039566,-8.963054675796402,5.719950722069484
austin,na,2024-05-19,2024-06-17,screened,907380,318869,288049,28354,59174,d091_180,29,588511,0.351417267297053,0.31745134342833214,-3.396592386872088,4.817921840033576,18.557464036955615,-3.5137162622814704,4.984057075896803
austin,na,2024-06-17,2024-07-21,all,434639,198052,244655,55644,9041,d001_030,34,236587,0.45567010783661843,0.5628924233674383,10.722231553081985,23.51946641193303,4.564962737058955,9.460792546837046,20.752470363470323
austin,na,2024-06-17,2024-07-21,all,2607839,1315016,1318865,134984,131135,d001_180,34,1292823,0.5042550556226822,0.5057309902950298,0.1475934672347523,10.44102711662772,9.972122012203654,0.13022952991301673,9.212670985259754
austin,na,2024-06-17,2024-07-21,all,434640,185114,197810,27158,14462,d031_060,34,249526,0.4259018958218296,0.45511227682679917,2.9210381004969586,10.883835752586906,7.812483118510756,2.577386559262022,9.603384487576681
austin,na,2024-06-17,2024-07-21,all,434640,235814,217184,19182,37812,d061_090,34,198826,0.542550156451316,0.4996870973679367,-4.286305908337928,9.64763159747719,16.03467139355594,-3.7820346250040537,8.51261611542105
austin,na,2024-06-17,2024-07-21,all,1303920,696036,659216,33000,69820,d091_180,34,607884,0.5338026872814283,0.5055647585741456,-2.82379287072827,5.428667311526541,10.031090345901648,-2.491581944760238,4.7900005689940075
austin,na,2024-06-17,2024-07-21,screened,301709,70959,117538,51310,4731,d001_030,34,230750,0.23519019982831138,0.38957405977282744,15.438385994451606,22.236186348862404,6.667230372468609,13.622105289222004,19.620164425466825
austin,na,2024-06-17,2024-07-21,screened,1810259,534512,540287,120334,114559,d001_180,34,1275747,0.29526824614599345,0.2984583973895448,0.31901512435513757,9.432434487402283,21.43244679258838,0.28148393325453314,8.322736312413777
austin,na,2024-06-17,2024-07-21,screened,301710,56374,69414,23371,10331,d031_060,34,245336,0.18684829803453648,0.2300686089291041,4.322031089456763,9.526119281312159,18.325823961400644,3.8135568436383203,8.40539936586367
austin,na,2024-06-17,2024-07-21,screened,301710,104826,88189,17505,34142,d061_090,34,196884,0.3474395943124192,0.29229723907063077,-5.514235524178845,8.89102212470287,32.57016389063782,-4.865501933098981,7.845019521796649
austin,na,2024-06-17,2024-07-21,screened,905130,302353,265146,28148,65355,d091_180,34,602777,0.3340437285251842,0.29293692618739847,-4.110680233778574,4.669720311159849,21.615462720727095,-3.627070794510506,4.120341451023395
austin,na,2024-06-17,2024-08-14,all,414078,172070,231471,71092,11691,d001_030,58,242008,0.41554972734605555,0.5590033761755032,14.345364882944766,29.37588840038346,6.794327889812286,7.420016318764534,15.1944250346811
austin,na,2024-07-21,2024-08-14,all,430062,195011,237657,50028,7382,d001_030,24,235051,0.45344857253140247,0.5526110188763481,9.916244634494564,21.283891580976043,3.785427488705765,12.395305793118206,26.60486447622005
