region,horizon,snapshot_current,tight_pair,metric_set,n_markets,yoy_diff_pp_median,yoy_diff_pp_wtd,yoy_rel_pct_median,yoy_rel_pct_wtd,blocked_share_current_median,blocked_share_current_wtd,blocked_share_prior_median,blocked_share_prior_wtd,current_pair,regime,years_back,net_change_yoy_pp_median,net_change_yoy_pp_wtd,new_block_rate_yoy_pct_median,new_block_rate_yoy_pct_wtd,net_change_pp_current_median,net_change_pp_current_wtd,net_change_pp_prior_median,net_change_pp_prior_wtd,yoy_diff_pp_adjusted_median,yoy_diff_pp_adjusted_wtd,horizon_offset_days_median,horizon_offset_days_wtd,offset_adjustment_pp_median,offset_adjustment_pp_wtd
apac,h000_030,2026-02-28,False,yoy_levels,2,-4.701892811337341,-5.230871413252177,-7.878762551825969,-8.773751067533889,0.537742962425868,0.5331669211631548,0.5847618905392414,0.5854756352956765,,,,,,,,,,,,,,,,,
apac,h000_030,2026-03-19,False,yoy_levels,1,1.0527239322963344,1.0527239322963344,1.8176401318044322,1.8176401318044322,0.608523911866696,0.608523911866696,0.5979966725437327,0.5979966725437326,,,,,,,,,,,,,,,,,
apac,h000_030,2026-03-21,False,yoy_levels,1,-1.8448772415272428,-1.8448772415272428,-2.782588756051962,-2.7825887560519615,0.445214313351772,0.445214313351772,0.4636630857670444,0.4636630857670444,,,,,,,,,,,,,,,,,
apac,h000_030,2026-03-25,False,yoy_levels,1,-2.800255091415085,-2.800255091415085,-7.274414193796241,-7.274414193796241,0.3519508125915701,0.3519508125915701,0.37995336350572095,0.37995336350572095,,,,,,,,,,,,,,,,,
apac,h000_030,2026-03-27,False,yoy_levels,1,-1.0006171816527383,-1.0006171816527385,-1.7120110211661097,-1.7120110211661095,0.5031701396718441,0.5031701396718441,0.5131763114883715,0.5131763114883715,,,,,,,,,,,,,,,,,
apac,h000_030,2026-03-29,False,yoy_levels,2,8.233543772447597,3.4763337317000493,20.05266680379263,8.613254259859469,0.5302803938982307,0.5557831255252462,0.4479449561737547,0.5210197882082457,,,,,,,,,,,,,,,,,
apac,h000_030,2026-03-30,False,yoy_levels,4,-3.980074325307137,-3.370219043514213,-11.2317537860948,-9.001672671578804,0.3145583711921339,0.4815175841396328,0.4037706276169365,0.5152197745747749,,,,,,,,,,,,,,,,,
apac,h000_030,2026-03-30,True,yoy_levels,3,-9.584691837875786,-11.306779406373453,-18.313691932505925,-15.189343585745652,0.3957123876327161,0.6549211370522189,0.49155930601147396,0.7679889311159533,,,,,,,,,,,,,,,,,
apac,h000_030,2026-06-15,False,yoy_levels,1,0.9688927450056561,0.9688927450056561,1.9766472230042575,1.9766472230042575,0.49985871279651045,0.49985871279651045,0.4901697853464539,0.4901697853464539,,,,,,,,,,,,,,,,,
apac,h000_030,2026-06-19,False,yoy_levels,1,-1.5299164369099116,-1.5299164369099116,-3.736215712507318,-3.7362157125073185,0.394183733470118,0.394183733470118,0.4094828978392171,0.4094828978392171,,,,,,,,,,,,,,,,,
apac,h000_030,2026-06-22,False,yoy_levels,1,0.6542154844434378,0.6542154844434378,2.035147161667572,2.035147161667572,0.3280007190041792,0.3280007190041792,0.32145856415974483,0.32145856415974483,,,,,,,,,,,,,,,,,
apac,h000_030,2026-06-24,False,yoy_levels,1,2.3318147850613755,2.3318147850613755,4.803269494460949,4.803269494460949,0.5087822234662733,0.5087822234662733,0.4854640756156596,0.4854640756156596,,,,,,,,,,,,,,,,,
apac,h000_030,2026-06-27,False,yoy_levels,1,-5.252439170700312,-5.252439170700312,-14.073017097241591,-14.073017097241591,0.3207032633442955,0.3207032633442955,0.3732276550512986,0.3732276550512986,,,,,,,,,,,,,,,,,
apac,h000_030,2026-06-28,False,yoy_levels,1,-2.2150336569611877,-2.2150336569611877,-4.360843824519971,-4.360843824519971,0.47770594262875127,0.47770594262875127,0.4998562791983632,0.4998562791983631,,,,,,,,,,,,,,,,,
apac,h000_030,2026-06-28,True,yoy_levels,1,-7.692480158479836,-7.692480158479836,-13.869552380093086,-13.869552380093086,0.47770594262875127,0.47770594262875127,0.5546307442135496,0.5546307442135496,,,,,,,,,,,,,,,,,
apac,h000_030,2026-06-29,False,yoy_levels,3,0.37773276144101586,-2.5241063693793775,0.5721518550927562,-6.510571713300408,0.3776983348624337,0.33459690441495016,0.3911417212123586,0.3598379681087439,,,,,,,,,,,,,,,,,
apac,h000_030,2026-06-29,True,yoy_levels,3,-2.7792718523317825,-5.234017871114462,-6.854089206470871,-13.866650264644429,0.3776983348624337,0.33459690441495016,0.40549105338575153,0.38693708312609476,,,,,,,,,,,,,,,,,
apac,h000_030,2026-06-30,False,yoy_levels,3,5.2991048948322845,5.0649365284146475,9.903386452120255,9.413016614838947,0.5979400228154055,0.5957969273688901,0.5440596892579829,0.5451475620847436,,,,,,,,,,,,,,,,,
apac,h000_030,2026-06-30,True,yoy_levels,3,0.7348470699825138,-0.588858360081245,1.1377776116300087,-0.9385694192413684,0.5979400228154055,0.5957969273688901,0.6094282497884866,0.6016855109697025,,,,,,,,,,,,,,,,,
apac,h000_030,2026-08-13,False,yoy_levels,1,-9.231688470826283,-9.231688470826283,-17.010024312814554,-17.010024312814554,0.45040359005740593,0.45040359005740593,0.5427204747656688,0.5427204747656688,,,,,,,,,,,,,,,,,
apac,h000_030,2026-08-13,True,yoy_levels,2,-0.20074725774217872,-0.2038188349304902,-0.4354372263843609,-0.4423165728869195,0.5186410118198004,0.5174387284579687,0.5206484843972221,0.5194769168072736,,,,,,,,,,,,,,,,,
