market,region,snapshot_date,listing_nights,blocked_nights,horizon,blocked_share,max_listings_any_night
austin,na,2024-05-19,466902,267106,h000_030,0.5720815074683767,15201
austin,na,2024-05-19,456030,210931,h031_060,0.4625375523540118,15201
austin,na,2024-05-19,456030,200320,h061_090,0.4392693463149354,15201
austin,na,2024-05-19,1368090,701532,h091_180,0.5127820538122492,15201
austin,na,2024-05-19,2800773,1804370,h181_372,0.6442400008854698,15201
austin,na,2024-06-17,454834,253137,h000_030,0.556548103264048,15140
austin,na,2024-06-17,454200,211310,h031_060,0.46523557904007046,15140
austin,na,2024-06-17,454200,188619,h061_090,0.4152774108322325,15140
austin,na,2024-06-17,1362600,701398,h091_180,0.5147497431381183,15140
austin,na,2024-06-17,2799909,1802802,h181_372,0.6438787832033113,15140
austin,na,2024-07-21,460391,255460,h000_030,0.5548761813328236,15194
austin,na,2024-07-21,455820,202751,h031_060,0.4448049668728884,15194
austin,na,2024-07-21,455820,223294,h061_090,0.48987319555965075,15194
austin,na,2024-07-21,1367460,680515,h091_180,0.4976489257455428,15194
austin,na,2024-07-21,2805934,1793071,h181_372,0.6390282166294717,15194
austin,na,2024-08-14,444882,242436,h000_030,0.5449445021376454,15162
austin,na,2024-08-14,454860,230160,h031_060,0.5060018467220684,15162
austin,na,2024-08-14,454860,221643,h061_090,0.4872774040364068,15162
austin,na,2024-08-14,1364580,664922,h091_180,0.48727227425288366,15162
austin,na,2024-08-14,2814653,1784504,h181_372,0.6340049732595812,15162
austin,na,2024-09-13,469727,284831,h000_030,0.6063756181782184,15244
austin,na,2024-09-13,457320,243091,h031_060,0.5315555847109246,15244
austin,na,2024-09-13,457320,202045,h061_090,0.44180223913233624,15244
austin,na,2024-09-13,1371960,667155,h091_180,0.48627875448263796,15244
austin,na,2024-09-13,2807552,1766758,h181_372,0.6292877211178991,15244
austin,na,2024-10-14,468979,289788,h000_030,0.6179125291324346,15568
austin,na,2024-10-14,467040,222218,h031_060,0.4758007879410757,15568
austin,na,2024-10-14,467040,199977,h061_090,0.42817959917780063,15568
austin,na,2024-10-14,1401120,686765,h091_180,0.4901543051273267,15568
austin,na,2024-10-14,2877841,1797695,h181_372,0.6246679368318124,15568
austin,na,2024-11-14,470739,263361,h000_030,0.5594628870775525,15424
austin,na,2024-11-14,462720,207651,h031_060,0.4487616701244813,15424
austin,na,2024-11-14,462720,190492,h061_090,0.4116787690179806,15424
austin,na,2024-11-14,1388160,684296,h091_180,0.49295182111572156,15424
austin,na,2024-11-14,2845049,1758753,h181_372,0.618180214119335,15424
austin,na,2024-12-14,474657,252341,h000_030,0.5316281019767959,15491
austin,na,2024-12-14,464730,202987,h031_060,0.43678479977621415,15491
austin,na,2024-12-14,464730,204006,h061_090,0.4389774707894907,15491
austin,na,2024-12-14,1394190,677790,h091_180,0.48615325027435285,15491
austin,na,2024-12-14,2855749,1733088,h181_372,0.606876864878531,15491
austin,na,2025-01-16,475677,259472,h000_030,0.5454793904266971,15419
austin,na,2025-01-16,462570,224305,h031_060,0.48491039194067925,15419
austin,na,2025-01-16,462570,204473,h061_090,0.44203688090451176,15419
austin,na,2025-01-16,1387710,659718,h091_180,0.47540047992736234,15419
austin,na,2025-01-16,2839148,1712059,h181_372,0.6030185816308272,15419
austin,na,2025-02-16,469178,285172,h000_030,0.6078119604926062,15391
austin,na,2025-02-16,461730,228446,h031_060,0.4947610075152145,15391
austin,na,2025-02-16,461730,204304,h061_090,0.4424750395252637,15391
austin,na,2025-02-16,1385190,650221,h091_180,0.4694092507165082,15391
austin,na,2025-02-16,2839489,1714846,h181_372,0.6039276785365254,15391
austin,na,2025-03-06,401928,255515,h000_030,0.6357233136283116,15421
austin,na,2025-03-06,462630,228621,h031_060,0.4941767719343752,15421
austin,na,2025-03-06,462630,201012,h061_090,0.4344984112573763,15421
austin,na,2025-03-06,1387890,646635,h091_180,0.46591228411473534,15421
austin,na,2025-03-06,2919053,1757668,h181_372,0.6021363777910165,15421
austin,na,2025-04-12,454987,268256,h000_030,0.5895904718156783,15304
austin,na,2025-04-12,459120,213093,h031_060,0.464133559853633,15304
austin,na,2025-04-12,459120,196353,h061_090,0.4276725039205436,15304
austin,na,2025-04-12,1377360,650219,h091_180,0.4720762908752977,15304
austin,na,2025-04-12,2835180,1720829,h181_372,0.6069558193836018,15304
austin,na,2025-05-11,450085,254179,h000_030,0.5647355499516757,15268
austin,na,2025-05-11,458040,214499,h031_060,0.46829752860012225,15268
austin,na,2025-05-11,458040,190929,h061_090,0.41683914068640293,15268
austin,na,2025-05-11,1374120,666280,h091_180,0.48487759438768085,15268
austin,na,2025-05-11,2832334,1712854,h181_372,0.604750004766387,15268
austin,na,2025-07-11,458221,258670,h000_030,0.5645092651799023,15140
austin,na,2025-07-11,454200,202117,h031_060,0.4449955966534566,15140
austin,na,2025-07-11,454200,202313,h061_090,0.4454271246147072,15140
austin,na,2025-07-11,1362600,646769,h091_180,0.47465800675179803,15140
austin,na,2025-07-11,2796945,1564325,h181_372,0.5592977337773892,15140
austin,na,2025-08-16,455538,248095,h000_030,0.5446197682739969,15088
austin,na,2025-08-16,452640,229123,h031_060,0.5061925592082008,15088
austin,na,2025-08-16,452640,213248,h061_090,0.47112053729232944,15088
austin,na,2025-08-16,1357920,614424,h091_180,0.45247437256981266,15088
austin,na,2025-08-16,2788384,1543887,h181_372,0.5536852169572053,15088
austin,na,2025-09-16,321687,154022,h000_030,0.4787946046933821,10533
austin,na,2025-09-16,315990,110150,h031_060,0.3485869806006519,10533
austin,na,2025-09-16,315990,76528,h061_090,0.24218487926833127,10533
austin,na,2025-09-16,947970,248248,h091_180,0.2618732660316255,10533
austin,na,2025-09-16,1942910,779522,h181_372,0.4012136434523473,10533
austin,na,2025-12-22,306242,125355,h000_030,0.4093331417637032,11251
austin,na,2025-12-22,337530,94918,h031_060,0.28121352176102865,11251
austin,na,2025-12-22,337530,87834,h061_090,0.2602257577104257,11251
austin,na,2025-12-22,1012590,270324,h091_180,0.2669629366278553,11251
austin,na,2025-12-22,2111799,854887,h181_372,0.4048145680531149,11251
austin,na,2026-03-25,244402,107924,h000_030,0.44158394775820164,8171
austin,na,2026-03-25,245130,65964,h031_060,0.26909802961693796,8171
austin,na,2026-03-25,245130,50137,h061_090,0.20453228898951575,8171
austin,na,2026-03-25,735390,182821,h091_180,0.2486041420198806,8171
austin,na,2026-03-25,1512395,603512,h181_372,0.3990439005683039,8171
austin,na,2026-06-22,333278,156514,h000_030,0.4696199569128475,11320
austin,na,2026-06-22,339600,111237,h031_060,0.3275530035335689,11320
austin,na,2026-06-22,339600,93054,h061_090,0.2740106007067138,11320
austin,na,2026-06-22,1018800,333747,h091_180,0.3275883392226148,11320
austin,na,2026-06-22,2098160,868800,h181_372,0.4140770961223167,11320
austin,na,2026-08-25,321325,152222,h000_030,0.4737322025986151,11079
austin,na,2026-08-25,332370,139686,h031_060,0.4202725877786804,11079
austin,na,2026-08-25,332370,103287,h061_090,0.3107590937810272,11079
austin,na,2026-08-25,997110,288582,h091_180,0.28941841923157924,11079
austin,na,2026-08-25,2060683,823984,h181_372,0.3998596581812923,11079
bangkok,apac,2025-03-19,817134,337612,h000_030,0.4131660168344482,27547
bangkok,apac,2025-03-19,826410,208902,h031_060,0.252782517152503,27547
bangkok,apac,2025-03-19,826410,166694,h061_090,0.20170859500732083,27547
bangkok,apac,2025-03-19,2479230,638070,h091_180,0.2573661983761087,27547
bangkok,apac,2025-03-19,5105523,2180166,h181_372,0.4270210906894357,27547
bangkok,apac,2025-04-25,816347,289280,h000_030,0.3543591144452053,27726
bangkok,apac,2025-04-25,831750,193775,h031_060,0.2329726480312594,27726
bangkok,apac,2025-04-25,831750,173600,h061_090,0.20871656146678688,27726
bangkok,apac,2025-04-25,2495250,628295,h091_180,0.2517964131850516,27726
bangkok,apac,2025-04-25,5147424,2188558,h181_372,0.4251753886992795,27726
bangkok,apac,2025-05-26,664323,212572,h000_030,0.3199828998845441,22813
bangkok,apac,2025-05-26,684330,148270,h031_060,0.21666447474171818,22813
bangkok,apac,2025-05-26,684330,122840,h061_090,0.17950404044832172,22813
bangkok,apac,2025-05-26,2052990,446508,h091_180,0.21749156108894832,22813
bangkok,apac,2025-05-26,4240006,1659009,h181_372,0.3912751538559144,22813
bangkok,apac,2025-06-24,777957,292821,h000_030,0.37639741013963496,28196
bangkok,apac,2025-06-24,845880,220392,h031_060,0.26054759540360334,28196
bangkok,apac,2025-06-24,845880,169280,h061_090,0.20012294888163806,28196
bangkok,apac,2025-06-24,2537640,607277,h091_180,0.2393077820337006,28196
bangkok,apac,2025-06-24,5280472,1881135,h181_372,0.35624372215211064,28196
bangkok,apac,2025-07-26,842122,320520,h000_030,0.38060993537753435,28494
bangkok,apac,2025-07-26,854820,198336,h031_060,0.23202077630378326,28494
bangkok,apac,2025-07-26,854820,174145,h061_090,0.2037212512575747,28494
bangkok,apac,2025-07-26,2564460,660041,h091_180,0.257380111212497,28494
bangkok,apac,2025-07-26,5284092,1869082,h181_372,0.35371867106023136,28494
bangkok,apac,2025-08-28,869125,305455,h000_030,0.35145117215590393,28880
bangkok,apac,2025-08-28,866400,212691,h031_060,0.2454882271468144,28880
bangkok,apac,2025-08-28,866400,201051,h061_090,0.23205332409972299,28880
bangkok,apac,2025-08-28,2599200,681151,h091_180,0.2620617882425362,28880
bangkok,apac,2025-08-28,5340077,1867532,h181_372,0.3497200508531993,28880
bangkok,apac,2025-09-26,862076,316980,h000_030,0.3676937996185951,28806
bangkok,apac,2025-09-26,864180,243308,h031_060,0.2815478256844639,28806
bangkok,apac,2025-09-26,864180,223919,h061_090,0.25911152769099033,28806
bangkok,apac,2025-09-26,2592540,665193,h091_180,0.25657964775856884,28806
bangkok,apac,2025-09-26,5331226,1859006,h181_372,0.34870140564290464,28806
bangkok,apac,2025-12-28,878070,439340,h000_030,0.5003473527167538,29888
bangkok,apac,2025-12-28,896640,285679,h031_060,0.31861059064953606,29888
bangkok,apac,2025-12-28,896640,202216,h061_090,0.22552640970735188,29888
bangkok,apac,2025-12-28,2689920,621622,h091_180,0.23109311801094456,29888
bangkok,apac,2025-12-28,5547850,1916044,h181_372,0.3453669439512604,29888
bangkok,apac,2026-03-30,466206,146649,h000_030,0.3145583711921339,16444
bangkok,apac,2026-03-30,493320,64091,h031_060,0.1299177004783913,16444
bangkok,apac,2026-03-30,493320,44176,h061_090,0.0895483661720587,16444
bangkok,apac,2026-03-30,1479960,190937,h091_180,0.12901497337765885,16444
bangkok,apac,2026-03-30,3069256,792677,h181_372,0.2582635661541429,16444
bangkok,apac,2026-06-29,909789,281192,h000_030,0.309073862181231,31069
bangkok,apac,2026-06-29,932070,168884,h031_060,0.18119239971246795,31069
bangkok,apac,2026-06-29,932070,113496,h061_090,0.12176767839325373,31069
bangkok,apac,2026-06-29,2796210,505112,h091_180,0.1806416542391308,31069
bangkok,apac,2026-06-29,5770016,1668554,h181_372,0.28917666779433543,31069
bangkok,apac,2026-08-30,865959,257203,h000_030,0.2970152166557539,31215
bangkok,apac,2026-08-30,936450,175084,h031_060,0.18696566821506755,31215
bangkok,apac,2026-08-30,936450,164633,h061_090,0.17580543542100485,31215
bangkok,apac,2026-08-30,2809350,587678,h091_180,0.2091864666203926,31215
bangkok,apac,2026-08-30,5845270,1625581,h181_372,0.27810195251887426,31215
barcelona,emea,2025-08-10,577274,370444,h000_030,0.6417126009485963,19325
barcelona,emea,2025-08-10,579750,316574,h031_060,0.5460526088831393,19325
barcelona,emea,2025-08-10,579750,255465,h061_090,0.44064683053040105,19325
barcelona,emea,2025-08-10,1739250,664677,h091_180,0.38216300129366104,19325
barcelona,emea,2025-08-10,3577608,1674249,h181_372,0.46798000228085357,19325
barcelona,emea,2025-09-14,586120,420630,h000_030,0.7176516754248277,19410
barcelona,emea,2025-09-14,582300,309930,h031_060,0.5322514167954663,19410
barcelona,emea,2025-09-14,582300,228849,h061_090,0.3930087583719732,19410
barcelona,emea,2025-09-14,1746900,686140,h091_180,0.3927757742286336,19410
barcelona,emea,2025-09-14,3587034,1650324,h181_372,0.4600803895363133,19410
barcelona,emea,2025-12-14,558638,324422,h000_030,0.5807374364078348,18177
barcelona,emea,2025-12-14,545310,262805,h031_060,0.48193687993985074,18177
barcelona,emea,2025-12-14,545310,235220,h061_090,0.43135097467495553,18177
barcelona,emea,2025-12-14,1635930,656956,h091_180,0.40157952968647803,18177
barcelona,emea,2025-12-14,3349435,1341416,h181_372,0.40049023193463973,18177
barcelona,emea,2026-03-21,485752,352413,h000_030,0.7254998435415603,16107
barcelona,emea,2026-03-21,483210,299767,h031_060,0.6203658864675814,16107
barcelona,emea,2026-03-21,483210,258506,h061_090,0.5349765112476977,16107
barcelona,emea,2026-03-21,1449630,576930,h091_180,0.39798431323855055,16107
barcelona,emea,2026-03-21,2977258,1301545,h181_372,0.437162315123513,16107
barcelona,emea,2026-06-24,446078,294135,h000_030,0.6593801980819498,15406
barcelona,emea,2026-06-24,462180,224003,h031_060,0.48466614738846336,15406
barcelona,emea,2026-06-24,462180,180015,h061_090,0.38949110736076853,15406
barcelona,emea,2026-06-24,1386540,441878,h091_180,0.3186911304397998,15406
barcelona,emea,2026-06-24,2864366,1200592,h181_372,0.419147553071081,15406
barcelona,emea,2026-08-23,473208,306366,h000_030,0.6474235431353654,16227
barcelona,emea,2026-08-23,486810,258553,h031_060,0.5311168628417657,16227
barcelona,emea,2026-08-23,486810,184810,h061_090,0.3796347651034284,16227
barcelona,emea,2026-08-23,1460430,477064,h091_180,0.3266599563142362,16227
barcelona,emea,2026-08-23,3015851,1223184,h181_372,0.40558502392856943,16227
barossa-valley,apac,2025-09-27,10943,5750,h000_030,0.5254500593987024,353
barossa-valley,apac,2025-09-27,10590,4350,h031_060,0.41076487252124644,353
barossa-valley,apac,2025-09-27,10590,3304,h061_090,0.3119924457034939,353
barossa-valley,apac,2025-09-27,31770,9296,h091_180,0.2926030846710733,353
barossa-valley,apac,2025-09-27,64952,20249,h181_372,0.3117532947407316,353
barossa-valley,apac,2025-12-28,11180,5630,h000_030,0.5035778175313059,362
barossa-valley,apac,2025-12-28,10860,3585,h031_060,0.3301104972375691,362
barossa-valley,apac,2025-12-28,10860,3353,h061_090,0.3087476979742173,362
barossa-valley,apac,2025-12-28,32580,8739,h091_180,0.268232044198895,362
barossa-valley,apac,2025-12-28,66650,22922,h181_372,0.3439159789947487,362
barossa-valley,apac,2026-03-30,10013,5026,h000_030,0.5019474682912214,323
barossa-valley,apac,2026-03-30,9690,2800,h031_060,0.2889576883384933,323
barossa-valley,apac,2026-03-30,9690,1719,h061_090,0.17739938080495357,323
barossa-valley,apac,2026-03-30,29070,5620,h091_180,0.1933264533883729,323
barossa-valley,apac,2026-03-30,59432,18029,h181_372,0.30335509489837126,323
barossa-valley,apac,2026-06-29,11049,4577,h000_030,0.41424563308896734,360
barossa-valley,apac,2026-06-29,10800,3722,h031_060,0.3446296296296296,360
barossa-valley,apac,2026-06-29,10800,3021,h061_090,0.2797222222222222,360
barossa-valley,apac,2026-06-29,32400,9369,h091_180,0.2891666666666667,360
barossa-valley,apac,2026-06-29,66351,25629,h181_372,0.3862639598498892,360
barossa-valley,apac,2026-08-30,11191,4517,h000_030,0.40362791528907155,361
barossa-valley,apac,2026-08-30,10830,4084,h031_060,0.3771006463527239,361
barossa-valley,apac,2026-08-30,10830,3139,h061_090,0.28984302862419203,361
barossa-valley,apac,2026-08-30,32490,7734,h091_180,0.23804247460757155,361
barossa-valley,apac,2026-08-30,66424,23366,h181_372,0.35177044441768035,361
barwon-south-west-vic,apac,2025-03-21,230609,113358,h000_030,0.49155930601147396,7439
barwon-south-west-vic,apac,2025-03-21,223170,82786,h031_060,0.3709548774476856,7439
barwon-south-west-vic,apac,2025-03-21,223170,68098,h061_090,0.305139579692611,7439
barwon-south-west-vic,apac,2025-03-21,669510,242846,h091_180,0.36272199070962347,7439
barwon-south-west-vic,apac,2025-03-21,1368776,823260,h181_372,0.6014570682127682,7439
barwon-south-west-vic,apac,2025-04-26,223305,90164,h000_030,0.4037706276169365,7426
barwon-south-west-vic,apac,2025-04-26,222750,72118,h031_060,0.32376206509539845,7426
barwon-south-west-vic,apac,2025-04-26,222750,68382,h061_090,0.306989898989899,7426
barwon-south-west-vic,apac,2025-04-26,668250,247500,h091_180,0.37037037037037035,7426
barwon-south-west-vic,apac,2025-04-26,1373033,823745,h181_372,0.5999455220668404,7426
barwon-south-west-vic,apac,2025-05-28,161550,65505,h000_030,0.4054781801299907,5385
barwon-south-west-vic,apac,2025-05-28,161550,53684,h031_060,0.3323057876818323,5385
barwon-south-west-vic,apac,2025-05-28,161550,48401,h061_090,0.299603837821108,5385
barwon-south-west-vic,apac,2025-05-28,484650,181403,h091_180,0.3742969152997008,5385
barwon-south-west-vic,apac,2025-05-28,996225,597198,h181_372,0.5994609651434164,5385
barwon-south-west-vic,apac,2025-06-25,214509,90844,h000_030,0.4234973823942119,7264
barwon-south-west-vic,apac,2025-06-25,217920,70034,h031_060,0.32137481644640237,7264
barwon-south-west-vic,apac,2025-06-25,217920,65330,h061_090,0.2997889133627019,7264
barwon-south-west-vic,apac,2025-06-25,653760,244862,h091_180,0.3745441752325012,7264
barwon-south-west-vic,apac,2025-06-25,1347253,766449,h181_372,0.568897601267171,7264
barwon-south-west-vic,apac,2025-07-27,220017,88375,h000_030,0.40167350704718274,7246
barwon-south-west-vic,apac,2025-07-27,217380,71161,h031_060,0.327357622596375,7246
barwon-south-west-vic,apac,2025-07-27,217380,72130,h061_090,0.33181525439322845,7246
barwon-south-west-vic,apac,2025-07-27,652140,284318,h091_180,0.43597693746741495,7246
barwon-south-west-vic,apac,2025-07-27,1337874,731659,h181_372,0.5468818438806644,7246
barwon-south-west-vic,apac,2025-08-30,225184,98594,h000_030,0.43783750177632513,7264
barwon-south-west-vic,apac,2025-08-30,217920,78815,h031_060,0.3616694199706314,7264
barwon-south-west-vic,apac,2025-08-30,217920,74567,h061_090,0.34217602790014684,7264
barwon-south-west-vic,apac,2025-08-30,653760,297046,h091_180,0.4543655163974547,7264
barwon-south-west-vic,apac,2025-08-30,1336576,731914,h181_372,0.5476037277341506,7264
barwon-south-west-vic,apac,2025-09-28,225680,103881,h000_030,0.4603021978021978,7280
barwon-south-west-vic,apac,2025-09-28,218400,81406,h031_060,0.37273809523809526,7280
barwon-south-west-vic,apac,2025-09-28,218400,91236,h061_090,0.4177472527472528,7280
barwon-south-west-vic,apac,2025-09-28,655200,292479,h091_180,0.44639652014652015,7280
barwon-south-west-vic,apac,2025-09-28,1339520,733234,h181_372,0.5473856306736742,7280
barwon-south-west-vic,apac,2025-12-29,222780,150154,h000_030,0.6740012568453182,7429
barwon-south-west-vic,apac,2025-12-29,222870,87402,h031_060,0.3921658365863508,7429
