market,region,regime,horizon,prior_pair,current_pair,prior_interval_days,current_interval_days,years_back,start_offset_days,end_offset_days,match_score,tight_pair,matched_nights_prior,matched_nights_current,net_change_pp_prior,net_change_pp_current,net_change_yoy_pp,new_block_rate_prior,new_block_rate_current,new_block_rate_yoy_pct,reopen_rate_prior,reopen_rate_current
austin,na,all,d001_030,2024-07-21->2024-08-14,2025-07-11->2025-08-16,24,36,1,-10,2,24,True,430062,435090,12.395305793118206,9.340596198487672,-3.054709594630534,26.60486447622005,20.69707165620341,-22.205686577720186,3.785427488705765,6.145365241927056
austin,na,all,d001_030,2024-08-14->2024-09-13,2025-08-16->2025-09-16,30,31,1,2,3,6,True,438210,298650,10.049747837794666,12.629413003677838,2.5796651658831724,24.437763022972025,23.822095796556138,-2.5193272634534747,3.875394612168649,8.710586237505307
austin,na,all,d001_030,2025-04-12->2025-07-11,2026-03-25->2026-06-22,90,89,1,-18,-19,38,False,416610,215957,3.1089828216637456,6.5632603827239215,3.454277561060176,11.545200177819618,12.538391690658951,8.602635706113016,18.10705764065009,37.468305051687146
austin,na,all,d001_030,2024-06-17->2024-08-14,2026-06-22->2026-08-25,58,64,2,5,11,22,False,414078,299898,7.420016318764534,9.920716793709863,2.5007004749453285,15.1944250346811,16.401695392382994,7.945482339386412,6.794327889812286,17.06505636879504
austin,na,all,d001_180,2024-07-21->2024-08-14,2025-07-11->2025-08-16,24,36,1,-10,2,24,True,2629062,2610540,0.9433022119676171,1.3411976066254512,0.3978953946578341,12.137784980435171,9.560853714974813,-21.23065509575346,8.240326856234947,9.440358664267992
austin,na,all,d001_180,2024-08-14->2024-09-13,2025-08-16->2025-09-16,30,31,1,2,3,6,True,2629260,1791900,0.4914310490404139,1.4917667136522934,1.0003356646118795,10.417491953453824,9.228574262174273,-11.412705635787667,9.105686799622974,17.716551161299773
austin,na,all,d001_180,2025-04-12->2025-07-11,2026-03-25->2026-06-22,90,89,1,-18,-19,38,False,2499660,1314707,-1.102656627968072,1.1234271423898148,2.226083770357887,5.814212719143468,6.198323898824221,6.6064177255857,22.16761257766347,35.62538374425237
austin,na,all,d001_180,2024-06-17->2024-08-14,2026-06-22->2026-08-25,58,64,2,5,11,22,False,2531628,1851348,-0.34395885259167597,1.4439141101510906,1.7878729627427665,7.824717747698086,7.834734252062033,0.12801106297914977,15.263677190037917,26.174819376193682
austin,na,all,d031_060,2024-07-21->2024-08-14,2025-07-11->2025-08-16,24,36,1,-10,2,24,True,439800,435090,6.049056389267851,4.152206056984381,-1.8968503322834698,15.989843936144869,12.962302422924528,-18.93415298680068,4.2887560556336926,7.172078499575091
austin,na,all,d031_060,2024-08-14->2024-09-13,2025-08-16->2025-09-16,30,31,1,2,3,6,True,438210,298650,5.142967983386959,6.240015553863351,1.0970475704763922,14.40092834348709,13.31678375673574,-7.52829651597885,4.542971212439588,11.832606759480617
austin,na,all,d031_060,2025-04-12->2025-07-11,2026-03-25->2026-06-22,90,89,1,-18,-19,38,False,416610,219750,-0.36516966307417925,1.7771982973501554,2.142367960424335,5.878236740110694,7.024910700456422,19.50710750591742,22.263012577973207,46.9902450630502
austin,na,all,d031_060,2024-06-17->2024-08-14,2026-06-22->2026-08-25,58,64,2,5,11,22,False,423510,310290,0.5161299777963987,2.9987068548776943,2.4825768770812955,9.924831930989535,10.970130901937045,10.53215790671118,16.417165438032953,23.68942436412316
austin,na,all,d061_090,2024-07-21->2024-08-14,2025-07-11->2025-08-16,24,36,1,-10,2,24,True,439800,435090,-4.0276830377444295,-1.1145203674335589,2.9131626703108706,10.681960049937578,8.601931338573166,-19.472350595212784,13.80668566986266,13.345307798175837
austin,na,all,d061_090,2024-08-14->2024-09-13,2025-08-16->2025-09-16,30,31,1,2,3,6,True,438210,298650,-4.398119623011798,-3.199559307205004,1.1985603158067941,8.380279463119994,7.443790781164015,-11.174909930835675,17.441447589886423,32.36700246359489
austin,na,all,d061_090,2025-04-12->2025-07-11,2026-03-25->2026-06-22,90,89,1,-18,-19,38,False,416610,219750,-0.6153636894617658,0.2609195843080107,0.8762832737697765,5.40162431389116,4.810612488165342,-10.941372286960693,21.616306906194048,43.77385076028885
austin,na,all,d061_090,2024-06-17->2024-08-14,2026-06-22->2026-08-25,58,64,2,5,11,22,False,423510,310290,-1.5289709399037115,0.4595499371555624,1.988520877059274,7.261825934468933,7.176428829513239,-1.1759728989144347,18.025856231512172,31.783421950134517
austin,na,all,d091_180,2024-07-21->2024-08-14,2025-07-11->2025-08-16,24,36,1,-10,2,24,True,1319400,1305270,-2.8344323177201747,-1.4436987494285958,1.390733568291579,5.8745336988633525,4.732299747662802,-19.443823284587815,8.812219988005786,9.845870900027924
austin,na,all,d091_180,2024-08-14->2024-09-13,2025-08-16->2025-09-16,30,31,1,2,3,6,True,1314630,895950,-2.6153366346424454,-2.239756322807472,0.3755803118349732,4.933742274946204,4.033748328452058,-18.241608424995405,9.594908949304694,18.636308310855114
austin,na,all,d091_180,2025-04-12->2025-07-11,2026-03-25->2026-06-22,90,89,1,-18,-19,38,False,1249830,659250,-2.914796412312074,-0.588973680510285,2.3258227318017894,3.6330185544360507,4.066275997014504,11.925549954855864,23.42984665163059,30.55136906154926
austin,na,all,d091_180,2024-06-17->2024-08-14,2026-06-22->2026-08-25,58,64,2,5,11,22,False,1270530,930870,-2.766005606674597,-1.4771967353121271,1.28880887136247,4.115331911936895,4.069617461080207,-1.110832657849281,16.100113713831103,27.744231112639632
austin,na,screened,d001_030,2024-07-21->2024-08-14,2025-07-11->2025-08-16,24,36,1,-10,2,24,True,299780,297360,17.48323770765228,14.42163258900547,-3.061605118646808,24.987208473457034,19.687156085490574,-21.2110624265872,5.316890020108841,7.903347596274855
austin,na,screened,d001_030,2024-08-14->2024-09-13,2025-08-16->2025-09-16,30,31,1,2,3,6,True,305490,281340,14.400471373858393,14.024587400848931,-0.3758839730094614,23.49305581907183,23.50528961757806,0.05207410479268759,5.848984852006,6.622553692592385
austin,na,screened,d001_030,2025-04-12->2025-07-11,2026-03-25->2026-06-22,90,89,1,-18,-19,38,False,242880,184859,8.711709486166008,9.807718011134025,1.096008524968017,10.89827933614284,12.110518526268587,11.123216360453348,15.415509119458873,16.255526631130945
austin,na,screened,d001_030,2024-06-17->2024-08-14,2026-06-22->2026-08-25,58,64,2,5,11,22,False,281518,265331,11.018466143280847,11.616681145437207,0.5982150021563601,14.357564027202864,15.893324424981774,10.696524806500252,11.212848994296007,14.518903780756151
austin,na,screened,d001_180,2024-07-21->2024-08-14,2025-07-11->2025-08-16,24,36,1,-10,2,24,True,1826480,1784160,1.2576102667425857,2.50383934176307,1.2462290750204843,10.743480485771052,8.533243175025952,-20.5728238039097,17.610991578971248,20.02377223665332
austin,na,screened,d001_180,2024-08-14->2024-09-13,2025-08-16->2025-09-16,30,31,1,2,3,6,True,1832940,1688040,0.6716531910482604,2.019024163163843,1.3473709721155824,9.49636939700965,8.824105285792704,-7.0791697659595805,19.56598295266706,18.476828120096243
