market,dump_date,probe,url,http_status,bytes,last_modified
austin,2024-06-17,known_date_2024_25,https://data.insideairbnb.com/united-states/tx/austin/2024-06-17/data/calendar.csv.gz,200,13702899,"Mon, 24 Jun 2024 19:45:45 GMT"
austin,2024-08-30,sep2024_window,https://data.insideairbnb.com/united-states/tx/austin/2024-08-30/data/calendar.csv.gz,403,0,
austin,2024-08-31,sep2024_window,https://data.insideairbnb.com/united-states/tx/austin/2024-08-31/data/calendar.csv.gz,403,0,
austin,2024-09-01,sep2024_window,https://data.insideairbnb.com/united-states/tx/austin/2024-09-01/data/calendar.csv.gz,403,0,
austin,2024-09-02,sep2024_window,https://data.insideairbnb.com/united-states/tx/austin/2024-09-02/data/calendar.csv.gz,403,0,
austin,2024-09-03,sep2024_window,https://data.insideairbnb.com/united-states/tx/austin/2024-09-03/data/calendar.csv.gz,403,0,
austin,2024-09-04,sep2024_window,https://data.insideairbnb.com/united-states/tx/austin/2024-09-04/data/calendar.csv.gz,403,0,
austin,2024-09-05,sep2024_window,https://data.insideairbnb.com/united-states/tx/austin/2024-09-05/data/calendar.csv.gz,403,0,
austin,2024-09-06,sep2024_window,https://data.insideairbnb.com/united-states/tx/austin/2024-09-06/data/calendar.csv.gz,403,0,
austin,2024-09-07,sep2024_window,https://data.insideairbnb.com/united-states/tx/austin/2024-09-07/data/calendar.csv.gz,403,0,
austin,2024-09-08,sep2024_window,https://data.insideairbnb.com/united-states/tx/austin/2024-09-08/data/calendar.csv.gz,403,0,
austin,2024-09-09,sep2024_window,https://data.insideairbnb.com/united-states/tx/austin/2024-09-09/data/calendar.csv.gz,403,0,
austin,2024-09-10,sep2024_window,https://data.insideairbnb.com/united-states/tx/austin/2024-09-10/data/calendar.csv.gz,403,0,
austin,2024-09-11,sep2024_window,https://data.insideairbnb.com/united-states/tx/austin/2024-09-11/data/calendar.csv.gz,403,0,
austin,2024-09-12,sep2024_window,https://data.insideairbnb.com/united-states/tx/austin/2024-09-12/data/calendar.csv.gz,403,0,
austin,2024-09-13,known_date_2024_25,https://data.insideairbnb.com/united-states/tx/austin/2024-09-13/data/calendar.csv.gz,200,14275534,"Sun, 15 Sep 2024 18:23:05 GMT"
austin,2024-09-14,sep2024_window,https://data.insideairbnb.com/united-states/tx/austin/2024-09-14/data/calendar.csv.gz,403,0,
austin,2024-09-15,sep2024_window,https://data.insideairbnb.com/united-states/tx/austin/2024-09-15/data/calendar.csv.gz,403,0,
austin,2024-09-16,sep2024_window,https://data.insideairbnb.com/united-states/tx/austin/2024-09-16/data/calendar.csv.gz,403,0,
