merchant_id,merchant_name,canonical_merchant_name,public_parent_company,ticker,CIK,exchange,industry,provider,currently_listed_with_provider,announcement_date,announcement_date_precision,last_confirmed_no_bnpl_date,first_confirmed_bnpl_date,adoption_date_exact,adoption_month,adoption_quarter,adoption_year,adoption_period_start,adoption_period_end,adoption_date_best,adoption_period_best,date_precision,confidence,first_ever_bnpl_flag,treatment_scope,parent_treatment_eligible,provider_end_date,provider_end_precision,replacement_provider,earlier_external_bnpl_detected,external_bnpl_provider,external_bnpl_adoption_period,primary_evidence_type,primary_source_url,secondary_source_url,wayback_url,wayback_status,evidence_summary,research_notes,manual_review_required,main_quarterly_sample,year_only_sample,interval_timing_sample,unknown_timing_sample
M0001,American Airlines,American Airlines,American Airlines Group Inc.,AAL,6201,Nasdaq,,Affirm,TRUE,,,,2020-11-29,,,,,,,,,unknown,UNKNOWN,FALSE,parent_core_business,TRUE,,,,FALSE,,,Wayback first observed provider-directory page,https://web.archive.org/web/20201129065824/https://www.affirm.com/shopping/travel,,https://web.archive.org/web/20201129065824/https://www.affirm.com/shopping/travel,checked,"Wayback CDX first observed the provider-directory/listing URL on 2020-11-29. This is an upper-bound/current-listing signal, not an exact operational adoption date.",Automated first-pass evidence only; manual validation required before econometric treatment coding.,TRUE,FALSE,FALSE,FALSE,TRUE
M0001,American Airlines,American Airlines,American Airlines Group Inc.,AAL,6201,Nasdaq,,Zip,TRUE,,,,2021-09-21,,,,,,,,,unknown,UNKNOWN,FALSE,parent_core_business,TRUE,,,,TRUE,quadpay,,Wayback first observed provider-directory page,https://web.archive.org/web/20210921222020/https://zip.co/us/shop/travel-entertainment,,https://web.archive.org/web/20210921222020/https://zip.co/us/shop/travel-entertainment,checked,"Wayback CDX first observed the provider-directory/listing URL on 2021-09-21. This is an upper-bound/current-listing signal, not an exact operational adoption date.",Automated first-pass evidence only; manual validation required before econometric treatment coding.,TRUE,FALSE,FALSE,FALSE,TRUE
M0002,Advance Auto Parts,Advance Auto Parts,ADVANCE AUTO PARTS INC,AAP,1158449,NYSE,,Klarna,TRUE,,,,,,,,,,,,,unknown,UNKNOWN,FALSE,parent_core_business,TRUE,,,,FALSE,,,,,,,no_snapshots,Automated scraper logged 2 present/current evidence item(s) and 0 technical/inconclusive item(s). No operational adoption date assigned unless explicitly supported.,Automated first-pass evidence only; manual validation required before econometric treatment coding.,TRUE,FALSE,FALSE,FALSE,TRUE
M0003,Apple,Apple,Apple Inc.,AAPL,320193,Nasdaq,,Klarna,TRUE,,,,2022-09-24,,,,,,,,,unknown,UNKNOWN,FALSE,parent_core_business,TRUE,,,,FALSE,,,Wayback first observed provider-directory page,https://web.archive.org/web/20250214134218/https://www.klarna.com/us/store/ba94b586-39bc-4ade-a765-9cae8561779d/apple/pay-with-klarna/,,https://web.archive.org/web/20220924102034/https://www.klarna.com/us/shopping/t/17/Photography/,checked,"Wayback CDX first observed the provider-directory/listing URL on 2025-02-14. This is an upper-bound/current-listing signal, not an exact operational adoption date.",Automated first-pass evidence only; manual validation required before econometric treatment coding.,TRUE,FALSE,FALSE,FALSE,TRUE
M0003,Apple,Apple,Apple Inc.,AAPL,320193,Nasdaq,,Zip,TRUE,,,,2022-06-25,,,,,,,,,unknown,UNKNOWN,FALSE,parent_core_business,TRUE,,,,TRUE,quadpay,,Wayback first observed provider-directory page,https://web.archive.org/web/20210921224524/https://zip.co/us/shop/appliances-electronics,,https://web.archive.org/web/20220625140916/https://zip.co/us/shop/phones,checked,"Wayback CDX first observed the provider-directory/listing URL on 2021-09-21. This is an upper-bound/current-listing signal, not an exact operational adoption date.",Automated first-pass evidence only; manual validation required before econometric treatment coding.,TRUE,FALSE,FALSE,FALSE,TRUE
M0004,Airbnb,Airbnb,"Airbnb, Inc.",ABNB,1559720,Nasdaq,,Zip,TRUE,,,,2022-06-25,,,,,,,,,unknown,UNKNOWN,FALSE,parent_core_business,TRUE,,,,TRUE,quadpay,,Wayback first observed provider-directory page,https://web.archive.org/web/20220625144641/https://zip.co/us/shop/hotels,,https://web.archive.org/web/20220625144641/https://zip.co/us/shop/hotels,checked,"Wayback CDX first observed the provider-directory/listing URL on 2022-06-25. This is an upper-bound/current-listing signal, not an exact operational adoption date.",Automated first-pass evidence only; manual validation required before econometric treatment coding.,TRUE,FALSE,FALSE,FALSE,TRUE
M0005,Autodesk,Autodesk,"Autodesk, Inc.",ADSK,769397,Nasdaq,,Klarna,TRUE,,,,,,,,,,,,,unknown,UNKNOWN,FALSE,parent_core_business,TRUE,,,,FALSE,,,,,,,no_snapshots,Automated scraper logged 2 present/current evidence item(s) and 0 technical/inconclusive item(s). No operational adoption date assigned unless explicitly supported.,Automated first-pass evidence only; manual validation required before econometric treatment coding.,TRUE,FALSE,FALSE,FALSE,TRUE
M0006,American Eagle,American Eagle,AMERICAN EAGLE OUTFITTERS INC,AEO,919012,NYSE,,Affirm,TRUE,,,,,,,,,,,,,unknown,UNKNOWN,FALSE,parent_core_business,TRUE,,,,FALSE,,,,,,,no_snapshots,Automated scraper logged 1 present/current evidence item(s) and 0 technical/inconclusive item(s). No operational adoption date assigned unless explicitly supported.,Automated first-pass evidence only; manual validation required before econometric treatment coding.,TRUE,FALSE,FALSE,FALSE,TRUE
M0006,American Eagle,American Eagle,AMERICAN EAGLE OUTFITTERS INC,AEO,919012,NYSE,,Klarna,TRUE,,,,2022-09-24,,,,,,,,,unknown,UNKNOWN,FALSE,parent_core_business,TRUE,,,,FALSE,,,Wayback first observed provider-directory page,https://web.archive.org/web/20250224115549/https://www.klarna.com/us/store/05e8d825-7641-4b62-acc7-5263643592aa/american-eagle/pay-with-klarna/,,https://web.archive.org/web/20220924101952/https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,checked,"Wayback CDX first observed the provider-directory/listing URL on 2025-02-24. This is an upper-bound/current-listing signal, not an exact operational adoption date.",Automated first-pass evidence only; manual validation required before econometric treatment coding.,TRUE,FALSE,FALSE,FALSE,TRUE
M0006,American Eagle,American Eagle,AMERICAN EAGLE OUTFITTERS INC,AEO,919012,NYSE,,Afterpay,TRUE,,,,2025-11-27,,,,,,,,,unknown,UNKNOWN,FALSE,parent_core_business,TRUE,,,,FALSE,,,Wayback first observed provider-directory page,https://web.archive.org/web/20260226210648/https://www.afterpay.com/en-US/categories/mens-clothing,,https://web.archive.org/web/20251127160840/https://www.afterpay.com/en-US/categories/womens-clothing,checked,"Wayback CDX first observed the provider-directory/listing URL on 2026-02-26. This is an upper-bound/current-listing signal, not an exact operational adoption date.",Automated first-pass evidence only; manual validation required before econometric treatment coding.,TRUE,FALSE,FALSE,FALSE,TRUE
M0006,American Eagle,American Eagle,AMERICAN EAGLE OUTFITTERS INC,AEO,919012,NYSE,,Sezzle,TRUE,,,,,,,,,,,,,unknown,UNKNOWN,FALSE,parent_core_business,TRUE,,,,FALSE,,,,,,,no_snapshots,Automated scraper logged 3 present/current evidence item(s) and 0 technical/inconclusive item(s). No operational adoption date assigned unless explicitly supported.,Automated first-pass evidence only; manual validation required before econometric treatment coding.,TRUE,FALSE,FALSE,FALSE,TRUE
M0007,Allstate,Allstate,ALLSTATE CORP,ALL,899051,NYSE,,Zip,TRUE,,,,2021-11-09,,,,,,,,,unknown,UNKNOWN,FALSE,parent_core_business,TRUE,,,,TRUE,quadpay,,Wayback first observed provider-directory page,https://web.archive.org/web/20211109131115/https://zip.co/us/shop/bills,,https://web.archive.org/web/20211109131115/https://zip.co/us/shop/bills,checked,"Wayback CDX first observed the provider-directory/listing URL on 2021-11-09. This is an upper-bound/current-listing signal, not an exact operational adoption date.",Automated first-pass evidence only; manual validation required before econometric treatment coding.,TRUE,FALSE,FALSE,FALSE,TRUE
M0008,Amazon,Amazon,AMAZON COM INC,AMZN,1018724,Nasdaq,,Affirm,TRUE,,,,2020-11-29,,,,,,,,,unknown,UNKNOWN,FALSE,parent_core_business,TRUE,,,,FALSE,,,Wayback first observed provider-directory page,https://web.archive.org/web/20201129081111/https://www.affirm.com/shopping/electronics,,https://web.archive.org/web/20201129073945/https://www.affirm.com/shopping/home-and-furniture,checked,"Wayback CDX first observed the provider-directory/listing URL on 2020-11-29. This is an upper-bound/current-listing signal, not an exact operational adoption date.",Automated first-pass evidence only; manual validation required before econometric treatment coding.,TRUE,FALSE,FALSE,FALSE,TRUE
M0008,Amazon,Amazon,AMAZON COM INC,AMZN,1018724,Nasdaq,,Klarna,TRUE,,,,2022-09-24,,,,,,,,,unknown,UNKNOWN,FALSE,parent_core_business,TRUE,,,,FALSE,,,Wayback first observed provider-directory page,https://web.archive.org/web/20220924101958/https://www.klarna.com/us/shopping/t/1493/Toys-Hobbies/,,https://web.archive.org/web/20220924102041/https://www.klarna.com/us/shopping/t/35/Kids-Family/,checked,"Wayback CDX first observed the provider-directory/listing URL on 2022-09-24. This is an upper-bound/current-listing signal, not an exact operational adoption date.",Automated first-pass evidence only; manual validation required before econometric treatment coding.,TRUE,FALSE,FALSE,FALSE,TRUE
M0009,Zappos,Zappos,AMAZON COM INC,AMZN,1018724,Nasdaq,,Klarna,TRUE,,,,2022-09-24,,,,,,,,,unknown,UNKNOWN,FALSE,major_brand_or_subsidiary,REVIEW,,,,FALSE,,,Wayback first observed provider-directory page,https://web.archive.org/web/20220924101952/https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,,https://web.archive.org/web/20220924101952/https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,checked,"Wayback CDX first observed the provider-directory/listing URL on 2022-09-24. This is an upper-bound/current-listing signal, not an exact operational adoption date.",Automated first-pass evidence only; manual validation required before econometric treatment coding.,TRUE,FALSE,FALSE,FALSE,TRUE
M0009,Zappos,Zappos,AMAZON COM INC,AMZN,1018724,Nasdaq,,Afterpay,TRUE,,,,2025-11-27,,,,,,,,,unknown,UNKNOWN,FALSE,major_brand_or_subsidiary,REVIEW,,,,FALSE,,,Wayback first observed provider-directory page,https://web.archive.org/web/20260226210648/https://www.afterpay.com/en-US/categories/mens-clothing,,https://web.archive.org/web/20251127160840/https://www.afterpay.com/en-US/categories/womens-clothing,checked,"Wayback CDX first observed the provider-directory/listing URL on 2026-02-26. This is an upper-bound/current-listing signal, not an exact operational adoption date.",Automated first-pass evidence only; manual validation required before econometric treatment coding.,TRUE,FALSE,FALSE,FALSE,TRUE
M0009,Zappos,Zappos,AMAZON COM INC,AMZN,1018724,Nasdaq,,Zip,TRUE,,,,,,,,,,,,,unknown,UNKNOWN,FALSE,major_brand_or_subsidiary,REVIEW,,,,TRUE,quadpay,,,,,,no_snapshots,Automated scraper logged 2 present/current evidence item(s) and 0 technical/inconclusive item(s). No operational adoption date assigned unless explicitly supported.,Automated first-pass evidence only; manual validation required before econometric treatment coding.,TRUE,FALSE,FALSE,FALSE,TRUE
M0010,Abercrombie & Fitch,Abercrombie & Fitch,ABERCROMBIE & FITCH CO /DE/,ANF,1018840,NYSE,,Klarna,TRUE,,,,2022-09-24,,,,,,,,,unknown,UNKNOWN,FALSE,parent_core_business,TRUE,,,,FALSE,,,Wayback first observed provider-directory page,https://web.archive.org/web/20220924101952/https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,,https://web.archive.org/web/20220924101952/https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,checked,"Wayback CDX first observed the provider-directory/listing URL on 2022-09-24. This is an upper-bound/current-listing signal, not an exact operational adoption date.",Automated first-pass evidence only; manual validation required before econometric treatment coding.,TRUE,FALSE,FALSE,FALSE,TRUE
M0010,Abercrombie & Fitch,Abercrombie & Fitch,ABERCROMBIE & FITCH CO /DE/,ANF,1018840,NYSE,,Sezzle,TRUE,,,,,,,,,,,,,unknown,UNKNOWN,FALSE,parent_core_business,TRUE,,,,FALSE,,,,,,,no_snapshots,Automated scraper logged 2 present/current evidence item(s) and 0 technical/inconclusive item(s). No operational adoption date assigned unless explicitly supported.,Automated first-pass evidence only; manual validation required before econometric treatment coding.,TRUE,FALSE,FALSE,FALSE,TRUE
M0011,AppFolio,AppFolio,APPFOLIO INC,APPF,1433195,Nasdaq,,Zip,TRUE,,,,2021-11-09,,,,,,,,,unknown,UNKNOWN,FALSE,parent_core_business,TRUE,,,,TRUE,quadpay,,Wayback first observed provider-directory page,https://web.archive.org/web/20211109131115/https://zip.co/us/shop/bills,,https://web.archive.org/web/20211109131115/https://zip.co/us/shop/bills,checked,"Wayback CDX first observed the provider-directory/listing URL on 2021-11-09. This is an upper-bound/current-listing signal, not an exact operational adoption date.",Automated first-pass evidence only; manual validation required before econometric treatment coding.,TRUE,FALSE,FALSE,FALSE,TRUE
