market,start,complete,status,rows,team_partial,count_break,negative_excluded,source_url,sha256
albany,2025-09-06,2025-09-06,ok,465,False,False,False,https://data.insideairbnb.com/united-states/ny/albany/2025-09-06/data/listings.csv.gz,0688d9c490f7c199277ce07d18ffed123dfa88c53894d013b2434b1bc5c1d228
albany,2025-10-05,2025-10-06,ok,461,False,False,False,https://data.insideairbnb.com/united-states/ny/albany/2025-10-05/data/listings.csv.gz,8e0e5505bbd112ee52dad217132178a1c337f6fc8cf272678a6858a770b96646
albany,2025-11-07,2025-11-07,ok,478,False,False,False,https://data.insideairbnb.com/united-states/ny/albany/2025-11-07/data/listings.csv.gz,4a8bf799943e4621cfd3a5dc9b1e2dcb0a7afbfc2168e6e58c900c135b330d23
albany,2025-12-11,2025-12-11,ok,482,False,False,False,https://data.insideairbnb.com/united-states/ny/albany/2025-12-11/data/listings.csv.gz,84d6db13722c0ab5ddafc37a49d623d293112f580052fcbe87e4dcfe40eb999c
albany,2026-01-16,2026-01-16,ok,434,False,False,False,https://data.insideairbnb.com/united-states/ny/albany/2026-01-16/data/listings.csv.gz,6d5a855912c53cb07af89237d27c5fe4059dcf2a13463d846c616c75ff877c65
albany,2026-02-15,2026-02-15,ok,453,False,False,False,https://data.insideairbnb.com/united-states/ny/albany/2026-02-15/data/listings.csv.gz,7e79c0fc4e74ce37dd707ba5f5516e19767d1bc6330c2cb63fa46b2466a3d550
albany,2026-03-17,2026-03-17,ok,470,False,False,False,https://data.insideairbnb.com/united-states/ny/albany/2026-03-17/data/listings.csv.gz,f3751f5d5607c56f89a23c737493d39adcecba365718f0a664932f502ecc4ccd
albany,2026-04-16,2026-04-16,ok,453,False,False,False,https://data.insideairbnb.com/united-states/ny/albany/2026-04-16/data/listings.csv.gz,c6d2e25947d9d13b9fe6e6951c67545c9c876653cccddb6ef35c4ec668491d50
albany,2026-05-22,2026-06-06,ok,167,False,True,True,https://data.insideairbnb.com/united-states/ny/albany/2026-05-22/data/listings.csv.gz,fab2e7ba2915a5b82404a4883ba2d70f32958736cae695bbc4442d1f01b822fc
albany,2026-06-16,2026-06-22,ok,490,False,False,False,https://data.insideairbnb.com/united-states/ny/albany/2026-06-16/data/listings.csv.gz,a39438e7dc72e9ace8742f3479f80342db36ac07d437116f368173d75144d901
albany,2026-07-15,2026-07-15,ok,484,False,False,False,https://data.insideairbnb.com/united-states/ny/albany/2026-07-15/data/listings.csv.gz,441fee28c7ef0d199207d42b0cb3fab1a757ff9d228561ed97041a80ed8dc853
amsterdam,2025-09-11,2025-09-11,ok,10480,False,False,False,https://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2025-09-11/data/listings.csv.gz,84574484ee5750890f8c17cd586521461bece6005adcfb6feae9a0a61e337696
amsterdam,2025-12-12,2025-12-13,ok,10835,False,False,False,https://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2025-12-12/data/listings.csv.gz,77a69068a7ded42bbb6a5a856e5ef9ffe807b31a5aabe92a9172838938326aa0
amsterdam,2026-03-19,2026-03-20,ok,6503,False,False,False,https://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2026-03-19/data/listings.csv.gz,fad074e51a3434226d4399c6e8b6369ba002aac89c01372a17b9f533698b8fe7
amsterdam,2026-06-15,2026-06-24,ok,10369,False,False,False,https://data.insideairbnb.com/the-netherlands/north-holland/amsterdam/2026-06-15/data/listings.csv.gz,e67b01d8b46e04f8ea85cd401dc6deeadef3b482fccf39e0388020d63c394062
antwerp,2025-09-28,2025-09-28,ok,2515,False,False,False,https://data.insideairbnb.com/belgium/vlg/antwerp/2025-09-28/data/listings.csv.gz,fafc23e296b564665bc1ecf31127cec2ea49157e8de677cdc075ab068356c9a6
antwerp,2025-12-29,2026-01-05,ok,2467,False,False,False,https://data.insideairbnb.com/belgium/vlg/antwerp/2025-12-29/data/listings.csv.gz,3860d25b8c0ea196c994b729393c5fc39e75a33ebca84b75e7d778e3253639c2
antwerp,2026-03-30,2026-03-31,ok,1848,False,False,False,https://data.insideairbnb.com/belgium/vlg/antwerp/2026-03-30/data/listings.csv.gz,aaa72cd6f859b3f120cf645818ea28aaec15293fa0a537bf2a484fa5fdd55588
antwerp,2026-06-29,2026-07-03,ok,2535,False,False,False,https://data.insideairbnb.com/belgium/vlg/antwerp/2026-06-29/data/listings.csv.gz,4d117cae542afdd3070df4829622cf4ef9f817b718b3b252032c1bde2fde7c9c
asheville,2025-09-22,2025-09-22,ok,2852,False,False,False,https://data.insideairbnb.com/united-states/nc/asheville/2025-09-22/data/listings.csv.gz,659bb544c4e535b8c144e2ccf56e09873b8da792d86eb3143b5c4b6b51c04113
asheville,2025-12-26,2026-01-05,ok,2892,False,False,False,https://data.insideairbnb.com/united-states/nc/asheville/2025-12-26/data/listings.csv.gz,49dca1a9b772907efe051208e64b4943698fc6b3dddf485b1646f0e74e7f754c
asheville,2026-03-27,2026-03-27,ok,2166,False,False,False,https://data.insideairbnb.com/united-states/nc/asheville/2026-03-27/data/listings.csv.gz,498bfec71982e95b4c80beb740ca053b642709bd974d2f6ddf22f9f6fe9ad053
asheville,2026-06-25,2026-07-03,ok,2865,False,False,False,https://data.insideairbnb.com/united-states/nc/asheville/2026-06-25/data/listings.csv.gz,b50fb547cc32757867e55b435a36a9c77faa03100b28cfaf0f195252a1865ee5
athens,2025-09-26,2025-09-27,ok,15584,False,False,False,https://data.insideairbnb.com/greece/attica/athens/2025-09-26/data/listings.csv.gz,7f54ea5165442073c6d2639aa64536435e0aace6533215e8305d7c90aadf2352
athens,2025-12-28,2026-01-05,ok,14842,False,False,False,https://data.insideairbnb.com/greece/attica/athens/2025-12-28/data/listings.csv.gz,a3059ad8eb3cd9747c80d2bd7b3509830ec69544b06e57d4d77d8150ae78130d
athens,2026-03-30,2026-04-07,ok,13304,False,False,False,https://data.insideairbnb.com/greece/attica/athens/2026-03-30/data/listings.csv.gz,0f9111ee2f05f67d9ac94dae142d714dc4eb18e9254d08c4950208f9e94d8ead
