series,panel,cohort,portfolio,policy,start_month,end_month,markets,baseline_ids,missing_ids,disappearance_rate,mean_30d_rate,min_interval_days,max_interval_days,equal_market_mean,review_weighted_disappearance,persistence_markets,persistence_denominator,persistent_90_ids,persistent_90_rate,market_set
available_markets,broad_quarterly,all_listings,all,coverage_screen,2025-09,2025-12,115,1543303,189017,0.12247562533086503,0.039884781169538995,89,112,0.13528126017072478,0.07394607481069954,44,535114,51081,0.09545816405476217,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | berlin | bordeaux | boston | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cambridge | cape-town | chicago | clark-county-nv | columbus | copenhagen | crete | dallas | denver | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | hong-kong | ireland | istanbul | jersey-city | lisbon | london | los-angeles | lyon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | munich | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | ottawa | pacific-grove | paris | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rome | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | singapore | south-aegean | stockholm | sunshine-coast | sydney | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | washington-dc | western-australia | winnipeg | zurich
available_markets,broad_quarterly,all_listings,all,coverage_screen,2025-12,2026-03,94,1085386,262219,0.2415905493529491,0.09247041490289756,71,99,0.2670558692251642,0.11550722236580803,80,909778,89502,0.09837784602397508,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | bordeaux | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cape-town | columbus | crete | dallas | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | ireland | lisbon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | south-aegean | stockholm | sunshine-coast | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | western-australia | winnipeg | zurich
available_markets,broad_quarterly,all_listings,all,coverage_screen,2026-03,2026-06,95,929041,72744,0.07830009655117481,0.026112992591944995,84,107,0.07656911507950423,0.04136075002206692,0,0,,,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | bologna | bordeaux | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cape-town | columbus | crete | dallas | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | ireland | lisbon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | south-aegean | stockholm | sunshine-coast | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | western-australia | winnipeg | zurich
available_markets,broad_quarterly,all_listings,all,exclude_feb_may_negatives,2025-09,2025-12,115,1543303,189017,0.12247562533086503,0.039884781169538995,89,112,0.13528126017072478,0.07394607481069954,0,0,,,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | berlin | bordeaux | boston | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cambridge | cape-town | chicago | clark-county-nv | columbus | copenhagen | crete | dallas | denver | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | hong-kong | ireland | istanbul | jersey-city | lisbon | london | los-angeles | lyon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | munich | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | ottawa | pacific-grove | paris | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rome | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | singapore | south-aegean | stockholm | sunshine-coast | sydney | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | washington-dc | western-australia | winnipeg | zurich
available_markets,broad_quarterly,all_listings,five_plus,coverage_screen,2025-09,2025-12,115,588554,72750,0.12360802916979581,0.03963131141218096,89,112,0.13257516754269083,0.07648170153490534,44,200598,19691,0.09816149712360044,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | berlin | bordeaux | boston | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cambridge | cape-town | chicago | clark-county-nv | columbus | copenhagen | crete | dallas | denver | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | hong-kong | ireland | istanbul | jersey-city | lisbon | london | los-angeles | lyon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | munich | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | ottawa | pacific-grove | paris | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rome | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | singapore | south-aegean | stockholm | sunshine-coast | sydney | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | washington-dc | western-australia | winnipeg | zurich
available_markets,broad_quarterly,all_listings,five_plus,coverage_screen,2025-12,2026-03,94,427734,97978,0.22906292228347525,0.08727318268737339,71,99,0.2562953581137386,0.1184209244593508,80,348686,35453,0.1016760064929478,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | bordeaux | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cape-town | columbus | crete | dallas | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | ireland | lisbon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | south-aegean | stockholm | sunshine-coast | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | western-australia | winnipeg | zurich
available_markets,broad_quarterly,all_listings,five_plus,coverage_screen,2026-03,2026-06,95,373773,26780,0.0716477648198238,0.02384517655142504,84,107,0.07280705956399013,0.04157497130595211,0,0,,,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | bologna | bordeaux | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cape-town | columbus | crete | dallas | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | ireland | lisbon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | south-aegean | stockholm | sunshine-coast | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | western-australia | winnipeg | zurich
available_markets,broad_quarterly,all_listings,five_plus,exclude_feb_may_negatives,2025-09,2025-12,115,588554,72750,0.12360802916979581,0.03963131141218096,89,112,0.13257516754269083,0.07648170153490534,0,0,,,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | berlin | bordeaux | boston | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cambridge | cape-town | chicago | clark-county-nv | columbus | copenhagen | crete | dallas | denver | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | hong-kong | ireland | istanbul | jersey-city | lisbon | london | los-angeles | lyon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | munich | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | ottawa | pacific-grove | paris | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rome | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | singapore | south-aegean | stockholm | sunshine-coast | sydney | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | washington-dc | western-australia | winnipeg | zurich
available_markets,broad_quarterly,all_listings,one,coverage_screen,2025-09,2025-12,115,608228,75869,0.12473776281262948,0.04175264999717127,89,112,0.13958104010059702,0.07562215317185145,44,219520,20553,0.09362700437317784,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | berlin | bordeaux | boston | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cambridge | cape-town | chicago | clark-county-nv | columbus | copenhagen | crete | dallas | denver | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | hong-kong | ireland | istanbul | jersey-city | lisbon | london | los-angeles | lyon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | munich | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | ottawa | pacific-grove | paris | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rome | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | singapore | south-aegean | stockholm | sunshine-coast | sydney | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | washington-dc | western-australia | winnipeg | zurich
available_markets,broad_quarterly,all_listings,one,coverage_screen,2025-12,2026-03,94,398453,104251,0.2616393903421483,0.10210239463438264,71,99,0.28111567137083915,0.11624337742843334,80,337962,33251,0.0983868008829395,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | bordeaux | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cape-town | columbus | crete | dallas | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | ireland | lisbon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | south-aegean | stockholm | sunshine-coast | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | western-australia | winnipeg | zurich
