term,feature,target,n,r,perm_p,knowable_before_print,wf_start,wf_n,wf_rmse,wf_rmse_naive,wf_rmse_prior,wf_rmse_ar1,wf_ratio_vs_naive,wf_ratio_vs_prior,wf_ratio_vs_ar1,sign_acc,rmse_vs_H_pp,mean_diff_pp
unit_size,"unit size term (13, global) lead 0 vs ex-FX ADR y/y",adr_exfx_yoy_pp,20,-0.16961610385447248,0.45354645354645357,yes (reviews for the quarter are ~complete 14 days after quarter end),1Q24,10,3.785792853488206,0.9082951062292475,1.746424919657298,0.9419320962874232,4.168020753964844,2.167738681964693,4.019178100427529,0.5,,
unit_size,"unit size term (13, global) lead 1 vs ex-FX ADR y/y",adr_exfx_yoy_pp,19,0.16892586463079814,0.5104895104895105,no,1Q24,9,5.238482308617934,0.9574271077563381,1.5456030825826172,0.9914155969049746,5.471416326297615,3.389280448292533,5.283840929042832,0.5555555555555556,,
unit_size,unit size term vs H residual pricing,residual_pricing_pp,14,0.46117795298355035,0.13686313686313686,yes,1Q25,6,1.2288446249626979,0.6681970130505035,1.6572004423266424,1.0820037392492476,1.839045372790105,0.7415184027089986,1.1357119946880556,0.3333333333333333,,
los_mix,"LOS mix term (H/14b, disclosure-based) vs ex-FX ADR y/y",adr_exfx_yoy_pp,12,-0.12453797644381996,0.6943056943056943,"no (14b's quarterly cells rest on the year's ALOS, disclosed at the print)",1Q24,8,0.835027127721337,0.9519716382329886,1.25,0.9107145825488261,0.8771554678575096,0.6680217021770696,0.9168922335517438,0.5,,
geo_mix,yoy_vmatch_w_reviews_pp vs H geo_mix (disclosed shares),H geo_mix_pp,10,0.4250954627219829,0.2097902097902098,yes,1Q25,6,0.3559314602644098,0.2235183948741141,0.5625047135798474,0.2273798179857348,1.592403437152772,0.6327617381181028,1.565360828491559,0.8333333333333334,0.6915372466646779,-0.395992968910046
geo_mix,yoy_vmatch_w_reviews_pp vs ex-FX ADR y/y,adr_exfx_yoy_pp,10,0.6803924297412137,0.0419580419580419,yes,1Q25,6,1.0926101752774788,0.816496580927726,2.0,1.0355322252925678,1.3381687086013574,0.5463050876387394,1.055119433843582,0.1666666666666666,,
geo_mix,yoy_vmatch_w_equal_pp vs H geo_mix (disclosed shares),H geo_mix_pp,10,0.4078146914341233,0.2467532467532467,yes,1Q25,6,0.3547166640068471,0.2235183948741141,0.5625047135798474,0.2273798179857348,1.586968554452192,0.6306021184238398,1.560018242380249,0.8333333333333334,0.4201762578085494,0.090117330331192
geo_mix,yoy_vmatch_w_equal_pp vs ex-FX ADR y/y,adr_exfx_yoy_pp,10,0.7645289618253486,0.0099900099900099,yes,1Q25,6,0.8954505682720015,0.816496580927726,2.0,1.0355322252925678,1.0966984910758175,0.4477252841360007,0.8647249659652174,0.1666666666666666,,
geo_mix,yoy_all_w_reviews_pp vs H geo_mix (disclosed shares),H geo_mix_pp,10,0.4288991074755302,0.2107892107892107,yes,1Q25,6,0.3767692886124301,0.2235183948741141,0.5625047135798474,0.2273798179857348,1.6856298955825408,0.669806455868832,1.6570040909966226,0.8333333333333334,0.5967888214363143,-0.2700477358117536
geo_mix,yoy_all_w_reviews_pp vs ex-FX ADR y/y,adr_exfx_yoy_pp,10,0.7765687053093375,0.0109890109890109,yes,1Q25,6,0.9416519388688256,0.816496580927726,2.0,1.0355322252925678,1.1532833827655404,0.4708259694344128,0.9093410285737672,0.1666666666666666,,
geo_mix,yoy_all_w_equal_pp vs H geo_mix (disclosed shares),H geo_mix_pp,10,0.4408298678077702,0.2147852147852147,yes,1Q25,6,0.3513455235771162,0.2235183948741141,0.5625047135798474,0.2273798179857348,1.5718863933994989,0.6246090301023635,1.5451922105028626,0.6666666666666666,0.4077511054991822,0.0236801807787912
geo_mix,yoy_all_w_equal_pp vs ex-FX ADR y/y,adr_exfx_yoy_pp,10,0.7767517147495058,0.0049950049950049,yes,1Q25,6,0.9008676046100684,0.816496580927726,2.0,1.0355322252925678,1.103332978549007,0.4504338023050341,0.8699561274933256,0.5,,
geo_mix,letter_buckets_pp vs H geo_mix (disclosed shares),H geo_mix_pp,7,0.9936490821332672,0.0019980019980019,yes,1Q25,3,0.0625600542425973,0.2830587283598104,0.5845909112729764,0.2769437115725431,0.2210143972775642,0.1070150989969543,0.2258944746835683,1.0,0.0784915002677101,0.0634036114658335
geo_mix,letter_buckets_pp vs ex-FX ADR y/y,adr_exfx_yoy_pp,7,0.8905959638801043,0.0059940059940059,yes,1Q25,3,0.8337001569624846,0.816496580927726,2.516611478423583,1.1360215590819402,1.0210699915181658,0.331278850196105,0.7338770556750943,0.3333333333333333,,
geo_mix,H geo_mix_pp (disclosed shares) vs ex-FX ADR y/y,adr_exfx_yoy_pp,10,0.7245963548108726,0.0199800199800199,no (needs the print's regional lines),1Q25,6,0.9787862614158088,0.816496580927726,2.0,1.0355322252925678,1.1987634538575591,0.4893931307079044,0.9452011608226616,0.3333333333333333,,
three_terms,geo + size + LOS (H columns) vs ex-FX ADR y/y,adr_exfx_yoy_pp,14,0.5236260036791843,0.05194805194805195,partial,1Q25,6,1.1283887344033254,0.816496580927726,2.0,1.09702788005406,1.3819883153965187,0.5641943672016627,1.0285871078752529,0.3333333333333333,,
