market_key,region,window,construction,side,dump_date,win_start,win_end,ref_2019,reviews,mention_any,party_size_composition,cond_solo,cond_couple,cond_family,cond_group,headcount_mean,headcount_n,headcount_ge4,accommodates_mean,accommodates_n,accommodates_ge5,entire_share
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,3q26_to_date,vmatch,prior,2025-08-29,2025-07-02,2025-08-15,,43730.0,0.02828721701349188,3.4580294802172222,0.04527081649151172,0.2611156022635408,0.5270816491511722,0.2085691188358933,4.419213973799127,229.0,0.7510917030567685,3.1419699517275044,36874.0,0.11832185279600803,0.9620328686879644
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,jul26,vmatch,prior,2025-08-29,2025-07-02,2025-08-01,,32906.0,0.029994529872971496,3.483284457478006,0.040526849037487336,0.24822695035460993,0.5511651469098278,0.19655521783181357,4.440860215053763,186.0,0.7741935483870968,3.161911993347073,27657.0,0.12043967169251907,0.9604078533463499
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,2q26,vmatch,prior,2025-08-29,2025-04-02,2025-07-01,,77957.0,0.022435445181317907,3.2333516785910836,0.06918238993710692,0.3544882790165809,0.3882218410520297,0.22698684962835905,4.402476780185759,323.0,0.7089783281733746,3.044726443768997,65800.0,0.10475683890577507,0.9583130699088146
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,3q25_to_date,oldvintage,cur,2025-08-29,2025-07-01,2025-08-15,,44404.0,0.02821817854247365,3.45103448275862,0.04549082202713488,0.2633679169992019,0.5267358339984038,0.20590582601755786,4.419213973799127,229.0,0.7510917030567685,3.1401335113484645,37450.0,0.1181041388518024,0.96173564753004
argentina_ciudad-autónoma-de-buenos-aires_buenos-aires,LatAm,3q25_to_date,oldvintage,prior,2025-08-29,2024-07-02,2024-08-16,,30808.0,0.029115814074266423,3.396655879180151,0.04124860646599777,0.2709030100334448,0.5785953177257525,0.1426978818283166,4.377906976744186,172.0,0.7906976744186046,3.1725287935781594,25787.0,0.12420987319191841,0.9678907976887579
australia_nsw_mid-north-coast,APAC,3q26_to_date,within,cur,2026-08-18,2026-07-01,2026-07-24,16552.0,4100.0,0.08,3.58475073313783,0.018292682926829267,0.21646341463414634,0.6341463414634146,0.17073170731707318,5.3125,64.0,0.8125,4.624052798826693,4091.0,0.39770227328281593,0.942312393057932
australia_nsw_mid-north-coast,APAC,3q26_to_date,within,prior,2026-08-18,2025-07-02,2025-07-25,16552.0,3493.0,0.08359576295448039,3.5653465346534654,0.003424657534246575,0.2568493150684932,0.589041095890411,0.18835616438356165,5.0181818181818185,55.0,0.8545454545454545,4.602240091901206,3482.0,0.3960367604824813,0.9310740953475014
australia_nsw_mid-north-coast,APAC,3q26_to_date,vmatch,prior,2025-08-08,2025-07-02,2025-07-25,16552.0,3876.0,0.08359133126934984,3.5577380952380953,0.006172839506172839,0.25925925925925924,0.5771604938271605,0.19444444444444445,5.366666666666666,60.0,0.8666666666666667,4.5886022115111995,3527.0,0.3952367451091579,0.9288347037142047
australia_nsw_mid-north-coast,APAC,jul26,within,cur,2026-08-18,2026-07-01,2026-07-31,16552.0,4987.0,0.07579707238820935,3.55852417302799,0.018518518518518517,0.23544973544973544,0.6031746031746031,0.18253968253968253,5.386666666666667,75.0,0.8266666666666667,4.579613992762364,4974.0,0.38902291917973464,0.9406915963007639
australia_nsw_mid-north-coast,APAC,jul26,within,prior,2026-08-18,2025-07-02,2025-08-01,16552.0,4240.0,0.0830188679245283,3.491280653950954,0.008522727272727272,0.29261363636363635,0.5482954545454546,0.19318181818181818,4.967213114754099,61.0,0.8688524590163934,4.568284023668639,4225.0,0.38911242603550295,0.9318343195266272
australia_nsw_mid-north-coast,APAC,jul26,vmatch,prior,2025-08-08,2025-07-02,2025-08-01,16552.0,4509.0,0.08338877799955645,3.4966751918158563,0.007978723404255319,0.2925531914893617,0.5398936170212766,0.19946808510638298,5.507692307692308,65.0,0.8769230769230769,4.56301703163017,4110.0,0.3875912408759124,0.9318734793187348
