quarter,growth_source,g_case,geo_mix_pp,within_region_pp,total_pp,nights_yoy_na_pct,nights_yoy_emea_pct,nights_yoy_latam_pct,nights_yoy_apac_pct,share_3q25_na_pct,share_3q25_emea_pct,share_3q25_latam_pct,share_3q25_apac_pct,basis,H_card_geo_mix_pp,WSC_C5_index_model_pp,actual_2025_pp
3Q26,E_vmatch_cw,g_zero,-1.4284260337745547,0.0,-1.4284260337745547,6.85016939240326,0.86249526311585,27.53417342427895,9.96689836216353,31.3935,36.7798,16.9649,14.8618,"measured: E_aug vintage-matched, review-weighted, 3Q26 to date",-1.19,-1.24,-1.58
3Q26,E_vmatch_cw,g_2Q26_disclosed,-1.5709104332839452,4.872426386903528,3.3015159536195826,6.85016939240326,0.86249526311585,27.53417342427895,9.96689836216353,31.3935,36.7798,16.9649,14.8618,"measured: E_aug vintage-matched, review-weighted, 3Q26 to date",-1.19,-1.24,-1.58
3Q26,E_vmatch_eq,g_zero,-0.9353181922914344,0.0,-0.9353181922914344,5.74855663807377,0.20391026511086,21.68451379709834,4.34713680561393,31.3935,36.7798,16.9649,14.8618,"measured: E_aug vintage-matched, equal-weighted markets, 3Q26 to date",-1.19,-1.24,-1.58
3Q26,E_vmatch_eq,g_2Q26_disclosed,-1.0163197556294579,4.872426386903528,3.85610663127407,5.74855663807377,0.20391026511086,21.68451379709834,4.34713680561393,31.3935,36.7798,16.9649,14.8618,"measured: E_aug vintage-matched, equal-weighted markets, 3Q26 to date",-1.19,-1.24,-1.58
3Q26,E_within_cw,g_zero,-1.1444333733712009,0.0,-1.1444333733712009,29.38613598453099,20.20687874353821,52.2729662933165,29.12492476614223,31.3935,36.7798,16.9649,14.8618,"measured: E_aug within-vintage, review-weighted, 3Q26 to date (survivorship-biased level)",-1.19,-1.24,-1.58
3Q26,E_within_cw,g_2Q26_disclosed,-1.250660304631257,4.872426386903528,3.621766082272271,29.38613598453099,20.20687874353821,52.2729662933165,29.12492476614223,31.3935,36.7798,16.9649,14.8618,"measured: E_aug within-vintage, review-weighted, 3Q26 to date (survivorship-biased level)",-1.19,-1.24,-1.58
3Q26,WSC_index_model,g_zero,-1.296017119752646,0.0,-1.296017119752646,6.7,5.9,19.5,17.1,31.3935,36.7798,16.9649,14.8618,modelled: overnight-2 WS-C relative-strength index split,-1.19,-1.24,-1.58
3Q26,WSC_index_model,g_2Q26_disclosed,-1.4505904970446792,4.872426386903528,3.4218358898588486,6.7,5.9,19.5,17.1,31.3935,36.7798,16.9649,14.8618,modelled: overnight-2 WS-C relative-strength index split,-1.19,-1.24,-1.58
3Q26,WSC_persistence,g_zero,-1.2398594140133445,0.0,-1.2398594140133445,6.6,6.6,18.6,16.6,31.3935,36.7798,16.9649,14.8618,modelled: overnight-2 WS-C persistence split,-1.19,-1.24,-1.58
3Q26,WSC_persistence,g_2Q26_disclosed,-1.3871010397291217,4.872426386903528,3.485325347174406,6.6,6.6,18.6,16.6,31.3935,36.7798,16.9649,14.8618,modelled: overnight-2 WS-C persistence split,-1.19,-1.24,-1.58
3Q26,WS10_base,g_zero,-1.1850650815926844,0.0,-1.1850650815926844,7.0,8.0,18.0,17.0,31.3935,36.7798,16.9649,14.8618,modelled: WS10 base cells,-1.19,-1.24,-1.58
3Q26,WS10_base,g_2Q26_disclosed,-1.3262775761759604,4.872426386903528,3.5461488107275674,7.0,8.0,18.0,17.0,31.3935,36.7798,16.9649,14.8618,modelled: WS10 base cells,-1.19,-1.24,-1.58
3Q26,disclosed_2Q26_flat,g_zero,-1.2242947390820214,0.0,-1.2242947390820214,8.0,8.0,20.0,18.0,31.3935,36.7798,16.9649,14.8618,assumed: 2Q26 letter regional buckets carried flat,-1.19,-1.24,-1.58
3Q26,disclosed_2Q26_flat,g_2Q26_disclosed,-1.3696879552001384,4.872426386903528,3.5027384317033894,8.0,8.0,20.0,18.0,31.3935,36.7798,16.9649,14.8618,assumed: 2Q26 letter regional buckets carried flat,-1.19,-1.24,-1.58
