feature,source,region,target,value_2q26,value_3q26,delta_pp,naive_3q26,insample_pred_3q26,wf_ratio_vs_naive_2023,wf_n,note
es_apt_nights_lag1,ine_eoap_1998,EMEA,total_nights_yoy,1.4526715342480179,-0.42859579893019806,-1.881267333178216,10.342,9.451645394258591,1.282938953172932,10.0,in-sample OLS on 1Q23 to 2Q26
es_apt_nights_lag1,ine_eoap_1998,EMEA,emea_nights_yoy_mid,1.4526715342480179,-0.42859579893019806,-1.881267333178216,8.0,7.148342097148969,1.3188937924361464,10.0,in-sample OLS on 1Q23 to 2Q26
es_apt_nights_m1,ine_eoap_1998,EMEA,total_nights_yoy,0.3724286299827906,-0.02958227621464582,-0.4020109061974364,10.342,9.79917060010023,1.322376498063385,10.0,"in-sample OLS on 1Q23 to 2Q26, first-month vintage"
es_apt_nights_m1,ine_eoap_1998,EMEA,emea_nights_yoy_mid,0.3724286299827906,-0.02958227621464582,-0.4020109061974364,8.0,7.541821262639833,1.32249014479606,10.0,"in-sample OLS on 1Q23 to 2Q26, first-month vintage"
es_apt_nights_foreign_lag1,ine_eoap_1998,EMEA,total_nights_yoy,-0.2872647885472035,-2.902657434397271,-2.6153926458500676,10.342,8.524357028108431,1.1832097429611255,10.0,in-sample OLS on 1Q23 to 2Q26
es_apt_nights_foreign_lag1,ine_eoap_1998,EMEA,emea_nights_yoy_mid,-0.2872647885472035,-2.902657434397271,-2.6153926458500676,8.0,5.581462633807485,1.1862988586214376,10.0,in-sample OLS on 1Q23 to 2Q26
es_apt_nights_foreign_m1,ine_eoap_1998,EMEA,total_nights_yoy,-1.5527736030866768,-2.243318590026455,-0.6905449869397784,10.342,8.996258158554989,1.2142963751786264,10.0,"in-sample OLS on 1Q23 to 2Q26, first-month vintage"
es_apt_nights_foreign_m1,ine_eoap_1998,EMEA,emea_nights_yoy_mid,-1.5527736030866768,-2.243318590026455,-0.6905449869397784,8.0,6.149840958560752,1.1894896843669083,10.0,"in-sample OLS on 1Q23 to 2Q26, first-month vintage"
es_apt_nights_domestic_lag1,ine_eoap_1998,EMEA,total_nights_yoy,8.799146098315024,5.406610438767712,-3.3925356595473124,10.342,10.426277299827701,1.7098440193075042,10.0,in-sample OLS on 1Q23 to 2Q26
es_apt_nights_domestic_lag1,ine_eoap_1998,EMEA,emea_nights_yoy_mid,8.799146098315024,5.406610438767712,-3.3925356595473124,8.0,8.602801778482055,1.6622199141326632,10.0,in-sample OLS on 1Q23 to 2Q26
es_apt_nights_domestic_m1,ine_eoap_1998,EMEA,total_nights_yoy,5.213787491590227,3.8377154996635188,-1.3760719919267084,10.342,10.557499174056032,1.7170412649604248,10.0,"in-sample OLS on 1Q23 to 2Q26, first-month vintage"
es_apt_nights_domestic_m1,ine_eoap_1998,EMEA,emea_nights_yoy_mid,5.213787491590227,3.8377154996635188,-1.3760719919267084,8.0,8.99782242885903,1.8615606214768459,10.0,"in-sample OLS on 1Q23 to 2Q26, first-month vintage"
es_apt_travellers_lag1,ine_eoap_1998,EMEA,total_nights_yoy,8.703634471442246,8.498931384292163,-0.204703087150083,10.342,10.598967538555591,1.3576365709069957,10.0,in-sample OLS on 1Q23 to 2Q26
es_apt_travellers_lag1,ine_eoap_1998,EMEA,emea_nights_yoy_mid,8.703634471442246,8.498931384292163,-0.204703087150083,8.0,9.036743354142928,1.3681770300834906,10.0,in-sample OLS on 1Q23 to 2Q26
es_apt_travellers_m1,ine_eoap_1998,EMEA,total_nights_yoy,7.731685609179784,7.8521183516079285,0.12043274242814483,10.342,10.57804377482268,1.322085287360653,10.0,"in-sample OLS on 1Q23 to 2Q26, first-month vintage"
es_apt_travellers_m1,ine_eoap_1998,EMEA,emea_nights_yoy_mid,7.731685609179784,7.8521183516079285,0.12043274242814483,8.0,8.9927331252073,1.3478326070151347,10.0,"in-sample OLS on 1Q23 to 2Q26, first-month vintage"
ca_liia_air_us_residents_overnight_lag1,statcan_liia,NA,total_nights_yoy,3.57944695681669,3.4326096076041424,-0.14683734921254743,10.342,9.582213718866978,1.0297684661960953,10.0,in-sample OLS on 1Q23 to 2Q26
ca_liia_air_us_residents_overnight_lag1,statcan_liia,NA,na_nights_yoy_mid,3.57944695681669,3.4326096076041424,-0.14683734921254743,8.0,4.632589855411686,1.1471830419142919,10.0,in-sample OLS on 1Q23 to 2Q26
ca_liia_air_us_residents_overnight_m1,statcan_liia,NA,total_nights_yoy,10.862033540451876,4.926982703704286,-5.93505083674759,10.342,9.591646872612957,0.822158136483483,10.0,"in-sample OLS on 1Q23 to 2Q26, first-month vintage"
ca_liia_air_us_residents_overnight_m1,statcan_liia,NA,na_nights_yoy_mid,10.862033540451876,4.926982703704286,-5.93505083674759,8.0,4.2818808874302166,1.0673879919493199,10.0,"in-sample OLS on 1Q23 to 2Q26, first-month vintage"
ca_liia_air_us_residents_overnight_m2,statcan_liia,NA,total_nights_yoy,6.7986490683884515,5.648210935645204,-1.1504381327432478,10.342,9.603279398072205,0.81122682723315,10.0,in-sample OLS on 1Q23 to 2Q26
ca_liia_air_us_residents_overnight_m2,statcan_liia,NA,na_nights_yoy_mid,6.7986490683884515,5.648210935645204,-1.1504381327432478,8.0,4.291751879659928,1.065756461556399,10.0,in-sample OLS on 1Q23 to 2Q26
ca_liia_air_us_residents_total_lag1,statcan_liia,NA,total_nights_yoy,3.512037743419527,3.3188427930534337,-0.19319495036609347,10.342,9.578859921142971,1.0269203140265348,10.0,in-sample OLS on 1Q23 to 2Q26
ca_liia_air_us_residents_total_lag1,statcan_liia,NA,na_nights_yoy_mid,3.512037743419527,3.3188427930534337,-0.19319495036609347,8.0,4.629882956298728,1.1474987050492471,10.0,in-sample OLS on 1Q23 to 2Q26
ca_liia_air_us_residents_total_m1,statcan_liia,NA,total_nights_yoy,10.806727627871604,4.799742551122499,-6.006985076749105,10.342,9.588353403688451,0.8227005622426083,10.0,"in-sample OLS on 1Q23 to 2Q26, first-month vintage"
ca_liia_air_us_residents_total_m1,statcan_liia,NA,na_nights_yoy_mid,10.806727627871604,4.799742551122499,-6.006985076749105,8.0,4.284612887273117,1.0674202945865137,10.0,"in-sample OLS on 1Q23 to 2Q26, first-month vintage"
ca_liia_air_us_residents_total_m2,statcan_liia,NA,total_nights_yoy,6.597321291398717,5.693137431529549,-0.9041838598691676,10.342,9.607064127537814,0.8117601230836862,10.0,in-sample OLS on 1Q23 to 2Q26
ca_liia_air_us_residents_total_m2,statcan_liia,NA,na_nights_yoy_mid,6.597321291398717,5.693137431529549,-0.9041838598691676,8.0,4.2934636373171395,1.065854380288971,10.0,in-sample OLS on 1Q23 to 2Q26
ca_liia_air_nonresident_visitors_overnight_lag1,statcan_liia,NA,total_nights_yoy,5.9320338361749325,3.3601703616604306,-2.571863474514502,10.342,9.559433130885761,1.0626126688635806,10.0,in-sample OLS on 1Q23 to 2Q26
ca_liia_air_nonresident_visitors_overnight_lag1,statcan_liia,NA,na_nights_yoy_mid,5.9320338361749325,3.3601703616604306,-2.571863474514502,8.0,4.610232280846953,1.1616684735783906,10.0,in-sample OLS on 1Q23 to 2Q26
ca_liia_air_nonresident_visitors_overnight_m1,statcan_liia,NA,total_nights_yoy,4.026052249054368,5.864878290413644,1.838826041359276,10.342,9.608546426785377,0.8021724413852688,10.0,"in-sample OLS on 1Q23 to 2Q26, first-month vintage"
ca_liia_air_nonresident_visitors_overnight_m1,statcan_liia,NA,na_nights_yoy_mid,4.026052249054368,5.864878290413644,1.838826041359276,8.0,4.286196584512509,1.0681628068254418,10.0,"in-sample OLS on 1Q23 to 2Q26, first-month vintage"
ca_liia_air_nonresident_visitors_overnight_m2,statcan_liia,NA,total_nights_yoy,4.042350396452976,6.92704661007415,2.884696213621174,10.342,9.628248746559754,0.7873530325338103,10.0,in-sample OLS on 1Q23 to 2Q26
ca_liia_air_nonresident_visitors_overnight_m2,statcan_liia,NA,na_nights_yoy_mid,4.042350396452976,6.92704661007415,2.884696213621174,8.0,4.290738610947991,1.0680047041084244,10.0,in-sample OLS on 1Q23 to 2Q26
ca_liia_air_other_country_residents_overnight_lag1,statcan_liia,NA,total_nights_yoy,8.315038998967816,3.28849278322787,-5.0265462157399465,10.342,9.573559202976075,1.1360331041482734,10.0,in-sample OLS on 1Q23 to 2Q26
ca_liia_air_other_country_residents_overnight_lag1,statcan_liia,NA,na_nights_yoy_mid,8.315038998967816,3.28849278322787,-5.0265462157399465,8.0,4.562685248584056,1.1740918148752681,10.0,in-sample OLS on 1Q23 to 2Q26
ca_liia_air_other_country_residents_overnight_m1,statcan_liia,NA,total_nights_yoy,-1.6443878945311519,6.774822294778682,8.419210189309833,10.342,9.654102250185625,0.8067144658721684,10.0,"in-sample OLS on 1Q23 to 2Q26, first-month vintage"
ca_liia_air_other_country_residents_overnight_m1,statcan_liia,NA,na_nights_yoy_mid,-1.6443878945311519,6.774822294778682,8.419210189309833,8.0,4.285989922833785,1.070012989987392,10.0,"in-sample OLS on 1Q23 to 2Q26, first-month vintage"
ca_liia_air_other_country_residents_overnight_m2,statcan_liia,NA,total_nights_yoy,1.5660119098728664,8.163109201664497,6.597097291791631,10.342,9.682290880478718,0.8087610446764697,10.0,in-sample OLS on 1Q23 to 2Q26
ca_liia_air_other_country_residents_overnight_m2,statcan_liia,NA,na_nights_yoy_mid,1.5660119098728664,8.163109201664497,6.597097291791631,8.0,4.28358748856917,1.0719673975236481,10.0,in-sample OLS on 1Q23 to 2Q26
ca_liia_air_intl_visitors_and_returning_total_lag1,statcan_liia,NA,total_nights_yoy,1.087596075161068,1.3554610817126278,0.26786500655155976,10.342,9.493968270439407,0.9742308965287199,10.0,in-sample OLS on 1Q23 to 2Q26
