scope,cohort,policy,statistic,markets,countries,baseline_ids,event_ids,listing_weighted_rate,equal_market_weighted_rate,min_market_rate,max_market_rate,leave_one_market_out_min,leave_one_market_out_max,max_market_baseline_weight,min_interval_days,max_interval_days,market_set
all_eligible_markets,all_listings,coverage_screen,id_attrition,118,35,1584439,334331,0.2110090700872675,0.2053322391394011,0.10291595197255575,0.3847916947552919,0.20693493881628347,0.21266526626356722,0.061138358750321094,268,295,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | berlin | bologna | bordeaux | boston | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cambridge | cape-town | chicago | clark-county-nv | columbus | copenhagen | crete | dallas | denver | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | hong-kong | ireland | istanbul | jersey-city | lisbon | london | los-angeles | lyon | madrid | malaga | mallorca | malta | melbourne | menorca | mexico-city | mid-north-coast | milan | montreal | mornington-peninsula | munich | naples | nashville | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | ottawa | pacific-grove | paris | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rome | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | singapore | south-aegean | stockholm | sunshine-coast | sydney | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | washington-dc | western-australia | winnipeg | zurich
all_eligible_markets,all_listings,coverage_screen,persistent_90,116,34,1547945,197470,0.12756913197820335,0.13709401188989226,0.05084953313944589,0.3170771489153482,0.12586800812828847,0.1308853741784281,0.06257974282031985,268,295,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | berlin | bologna | bordeaux | boston | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cambridge | cape-town | chicago | clark-county-nv | columbus | copenhagen | crete | dallas | denver | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | hong-kong | ireland | istanbul | jersey-city | lisbon | london | los-angeles | lyon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | munich | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | ottawa | pacific-grove | paris | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rome | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | singapore | south-aegean | stockholm | sunshine-coast | sydney | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | washington-dc | western-australia | winnipeg | zurich
all_eligible_markets,all_listings,exclude_march_negatives,id_attrition,118,35,1584439,334331,0.2110090700872675,0.2053322391394011,0.10291595197255575,0.3847916947552919,0.20693493881628347,0.21266526626356722,0.061138358750321094,268,295,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | berlin | bologna | bordeaux | boston | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cambridge | cape-town | chicago | clark-county-nv | columbus | copenhagen | crete | dallas | denver | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | hong-kong | ireland | istanbul | jersey-city | lisbon | london | los-angeles | lyon | madrid | malaga | mallorca | malta | melbourne | menorca | mexico-city | mid-north-coast | milan | montreal | mornington-peninsula | munich | naples | nashville | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | ottawa | pacific-grove | paris | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rome | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | singapore | south-aegean | stockholm | sunshine-coast | sydney | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | washington-dc | western-australia | winnipeg | zurich
all_eligible_markets,all_listings,exclude_march_negatives,persistent_90,115,34,1543303,126835,0.0821841206814216,0.08282901889977284,0.025495750708215296,0.19204737732656516,0.08065081479750531,0.08297254706809322,0.06276797232947776,268,295,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | berlin | bordeaux | boston | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cambridge | cape-town | chicago | clark-county-nv | columbus | copenhagen | crete | dallas | denver | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | hong-kong | ireland | istanbul | jersey-city | lisbon | london | los-angeles | lyon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | munich | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | ottawa | pacific-grove | paris | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rome | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | singapore | south-aegean | stockholm | sunshine-coast | sydney | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | washington-dc | western-australia | winnipeg | zurich
all_eligible_markets,reviewed_str_homes,coverage_screen,id_attrition,118,35,790417,131602,0.16649692504083288,0.16724471754037487,0.06862745098039216,0.35358967464372143,0.1603158310512598,0.16841328643351847,0.04443983365742386,268,295,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | berlin | bologna | bordeaux | boston | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cambridge | cape-town | chicago | clark-county-nv | columbus | copenhagen | crete | dallas | denver | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | hong-kong | ireland | istanbul | jersey-city | lisbon | london | los-angeles | lyon | madrid | malaga | mallorca | malta | melbourne | menorca | mexico-city | mid-north-coast | milan | montreal | mornington-peninsula | munich | naples | nashville | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | ottawa | pacific-grove | paris | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rome | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | singapore | south-aegean | stockholm | sunshine-coast | sydney | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | washington-dc | western-australia | winnipeg | zurich
all_eligible_markets,reviewed_str_homes,coverage_screen,persistent_90,116,34,769783,80715,0.10485422515176356,0.11033189038833496,0.029411764705882353,0.2889288928892889,0.10312716862700362,0.10632898529797145,0.04563104147532487,268,295,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | berlin | bologna | bordeaux | boston | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cambridge | cape-town | chicago | clark-county-nv | columbus | copenhagen | crete | dallas | denver | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | hong-kong | ireland | istanbul | jersey-city | lisbon | london | los-angeles | lyon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | munich | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | ottawa | pacific-grove | paris | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rome | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | singapore | south-aegean | stockholm | sunshine-coast | sydney | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | washington-dc | western-australia | winnipeg | zurich
all_eligible_markets,reviewed_str_homes,exclude_march_negatives,id_attrition,118,35,790417,131602,0.16649692504083288,0.16724471754037487,0.06862745098039216,0.35358967464372143,0.1603158310512598,0.16841328643351847,0.04443983365742386,268,295,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | berlin | bologna | bordeaux | boston | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cambridge | cape-town | chicago | clark-county-nv | columbus | copenhagen | crete | dallas | denver | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | hong-kong | ireland | istanbul | jersey-city | lisbon | london | los-angeles | lyon | madrid | malaga | mallorca | malta | melbourne | menorca | mexico-city | mid-north-coast | milan | montreal | mornington-peninsula | munich | naples | nashville | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | ottawa | pacific-grove | paris | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rome | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | singapore | south-aegean | stockholm | sunshine-coast | sydney | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | washington-dc | western-australia | winnipeg | zurich
all_eligible_markets,reviewed_str_homes,exclude_march_negatives,persistent_90,115,34,767036,52307,0.06819367017975689,0.06764501356879254,0.008130081300813009,0.16821499668214995,0.06478954643228109,0.06926409282378936,0.04579446075542738,268,295,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | berlin | bordeaux | boston | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cambridge | cape-town | chicago | clark-county-nv | columbus | copenhagen | crete | dallas | denver | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | hong-kong | ireland | istanbul | jersey-city | lisbon | london | los-angeles | lyon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | munich | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | ottawa | pacific-grove | paris | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rome | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | singapore | south-aegean | stockholm | sunshine-coast | sydney | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | washington-dc | western-australia | winnipeg | zurich
North America,all_listings,coverage_screen,id_attrition,41,2,321409,73552,0.22884237840259608,0.2077810189400498,0.10291595197255575,0.29950311641895133,0.21707443661690676,0.2398351114074568,0.14276513725502396,271,295,albany | asheville | boston | bozeman | broward-county | cambridge | chicago | clark-county-nv | columbus | dallas | denver | fort-worth | hawaii | jersey-city | los-angeles | montreal | nashville | new-brunswick | new-orleans | new-york-city | newark | oakland | ottawa | pacific-grove | portland | quebec-city | rhode-island | rochester | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | seattle | toronto | twin-cities-msa | vancouver | victoria | washington-dc | winnipeg
North America,all_listings,coverage_screen,persistent_90,40,2,311966,39845,0.12772225178384825,0.14021610812420465,0.05460750853242321,0.2557459256163811,0.12140325522177489,0.1361069121644184,0.14708654148208458,271,295,albany | asheville | boston | bozeman | broward-county | cambridge | chicago | clark-county-nv | columbus | dallas | denver | fort-worth | hawaii | jersey-city | los-angeles | montreal | new-brunswick | new-orleans | new-york-city | newark | oakland | ottawa | pacific-grove | portland | quebec-city | rhode-island | rochester | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | seattle | toronto | twin-cities-msa | vancouver | victoria | washington-dc | winnipeg
