file,query_url,bytes,sha256,captured_at_utc,numeric_observations
tour_ce_oarc.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_oarc?lang=en&lastTimePeriod=1,46020,828212ddfb117781aa22a3695cae78e522fd13e7f8d6504655e8c7e082ddd486,2026-09-03T21:12:14Z,2430
tour_ce_oar.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_oar?lang=en&lastTimePeriod=1,28557,9a7da2b25507f87342b89c2d239d6343d5791d6bfe1d58ed0cf7af9b950a0174,2026-09-03T21:12:18Z,1822
tour_ce_oaw.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_oaw?lang=en&lastTimePeriod=1,62244,ea4bbe967ccdc17a8eab2bb052ef5686f55e7059addd40577e38c857ab460136,2026-09-03T21:12:23Z,3483
tour_ce_oam.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_oam?lang=en&lastTimePeriod=1,4804,2dc748ef713adb84d2e0a2cba310359dbe3603327f276869e63133e710e84436,2026-09-03T21:12:28Z,96
tour_ce_oasc.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_oasc?lang=en&lastTimePeriod=1,4860,c0a6b07672faaba5d852d5d2bdbc33652b04360206c9db511f7ed64eb39af02e,2026-09-03T21:12:32Z,96
tour_occ_arm.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_arm?lang=en&lastTimePeriod=1,6845,2809372817041d4f844402a130338b0e87771610c92ecf929e320026e35be338,2026-09-03T21:12:40Z,150
tour_occ_mnor.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_mnor?lang=en&lastTimePeriod=1,4229,174efe9ed88c8eef2cd81226db376835e265a50cf94a0a4a9475e7900851c03c,2026-09-03T21:12:45Z,10
tour_occ_ninat.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_ninat?lang=en&lastTimePeriod=1,11102,7a05948d0d2a1289084bdf2a94a3de72d62586b192992bfa9a3ab416fe6baaf2,2026-09-03T21:12:49Z,455
tour_occ_ninraw.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_ninraw?lang=en&lastTimePeriod=1,117068,74426b0fd0124134adc51475677100431cc5ac9f22dae951691d84d687d67544,2026-09-03T21:12:55Z,7965
tour_occ_ninats.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_ninats?lang=en&lastTimePeriod=1,8763,ad40e321e2436fb572aa8475ac51c288fc59bcc629c3b8cff83930e33d3752bf,2026-09-03T21:12:59Z,318
tour_occ_nin2m.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nin2m?lang=en&lastTimePeriod=1,1092615,316de65a745ee9b73002c9b1b18a9274abc175867bdf6fb73e5283dd32601f03,2026-09-03T21:13:15Z,74016
tour_occ_nin3.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nin3?lang=en&lastTimePeriod=1,138253,92dbe0e17cd61d407bd91fd5de62cd0e1040ee229cd56eccae44950fb262824a,2026-09-03T21:13:20Z,4599
tour_occ_ninc.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_ninc?lang=en&lastTimePeriod=1,65974,15dd3ed4fcc80c53952fd7bdd319a7c906fee6965661e8b8493e1f8e05127544,2026-09-03T21:13:26Z,2568
tour_occ_ninatdc.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_ninatdc?lang=en&lastTimePeriod=1,41366,7d4b0d567a8c3413acabe182267c2000dc91976de400ec21450dac6f69e72082,2026-09-03T21:13:34Z,2589
