"listing_id","date"
1180670,"2014-06-24"
4457617,"2014-12-28"
722394,"2013-12-16"
4074444,"2014-12-15"
68046,"2014-04-15"
68774,"2014-12-15"
920951,"2014-08-05"
462454,"2014-05-20"
2207015,"2014-05-19"
1773664,"2014-04-20"
3414084,"2014-10-24"
4594212,"2014-12-29"
3595080,"2014-11-16"
3595080,"2014-10-20"
3595080,"2014-09-09"
571379,"2014-12-15"
571379,"2014-12-01"
571379,"2014-11-18"
571379,"2014-11-14"
571379,"2014-11-01"
4417283,"2014-11-30"
2318157,"2014-12-30"
2318157,"2014-12-15"
2318157,"2014-12-13"
2318157,"2014-11-30"
2318157,"2014-11-29"
2318157,"2014-11-23"
2318157,"2014-11-10"
2318157,"2014-10-22"
2318157,"2014-10-21"
3163306,"2014-10-06"
3875386,"2014-08-27"
2975505,"2014-09-22"
2975505,"2014-09-12"
2975505,"2014-08-27"
2893165,"2014-05-17"
3529799,"2014-08-16"
3529799,"2014-08-16"
11900,"2014-12-26"
3288908,"2014-07-25"
1665498,"2014-11-04"
1665498,"2014-09-29"
1665498,"2014-08-23"
1665498,"2014-05-26"
1665498,"2014-05-16"
1665498,"2014-03-30"
1665498,"2013-12-30"
1665498,"2013-11-06"
77713,"2014-08-19"
2208431,"2014-07-02"
1979113,"2013-11-30"
1586641,"2014-10-19"
3852660,"2014-10-16"
44145,"2014-12-01"
4287079,"2014-11-29"
882209,"2014-10-27"
474178,"2014-11-29"
1210004,"2014-12-09"
83445,"2014-12-19"
2768111,"2014-08-25"
2768111,"2014-08-06"
3239266,"2014-12-27"
3239266,"2014-12-25"
3239266,"2014-12-21"
3239266,"2014-12-12"
999248,"2014-12-23"
999248,"2014-12-20"
999248,"2014-12-14"
999248,"2014-12-12"
999248,"2014-11-30"
999248,"2014-11-29"
999248,"2014-11-26"
999248,"2014-11-21"
999248,"2014-11-17"
999248,"2014-11-11"
999248,"2014-11-01"
2067161,"2014-12-05"
2067161,"2014-08-16"
2067161,"2014-05-25"
2067161,"2014-05-10"
4197760,"2014-12-28"
87853,"2014-11-29"
541101,"2014-11-06"
3110734,"2014-10-13"
3110734,"2014-05-29"
3110734,"2014-05-23"
