quarter,region,nights_m,share_pct,adr_reported_usd,gbv_musd,revenue_musd,take_rate_pct,knowable_from
2022Q1,na,38.785371815502145,37.98763155289143,234.9680880970233,9113.324661620713,822.0,9.019759862849172,2023-05-09
2022Q1,emea,42.62384389765274,41.74715367057076,110.98557982143372,4730.632029199269,373.0,7.884781519629967,2023-05-09
2022Q1,latam,12.070724918172251,11.822453396838641,157.48785471818147,1900.9925722562443,178.0,9.363529484428017,2023-05-09
2022Q1,apac,8.620059368672866,8.442761379699183,168.79822686740886,1455.0507369237755,136.0,9.346753109621945,2023-05-09
2022Q2,na,36.91299319976688,35.595943297750125,229.90005288104985,8486.299088624239,1098.0,12.938502267400086,2023-08-03
2022Q2,emea,46.020074235792464,44.378085087552996,140.63229730418558,6471.908761888657,732.0,11.310419026772326,2023-08-03
2022Q2,latam,10.988061045733966,10.596008722983573,92.82626797848694,1019.9806991952745,137.0,13.431626707062959,2023-08-03
2022Q2,apac,9.7788715187067,9.429962891713307,104.49175534591417,1021.8114502918286,137.0,13.407561635845136,2023-08-03
2022Q3,na,30.89070959742902,30.983660579166518,219.17680039474942,6770.526891487871,1326.0,19.584886394397028,2023-11-01
2022Q3,emea,43.091569326290085,43.22123302536618,171.19666279238763,7377.132863147677,1263.0,17.120472457657524,2023-11-01
2022Q3,latam,14.833530505285383,14.878165000286241,46.0897770593569,683.674113991773,139.0,20.33132411411918,2023-11-01
2022Q3,apac,10.884190570995536,10.916941395181079,70.62225953862254,768.666131372675,156.0,20.294897047358784,2023-11-01
2022Q4,na,27.131179605480025,30.76097460938778,243.6920742614277,6611.653435218771,964.0,14.580316549336837,2024-02-16
2022Q4,emea,36.348058984027176,41.21095122905575,120.01400417119594,4362.276102523913,556.0,12.745639820421067,2024-02-16
2022Q4,latam,14.600023214459844,16.553314302108664,85.52571189478832,1248.6773790971138,189.0,15.136015368249964,2024-02-16
2022Q4,apac,10.120738196032962,11.474759859447802,126.21540626956467,1277.3930831602013,193.0,15.108896591370954,2024-02-16
2023Q1,na,44.11475131575068,36.428366074112866,228.95013431679232,10100.078239093009,925.0,9.158344896970474,2023-05-09
2023Q1,emea,49.644730717496024,40.994823053258486,115.23399945031576,5720.760872211011,458.0,8.005928061506058,2023-05-09
2023Q1,latam,14.640960593019129,12.089975716778802,168.82497292917225,2471.759775773532,235.0,9.507396402486453,2023-05-09
2023Q1,apac,12.699557373734137,10.486835155849825,165.94287902356984,2107.401112922448,200.0,9.490362265333014,2023-05-09
2023Q2,na,38.43707729627366,33.39450677347842,227.21466493833134,8733.467639081562,1192.0,13.648645065860167,2023-08-03
2023Q2,emea,51.27929438744803,44.55194994565424,153.80248560471634,7886.882936845488,941.0,11.93120282797517,2023-08-03
2023Q2,latam,13.328588266409424,11.580007181936946,86.31162732494387,1150.41214321795,163.0,14.168835139731227,2023-08-03
2023Q2,apac,12.055040049868884,10.473536098930396,110.26402860183444,1329.2372808550024,188.0,14.143449232711347,2023-08-03
2023Q3,na,34.99624199781916,30.915408125281946,214.45522011804624,7505.126780946723,1478.0,19.69320496693275,2023-11-01
2023Q3,emea,46.112680852771405,40.735583792200885,193.11263670599018,8904.941385060514,1533.0,17.215161040496643,2023-11-01
2023Q3,latam,18.329417358089362,16.192064803965867,47.50182922828688,870.6808531979582,178.0,20.443771026572684,2023-11-01
2023Q3,apac,13.76165979132007,12.1569432785513,74.06453845325255,1019.250980794805,208.0,20.407142491813254,2023-11-01
2023Q4,na,29.086624872504096,29.439903717109413,241.79392857525912,7032.96929691761,1043.0,14.830151476093079,2024-02-16
2023Q4,emea,39.681101908653964,40.16305861199794,132.76900619093433,5268.420464973175,683.0,12.96403741009076,2024-02-16
2023Q4,latam,17.74181039238966,17.95729796800573,90.79533872640918,1610.873684196746,248.0,15.395372240106088,2024-02-16
2023Q4,apac,12.290462826452272,12.439739702886914,129.18443970191626,1587.736553912467,244.0,15.367788780748315,2024-02-16
2024Q1,na,45.24263780652942,34.11963635484874,233.1533012872895,10548.47036353747,1015.0,9.622248203005007,2024-05-08
2024Q1,emea,54.561135859476586,41.14716128165655,123.5459212386438,6740.805793585838,567.0,8.411457285114556,2024-05-08
2024Q1,latam,17.496819487103426,13.195188150153413,175.65402341998475,3073.3867399629107,307.0,9.988980430224178,2024-05-08
2024Q1,apac,15.29940684689055,11.53801421334129,165.84545586023606,2537.33710291378,253.0,9.971083452390483,2024-05-08
2024Q2,na,40.90156183139681,32.69509339040513,235.00919142334152,9612.242973948372,1308.0,13.607646035842137,2024-08-06
2024Q2,emea,54.467078503468194,43.53883173738465,161.75194400644028,8810.155832287375,1048.0,11.895362805721318,2024-08-06
2024Q2,latam,15.485830418824236,12.37876132599859,84.56869294643244,1309.61643771007,185.0,14.126273515891553,2024-08-06
2024Q2,apac,14.245529246310744,11.387313546211626,103.04880434220097,1467.9847560541775,207.0,14.100963865346872,2024-08-06
2024Q3,na,36.44163040861184,29.67559479528652,218.68354602580203,7969.184960716935,1572.0,19.725982114218336,2024-11-07
2024Q3,emea,48.888542693276406,39.811516851202285,204.73890491852978,10009.386694084202,1726.0,17.243813759539425,2024-11-07
2024Q3,latam,21.170894138215235,17.2401418063642,45.901896965311295,971.7842013958685,199.0,20.477797407506408,2024-11-07
2024Q3,apac,16.298932759896523,13.272746547147008,70.53493383515838,1149.6441438029967,235.0,20.44110790862861,2024-11-07
2024Q4,na,30.85013756713492,27.792916727148576,246.2705067005447,7597.479010439826,1111.0,14.623271725704749,2025-02-13
2024Q4,emea,43.87636851519872,39.52825992360245,141.56327078074125,6211.282236992666,794.0,12.783189842367124,2025-02-13
2024Q4,latam,21.274477791501607,19.166196208560006,86.07890430396915,1831.2837379315838,278.0,15.180607692939935,2025-02-13
2024Q4,apac,14.999016126164763,13.512627140688977,130.6722386421678,1959.955014635925,297.0,15.153409021235612,2025-02-13
2025Q1,na,46.88995422016159,32.76726360598295,235.78994380846825,11056.17967075355,1054.0,9.533130171428946,2025-05-01
2025Q1,emea,57.631012110435066,40.27324396256818,124.30479240585152,7163.810996526746,597.0,8.333553192420146,2025-05-01
2025Q1,latam,21.26321511148358,14.858990294537792,162.99904389739396,3465.8837333564425,343.0,9.89646584791322,2025-05-01
2025Q1,apac,17.315818557919776,12.100502136911096,162.5176187859832,2814.1255993632594,278.0,9.878734625878174,2025-05-01
2025Q2,na,41.26010025519218,30.699479356541797,240.86632542413716,9938.168735099644,1377.0,13.855671368676894,2025-08-06
2025Q2,emea,57.46578063230692,42.75727725618074,177.14606235503226,10179.836759171247,1233.0,12.11217850707834,2025-08-06
2025Q2,latam,18.99321993914201,14.131860073766376,84.55537137556948,1605.9787655720236,231.0,14.383751824870581,2025-08-06
2025Q2,apac,16.680899173358892,12.411383313511081,106.47002428943212,1776.0157401570893,255.0,14.357980857615887,2025-08-06
2025Q3,na,37.463282463417194,28.041379089384126,226.96642935727087,8502.907452724663,1619.0,19.04054594268469,2025-11-06
2025Q3,emea,52.059333249780714,38.96656680372808,227.23385135104513,11829.642793115192,1969.0,16.644627690245645,2025-11-06
2025Q3,latam,25.109801953834406,18.79476194149282,47.34788359637977,1188.8959800383009,235.0,19.766237244105188,2025-11-06
2025Q3,apac,18.967582332967684,14.197292165394973,72.67946699383879,1378.5537741218445,272.0,19.730822627740242,2025-11-06
2025Q4,na,31.759844230492515,26.054014955285083,254.99654607736994,8098.6505827308765,1146.0,14.150505547722583,2026-02-12
2025Q4,emea,47.20048681347128,38.72066186502976,159.28314646253227,7518.242054212969,930.0,12.369912983565875,2026-02-12
