quarter,region,nights_m,adr_reported_usd,gbv_musd
2026Q1,na,48.60596113925479,247.9693969268503,12052.79087075093
2026Q1,emea,62.03426394200871,145.8947414546717,9050.472899150223
2026Q1,latam,25.387125581470393,181.24405182718968,4601.265504631393
2026Q1,apac,20.172649337266115,173.27772207937338,3495.4707254674536
2026Q2,na,44.6497188153182,256.07587184582343,11433.715673303475
2026Q2,emea,62.05250106140367,188.43429893345595,11692.819534573131
2026Q2,latam,22.17586636332548,90.67067676284047,2010.7008109650312
2026Q2,apac,19.421913759952663,106.20807025781947,2062.763981158363
2026Q3,na,40.0857122358564,233.775422237989,9371.054303647852
2026Q3,emea,56.22407990976318,234.0508668915765,13159.294643061341
2026Q3,latam,29.629566305524598,48.76832010427117,1444.9841741385508
2026Q3,apac,22.19207132957219,74.85985100365396,1661.295153194235
2026Q4,na,33.983033326626995,262.64644245969106,8925.5228072277
2026Q4,emea,50.50452089041427,164.06164085640825,8285.854567948114
2026Q4,latam,29.827727926891434,97.36202821906103,2904.0880881284784
2026Q4,apac,20.664462106983557,139.5945123641382,2884.6455110915817
2027Q1,na,51.52231880761008,255.4084788346558,13159.237072685866
2027Q1,emea,66.37666241794932,150.27158369831184,9974.52618215346
2027Q1,latam,29.449065674505654,186.68137338200538,5497.592024933588
2027Q1,apac,23.19854673785603,178.47605374175458,4140.385074316198
2027Q2,na,47.328701944237295,263.75814800119815,12483.330772112735
2027Q2,emea,66.39617613570192,194.08732790145964,12886.656409053048
2027Q2,latam,25.724004981457554,93.39079706572569,2402.3853289410195
2027Q2,apac,22.33520082394556,109.39431236555406,2443.343935682081
2027Q3,na,42.49085497000778,240.7886849051287,10231.317088722724
2027Q3,emea,60.1597655034466,241.0723928983238,14502.858626117906
2027Q3,latam,34.370296914408534,50.2313697073993,1726.4670912607405
2027Q3,apac,25.520882029008018,77.10564653376358,1967.804108958571
2027Q4,na,36.02201532622462,270.5258357334818,9744.885800931206
2027Q4,emea,54.03983735274327,168.9834900821005,9131.840319335617
2027Q4,latam,34.600164395194064,100.28288906563286,3469.804447695906
2027Q4,apac,23.76413142303109,143.78234773506236,3416.8626078879784
