target,window,horizon_q,prior_basis,spec_id,n,first_quarter,last_quarter,mae,rw_mae,rmse,bias,cov80,cov90,n_clipped,mae_ratio_seasonal_naive,rw_mae_ratio_seasonal_naive,n_match_seasonal_naive,d_mean_seasonal_naive,t_nw1_seasonal_naive,p_nw1_seasonal_naive,k_better_seasonal_naive,n_cmp_seasonal_naive,p_sign_seasonal_naive,mae_ratio_seasonal_naive_drift,rw_mae_ratio_seasonal_naive_drift,n_match_seasonal_naive_drift,d_mean_seasonal_naive_drift,t_nw1_seasonal_naive_drift,p_nw1_seasonal_naive_drift,k_better_seasonal_naive_drift,n_cmp_seasonal_naive_drift,p_sign_seasonal_naive_drift,mae_ratio_street,rw_mae_ratio_street,n_match_street,d_mean_street,t_nw1_street,p_nw1_street,k_better_street,n_cmp_street,p_sign_street,mae_ratio_q_guide_implied,rw_mae_ratio_q_guide_implied,n_match_q_guide_implied,d_mean_q_guide_implied,t_nw1_q_guide_implied,p_nw1_q_guide_implied,k_better_q_guide_implied,n_cmp_q_guide_implied,p_sign_q_guide_implied,mae_ratio_guide_implied,rw_mae_ratio_guide_implied,n_match_guide_implied,d_mean_guide_implied,t_nw1_guide_implied,p_nw1_guide_implied,k_better_guide_implied,n_cmp_guide_implied,p_sign_guide_implied,mae_ratio_trailing4,rw_mae_ratio_trailing4,n_match_trailing4,d_mean_trailing4,t_nw1_trailing4,p_nw1_trailing4,k_better_trailing4,n_cmp_trailing4,p_sign_trailing4
adj_ebitda_margin_pct,W1,0,PIT,stack,14,2023Q1,2026Q2,1.1947787297083654,0.8429337438535607,1.624217255240614,-0.6009616818234882,0.9285714285714286,1.0,0,0.5340826237383021,0.4407050949521697,14,-1.0422884891154423,-3.0839015135311825,0.002043052166955439,11,14,0.0286865234375,0.5010297979283596,0.4254137688046461,14,-1.1898673225793321,-2.9100984679318733,0.0036131490221036344,8,14,0.395263671875,0.7504523847451702,0.6743051236193007,14.0,-0.39729926750404204,-3.1791820877776558,0.0014769128086029593,10.0,14.0,0.08978271484375,0.5340826237383021,0.4407050949521697,14.0,-1.0422884891154423,-3.0839015135311825,0.002043052166955439,11.0,14.0,0.0286865234375,0.27279204947296726,0.2575230213160811,14,-3.185036341942996,-3.4911425350693346,0.00048095959065430627,11,14,0.0286865234375,0.12607170549357477,0.09925009019440138,14.0,-8.282198876256176,-10.052157113640229,0.0,12.0,14.0,0.0064697265625
adj_ebitda_margin_pct,W1,0,PIT,stack_clip,14,2023Q1,2026Q2,1.1264245509875443,0.8233049302761721,1.5792690156080362,-0.6693158605443091,0.9285714285714286,1.0,2,0.5035273600673427,0.4304427010042483,14,-1.1106426678362633,-3.603115203256472,0.0003144260864773596,11,12,0.003173828125,0.4723655109767401,0.4155074533652545,14,-1.2582215013001534,-3.0011760253178013,0.002689390500388189,8,14,0.395263671875,0.7075184463071643,0.6586030477891266,14.0,-0.46565344622486304,-3.8727733355978198,0.00010760389158215311,11.0,14.0,0.0286865234375,0.5035273600673427,0.4304427010042483,14.0,-1.1106426678362633,-3.603115203256472,0.0003144260864773596,11.0,12.0,0.003173828125,0.25718541366698355,0.2515262612929382,14,-3.253390520663816,-3.446842980920055,0.000567178122016454,11,14,0.0286865234375,0.11885904956434679,0.09693892216705598,14.0,-8.350553054976997,-9.925278278718777,0.0,12.0,14.0,0.0064697265625
adj_ebitda_margin_pct,W1,0,PIT,stack_ew_clip,14,2023Q1,2026Q2,1.1227187718702434,0.8226715868265068,1.5690027564866644,-0.6616602922073911,0.9285714285714286,1.0,2,0.5018708255268879,0.43011157452229487,14,-1.1143484469535643,-3.5867450280951,0.00033483143158230533,11,12,0.003173828125,0.4708114945583514,0.4151878161151925,14,-1.2619272804174544,-3.0080271268637766,0.002629496654528385,9,14,0.21197509765625,0.7051908096437662,0.6580964044897759,14.0,-0.46935922534216407,-3.6562570619786943,0.0002559247213942406,11.0,14.0,0.0286865234375,0.5018708255268879,0.43011157452229487,14.0,-1.1143484469535643,-3.5867450280951,0.00033483143158230533,11.0,12.0,0.003173828125,0.2563393096519335,0.2513327697879678,14,-3.257096299781118,-3.423967222635753,0.0006171406403367996,11,14,0.0286865234375,0.11846801992690535,0.09686435000173259,14.0,-8.3542588340943,-10.006170329743632,0.0,12.0,14.0,0.0064697265625
adj_ebitda_margin_pct,W1,0,PIT,stack_lam25_clip,14,2023Q1,2026Q2,1.1294074654314545,0.8245978072686294,1.5847982414571526,-0.6731436447127731,0.9285714285714286,1.0,2,0.5048607640968732,0.43111864674954214,14,-1.1076597533923531,-3.608657996436351,0.00030778504524731076,11,12,0.003173828125,0.4736163944950923,0.4161599455426915,14,-1.2552385868562428,-2.9924920801227333,0.002767098466386786,8,14,0.395263671875,0.7093920444908797,0.6596372851613761,14.0,-0.46267053178095285,-3.980368402948886,6.880854827295835e-05,11.0,14.0,0.0286865234375,0.5048607640968732,0.43111864674954214,14.0,-1.1076597533923531,-3.608657996436351,0.00030778504524731076,11.0,12.0,0.003173828125,0.2578664731170086,0.25192124558644335,14,-3.2504076062199068,-3.4568705652739316,0.0005464872673868193,11,14,0.0286865234375,0.11917380333584804,0.09709115021469,14.0,-8.347570140533088,-9.886650786631408,0.0,12.0,14.0,0.0064697265625
adj_ebitda_margin_pct,W1,0,full_sample,stack,14,2023Q1,2026Q2,1.2627860138079605,0.8574753691882331,1.688415510691663,-0.49195996654473284,0.9285714285714286,1.0,0,0.5644828207137651,0.4483077902062216,14,-0.9742812050158473,-2.5252847531071403,0.011560457560850335,10,14,0.08978271484375,0.5295486148128833,0.4327526702109265,14,-1.121860038479737,-2.8890144211902076,0.0038645135054731217,8,14,0.395263671875,0.793168435226786,0.6859377015537123,14.0,-0.32929198340444693,-2.1913267309268436,0.028428157013153932,10.0,14.0,0.08978271484375,0.5644828207137651,0.4483077902062216,14.0,-0.9742812050158473,-2.5252847531071403,0.011560457560850335,10.0,14.0,0.08978271484375,0.4970424500924455,0.33631438797449015,14,-1.2778139159829325,-2.7787160426809994,0.005457420890398357,9,14,0.21197509765625,0.13324775749319048,0.10096227414309636,14.0,-8.214191592156583,-9.954628996815211,0.0,11.0,14.0,0.0286865234375
adj_ebitda_margin_pct,W1,0,full_sample,stack_clip,14,2023Q1,2026Q2,1.1053863505114634,0.8124279490288686,1.5608103787684249,-0.64935962984123,0.9285714285714286,1.0,3,0.4941229933594249,0.4247559657319461,14,-1.1316808683123443,-3.6122965431315586,0.00030349721064837354,10,11,0.005859375,0.46354315327048934,0.4100180330883072,14,-1.2792597017762344,-3.0842643537921988,0.0020405619057459745,8,14,0.395263671875,0.6943041436706622,0.6499020030889373,14.0,-0.486691646700944,-4.44219912788919,8.904409532828339e-06,12.0,14.0,0.0064697265625,0.4941229933594249,0.4247559657319461,14.0,-1.1316808683123443,-3.6122965431315586,0.00030349721064837354,10.0,11.0,0.005859375,0.43508871174472696,0.3186461305701184,14,-1.4352135792794296,-3.2904729374358106,0.0010001912214778752,9,14,0.21197509765625,0.11663912235223224,0.09565822676518199,14.0,-8.371591255453078,-9.702089004248348,0.0,12.0,14.0,0.0064697265625
adj_ebitda_margin_pct,W1,0,full_sample,stack_ew_clip,14,2023Q1,2026Q2,1.1081385283587872,0.8132253197323722,1.5711737488932542,-0.6529878532376417,0.9285714285714286,1.0,2,0.4953532549376938,0.425172849424362,14,-1.1289286904650204,-3.6351365900575976,0.0002778333922532905,11,12,0.003173828125,0.46469727752498136,0.4104204519955883,14,-1.27650752392891,-3.0518480012417672,0.002274372388189727,8,14,0.395263671875,0.6960328139067579,0.650539860043552,14.0,-0.48393946885362016,-4.399453263551875,1.085239456233289e-05,11.0,14.0,0.0286865234375,0.4953532549376938,0.425172849424362,14.0,-1.1289286904650204,-3.6351365900575976,0.0002778333922532905,11.0,12.0,0.003173828125,0.4361719904676191,0.31895887102864784,14,-1.4324614014321058,-3.255222412053197,0.001133035969715035,9,14,0.21197509765625,0.11692952905801486,0.0957521120969986,14.0,-8.368839077605754,-9.681564439286554,0.0,12.0,14.0,0.0064697265625
adj_ebitda_margin_pct,W1,0,full_sample,stack_lam25_clip,14,2023Q1,2026Q2,1.103386550848549,0.811748068498285,1.555421038364978,-0.6485636637276653,0.9285714285714286,1.0,3,0.4932290552398695,0.4244005085967064,14,-1.1336806679752587,-3.604634468725683,0.00031259257102433935,10,11,0.005859375,0.46270453839051756,0.40967490939565465,14,-1.2812595014391484,-3.098049115627665,0.0019479914120035247,8,14,0.395263671875,0.6930480496436008,0.6493581324365112,14.0,-0.48869144636385836,-4.466843794638727,7.938204765967072e-06,12.0,14.0,0.0064697265625,0.4932290552398695,0.4244005085967064,14.0,-1.1336806679752587,-3.604634468725683,0.00031259257102433935,10.0,11.0,0.005859375,0.434301574958858,0.31837947147674356,14,-1.437213378942344,-3.313139552083381,0.0009225493573603583,9,14,0.21197509765625,0.11642810574482189,0.09557817515439541,14.0,-8.373591055115991,-9.714455834344077,0.0,12.0,14.0,0.0064697265625
adj_ebitda_margin_pct,W1,1,PIT,stack,13,2023Q2,2026Q2,1.9622536864224454,1.5670763381527533,2.3631697424682536,-0.4420676195151281,0.8461538461538461,0.8461538461538461,0,0.8348885480605513,0.8102164834520201,13,-0.3880644380514938,-1.0306559059032814,0.30270220929480485,9,13,0.1334228515625,0.5014835863728655,0.4570247964580013,13,-1.950643444698136,-3.9028922543090157,9.505002197962575e-05,11,13,0.01123046875,1.1956321673796602,1.2518341562304705,13.0,0.3210685962597176,1.895894845416563,0.057973950684920394,4.0,13.0,0.953857421875,0.8298421573576839,0.8298421573576839,1.0,-0.4344193859349521,,,1.0,1.0,0.5,0.6100742235176696,0.6336312009374551,10,-1.2285078218737797,-2.853655975434474,0.0043219305896384785,8,10,0.0546875,0.2203510785131995,0.18339765775785144,13.0,-6.942870353190104,-6.606339281885902,3.939404358277443e-11,9.0,13.0,0.1334228515625
adj_ebitda_margin_pct,W1,1,PIT,stack_clip,13,2023Q2,2026Q2,1.9622536864224454,1.5670763381527533,2.3631697424682536,-0.4420676195151281,0.8461538461538461,0.8461538461538461,0,0.8348885480605513,0.8102164834520201,13,-0.3880644380514938,-1.0306559059032814,0.30270220929480485,9,13,0.1334228515625,0.5014835863728655,0.4570247964580013,13,-1.950643444698136,-3.9028922543090157,9.505002197962575e-05,11,13,0.01123046875,1.1956321673796602,1.2518341562304705,13.0,0.3210685962597176,1.895894845416563,0.057973950684920394,4.0,13.0,0.953857421875,0.8298421573576839,0.8298421573576839,1.0,-0.4344193859349521,,,1.0,1.0,0.5,0.6100742235176696,0.6336312009374551,10,-1.2285078218737797,-2.853655975434474,0.0043219305896384785,8,10,0.0546875,0.2203510785131995,0.18339765775785144,13.0,-6.942870353190104,-6.606339281885902,3.939404358277443e-11,9.0,13.0,0.1334228515625
