target,horizon_q,calibration,n,qhat80,qhat90,attainable_cov80_lo,attainable_cov80_hi,gaussian_from_mae_80,mae,bias,bias_last5
adj_ebitda_margin_pct,0,W1_all_n14,14,2.203943161864217,3.905909723864877,0.8,0.8666666666666667,1.809296095507047,1.1264245509875443,-0.6693158605443091,-0.2712741759064897
adj_ebitda_margin_pct,0,recent_2024Q1plus,10,2.0802647140774866,2.6004748253977112,0.8181818181818182,0.9090909090909091,1.2970691222290602,0.8075242671638136,-0.4845417318349625,-0.2712741759064897
adj_ebitda_margin_pct,1,W1_all_n14,13,4.205128664090589,4.498846590324334,0.8571428571428571,0.9285714285714286,3.151829325919671,1.9622536864224456,-0.4420676195151281,-0.43145163506881873
adj_ebitda_margin_pct,1,recent_2024Q1plus,10,2.599850651335565,4.205128664090589,0.8181818181818182,0.9090909090909091,2.531684806574287,1.5761665150160176,-0.19371314453488306,-0.43145163506881873
adj_ebitda_margin_pct,2,W1_all_n14,12,4.522924115091705,4.547336566744603,0.8461538461538461,0.9230769230769231,3.6226418999653887,2.2553703540788326,-0.46155501738839577,-0.4861938659977397
adj_ebitda_margin_pct,2,recent_2024Q1plus,10,3.88847717484494,4.547336566744603,0.8181818181818182,0.9090909090909091,3.2503631019492083,2.0235984628229464,0.128979941205578,-0.4861938659977397
adj_ebitda_musd,0,W1_all_n14,14,76.3337340359783,94.5624882136774,0.8,0.8666666666666667,63.74173131409582,39.684080042480495,-13.944722408060333,-9.800419846978082
adj_ebitda_musd,0,recent_2024Q1plus,10,66.58459551303008,81.40337162494626,0.8181818181818182,0.9090909090909091,49.93604664601964,31.088990387486668,-9.81208859333936,-9.800419846978082
adj_ebitda_musd,1,W1_all_n14,13,112.21154267403836,164.0576934581486,0.8571428571428571,0.9285714285714286,120.93772564571869,75.29294052323506,-6.458075237173879,-43.98410438909718
adj_ebitda_musd,1,recent_2024Q1plus,10,112.21154267403836,164.0576934581486,0.8181818181818182,0.9090909090909091,115.0770739572769,71.64423870873334,-1.5344411458842004,-43.98410438909718
adj_ebitda_musd,2,W1_all_n14,12,149.62208846980047,177.41473643888094,0.8461538461538461,0.9230769230769231,137.7975118390509,85.78944086927048,8.66068460655022,-39.715714448891546
adj_ebitda_musd,2,recent_2024Q1plus,10,149.62208846980047,177.41473643888094,0.8181818181818182,0.9090909090909091,149.98089001338218,93.37452123484024,16.658840670045453,-39.715714448891546
