quarter,revenue_scenario,cost_response,k,revenue_musd,revenue_delta_pct,total_cash_costs_musd,adj_ebitda_musd,adj_ebitda_margin_pct,margin_vs_base_pp
2026Q3,bear,held,0.0,4755.0,-1.020714771987008,2404.9030976115578,2350.0969023884422,49.423699314162825,-0.5162397722249068
2026Q3,bear,flex,0.364173,4755.0,-1.020714771987008,2395.963669720132,2359.036330279868,49.611699900733285,-0.32823918565444643
2026Q3,bear,full_flex,1.0,4755.0,-1.020714771987008,2380.3558964422637,2374.6441035577363,49.939939086387724,-7.105427357601002e-15
2026Q3,base,held,0.0,4804.0355,0.0,2404.9030976115578,2399.132402388442,49.93993908638773,0.0
2026Q3,base,flex,0.364173,4804.0355,0.0,2404.9030976115578,2399.132402388442,49.93993908638773,0.0
2026Q3,base,full_flex,1.0,4804.0355,0.0,2404.9030976115578,2399.132402388442,49.93993908638773,0.0
2026Q3,bull,held,0.0,4878.0,1.5396326692423523,2404.9030976115578,2473.0969023884422,50.69899348889796,0.7590544025102304
2026Q3,bull,flex,0.364173,4878.0,1.5396326692423523,2418.387212472737,2459.612787527263,50.4225663699726,0.4826272835848684
2026Q3,bull,full_flex,1.0,4878.0,1.5396326692423523,2441.9297713660067,2436.0702286339933,49.939939086387724,-7.105427357601002e-15
2026Q4,bear,held,0.0,3123.807,-1.7085889912230257,2259.7161007029144,864.0908992970853,27.6614688198434,-1.2359681801566005
2026Q4,bear,flex,0.364173,3123.807,-1.7085889912230257,2245.6556504681034,878.1513495318964,28.111575059915562,-0.7858619400844375
2026Q4,bear,full_flex,1.0,3123.807,-1.7085889912230257,2221.10684017341,902.7001598265897,28.897436999999993,-7.105427357601002e-15
2026Q4,base,held,0.0,3178.1078,0.0,2259.7161007029144,918.3916992970858,28.897436999999993,-7.105427357601002e-15
2026Q4,base,flex,0.364173,3178.1078,0.0,2259.7161007029144,918.3916992970858,28.897436999999993,-7.105427357601002e-15
2026Q4,base,full_flex,1.0,3178.1078,0.0,2259.7161007029144,918.3916992970858,28.897436999999993,-7.105427357601002e-15
2026Q4,bull,held,0.0,3227.9366,1.5678763319482147,2259.7161007029144,968.2204992970856,29.995028381198242,1.0975913811982423
2026Q4,bull,flex,0.364173,3227.9366,1.5678763319482147,2272.6185876397617,955.3180123602383,29.59531523513313,0.6978782351331283
2026Q4,bull,full_flex,1.0,3227.9366,1.5678763319482147,2295.1456546150584,932.7909453849416,28.897436999999986,-1.4210854715202004e-14
2027Q1,bear,held,0.0,2995.1629,-1.8985897518326578,2458.6782594430433,536.4846405569565,17.91170158247341,-1.558520021208981
2027Q1,bear,flex,0.364173,2995.1629,-1.8985897518326578,2441.6785860651003,553.4843139348995,18.479272494157147,-0.9909491095252427
2027Q1,bear,full_flex,1.0,2995.1629,-1.8985897518326578,2411.9980459787203,583.1648540212796,19.47022160368238,-1.0658141036401503e-14
2027Q1,base,held,0.0,3053.1293,0.0,2458.6782594430433,594.4510405569567,19.470221603682383,-7.105427357601002e-15
2027Q1,base,flex,0.364173,3053.1293,0.0,2458.6782594430433,594.4510405569567,19.470221603682383,-7.105427357601002e-15
2027Q1,base,full_flex,1.0,3053.1293,0.0,2458.6782594430433,594.4510405569567,19.470221603682383,-7.105427357601002e-15
2027Q1,bull,held,0.0,3119.9376,2.1881909816266365,2458.6782594430433,661.2593405569569,21.194633525906315,1.7244119222239256
2027Q1,bull,flex,0.364173,3119.9376,2.1881909816266365,2478.2709765849677,641.6666234150325,20.566649262954247,1.096427659271857
2027Q1,bull,full_flex,1.0,3119.9376,2.1881909816266365,2512.4788353833906,607.4587646166096,19.47022160368238,-1.0658141036401503e-14
2027Q2,bear,held,0.0,3803.7239,-5.590912857934516,2657.6810659066778,1146.0428340933222,30.129495836785686,-3.9063990011648286
2027Q2,bear,flex,0.364173,3803.7239,-5.590912857934516,2603.569097866319,1200.1548021336807,31.552100880236882,-2.483793957713633
2027Q2,bear,full_flex,1.0,3803.7239,-5.590912857934516,2509.0924334700103,1294.6314665299897,34.03589483795051,-7.105427357601002e-15
2027Q2,base,held,0.0,4028.9807,0.0,2657.6810659066778,1371.2996340933223,34.03589483795051,-7.105427357601002e-15
2027Q2,base,flex,0.364173,4028.9807,0.0,2657.6810659066778,1371.2996340933223,34.03589483795051,-7.105427357601002e-15
2027Q2,base,full_flex,1.0,4028.9807,0.0,2657.6810659066778,1371.2996340933223,34.03589483795051,-7.105427357601002e-15
2027Q2,bull,held,0.0,4189.9054,3.994178974349505,2657.6810659066778,1532.2243340933219,36.56942550763371,2.533530669683195
2027Q2,bull,flex,0.364173,4189.9054,3.994178974349505,2696.338954251466,1493.5664457485336,35.64678204306316,1.6108872051126468
2027Q2,bull,full_flex,1.0,4189.9054,3.994178974349505,2763.83360424639,1426.0717957536094,34.03589483795051,-7.105427357601002e-15
2027Q3,bear,held,0.0,4936.538,-6.517930987793841,2729.9685025037497,2206.56949749625,44.69872403486512,-3.6044990027769117
2027Q3,bear,flex,0.364173,4936.538,-6.517930987793841,2665.168482797314,2271.3695172026855,46.011385250203396,-2.291837787438638
2027Q3,bear,full_flex,1.0,4936.538,-6.517930987793841,2552.0310395220463,2384.5069604779533,48.30322303764204,7.105427357601002e-15
2027Q3,base,held,0.0,5280.7325,0.0,2729.9685025037497,2550.7639974962503,48.30322303764204,7.105427357601002e-15
