target,window,horizon_q,quarter,vintage_date,member,weight,member_point,prior_n
adj_ebitda_margin_pct,W1,0,2023Q1,2023-02-14,street-bias|dispersion_conditioned|rw_hl4_med,0.16666666666666669,16.486371164355685,0
adj_ebitda_margin_pct,W1,0,2023Q1,2023-02-14,street-bias|street_plus_flowthrough|rw_hl4,0.16666666666666669,20.462380522043144,0
adj_ebitda_margin_pct,W1,0,2023Q1,2023-02-14,baselines-margin|street,0.16666666666666669,13.412775343905574,0
adj_ebitda_margin_pct,W1,0,2023Q1,2023-02-14,guide-policy-margin|actual_given_guide|nov_sentence_pin,0.16666666666666669,15.124411105773628,0
adj_ebitda_margin_pct,W1,0,2023Q1,2023-02-14,margin-ts|q_sentence_direction|k_fit_median,0.16666666666666669,10.30277954701687,0
adj_ebitda_margin_pct,W1,0,2023Q1,2023-02-14,FAMILY_A,0.16666666666666669,17.42678613530738,0
adj_ebitda_margin_pct,W1,0,2023Q2,2023-05-09,street-bias|dispersion_conditioned|rw_hl4_med,0.16666666666666669,36.11964723069083,1
adj_ebitda_margin_pct,W1,0,2023Q2,2023-05-09,street-bias|street_plus_flowthrough|rw_hl4,0.16666666666666669,36.8777582854654,1
adj_ebitda_margin_pct,W1,0,2023Q2,2023-05-09,baselines-margin|street,0.16666666666666669,34.65743460660639,1
adj_ebitda_margin_pct,W1,0,2023Q2,2023-05-09,guide-policy-margin|actual_given_guide|nov_sentence_pin,0.16666666666666669,33.79105720383992,1
adj_ebitda_margin_pct,W1,0,2023Q2,2023-05-09,margin-ts|q_sentence_direction|k_fit_median,0.16666666666666669,30.971920959919053,1
adj_ebitda_margin_pct,W1,0,2023Q2,2023-05-09,FAMILY_A,0.16666666666666669,33.91225166758361,1
adj_ebitda_margin_pct,W1,0,2023Q3,2023-08-03,street-bias|dispersion_conditioned|rw_hl4_med,0.16666666666666669,52.76903820330284,2
adj_ebitda_margin_pct,W1,0,2023Q3,2023-08-03,street-bias|street_plus_flowthrough|rw_hl4,0.16666666666666669,53.02725876899898,2
adj_ebitda_margin_pct,W1,0,2023Q3,2023-08-03,baselines-margin|street,0.16666666666666669,51.25115198797289,2
adj_ebitda_margin_pct,W1,0,2023Q3,2023-08-03,guide-policy-margin|actual_given_guide|nov_sentence_pin,0.16666666666666669,51.076667929249055,2
adj_ebitda_margin_pct,W1,0,2023Q3,2023-08-03,margin-ts|q_sentence_direction|k_fit_median,0.16666666666666669,51.33297256502523,2
adj_ebitda_margin_pct,W1,0,2023Q3,2023-08-03,FAMILY_A,0.16666666666666669,51.252133528931516,2
adj_ebitda_margin_pct,W1,0,2023Q4,2023-11-01,street-bias|dispersion_conditioned|rw_hl4_med,0.16666666666666669,30.460832408025805,3
adj_ebitda_margin_pct,W1,0,2023Q4,2023-11-01,street-bias|street_plus_flowthrough|rw_hl4,0.16666666666666669,30.813105667504345,3
adj_ebitda_margin_pct,W1,0,2023Q4,2023-11-01,baselines-margin|street,0.16666666666666669,29.518654021988883,3
adj_ebitda_margin_pct,W1,0,2023Q4,2023-11-01,guide-policy-margin|actual_given_guide|nov_sentence_pin,0.16666666666666669,29.780803622618446,3
adj_ebitda_margin_pct,W1,0,2023Q4,2023-11-01,margin-ts|q_sentence_direction|k_fit_median,0.16666666666666669,28.751538442146,3
adj_ebitda_margin_pct,W1,0,2023Q4,2023-11-01,FAMILY_A,0.16666666666666669,26.878922192453285,3
adj_ebitda_margin_pct,W1,0,2024Q1,2024-02-13,street-bias|dispersion_conditioned|rw_hl4_med,0.17820447554171504,19.79478452596729,4
adj_ebitda_margin_pct,W1,0,2024Q1,2024-02-13,street-bias|street_plus_flowthrough|rw_hl4,0.148964406312874,18.888020086075944,4
adj_ebitda_margin_pct,W1,0,2024Q1,2024-02-13,baselines-margin|street,0.1790150678460837,15.7313419717546,4
adj_ebitda_margin_pct,W1,0,2024Q1,2024-02-13,guide-policy-margin|actual_given_guide|nov_sentence_pin,0.19395922567956658,14.411441144114413,4
adj_ebitda_margin_pct,W1,0,2024Q1,2024-02-13,margin-ts|q_sentence_direction|k_fit_median,0.14942914767521615,17.88732494928646,4
adj_ebitda_margin_pct,W1,0,2024Q1,2024-02-13,FAMILY_A,0.1504276769445445,17.075852640951908,4
adj_ebitda_margin_pct,W1,0,2024Q2,2024-05-08,street-bias|dispersion_conditioned|rw_hl4_med,0.2013513136984003,34.82284390801987,5
adj_ebitda_margin_pct,W1,0,2024Q2,2024-05-08,street-bias|street_plus_flowthrough|rw_hl4,0.15979784387380247,34.93314894893353,5
adj_ebitda_margin_pct,W1,0,2024Q2,2024-05-08,baselines-margin|street,0.1658348260251015,33.45685652561631,5
adj_ebitda_margin_pct,W1,0,2024Q2,2024-05-08,guide-policy-margin|actual_given_guide|nov_sentence_pin,0.16533834462726854,30.042441260052502,5
adj_ebitda_margin_pct,W1,0,2024Q2,2024-05-08,margin-ts|q_sentence_direction|k_fit_median,0.15523479444800875,28.79633906893278,5
adj_ebitda_margin_pct,W1,0,2024Q2,2024-05-08,FAMILY_A,0.15244287732741846,34.80812711696495,5
adj_ebitda_margin_pct,W1,0,2024Q3,2024-08-06,street-bias|dispersion_conditioned|rw_hl4_med,0.19479519676557439,53.80392828224366,6
adj_ebitda_margin_pct,W1,0,2024Q3,2024-08-06,street-bias|street_plus_flowthrough|rw_hl4,0.16045885500840393,52.55039882372761,6
adj_ebitda_margin_pct,W1,0,2024Q3,2024-08-06,baselines-margin|street,0.17418906844201684,52.44999321806146,6
adj_ebitda_margin_pct,W1,0,2024Q3,2024-08-06,guide-policy-margin|actual_given_guide|nov_sentence_pin,0.1647284665113093,50.325906403746345,6
adj_ebitda_margin_pct,W1,0,2024Q3,2024-08-06,margin-ts|q_sentence_direction|k_fit_median,0.1513212966954897,50.512929853938935,6
adj_ebitda_margin_pct,W1,0,2024Q3,2024-08-06,FAMILY_A,0.15450711657720595,54.26051709216758,6
adj_ebitda_margin_pct,W1,0,2024Q4,2024-11-07,street-bias|dispersion_conditioned|rw_hl4_med,0.19062941564247893,30.93139304741256,7
adj_ebitda_margin_pct,W1,0,2024Q4,2024-11-07,street-bias|street_plus_flowthrough|rw_hl4,0.16576380022484644,31.426086740784,7
adj_ebitda_margin_pct,W1,0,2024Q4,2024-11-07,baselines-margin|street,0.1808299930091418,29.934987030644805,7
adj_ebitda_margin_pct,W1,0,2024Q4,2024-11-07,guide-policy-margin|actual_given_guide|nov_sentence_pin,0.1603508440220796,29.048716985054543,7
adj_ebitda_margin_pct,W1,0,2024Q4,2024-11-07,margin-ts|q_sentence_direction|k_fit_median,0.14954061146327624,30.773453449559984,7
adj_ebitda_margin_pct,W1,0,2024Q4,2024-11-07,FAMILY_A,0.1528853356381769,33.19954164195215,7
adj_ebitda_margin_pct,W1,0,2025Q1,2025-02-13,street-bias|dispersion_conditioned|rw_hl4_med,0.19529171133726048,17.700142731867327,8
adj_ebitda_margin_pct,W1,0,2025Q1,2025-02-13,street-bias|street_plus_flowthrough|rw_hl4,0.16701984407744153,17.28410881454937,8
adj_ebitda_margin_pct,W1,0,2025Q1,2025-02-13,baselines-margin|street,0.17954784051376388,16.40922403505727,8
adj_ebitda_margin_pct,W1,0,2025Q1,2025-02-13,guide-policy-margin|actual_given_guide|nov_sentence_pin,0.1568601489719451,18.26911816339935,8
adj_ebitda_margin_pct,W1,0,2025Q1,2025-02-13,margin-ts|q_sentence_direction|k_fit_median,0.1526278748056456,17.36813957769423,8
adj_ebitda_margin_pct,W1,0,2025Q1,2025-02-13,FAMILY_A,0.14865258029394335,16.12404025557419,8
adj_ebitda_margin_pct,W1,0,2025Q2,2025-05-01,street-bias|dispersion_conditioned|rw_hl4_med,0.19686685909870824,31.91192357102453,9
adj_ebitda_margin_pct,W1,0,2025Q2,2025-05-01,street-bias|street_plus_flowthrough|rw_hl4,0.1672980212434695,32.30849598891691,9
adj_ebitda_margin_pct,W1,0,2025Q2,2025-05-01,baselines-margin|street,0.17412092391776193,31.194649586882434,9
adj_ebitda_margin_pct,W1,0,2025Q2,2025-05-01,guide-policy-margin|actual_given_guide|nov_sentence_pin,0.16131821564050625,31.210519911744896,9
