market,period,arrivals
asia_total,2003-01,21.361666647543217
asia_total,2003-02,-0.6366029003938962
asia_total,2003-03,7.8238407071796985
asia_total,2003-04,-24.007183000232786
asia_total,2003-05,-38.63779784571864
asia_total,2003-06,-13.380708554656977
asia_total,2003-07,2.916954908045028
asia_total,2003-08,18.66124686753649
asia_total,2003-09,19.513155152852917
asia_total,2003-10,17.790601430029284
asia_total,2003-11,12.2428736299794
asia_total,2003-12,7.880613195303312
asia_total,2004-01,24.44919968107
asia_total,2004-02,3.923374208481036
asia_total,2004-03,10.884712801653379
asia_total,2004-04,63.128943890634446
asia_total,2004-05,95.85268981169546
asia_total,2004-06,56.58072832742508
asia_total,2004-07,20.108272740203986
asia_total,2004-08,0.964222152818067
asia_total,2004-09,4.3590008524268455
asia_total,2004-10,-0.35501322127935
asia_total,2004-11,10.21931902568187
asia_total,2004-12,9.989137242274879
asia_total,2005-01,-9.084278952926255
asia_total,2005-02,28.530472326187663
asia_total,2005-03,11.050459778996995
asia_total,2005-04,4.130597485373372
asia_total,2005-05,7.757468215383966
asia_total,2005-06,10.189968510095284
asia_total,2005-07,9.583986438631314
asia_total,2005-08,10.174946725456891
asia_total,2005-09,14.429586267496688
asia_total,2005-10,12.33322476953795
asia_total,2005-11,10.533632505731433
asia_total,2005-12,17.016676961087086
asia_total,2006-01,26.36803725718488
asia_total,2006-02,2.8816157916591294
asia_total,2006-03,10.268985403979116
asia_total,2006-04,22.556205030179527
asia_total,2006-05,15.83580012154242
asia_total,2006-06,3.832257995655965
asia_total,2006-07,8.252685380805971
asia_total,2006-08,8.658352069773102
asia_total,2006-09,8.908693195183886
asia_total,2006-10,21.88214590954587
asia_total,2006-11,15.99065554599413
asia_total,2006-12,17.395475939122036
asia_total,2007-01,1.289223336066513
asia_total,2007-02,26.91569344765314
asia_total,2007-03,21.898427442764472
asia_total,2007-04,8.078447034588578
asia_total,2007-05,17.460586089264865
asia_total,2007-06,17.685183281593723
asia_total,2007-07,18.792135491296904
asia_total,2007-08,18.708638810561396
asia_total,2007-09,24.15582352050329
asia_total,2007-10,15.579899759430901
asia_total,2007-11,19.647837924597837
asia_total,2007-12,15.122746294661368
asia_total,2008-01,18.519671057356064
asia_total,2008-02,10.850837423963199
asia_total,2008-03,5.249469379303193
asia_total,2008-04,12.83512944237961
asia_total,2008-05,14.161953219551961
asia_total,2008-06,9.79525970310911
asia_total,2008-07,2.140225293811355
asia_total,2008-08,-2.190884386882331
asia_total,2008-09,-7.6236887255392105
asia_total,2008-10,-5.292650101296445
asia_total,2008-11,-22.904647109443474
asia_total,2008-12,-27.899738809917082
asia_total,2009-01,-20.452888804836988
asia_total,2009-02,-46.52608311066404
asia_total,2009-03,-24.029267563292393
asia_total,2009-04,-24.452522661812836
asia_total,2009-05,-40.25428694543757
asia_total,2009-06,-46.057402203248586
asia_total,2009-07,-27.409654104284982
asia_total,2009-08,-9.846318515077598
asia_total,2009-09,-18.188548383954497
asia_total,2009-10,-13.864013016291153
asia_total,2009-11,3.479556509925928
asia_total,2009-12,31.86699093222586
asia_total,2010-01,13.813264149680421
asia_total,2010-02,81.6793394341446
asia_total,2010-03,31.58768429148938
asia_total,2010-04,35.86654711303066
asia_total,2010-05,64.46908222910929
asia_total,2010-06,88.62273020554889
asia_total,2010-07,52.83368596980958
asia_total,2010-08,24.475729981348834
asia_total,2010-09,43.051355120033236
asia_total,2010-10,14.765136008529737
asia_total,2010-11,16.274933299453693
asia_total,2010-12,5.5428847733808055
asia_total,2011-01,12.733426893374002
asia_total,2011-02,2.184410426868638
asia_total,2011-03,-50.32374624592119
asia_total,2011-04,-63.02344756246442
asia_total,2011-05,-51.37922556402014
asia_total,2011-06,-36.4133919216876
asia_total,2011-07,-37.051562822649366
asia_total,2011-08,-31.761820969097542
asia_total,2011-09,-24.182641442427922
asia_total,2011-10,-13.883839050005832
asia_total,2011-11,-12.7
asia_total,2011-12,-12.7
asia_total,2012-01,-2.0114234315268646
asia_total,2012-02,-22.039571790326193
asia_total,2012-03,95.73531625611079
asia_total,2012-04,170.39169826744478
asia_total,2012-05,91.80274047043108
asia_total,2012-06,59.452389149841395
asia_total,2012-07,55.52318798729425
asia_total,2012-08,45.24742015988781
asia_total,2012-09,21.311191455518625
asia_total,2012-10,11.780727652112148
asia_total,2012-11,19.11699400125127
asia_total,2012-12,19.99122234632719
asia_total,2013-01,-5.298020539972896
asia_total,2013-02,40.557154160716465
asia_total,2013-03,29.6167212125996
asia_total,2013-04,19.116241650416782
asia_total,2013-05,34.66139377483967
asia_total,2013-06,37.43997069625317
asia_total,2013-07,18.82814113047573
asia_total,2013-08,17.26401641348778
asia_total,2013-09,36.9476950550721
asia_total,2013-10,40.47374598112245
asia_total,2013-11,35.63767886089272
asia_total,2013-12,30.85505168086172
asia_total,2014-01,48.59858559697267
asia_total,2014-02,22.121280253711078
asia_total,2014-03,28.637167809946448
asia_total,2014-04,35.25313555318982
asia_total,2014-05,29.30014756804934
asia_total,2014-06,19.250309997923992
asia_total,2014-07,29.570262107863243
asia_total,2014-08,23.747024140013707
asia_total,2014-09,28.619699199097766
asia_total,2014-10,42.936874709310956
asia_total,2014-11,45.08090049732357
asia_total,2014-12,50.76992927772176
asia_total,2015-01,32.85254884054663
asia_total,2015-02,66.2
asia_total,2015-03,50.92121426941361
asia_total,2015-04,52.6
asia_total,2015-05,56.494747273633294
asia_total,2015-06,60.34994030430104
asia_total,2015-07,56.3
asia_total,2015-08,71.8
asia_total,2015-09,55.52332119692605
asia_total,2015-10,51.08407329091065
asia_total,2015-11,45.6
asia_total,2015-12,47.18756590531214
asia_total,2016-01,58.052944572975065
asia_total,2016-02,39.555041390045915
asia_total,2016-03,33.35909820275958
asia_total,2016-04,18.50153730343112
asia_total,2016-05,14.678936841573218
asia_total,2016-06,24.305626364888084
asia_total,2016-07,21.523340249602853
asia_total,2016-08,13.199190352507472
asia_total,2016-09,18.808935297714797
asia_total,2016-10,15.123245452676798
asia_total,2016-11,14.17680307223506
asia_total,2016-12,17.081047723075685
asia_total,2017-01,25.490065727302834
asia_total,2017-02,7.708426212229995
asia_total,2017-03,10.901621003505937
asia_total,2017-04,22.577900547390556
asia_total,2017-05,23.26902456393087
asia_total,2017-06,20.105597792443163
asia_total,2017-07,18.02919530096227
asia_total,2017-08,23.395348680190537
asia_total,2017-09,21.102046642161085
asia_total,2017-10,25.1631246001848
asia_total,2017-11,29.571515925909353
asia_total,2017-12,25.1005513389579
asia_total,2018-01,9.287260762085726
asia_total,2018-02,24.5180301308396
asia_total,2018-03,18.173799122362876
asia_total,2018-04,14.321931555473633
asia_total,2018-05,16.656561719941966
asia_total,2018-06,15.024854550394773
asia_total,2018-07,4.58922917919844
asia_total,2018-08,2.82886205330517
asia_total,2018-09,-7.290537796363528
asia_total,2018-10,-0.4607137178293197
asia_total,2018-11,1.8119324801084025
asia_total,2018-12,3.998755109692298
asia_total,2019-01,7.2285144897827
asia_total,2019-02,3.3839693878595423
asia_total,2019-03,5.267832530519145
asia_total,2019-04,-2.5202375482363037
asia_total,2019-05,2.670228430741095
asia_total,2019-06,6.073558125835902
asia_total,2019-07,5.44300693777069
asia_total,2019-08,-4.39634117139984
asia_total,2019-09,0.5637205667474774
asia_total,2019-10,-10.569240016814177
asia_total,2019-11,-3.729792897487499
asia_total,2019-12,-7.189014327540136
asia_total,2020-01,2300366.0
asia_total,2020-02,840261.0
asia_total,2020-03,108291.0
asia_total,2020-04,2252.0
asia_total,2020-05,1539.0
asia_total,2020-06,2245.0
asia_total,2020-07,2872.0
asia_total,2020-08,6405.0
asia_total,2020-09,11683.0
asia_total,2020-10,22977.0
asia_total,2020-11,51075.0
asia_total,2020-12,53581.0
asia_total,2021-01,41741.0
asia_total,2021-02,6081.0
asia_total,2021-03,10310.0
asia_total,2021-04,8349.0
asia_total,2021-05,6871.0
asia_total,2021-06,5405.0
asia_total,2021-07,10913.0
asia_total,2021-08,8681.0
asia_total,2021-09,12228.0
asia_total,2021-10,15266.0
asia_total,2021-11,15110.0
asia_total,2021-12,9472.0
asia_total,2022-01,11349.0
asia_total,2022-02,14395.0
asia_total,2022-03,54548.0
asia_total,2022-04,118646.0
asia_total,2022-05,121863.0
asia_total,2022-06,92092.0
asia_total,2022-07,104132.0
asia_total,2022-08,124377.0
asia_total,2022-09,144547.0
asia_total,2022-10,355853.0
asia_total,2022-11,738060.0
asia_total,2022-12,1121430.0
asia_total,2023-01,1263656.0
asia_total,2023-02,1251346.0
asia_total,2023-03,1353507.0
asia_total,2023-04,1456068.0
asia_total,2023-05,1459328.0
asia_total,2023-06,1640066.0
asia_total,2023-07,1853545.0
asia_total,2023-08,1776457.0
asia_total,2023-09,1725709.0
asia_total,2023-10,1942257.0
asia_total,2023-11,1976513.0
asia_total,2023-12,2286450.0
asia_total,2024-01,2302455.0
asia_total,2024-02,2394282.0
asia_total,2024-03,2331739.0
asia_total,2024-04,2372776.0
asia_total,2024-05,2414749.0
asia_total,2024-06,2553414.0
asia_total,2024-07,2696910.0
asia_total,2024-08,2435468.0
asia_total,2024-09,2271885.0
asia_total,2024-10,2516336.0
asia_total,2024-11,2558465.0
asia_total,2024-12,2904376.0
asia_total,2025-01,3261149.0
asia_total,2025-02,2743476.0
asia_total,2025-03,2652607.0
asia_total,2025-04,2917968.0
asia_total,2025-05,2878730.0
asia_total,2025-06,2682449.0
asia_total,2025-07,2745377.0
