quarter,quarter_canon,basket_na_yoy_pct,basket_emea_yoy_pct,basket_latam_yoy_pct,basket_apac_yoy_pct,basket_global_rev_wtd_yoy_pct,eurusd_yoy_pct,usd_broad_yoy_pct,w_na,w_emea,w_latam,w_apac,basket_global_qend_yoy_pct
1Q19,2019Q1,-0.43882230846168246,-6.925365709843379,-8.581045732583094,-6.590496943431209,-3.775939130738286,-7.612263376814477,6.072808281032271,0.5012501488272414,0.3481366829384451,0.07655673294439815,0.07405643528991547,-4.2490822534289245
2Q19,2019Q2,-0.2554050194231583,-5.407519616601814,-3.943582514075183,-5.25166443626623,-2.701405087108363,-5.747817881575845,4.349244987505041,0.5012501488272414,0.3481366829384451,0.07655673294439815,0.07405643528991547,-1.0291331581957588
3Q19,2019Q3,-0.1307427039251139,-4.405838842417026,-1.2014819400706775,-3.304417333013464,-1.9360638203776561,-4.372577618577678,2.486730040038565,0.5012501488272414,0.3481366829384451,0.07655673294439815,0.07405643528991547,-2.712798141592607
4Q19,2019Q4,0.05836406074555356,-2.0639457042837273,-3.0111493363184754,-2.15589279568403,-1.0794617080313234,-2.9748457071864576,0.6170132452206767,0.5012501488272414,0.3481366829384451,0.07655673294439815,0.07405643528991547,0.04898502951223157
1Q20,2020Q1,-0.15790939273987314,-2.511219242947878,-9.716985866910225,-4.806655546027828,-2.0532641114260084,-2.9211841137265715,2.7943399145401893,0.5012501488272414,0.3481366829384451,0.07655673294439815,0.07405643528991547,-3.3939481110112677
2Q20,2020Q2,-0.6316695649484512,-2.2333658798050884,-21.654546827343033,-3.905751253575019,-3.041188426085045,-1.9682603248498687,5.548121212108104,0.5012501488272414,0.3481366829384451,0.07655673294439815,0.07405643528991547,-2.7445351233149426
3Q20,2020Q3,-0.310321723077021,4.849598838852389,-19.04318684103947,2.2886617270288894,0.24438040315200804,5.195396420156051,0.7491594990707506,0.5012501488272414,0.3481366829384451,0.07655673294439815,0.07405643528991547,1.009008363958834
4Q20,2020Q4,-0.02418704041366504,6.0079701572342445,-15.504844993614345,4.88149034321869,1.2539765403261582,7.682155888389808,-2.1445807251854743,0.5012501488272414,0.3481366829384451,0.07655673294439815,0.07405643528991547,1.85309904266704
1Q21,2021Q1,0.45302390999185804,8.47434356603413,-11.250242623070541,10.89553750639766,3.1229110097028823,9.284301459200694,-4.578936236122544,0.5012501488272414,0.3481366829384451,0.07655673294439815,0.07405643528991547,4.276881531332677
2Q21,2021Q2,1.348825059714104,9.721003338918296,7.0349204886930705,10.104360785872,5.347200088991012,9.392659374078027,-8.214173345567744,0.5012501488272414,0.3481366829384451,0.07655673294439815,0.07405643528991547,4.118626642173219
3Q21,2021Q3,0.6621614377719567,2.1631784433658696,5.4417533656834705,0.9997679344438788,1.575632395616181,0.7348904676611978,-3.445096662167557,0.5012501488272414,0.3481366829384451,0.07655673294439815,0.07405643528991547,0.6463009896545993
4Q21,2021Q4,0.2533040745620727,-2.3366327056311875,-2.244139604253617,-2.4318063503735625,-1.038393760307977,-4.0990308045049995,0.9211886487600296,0.5012501488272414,0.3481366829384451,0.07655673294439815,0.07405643528991547,-2.7994276096277977
1Q22,2022Q1,-0.018056345526700213,-5.527678284662894,2.603635421794207,-6.141244237894289,-2.1889111630882585,-6.884966827826078,2.782237147346711,0.5012501488272414,0.3481366829384451,0.07655673294439815,0.07405643528991547,-1.0546256125962423
2Q22,2022Q2,-0.3046973953194527,-10.693603568997563,4.065772014172307,-8.50296764225038,-4.194002540589441,-11.6563893927757,6.382727144907241,0.5012501488272414,0.3481366829384451,0.07655673294439815,0.07405643528991547,-4.946900250299429
3Q22,2022Q3,-0.30020729991526207,-13.859774786396953,-0.53024623749217,-9.742608159357516,-5.737671724478603,-14.583026710952884,9.023158257289566,0.5012501488272414,0.3481366829384451,0.07655673294439815,0.07405643528991547,-6.432752146091105
4Q22,2022Q4,-0.46656436099521326,-10.669243730260368,5.549088925044166,-11.184726015546481,-4.351701396587412,-10.654757809274805,8.564520871633551,0.5012501488272414,0.3481366829384451,0.07655673294439815,0.07405643528991547,-2.57825071709264
