region,currency,ccy_used,weight,fred_id,weight_vintage
na,USD,USD,0.9,,"10_fx_basket.csv, overnight build; JUDGEMENT weights"
na,CAD,CAD,0.08,DEXCAUS,"10_fx_basket.csv, overnight build; JUDGEMENT weights"
na,MXN,MXN,0.02,DEXMXUS,"10_fx_basket.csv, overnight build; JUDGEMENT weights"
emea,EUR,EUR,0.62,DEXUSEU,"10_fx_basket.csv, overnight build; JUDGEMENT weights"
emea,GBP,GBP,0.25,DEXUSUK,"10_fx_basket.csv, overnight build; JUDGEMENT weights"
emea,USD,USD,0.05,,"10_fx_basket.csv, overnight build; JUDGEMENT weights"
emea,OTHER_EUR_LINKED,EUR,0.08,DEXUSEU,"10_fx_basket.csv, overnight build; JUDGEMENT weights"
latam,BRL,BRL,0.45,DEXBZUS,"10_fx_basket.csv, overnight build; JUDGEMENT weights"
latam,MXN,MXN,0.38,DEXMXUS,"10_fx_basket.csv, overnight build; JUDGEMENT weights"
latam,USD,USD,0.07,,"10_fx_basket.csv, overnight build; JUDGEMENT weights"
latam,OTHER_LATAM,BRL,0.1,DEXBZUS,"10_fx_basket.csv, overnight build; JUDGEMENT weights"
apac,AUD,AUD,0.4,DEXUSAL,"10_fx_basket.csv, overnight build; JUDGEMENT weights"
apac,JPY,JPY,0.2,DEXJPUS,"10_fx_basket.csv, overnight build; JUDGEMENT weights"
apac,KRW,KRW,0.1,DEXKOUS,"10_fx_basket.csv, overnight build; JUDGEMENT weights"
apac,INR,INR,0.07,DEXINUS,"10_fx_basket.csv, overnight build; JUDGEMENT weights"
apac,USD,USD,0.08,,"10_fx_basket.csv, overnight build; JUDGEMENT weights"
apac,OTHER_APAC,AUD,0.15,DEXUSAL,"10_fx_basket.csv, overnight build; JUDGEMENT weights"
