path,exists,bytes,sha256
docs/revenue-forecast-strategy/05_backtests/GE_PREREG_v1.md,True,5593,d7819e57d20a1357c18f2558957eea12e7b12dda6d3ecbace3013ab9cb53c295
docs/thesis-kernel-topdown/lane2/CONVENTION.md,True,3519,75096109594aa2de0b5ab22a351687c090ebdd448890458de0c3528657ada780
data/processed/forecast_methods/returns_v1/ohlc_daily.csv,True,326507,a94c35e2c70f5bc9ce4b5bd85343fed199ac1e941b94d287bb3ee7780b799286
data/processed/forecast_methods/returns_v1/manifest.json,True,483,a14a32b02cf0c5729943db5885a2f221411cfab59d4576205ed4469c40ea9373
data/processed/forecast_methods/returns_v1/earnings_reactions_open_v1.csv,True,9241,11347775f5190c3496a7533d65f55ad8738e43df94ed9494b77697589a149c02
data/processed/overnight/20_prices_ohlc.csv,True,118127,a0daeb6cb4c720e553d7d2a6751f22c1f9d419bf4f86e05a36c3f9d902989a5e
data/processed/abnb_earnings_reactions.csv,True,1539,45f368e6f10150a481929f199fc1d430a52d6f40e9dd6f5485b661ffa6448b87
data/processed/peer_readthrough/05_t1_gap_vs_intraday.csv,True,1615,ad09e0bfb325e02f607d7dedc86f833a77bf6967debef16a7ffc8ac9b39a84e1
data/processed/forecast_methods/harness/calendar.csv,True,3423,8433249c908b2adf1a18e9d47aa8b81a0759471ef592aa926c4050a45880efe2
data/processed/forecast_methods/L0/L0_vintage_register.csv,True,877481,3a5bf0a4848e30b3e5ecce380de0ebafcce8f5bb27add4d8b38ddcefd624fc00
data/processed/forecast_methods/l3_source_contract_v1/precision/results_v2/source_manifest.csv,True,21547,39369699bca192e1695ce6da197c7e6051e974303b4967fe8256326b76bf094f
data/processed/forecast_methods/consensus_stamp_v2/capture_20260913T152058Z/yfinance_revenue_estimate.csv,True,327,c0036aa0aca25ac06107dacd80c521060bbd159355fea97369ce35101cd952aa
data/processed/forecast_methods/consensus_stamp_v2/stockanalysis_web_capture.json,True,1719,78309bfd095f7e9d0bf6364dfeddb6b264d1bfb96d6d229053041033b19e4f9f
research/notes/github_altdata/catalog.csv,True,1833990,0bdbb4d96cd86bdcf614cc55d2c48cbdf30aad64ac26ee05fb3d022e936a1842
docs/revenue-forecast-strategy/05_backtests/G1b_dolthub_consensus_history.md,True,35465,7d175945d7455530226f9b9951860a18aa3929a6a586ec1ba1d7194f1e17264e
docs/revenue-forecast-strategy/05_backtests/M_CONSENSUS_2026-09-13.md,True,11741,bb13bfc0c9543a2ac66be999c62d39db6f8031f3cce2732807df96daaa0537a0
