line,i,iv_h0_W1_eq,iv_h0_W1_rw,ivm_h0_W1_rw,iv_h1_W1_eq,iv_h1_W1_rw,ivm_h1_W1_rw,iv_h0_W2_eq,iv_h0_W2_rw,ivm_h0_W2_rw,iv_h1_W2_eq,iv_h1_W2_rw,ivm_h1_W2_rw,pass_h0,sel_score
cor,0,1.064341444685218,1.1320332189987155,1.049901110632352,1.0974357601175677,1.187096992221317,0.9673534974417193,1.0652143311585174,1.129046991674046,1.0421228860871437,1.1197665444180294,1.2042502387559102,0.9560188337585731,False,1.1305401053363808
cor,1,1.0512860068244025,1.0001303067057912,0.9993509673484912,0.9965232716170451,1.012141277007017,0.9930388653070049,1.017240590673758,0.9822898652668823,0.988873123849189,0.9912779586667788,1.0146147165059902,0.9937271434081866,False,0.9912100859863368
cor,2,1.0650832736047378,1.0395459789494916,0.9952638173411411,1.0213996575421593,1.0234221677540098,0.9913675990207298,1.0185232622987248,1.0216317225056852,0.992946198551135,1.0127275847909623,1.01998295915183,0.9873368625793583,False,1.0305888507275884
cor,3,1.0325563319383615,1.0560823045968337,0.9805499477121936,0.9075340213678997,0.9080929794156235,0.9934903918179582,0.9745010256198666,1.0447807709425234,1.0083684521870555,0.8326190148370439,0.8790584395615108,1.0179200780799502,False,1.0504315377696787
cor,4,1.1396256107564673,1.1000820493588264,1.0361570587221987,1.096518258058031,1.0347521791019438,1.0265428922583428,1.0422635809836622,1.053995844863803,1.0258226314367482,0.9981667564534503,0.9877462423170242,1.0180409897550426,False,1.0770389471113146
cor,5,1.1918833095502197,1.1119723539837585,1.0173748289343174,0.9703650195542242,0.9634544262607201,1.0145371663670861,1.0431763537613712,1.0614884602790309,1.0339362111267494,0.9996882210150448,0.9708533898077617,1.0207705834656886,False,1.0867304071313946
cor,6,0.9994981211605919,1.0596746905492702,0.8815145463026588,0.8657459051779414,0.773419150063286,0.9192408660700763,0.9836003986488556,1.0571495322210145,0.8461041511091849,0.8081889008434218,0.7442605012622392,0.9018612187831898,False,1.0584121113851424
cor,7,1.2619852361892256,1.306607843094686,1.114435406270815,0.9919938997758542,0.9616652329025154,1.063157161148992,1.2585803594110374,1.3060832790241494,1.1453673944090288,1.036958203264597,0.9682538423120773,1.080182131371719,False,1.3063455610594177
cor,8,1.145049361878278,1.2020639365149755,1.0770220803267752,1.0576438762586464,0.9710270214373556,1.0676233980397063,1.2223519873306703,1.224273666258674,1.0609348251585862,0.9177623333997196,0.890020392155983,1.0543893880664597,False,1.2131688013868247
cor,9,1.16072479677926,1.029509889841069,0.9469924136122716,1.1674041827051203,1.0357908689121107,0.9750117049303898,0.9248328449922663,0.9536969128912884,0.9385531036854049,0.9276988818400196,0.9456996050769345,0.9924256905186878,False,0.9916034013661787
cor,10,1.344428131583295,1.1780087258139713,0.9593538661691018,1.20260338467812,1.0455680848985391,0.9811369162499689,1.070936801856971,1.0629588569384862,0.9938898875385783,0.9717106288947424,0.9463878518375712,1.0223384825348771,False,1.1204837913762287
cor,11,1.1121396685493723,1.1170860448467093,1.047218568174697,1.077483524919509,1.1239349101428042,1.0268147113055568,1.0991107457315648,1.113203995854029,1.0586328983571112,1.1568570309225328,1.1534481424363463,1.035140430912317,False,1.115145020350369
cor,12,1.2314850590184985,1.187043564736214,0.9454698393813319,1.0436308977512363,1.0548965681019231,1.018255807513683,1.2300006617556518,1.185795087121878,0.9446653255603964,1.0827336538855588,1.0760843885332412,1.0293981977894862,False,1.186419325929046
cor,13,0.9843580052106784,0.9955913588860216,0.965574772213083,1.0852899268653908,1.0951646217376814,0.9542183235622084,1.0131083156062135,1.0063082489713258,0.9556298464703609,1.1706200218027978,1.1258101676810044,0.9483779299399361,False,1.0009498039286737
cor,14,0.9727896026527393,0.9212992418795131,0.911883234949926,1.0088386061406571,1.0443385684753663,0.9617354167523234,0.9475596702712868,0.9068831054617826,0.8878837209145319,1.01096395169901,1.0504786741809031,0.9523970332182464,False,0.9140911736706478
cor,15,1.130099904857046,1.365620714530766,1.1135924017330747,1.0515098169306134,1.2562874451247292,0.969185709034576,1.2176462150062382,1.4124576637069355,1.130906418937944,1.167689123449616,1.3314681990469317,0.9747248124178475,False,1.3890391891188507
