vintage_date,spec_id,line,n_obs,g,b,flags,fitted,c[funds_held_musd@1],se[funds_held_musd@1],t[funds_held_musd@1],kind,signal,lead,expected_sign,c[funds_held_musd@2],se[funds_held_musd@2],t[funds_held_musd@2],c[funds_held_musd@0],se[funds_held_musd@0],t[funds_held_musd@0],c[funds_held_musd@-4],se[funds_held_musd@-4],t[funds_held_musd@-4],c[fx_usd_per_eur@1],se[fx_usd_per_eur@1],t[fx_usd_per_eur@1],c[fx_usd_per_eur@2],se[fx_usd_per_eur@2],t[fx_usd_per_eur@2],c[fx_usd_per_eur@0],se[fx_usd_per_eur@0],t[fx_usd_per_eur@0],c[fx_usd_per_eur@-4],se[fx_usd_per_eur@-4],t[fx_usd_per_eur@-4],c[fx_broad_dollar@1],se[fx_broad_dollar@1],t[fx_broad_dollar@1],c[fx_broad_dollar@2],se[fx_broad_dollar@2],t[fx_broad_dollar@2],c[fx_broad_dollar@0],se[fx_broad_dollar@0],t[fx_broad_dollar@0],c[fx_broad_dollar@-4],se[fx_broad_dollar@-4],t[fx_broad_dollar@-4],c[ppi_data_hosting@1],se[ppi_data_hosting@1],t[ppi_data_hosting@1],c[ppi_data_hosting@2],se[ppi_data_hosting@2],t[ppi_data_hosting@2],c[ppi_data_hosting@0],se[ppi_data_hosting@0],t[ppi_data_hosting@0],c[ppi_data_hosting@-4],se[ppi_data_hosting@-4],t[ppi_data_hosting@-4],c[event_E02_cor_cash@0],se[event_E02_cor_cash@0],t[event_E02_cor_cash@0],c[event_E02_cor_cash@1],se[event_E02_cor_cash@1],t[event_E02_cor_cash@1],c[event_E02_cor_cash@-4],se[event_E02_cor_cash@-4],t[event_E02_cor_cash@-4],c[event_E05_ops_cash@0],se[event_E05_ops_cash@0],t[event_E05_ops_cash@0],c[event_E05_ops_cash@1],se[event_E05_ops_cash@1],t[event_E05_ops_cash@1],c[event_E05_ops_cash@-4],se[event_E05_ops_cash@-4],t[event_E05_ops_cash@-4],c[appstore_new_ratings_per_day@1],se[appstore_new_ratings_per_day@1],t[appstore_new_ratings_per_day@1],c[appstore_new_ratings_per_day@2],se[appstore_new_ratings_per_day@2],t[appstore_new_ratings_per_day@2],c[appstore_new_ratings_per_day@0],se[appstore_new_ratings_per_day@0],t[appstore_new_ratings_per_day@0],c[appstore_new_ratings_per_day@-4],se[appstore_new_ratings_per_day@-4],t[appstore_new_ratings_per_day@-4],c[playstore_ratings_new_per_day@1],se[playstore_ratings_new_per_day@1],t[playstore_ratings_new_per_day@1],c[playstore_ratings_new_per_day@2],se[playstore_ratings_new_per_day@2],t[playstore_ratings_new_per_day@2],c[playstore_ratings_new_per_day@0],se[playstore_ratings_new_per_day@0],t[playstore_ratings_new_per_day@0],c[playstore_ratings_new_per_day@-4],se[playstore_ratings_new_per_day@-4],t[playstore_ratings_new_per_day@-4],c[emp_business_support_services@1],se[emp_business_support_services@1],t[emp_business_support_services@1],c[emp_business_support_services@2],se[emp_business_support_services@2],t[emp_business_support_services@2],c[emp_business_support_services@0],se[emp_business_support_services@0],t[emp_business_support_services@0],c[emp_business_support_services@-4],se[emp_business_support_services@-4],t[emp_business_support_services@-4],c[ppi_insurance_brokerage@1],se[ppi_insurance_brokerage@1],t[ppi_insurance_brokerage@1],c[ppi_insurance_brokerage@2],se[ppi_insurance_brokerage@2],t[ppi_insurance_brokerage@2],c[ppi_insurance_brokerage@0],se[ppi_insurance_brokerage@0],t[ppi_insurance_brokerage@0],c[ppi_insurance_brokerage@-4],se[ppi_insurance_brokerage@-4],t[ppi_insurance_brokerage@-4],c[careers_open_roles@1],se[careers_open_roles@1],t[careers_open_roles@1],c[careers_open_roles@2],se[careers_open_roles@2],t[careers_open_roles@2],c[careers_open_roles@0],se[careers_open_roles@0],t[careers_open_roles@0],c[careers_open_roles@-4],se[careers_open_roles@-4],t[careers_open_roles@-4],c[emp_software_publishers@1],se[emp_software_publishers@1],t[emp_software_publishers@1],c[emp_software_publishers@2],se[emp_software_publishers@2],t[emp_software_publishers@2],c[emp_software_publishers@0],se[emp_software_publishers@0],t[emp_software_publishers@0],c[emp_software_publishers@-4],se[emp_software_publishers@-4],t[emp_software_publishers@-4],c[emp_computer_systems_design@1],se[emp_computer_systems_design@1],t[emp_computer_systems_design@1],c[emp_computer_systems_design@2],se[emp_computer_systems_design@2],t[emp_computer_systems_design@2],c[emp_computer_systems_design@0],se[emp_computer_systems_design@0],t[emp_computer_systems_design@0],c[emp_computer_systems_design@-4],se[emp_computer_systems_design@-4],t[emp_computer_systems_design@-4],c[ahe_information@1],se[ahe_information@1],t[ahe_information@1],c[ahe_information@2],se[ahe_information@2],t[ahe_information@2],c[ahe_information@0],se[ahe_information@0],t[ahe_information@0],c[ahe_information@-4],se[ahe_information@-4],t[ahe_information@-4],c[eci_wages_private@1],se[eci_wages_private@1],t[eci_wages_private@1],c[eci_wages_private@2],se[eci_wages_private@2],t[eci_wages_private@2],c[eci_wages_private@0],se[eci_wages_private@0],t[eci_wages_private@0],c[eci_wages_private@-4],se[eci_wages_private@-4],t[eci_wages_private@-4],c[event_E10_pd_cash@0],se[event_E10_pd_cash@0],t[event_E10_pd_cash@0],c[event_E10_pd_cash@1],se[event_E10_pd_cash@1],t[event_E10_pd_cash@1],c[event_E10_pd_cash@-4],se[event_E10_pd_cash@-4],t[event_E10_pd_cash@-4],c[trends_airbnb_share_us@1],se[trends_airbnb_share_us@1],t[trends_airbnb_share_us@1],c[trends_airbnb_share_us@2],se[trends_airbnb_share_us@2],t[trends_airbnb_share_us@2],c[trends_airbnb_share_us@0],se[trends_airbnb_share_us@0],t[trends_airbnb_share_us@0],c[trends_airbnb_share_us@-4],se[trends_airbnb_share_us@-4],t[trends_airbnb_share_us@-4],c[trends_airbnb_share_ww@1],se[trends_airbnb_share_ww@1],t[trends_airbnb_share_ww@1],c[trends_airbnb_share_ww@2],se[trends_airbnb_share_ww@2],t[trends_airbnb_share_ww@2],c[trends_airbnb_share_ww@0],se[trends_airbnb_share_ww@0],t[trends_airbnb_share_ww@0],c[trends_airbnb_share_ww@-4],se[trends_airbnb_share_ww@-4],t[trends_airbnb_share_ww@-4],c[trends_airbnb_us@1],se[trends_airbnb_us@1],t[trends_airbnb_us@1],c[trends_airbnb_us@2],se[trends_airbnb_us@2],t[trends_airbnb_us@2],c[trends_airbnb_us@0],se[trends_airbnb_us@0],t[trends_airbnb_us@0],c[trends_airbnb_us@-4],se[trends_airbnb_us@-4],t[trends_airbnb_us@-4],c[peer_bkng_advertising_yoy@1],se[peer_bkng_advertising_yoy@1],t[peer_bkng_advertising_yoy@1],c[peer_bkng_advertising_yoy@2],se[peer_bkng_advertising_yoy@2],t[peer_bkng_advertising_yoy@2],c[peer_bkng_advertising_yoy@0],se[peer_bkng_advertising_yoy@0],t[peer_bkng_advertising_yoy@0],c[peer_bkng_advertising_yoy@-4],se[peer_bkng_advertising_yoy@-4],t[peer_bkng_advertising_yoy@-4],c[peer_expe_sga_yoy@1],se[peer_expe_sga_yoy@1],t[peer_expe_sga_yoy@1],c[peer_expe_sga_yoy@2],se[peer_expe_sga_yoy@2],t[peer_expe_sga_yoy@2],c[peer_expe_sga_yoy@0],se[peer_expe_sga_yoy@0],t[peer_expe_sga_yoy@0],c[peer_expe_sga_yoy@-4],se[peer_expe_sga_yoy@-4],t[peer_expe_sga_yoy@-4],c[trends_qtd4_share_us@0],se[trends_qtd4_share_us@0],t[trends_qtd4_share_us@0],c[trends_qtd4_share_us@-4],se[trends_qtd4_share_us@-4],t[trends_qtd4_share_us@-4],c[trends_qtd4_share_ww@0],se[trends_qtd4_share_ww@0],t[trends_qtd4_share_ww@0],c[trends_qtd4_share_ww@-4],se[trends_qtd4_share_ww@-4],t[trends_qtd4_share_ww@-4],c[cpi_sf_bay@1],se[cpi_sf_bay@1],t[cpi_sf_bay@1],c[cpi_sf_bay@2],se[cpi_sf_bay@2],t[cpi_sf_bay@2],c[cpi_sf_bay@0],se[cpi_sf_bay@0],t[cpi_sf_bay@0],c[cpi_sf_bay@-4],se[cpi_sf_bay@-4],t[cpi_sf_bay@-4]
full_sample,cor|funds_held_musd@1,cor,17,-0.014312320763731094,1.0518202691015555,,True,-0.03396057726781099,0.15428104039601065,-0.2201215209635644,test,funds_held_musd,1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-15,cor|funds_held_musd@1,cor,0,,,added_2021_obs;insufficient_n_revert_m1,False,,,,test,funds_held_musd,1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-03,cor|funds_held_musd@1,cor,0,,,added_2021_obs;insufficient_n_revert_m1,False,,,,test,funds_held_musd,1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-02,cor|funds_held_musd@1,cor,0,,,added_2021_obs;insufficient_n_revert_m1,False,,,,test,funds_held_musd,1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,cor|funds_held_musd@1,cor,0,,,added_2021_obs;insufficient_n_revert_m1,False,,,,test,funds_held_musd,1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-14,cor|funds_held_musd@1,cor,0,,,insufficient_n_revert_m1,False,,,,test,funds_held_musd,1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-09,cor|funds_held_musd@1,cor,0,,,insufficient_n_revert_m1,False,,,,test,funds_held_musd,1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-03,cor|funds_held_musd@1,cor,5,-0.08951739888010442,1.0942206206363458,,True,0.2653107297991677,0.0147434095397292,17.995208576702186,test,funds_held_musd,1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-01,cor|funds_held_musd@1,cor,6,-0.09340407064240432,1.100696297658601,,True,0.2724735146066104,0.018889917448874916,14.42428297233448,test,funds_held_musd,1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-13,cor|funds_held_musd@1,cor,7,-0.10330007860635126,1.13759967629753,,True,0.27720349013778844,0.04122215877343903,6.724623318767113,test,funds_held_musd,1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-08,cor|funds_held_musd@1,cor,8,-0.07311474454065374,1.0184149383960481,,True,0.25448159122749836,0.09782192929636142,2.6014779411732993,test,funds_held_musd,1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-06,cor|funds_held_musd@1,cor,9,0.03806511004014108,0.863411360401219,,True,-0.08380680464310775,0.20975763050936247,-0.3995411487038468,test,funds_held_musd,1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
