row,col,head,new,diff
0,slope_turns_per_growth_pp,0.4860216575119952,0.4860216575119954,1.6653345369377348e-16
1,slope_turns_per_growth_pp,0.4860216575119952,0.4860216575119954,1.6653345369377348e-16
2,slope_turns_per_growth_pp,0.476544964294558,0.4765449642945579,1.1102230246251565e-16
3,slope_turns_per_growth_pp,0.4879929523386938,0.4879929523386933,4.996003610813204e-16
4,slope_turns_per_growth_pp,0.4824819653912582,0.4824819653912576,6.106226635438361e-16
5,slope_turns_per_growth_pp,0.1947914599291423,0.1947914599291432,9.159339953157541e-16
0,ci95_lo,0.3172294683322512,0.3172294683322517,4.996003610813204e-16
1,ci95_lo,0.3172294683322512,0.3172294683322517,4.996003610813204e-16
2,ci95_lo,0.3099973340438583,0.3099973340438581,2.220446049250313e-16
3,ci95_lo,0.0735204179050689,0.0735204179051839,1.150052275633584e-13
4,ci95_lo,0.1181612958292295,0.1181612958290297,1.9979851106910473e-13
5,ci95_lo,-0.3233219207211367,-0.3233219207211255,1.1213252548714081e-14
0,ci95_hi,0.6548138466917393,0.6548138466917391,1.1102230246251565e-16
1,ci95_hi,0.6548138466917393,0.6548138466917391,1.1102230246251565e-16
3,ci95_hi,0.9024654867723186,0.9024654867722026,1.1601830607332886e-13
4,ci95_hi,0.8468026349532869,0.8468026349534856,1.9872992140790302e-13
5,ci95_hi,0.7129048405794215,0.7129048405794118,9.658940314238862e-15
2,intercept,-3.014877973924224,-3.0148779739242224,1.7763568394002505e-15
3,intercept,-4.381360873712346,-4.3813608737123175,2.842170943040401e-14
4,intercept,5.905592269220351,5.905592269220328,2.3092638912203256e-14
5,intercept,-5.4668677948078575,-5.466867794807953,9.592326932761353e-14
3,r2,0.2256143322133645,0.2256143322133644,8.326672684688674e-17
4,r2,0.2790533826567489,0.2790533826567486,2.7755575615628914e-16
5,r2,0.0805807444645074,0.0805807444645078,4.0245584642661925e-16
