object,unit,v2,v3,delta
nights_yoy_pct q3_adjusted,pct or pts,8.491666666666667,9.89,1.3983333333333334
nights_yoy_pct q4_adjusted,pct or pts,8.118333333333334,8.12,0.0016666666666651508
adr_yoy_exfx_pct q3_adjusted,pct or pts,3.013626689188728,3.86,0.8463733108112721
adr_yoy_exfx_pct q4_adjusted,pct or pts,3.3469600225220613,4.07,0.723039977477939
fx_pts_adr q3_adjusted,pct or pts,-0.4299999999999997,-0.4299999999999997,0.0
fx_pts_adr q4_adjusted,pct or pts,0.1500000000000003,0.15000000000000036,5.551115123125783e-17
adr_yoy_reported_pct q3_adjusted,pct or pts,2.583626689188728,3.43,0.8463733108112721
adr_yoy_reported_pct q4_adjusted,pct or pts,3.4969600225220616,4.220000000000001,0.723039977477939
gbv_yoy_reported_pct q3_adjusted,pct or pts,11.294686322212328,13.659227000000001,2.364540677787673
gbv_yoy_reported_pct q4_adjusted,pct or pts,11.899188227017165,12.682664000000003,0.7834757729828379
fx_pts_revenue q3_adjusted,pct or pts,3.0,3.0,0.0
fx_pts_revenue q4_adjusted,pct or pts,0.9800000000000004,0.9800000000000004,0.0
revenue_yoy_reported_pct q3_adjusted,pct or pts,12.833333333333332,12.833333333333332,0.0
revenue_yoy_reported_pct q4_adjusted,pct or pts,11.813333333333334,11.813333333333334,0.0
lagged_gbv_busd 3Q26,$bn / $m / pct,27.866666666666667,27.866666666666667,0.0
revenue_musd 3Q26,$bn / $m / pct,4804.035502546225,4804.035502546225,0.0
revenue_low 3Q26,$bn / $m / pct,4777.874425727413,4777.874425727413,0.0
revenue_high 3Q26,$bn / $m / pct,4846.232081911263,4846.232081911263,0.0
yoy_pct 3Q26,$bn / $m / pct,17.314664286843097,17.314664286843097,0.0
implied_guide_mid_if_cushion_holds 3Q26,$bn / $m / pct,,,
gbv_3q26_assumed_busd 3Q26,$bn / $m / pct,,,
lagged_gbv_busd 4Q26,$bn / $m / pct,26.05765544519108,26.418641988666664,0.36098654347558323
revenue_musd 4Q26,$bn / $m / pct,3134.681915645211,3178.107848266214,43.425932621003085
revenue_low 4Q26,$bn / $m / pct,3112.8840095565797,3156.007967550951,43.12395799437127
revenue_high 4Q26,$bn / $m / pct,3157.474861762568,3201.2165536755692,43.74169191300143
yoy_pct 4Q26,$bn / $m / pct,12.839521801483489,14.402730319158174,1.5632085176746848
implied_guide_mid_if_cushion_holds 4Q26,$bn / $m / pct,3017.599071664624,3059.4030114230018,41.803939758377965
gbv_3q26_assumed_busd 4Q26,$bn / $m / pct,25.486483167786623,26.027962983,0.5414798152133748
