sample,weighting,line,spec,n_obs,c,k,t_k,p_k,resid_sd,r2,k_l1,t_k_l1,k_l2,t_k_l2,k_sum,d_E2,t_d_E2,d_E3,t_d_E3,d_E4,t_d_E4,d_E5,t_d_E5,k_dn,t_k_dn,p_k_dn,k_dn_minus_up,p_equal
1Q22+,rw,cor,lag0,18,0.049550609746106304,0.5615888550440228,5.605985514861958,2.07073281059679e-08,0.037022406423345575,0.4682046541724538,,,,,,,,,,,,,,,,,,
1Q22+,rw,cor,lag1,17,0.06670084419370764,0.4319313028921847,5.6936479330625,1.2435337374861176e-08,0.035980115700044245,0.3950098873058179,,,,,,,,,,,,,,,,,,
1Q22+,rw,cor,lag2,16,0.11039919166840814,0.09808815248779731,0.8127899177486837,0.41633851707235947,0.04299769624725651,0.02645568833230194,,,,,,,,,,,,,,,,,,
1Q22+,rw,cor,dl_0_1_2,16,0.028530124245806435,0.44472084508295884,1.5914039139188825,0.11151870406938212,0.02851986107488352,0.571688080847021,0.7138774799627386,4.1080595887382865,-0.4396508092109995,-2.71489859119129,0.718947515834698,,,,,,,,,,,,,
1Q22+,rw,cor,lag0_episode_dummies,18,0.029549485000914408,0.575402210002003,7.851777653354636,4.10181225766669e-15,0.03493606778831941,0.5264527846022353,,,,,,0.024972350332298783,2.488843327100957,-0.007024728202316989,-0.5902125549000238,0.026076722111911407,1.2726964450258742,0.02484443493260166,2.206029741256595,,,,,
1Q22+,rw,cor,asym_up_dn,16,0.1103669190788451,0.47453931766004426,1.1808985249319344,0.23764303740072146,0.04237246618029803,0.0545624823820644,,,,,,,,,,,,,,-0.13858691874956808,-0.586444080531932,0.557577129297233,-0.6131262364096124,0.274879614043905
1Q22+,rw,ops,lag0,18,0.006064733398836965,0.4381737993418917,3.4252551348612035,0.0006142223256651083,0.05657519059419554,0.1866757840162906,,,,,,,,,,,,,,,,,,
1Q22+,rw,ops,lag1,17,0.012157598871536446,0.39158091135439704,2.71790499745177,0.00656966985384685,0.05481991725811083,0.18776105788281539,,,,,,,,,,,,,,,,,,
1Q22+,rw,ops,lag2,16,0.003942530041237709,0.4616854607099591,4.140264612836629,3.46905419459866e-05,0.04867499936281222,0.3196293568799341,,,,,,,,,,,,,,,,,,
1Q22+,rw,ops,dl_0_1_2,16,0.02194551394211461,-0.08645941148046463,-0.350942258993542,0.7256316671625781,0.048104099984466055,0.3354956255268339,-0.17547074749772862,-0.4173209450742042,0.5871523377086959,2.6877383151445113,0.32522217873050263,,,,,,,,,,,,,
1Q22+,rw,ops,lag0_episode_dummies,18,0.03670044229066594,0.2673657024105361,1.8050590268327378,0.07106544579186834,0.05164077624487342,0.32236289969485965,,,,,,0.07935017453183894,2.961264428361704,0.028423029248190502,1.1006760079229028,-0.016170650146417578,-0.5261375844269557,-0.0251527548393881,-1.3330486595734987,,,,,
1Q22+,rw,ops,asym_up_dn,16,0.03293434443196148,0.5106948720391095,2.238525276735399,0.025186820961717142,0.04732695178543058,0.35679305616335144,,,,,,,,,,,,,,-0.8309950684303659,-4.9544403834958235,7.253875190718595e-07,-1.3416899404694753,0.00021562664838641114
1Q22+,rw,pd,lag0,18,0.14702118953547222,-0.21063422848661703,-1.5924022973436347,0.11129434037790302,0.038537234839930316,0.10258283289655568,,,,,,,,,,,,,,,,,,
1Q22+,rw,pd,lag1,17,0.1495285028053275,-0.23381384096881033,-1.6900372280488274,0.09102083263538908,0.037700519255532396,0.14840086206762693,,,,,,,,,,,,,,,,,,
1Q22+,rw,pd,lag2,16,0.1448464638361316,-0.20782168190369021,-3.2534764675780243,0.0011400216729257366,0.03821842532537044,0.13375165308934345,,,,,,,,,,,,,,,,,,
1Q22+,rw,pd,dl_0_1_2,16,0.19366489150067528,-0.38445996801878896,-3.0727333959090783,0.0021210789294882383,0.034484138209236355,0.29476217995172116,-0.23112179519546827,-0.7769878147842263,0.0368740678676758,0.22301647575423889,-0.5787076953465815,,,,,,,,,,,,,
1Q22+,rw,pd,lag0_episode_dummies,18,0.15279813665091682,-0.10664751741765338,-1.1133044039881803,0.2655777156545851,0.03397998328128892,0.30228253254083803,,,,,,-0.0463819761332241,-1.7259449235625821,-0.07645606095824713,-3.0499242648787006,-0.013475725911765421,-0.4749977882696202,-0.022125028687314946,-0.8398512737502699,,,,,
