method,object,window,n_params,n_train,knowable_from,notes,spec_id,target,horizon_q,prior_basis,quarter,vintage_date,point,actual,target_print_date,q05,q10,q25,q50,q75,q90,q95,sd,sigma_n,sigma_kind
cycle-flex,flex_lines,W1,12.0,4.0,2023-02-14,rev_leg=guide_cushion;scenario=backtest;,l0_rw,cor_cash_musd,0,PIT,2023Q1,2023-02-14,433.69469276746537,428.0,2023-05-09,397.4935672630448,405.4893811795574,418.8500356513498,433.69469276746537,448.53934988358094,461.9000043553733,469.89581827188596,22.008721573307895,4.0,relative
cycle-flex,flex_lines,W1,12.0,4.0,2023-02-14,rev_leg=guide_cushion;scenario=backtest;,l0_rw,ops_cash_musd,0,PIT,2023Q1,2023-02-14,259.7216426954084,267.0,2023-05-09,232.42788250845868,238.45630909729834,248.52954560618173,259.7216426954084,270.913739784635,280.9869762935184,287.0154028823581,16.593427974217523,4.0,relative
cycle-flex,flex_lines,W1,12.0,4.0,2023-02-14,rev_leg=guide_cushion;scenario=backtest;,l0_rw,pd_cash_musd,0,PIT,2023Q1,2023-02-14,256.0750347777633,271.0,2023-05-09,233.10783639265102,238.18064675178096,246.65709044055862,256.0750347777633,265.49297911496797,273.9694228037456,279.0422331628755,13.963065168101938,4.0,relative
cycle-flex,flex_lines,W1,12.0,4.0,2023-02-14,rev_leg=guide_cushion;scenario=backtest;,l0_rw,sm_cash_musd,0,PIT,2023Q1,2023-02-14,383.5456863869481,422.0,2023-05-09,275.46434851405513,299.33648656053253,339.2257825436764,383.5456863869481,427.8655902302197,467.75488621336365,491.62702425984105,65.70878776198951,4.0,relative
cycle-flex,flex_lines,W1,12.0,4.0,2023-02-14,rev_leg=guide_cushion;scenario=backtest;,l0_rw,ga_cash_ex_reserves_musd,0,PIT,2023Q1,2023-02-14,200.87067875874286,191.0,2023-05-09,182.35509954707013,186.44467200842652,193.27816828085744,200.87067875874286,208.4631892366283,215.2966855090592,219.38625797041558,11.256672878539964,4.0,relative
cycle-flex,flex_margin,W1,12.0,4.0,2023-02-14,rev_leg=guide_cushion;scenario=backtest;,l0_rw,adj_ebitda_margin_pct,0,PIT,2023Q1,2023-02-14,17.83872093328622,14.411441144114413,2023-05-09,10.762044958112726,12.325084323781988,14.93685457113471,17.83872093328622,20.740587295437727,23.35235754279045,24.915396908459712,4.302313506332606,4.0,additive
cycle-flex,flex_margin,W1,12.0,4.0,2023-02-14,rev_leg=guide_cushion;scenario=backtest;,l0_rw,adj_ebitda_musd,0,PIT,2023Q1,2023-02-14,329.150577603109,262.0,2023-05-09,132.1413641499965,175.6551772886861,248.36485114634584,329.150577603109,409.9363040598722,482.6459779175319,526.1597910562215,119.77309726838378,4.0,relative
cycle-flex,flex_margin,W1,12.0,4.0,2023-02-14,rev_leg=guide_cushion;scenario=backtest;,l0_rw,total_cash_costs_musd,0,PIT,2023Q1,2023-02-14,1515.996161527326,1556.0,2023-05-09,1377.1892797160713,1407.8478291901374,1459.0769211132776,1515.996161527326,1572.9154019413743,1624.1444938645145,1654.8030433385807,84.38859211352184,4.0,relative
cycle-flex,flex_lines,W1,12.0,4.0,2023-02-14,rev_leg=naive;scenario=backtest;,l0_rw,cor_cash_musd,1,PIT,2023Q2,2023-02-14,470.05728200360664,432.0,2023-08-03,426.56108580851634,436.1681763618086,452.2212034459784,470.05728200360664,487.8933605612349,503.9463876454047,513.553478198697,26.443809638979843,3.0,relative
cycle-flex,flex_lines,W1,12.0,4.0,2023-02-14,rev_leg=naive;scenario=backtest;,l0_rw,ops_cash_musd,1,PIT,2023Q2,2023-02-14,284.46490462622313,298.0,2023-08-03,252.54395934057771,259.59440141901626,271.3753809999528,284.46490462622313,297.55442825249344,309.33540783342994,316.38584991186855,19.40655676748991,3.0,relative
cycle-flex,flex_lines,W1,12.0,4.0,2023-02-14,rev_leg=naive;scenario=backtest;,l0_rw,pd_cash_musd,1,PIT,2023Q2,2023-02-14,241.32346894934716,260.0,2023-08-03,217.42335829674968,222.7022228264974,231.52297399977147,241.32346894934716,251.12396389892285,259.9447150721969,265.2235796019446,14.530235554693885,3.0,relative
cycle-flex,flex_lines,W1,12.0,4.0,2023-02-14,rev_leg=naive;scenario=backtest;,l0_rw,sm_cash_musd,1,PIT,2023Q2,2023-02-14,418.5590715693835,450.0,2023-08-03,359.92743659126415,372.87752132961543,394.5165451208302,418.5590715693835,442.60159801793674,464.2406218091516,477.1907065475029,35.6455030511047,3.0,relative
cycle-flex,flex_lines,W1,12.0,4.0,2023-02-14,rev_leg=naive;scenario=backtest;,l0_rw,ga_cash_ex_reserves_musd,1,PIT,2023Q2,2023-02-14,222.36595914886877,219.0,2023-08-03,204.23726287521728,208.24138373978522,214.9320941406746,222.36595914886877,229.79982415706294,236.4905345579523,240.49465542252022,11.021464753219854,3.0,relative
cycle-flex,flex_margin,W1,12.0,4.0,2023-02-14,rev_leg=naive;scenario=backtest;,l0_rw,adj_ebitda_margin_pct,1,PIT,2023Q2,2023-02-14,38.310744837620646,32.971014492753625,2023-08-03,34.20582685096856,35.11248817451796,36.62747949289581,38.310744837620646,39.994010182345484,41.509001500723336,42.41566282427273,2.4956129344226397,3.0,additive
