spec_id,prior_basis,horizon_q,quarters,n,mae_margin,rw_mae_margin,bias_margin,mae_seasonal_naive,rw_mae_seasonal_naive,ratio_vs_seasonal_naive,mape_total_cash_costs,mape_revenue_leg
dl_rw,PIT,0,all_from_2022Q2,18,5.196130472907096,2.596908079832388,3.320096501495562,4.263570391791752,2.2843618750598553,1.218727497242854,7.295157834501581,1.7014223923940228
dl_rw,PIT,0,W1,14,2.71584479982453,2.1278763566199084,0.6784874788155186,2.2370672188238077,1.9126934394644228,1.214020203314432,4.452584068679595,1.0862284749700968
dl_rw,PIT,0,W2,10,2.6052801986833773,2.0041241831115735,1.5169972921411046,1.9588565169598684,1.7549763441101764,1.3300005263921801,4.229172934639171,1.0434693711215925
dl_rw,PIT,0,shock_2H22,3,5.049484748033596,4.611765544110371,3.3009484176064476,2.3143343139180654,2.27058983713472,2.181830307603676,7.758089251025139,1.3822694030987717
dl_rw,PIT,0,shock_2025,4,2.51618082262319,2.432118078200635,0.017651776247026074,1.8823310995106528,1.9818253623753286,1.3367365726876201,4.132289886136334,1.0240926858968242
dl_rw,PIT,0,calm_W1_ex_2025,10,2.7957103907050653,1.9351264242277817,0.9428217598429157,2.3789616665490696,1.868895457392858,1.1751809329321952,4.5807017416969,1.1110827905994058
dl_rw,PIT,1,all_from_2022Q2,17,5.82504422206942,3.3577736709818953,3.3755279521901187,3.2330002852625057,2.1122705158990103,1.8017456566962384,6.4086631245117625,7.087954341888302
dl_rw,PIT,1,W1,14,3.247228247871671,2.808181806809497,0.2728156344468054,2.2370672188238077,1.9126934394644228,1.4515559570798144,4.0507440915045265,3.4620302740876303
dl_rw,PIT,1,W2,10,2.766949899061273,2.607361739008946,0.5954463023719212,1.9588565169598684,1.7549763441101764,1.412533217775215,3.164009441672494,3.2775655375142065
dl_rw,PIT,1,shock_2H22,3,12.093047662318,11.086029026926399,12.093047662318,2.3143343139180654,2.27058983713472,5.22528123512329,10.944358069669384,21.96455252167184
dl_rw,PIT,1,shock_2025,4,1.4997977371946973,1.7149241728022806,0.9186988625443213,1.8823310995106528,1.9818253623753286,0.7967767931925461,3.5500334221168024,2.060672250070078
dl_rw,PIT,1,calm_W1_ex_2025,10,3.9462004521424605,3.500806519643808,0.014462343207799044,2.3789616665490696,1.868895457392858,1.658791105224841,4.2510283592596165,4.022573483694651
dl_rw,PIT,2,all_from_2022Q2,16,6.722386490710014,3.36376704243927,4.296610939837855,2.343571159994713,1.949437587954787,2.868437112327829,6.296551884760883,10.407063429949417
dl_rw,PIT,2,W1,14,4.010979281321029,2.7227013255651276,1.2386643660385632,2.2370672188238077,1.9126934394644228,1.7929632366746222,4.199123896098535,6.513070466780745
