variant,shortfall_on,fy26_margin_at_base_pct,break_even_shortfall_pct,break_even_revenue_musd,margin_sensitivity_pp_per_1pct_shortfall,base
held,2H26,35.9727314769888,1.296490242944266,103.48770906232946,0.36401581753736423,M6_l0_rw
held,4Q26_only,35.9727314769888,3.256268055549507,103.48770906232723,0.14444461710513679,M6_l0_rw
flex,2H26,35.9727314769888,1.7681603079406119,141.1370895535409,0.2663589881197268,M6_l0_rw
flex,4Q26_only,35.9727314769888,4.83346337568566,153.61267655280926,0.09734754361942066,M6_l0_rw
flex_dl,2H26,35.9727314769888,1.6517034651219473,131.84133747709936,0.28449055138178636,M6_l0_rw
flex_dl,4Q26_only,35.9727314769888,4.35568012799191,138.42820989076088,0.1061395132596985,M6_l0_rw
hold_disc,2H26,35.9727314769888,1.5943264932314702,127.26142535960076,0.29561518109542106,M6_l0_rw
hold_disc,4Q26_only,35.9727314769888,4.1760471851678105,132.71928132349862,0.11264478619245466,M6_l0_rw
cut,2H26,35.9727314769888,7.026367033247388,560.8546853777651,0.2663589881197268,M6_l0_rw
cut,4Q26_only,35.9727314769888,20.0580593849426,637.4667498414927,0.09734754361942066,M6_l0_rw
held,2H26,36.1817670864786,1.8697810884317434,149.24860587492148,0.36283981363401807,M1_b_elastic_rw
held,4Q26_only,36.1817670864786,4.696146740992227,149.24860587491978,0.1439779686097964,M1_b_elastic_rw
flex,2H26,36.1817670864786,2.5400760506669324,202.75251029321515,0.26638899904364166,M1_b_elastic_rw
flex,4Q26_only,36.1817670864786,6.952248501453262,220.94995190006924,0.09735067754441218,M1_b_elastic_rw
flex_dl,2H26,36.1817670864786,2.3672266661594326,188.9554247286585,0.28437226166638396,M1_b_elastic_rw
flex_dl,4Q26_only,36.1817670864786,6.21672258296375,197.57414531353243,0.10587875231592392,M1_b_elastic_rw
hold_disc,2H26,36.1817670864786,2.2911245342647755,182.88084350647196,0.2956173416117025,M1_b_elastic_rw
hold_disc,4Q26_only,36.1817670864786,6.004977033356376,190.84464348530759,0.11265171846986277,M1_b_elastic_rw
cut,2H26,36.1817670864786,7.998079198727306,638.4181428899053,0.26638899904364166,M1_b_elastic_rw
cut,4Q26_only,36.1817670864786,22.172217366151553,704.6569695466171,0.09735067754441218,M1_b_elastic_rw
