method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
alpha-b2,revenue_q_plus_2,revenue_musd,2023Q2,2023-02-14,2,2313.3952494796035,2313.3952494796035,W1,PIT,2,10,,,,,,,,2612.1462140992166,,,,,,,2023-02-14,w_2over3_unseasonal_gbv_growth,Revenue before guide cushion; full_sample coefficients look ahead to RUN_DATE; horizon 2 follows package printed-quarter convention,1.1
alpha-b2,revenue_q_plus_2,revenue_musd,2023Q2,2023-02-14,2,2315.403230597272,2315.403230597272,W1,full_sample,2,10,,,,,,,,2612.1462140992166,,,,,,,,w_2over3_unseasonal_gbv_growth,Revenue before guide cushion; full_sample coefficients look ahead to RUN_DATE; horizon 2 follows package printed-quarter convention,1.1
alpha-b2,revenue_q_plus_2,revenue_musd,2023Q3,2023-05-09,2,4083.383861138497,4083.383861138497,W1,full_sample,2,11,,,,,,,,3474.5606361829027,,,,,,,,w_2over3_unseasonal_gbv_growth,Revenue before guide cushion; full_sample coefficients look ahead to RUN_DATE; horizon 2 follows package printed-quarter convention,1.1
alpha-b2,revenue_q_plus_2,revenue_musd,2023Q4,2023-08-03,2,2568.294664439025,2568.294664439025,W1,PIT,2,12,,,,,,,,2245.5171102661598,,,,,,,2023-08-03,w_2over3_unseasonal_gbv_growth,Revenue before guide cushion; full_sample coefficients look ahead to RUN_DATE; horizon 2 follows package printed-quarter convention,1.1
alpha-b2,revenue_q_plus_2,revenue_musd,2023Q4,2023-08-03,2,2612.1604100935333,2612.1604100935333,W1,full_sample,2,12,,,,,,,,2245.5171102661598,,,,,,,,w_2over3_unseasonal_gbv_growth,Revenue before guide cushion; full_sample coefficients look ahead to RUN_DATE; horizon 2 follows package printed-quarter convention,1.1
alpha-b2,revenue_q_plus_2,revenue_musd,2024Q1,2023-11-01,2,2607.4084381328357,2607.4084381328357,W1,PIT,2,13,,,,,,,,2141.3821081830793,,,,,,,2023-11-01,w_2over3_unseasonal_gbv_growth,Revenue before guide cushion; full_sample coefficients look ahead to RUN_DATE; horizon 2 follows package printed-quarter convention,1.1
alpha-b2,revenue_q_plus_2,revenue_musd,2024Q1,2023-11-01,2,2607.4084381328357,2607.4084381328357,W2,PIT,2,13,,,,,,,,2141.3821081830793,,,,,,,2023-11-01,w_2over3_unseasonal_gbv_growth,Revenue before guide cushion; full_sample coefficients look ahead to RUN_DATE; horizon 2 follows package printed-quarter convention,1.1
alpha-b2,revenue_q_plus_2,revenue_musd,2024Q1,2023-11-01,2,2592.0789182146445,2592.0789182146445,W1,full_sample,2,13,,,,,,,,2141.3821081830793,,,,,,,,w_2over3_unseasonal_gbv_growth,Revenue before guide cushion; full_sample coefficients look ahead to RUN_DATE; horizon 2 follows package printed-quarter convention,1.1
alpha-b2,revenue_q_plus_2,revenue_musd,2024Q1,2023-11-01,2,2592.0789182146445,2592.0789182146445,W2,full_sample,2,13,,,,,,,,2141.3821081830793,,,,,,,,w_2over3_unseasonal_gbv_growth,Revenue before guide cushion; full_sample coefficients look ahead to RUN_DATE; horizon 2 follows package printed-quarter convention,1.1
alpha-b2,revenue_q_plus_2,revenue_musd,2024Q2,2024-02-13,2,2358.3625292434263,2358.3625292434263,W1,PIT,2,14,,,,,,,,2896.6940063091483,,,,,,,2024-02-13,w_2over3_unseasonal_gbv_growth,Revenue before guide cushion; full_sample coefficients look ahead to RUN_DATE; horizon 2 follows package printed-quarter convention,1.1
alpha-b2,revenue_q_plus_2,revenue_musd,2024Q2,2024-02-13,2,2358.3625292434263,2358.3625292434263,W2,PIT,2,14,,,,,,,,2896.6940063091483,,,,,,,2024-02-13,w_2over3_unseasonal_gbv_growth,Revenue before guide cushion; full_sample coefficients look ahead to RUN_DATE; horizon 2 follows package printed-quarter convention,1.1
alpha-b2,revenue_q_plus_2,revenue_musd,2024Q2,2024-02-13,2,2367.9581756727785,2367.9581756727785,W1,full_sample,2,14,,,,,,,,2896.6940063091483,,,,,,,,w_2over3_unseasonal_gbv_growth,Revenue before guide cushion; full_sample coefficients look ahead to RUN_DATE; horizon 2 follows package printed-quarter convention,1.1
alpha-b2,revenue_q_plus_2,revenue_musd,2024Q2,2024-02-13,2,2367.9581756727785,2367.9581756727785,W2,full_sample,2,14,,,,,,,,2896.6940063091483,,,,,,,,w_2over3_unseasonal_gbv_growth,Revenue before guide cushion; full_sample coefficients look ahead to RUN_DATE; horizon 2 follows package printed-quarter convention,1.1
alpha-b2,revenue_q_plus_2,revenue_musd,2024Q3,2024-05-08,2,4359.036492846607,4359.036492846607,W1,PIT,2,15,,,,,,,,4002.4059405940593,,,,,,,2024-05-08,w_2over3_unseasonal_gbv_growth,Revenue before guide cushion; full_sample coefficients look ahead to RUN_DATE; horizon 2 follows package printed-quarter convention,1.1
alpha-b2,revenue_q_plus_2,revenue_musd,2024Q3,2024-05-08,2,4359.036492846607,4359.036492846607,W2,PIT,2,15,,,,,,,,4002.4059405940593,,,,,,,2024-05-08,w_2over3_unseasonal_gbv_growth,Revenue before guide cushion; full_sample coefficients look ahead to RUN_DATE; horizon 2 follows package printed-quarter convention,1.1
alpha-b2,revenue_q_plus_2,revenue_musd,2024Q3,2024-05-08,2,4324.97435662401,4324.97435662401,W1,full_sample,2,15,,,,,,,,4002.4059405940593,,,,,,,,w_2over3_unseasonal_gbv_growth,Revenue before guide cushion; full_sample coefficients look ahead to RUN_DATE; horizon 2 follows package printed-quarter convention,1.1
alpha-b2,revenue_q_plus_2,revenue_musd,2024Q3,2024-05-08,2,4324.97435662401,4324.97435662401,W2,full_sample,2,15,,,,,,,,4002.4059405940593,,,,,,,,w_2over3_unseasonal_gbv_growth,Revenue before guide cushion; full_sample coefficients look ahead to RUN_DATE; horizon 2 follows package printed-quarter convention,1.1
