spec,window,quarter,err_spec_pp,err_naive_pp
a,W1,1Q23,2.400084077045854,1.5542810782824823
a,W1,2Q23,5.3672843896834515,7.615956901217167
a,W1,3Q23,-1.020103290330681,-2.5473721066768356
a,W1,4Q23,1.3412106657662584,1.52248127602763
a,W1,1Q24,2.933105164865447,2.521856526811117
a,W1,2Q24,1.937104600002959,0.8081867560681975
a,W1,3Q24,1.4695757676196841,0.20753193566511818
a,W1,4Q24,-2.284084195811639,-3.8676127666271043
a,W1,1Q25,1.5411687483916205,4.429626101452743
a,W1,2Q25,1.9986719742424048,0.4844992784053037
a,W1,3Q25,0.06494087753667444,-1.3607355158218537
a,W1,4Q25,-0.013533382045812559,-1.0250315462041915
a,W1,1Q26,0.9815566201820616,0.6653823634955813
a,W1,2Q26,-1.1804078905954363,-1.1878244484376577
a,W2,1Q24,2.0352142905550448,2.521856526811117
a,W2,2Q24,0.769026692247321,0.8081867560681975
a,W2,3Q24,0.3097717599049723,0.20753193566511818
a,W2,4Q24,-3.2432677774917984,-3.8676127666271043
a,W2,1Q25,0.869847380904182,4.429626101452743
a,W2,2Q25,1.3381142921929952,0.4844992784053037
a,W2,3Q25,-0.6631505898810843,-1.3607355158218537
a,W2,4Q25,-0.5105548790707193,-1.0250315462041915
a,W2,1Q26,0.5727595445945788,0.6653823634955813
a,W2,2Q26,-1.6657964892298605,-1.1878244484376577
b,W1,2Q23,53.337219463551534,7.615956901217167
b,W1,3Q23,8.986250662276376,-2.5473721066768356
b,W1,4Q23,0.9879657002701201,1.52248127602763
b,W1,1Q24,0.31397250233510476,2.521856526811117
b,W1,2Q24,5.492710136170929,0.8081867560681975
b,W1,3Q24,5.014156498203587,0.20753193566511818
b,W1,4Q24,-1.4715251286059807,-3.8676127666271043
b,W1,1Q25,3.109746883485392,4.429626101452743
b,W1,2Q25,3.1392947697815083,0.4844992784053037
b,W1,3Q25,-0.0954928560117736,-1.3607355158218537
b,W1,4Q25,-0.10763097539286015,-1.0250315462041915
b,W1,1Q26,0.9228575991245993,0.6653823634955813
b,W1,2Q26,-1.4571602161205082,-1.1878244484376577
b,W2,2Q24,1.8628243421053075,0.8081867560681975
b,W2,3Q24,1.9217637279210464,0.20753193566511818
b,W2,4Q24,-2.8126845945765417,-3.8676127666271043
b,W2,1Q25,2.0137650734180417,4.429626101452743
b,W2,2Q25,2.800990625333058,0.4844992784053037
b,W2,3Q25,-0.5132051570922531,-1.3607355158218537
b,W2,4Q25,-0.30042180672456276,-1.0250315462041915
b,W2,1Q26,0.7545981992238495,0.6653823634955813
b,W2,2Q26,-1.3273623085987918,-1.1878244484376577
c_incl,W1,2Q23,4.4761728330947115,7.615956901217167
c_incl,W1,3Q23,-0.14030000993078673,-2.5473721066768356
c_incl,W1,4Q23,0.8916749491183218,1.52248127602763
c_incl,W1,1Q24,0.6882386297559258,2.521856526811117
c_incl,W1,2Q24,0.23818941409389005,0.8081867560681975
c_incl,W1,3Q24,0.9927167052529704,0.20753193566511818
c_incl,W1,4Q24,-5.00692802764598,-3.8676127666271043
c_incl,W1,1Q25,1.6008549326881036,4.429626101452743
c_incl,W1,2Q25,0.7544721959038272,0.4844992784053037
c_incl,W1,3Q25,0.6286643711203102,-1.3607355158218537
c_incl,W1,4Q25,0.056322056598068215,-1.0250315462041915
c_incl,W1,1Q26,-1.1759598947997834,0.6653823634955813
c_incl,W1,2Q26,-1.4409588624754868,-1.1878244484376577
c_incl,W2,2Q24,-1.1998964495959097,0.8081867560681975
c_incl,W2,3Q24,0.5952591510059602,0.20753193566511818
c_incl,W2,4Q24,-5.803614959273364,-3.8676127666271043
c_incl,W2,1Q25,2.6301582568708097,4.429626101452743
c_incl,W2,2Q25,0.9236361733589158,0.4844992784053037
c_incl,W2,3Q25,1.1391931535800222,-1.3607355158218537
c_incl,W2,4Q25,0.48448157224170174,-1.0250315462041915
c_incl,W2,1Q26,-0.7297754510069385,0.6653823634955813
c_incl,W2,2Q26,-0.7777781908699435,-1.1878244484376577
c_drop,W1,2Q23,4.4761728330947115,7.615956901217167
c_drop,W1,3Q23,-0.14030000993078673,-2.5473721066768356
c_drop,W1,4Q23,0.8916749491183218,1.52248127602763
c_drop,W1,1Q24,0.6882386297559258,2.521856526811117
c_drop,W1,2Q24,0.23818941409389005,0.8081867560681975
c_drop,W1,3Q24,0.9927167052529704,0.20753193566511818
c_drop,W1,4Q24,-5.00692802764598,-3.8676127666271043
c_drop,W1,1Q25,1.6008549326881036,4.429626101452743
c_drop,W1,2Q25,0.7544721959038272,0.4844992784053037
c_drop,W1,3Q25,0.6286643711203102,-1.3607355158218537
c_drop,W1,4Q25,0.056322056598068215,-1.0250315462041915
c_drop,W1,1Q26,-1.1759598947997834,0.6653823634955813
c_drop,W2,2Q24,-1.1998964495959097,0.8081867560681975
c_drop,W2,3Q24,0.5952591510059602,0.20753193566511818
c_drop,W2,4Q24,-5.803614959273364,-3.8676127666271043
c_drop,W2,1Q25,2.6301582568708097,4.429626101452743
c_drop,W2,2Q25,0.9236361733589158,0.4844992784053037
c_drop,W2,3Q25,1.1391931535800222,-1.3607355158218537
c_drop,W2,4Q25,0.48448157224170174,-1.0250315462041915
c_drop,W2,1Q26,-0.7297754510069385,0.6653823634955813
