value_status,missing_reason,market_return_id,guidance_event_id,instrument,benchmark,reaction_session_date,window_sessions,price_adjustment,raw_total_return,benchmark_total_return,excess_return,price_source,source_as_of_utc,quality_grade
observed,,ABNB-2020Q4-INITIAL-ABNB-QQQ-1D,ABNB-2020Q4-INITIAL,ABNB,QQQ,2021-02-26,1,unadjusted_official_close,0.133417554652,0.004187577918,0.129229976734,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2020Q4-INITIAL-ABNB-QQQ-5D,ABNB-2020Q4-INITIAL,ABNB,QQQ,2021-02-26,5,unadjusted_official_close,-0.01005163133,-0.027906530704,0.017854899374,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2020Q4-INITIAL-ABNB-QQQ-20D,ABNB-2020Q4-INITIAL,ABNB,QQQ,2021-02-26,20,unadjusted_official_close,-0.032406898825,-0.004794936547,-0.027611962278,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2021Q1-INITIAL-ABNB-QQQ-1D,ABNB-2021Q1-INITIAL,ABNB,QQQ,2021-05-14,1,unadjusted_official_close,0.04014732965,0.022076783366,0.018070546284,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2021Q1-INITIAL-ABNB-QQQ-5D,ABNB-2021Q1-INITIAL,ABNB,QQQ,2021-05-14,5,unadjusted_official_close,0.003314917127,0.029717542431,-0.026402625304,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2021Q1-INITIAL-ABNB-QQQ-20D,ABNB-2021Q1-INITIAL,ABNB,QQQ,2021-05-14,20,unadjusted_official_close,0.093480662983,0.068578944072,0.024901718911,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2021Q2-INITIAL-ABNB-QQQ-1D,ABNB-2021Q2-INITIAL,ABNB,QQQ,2021-08-13,1,unadjusted_official_close,0.010651670526,0.003509917558,0.007141752968,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2021Q2-INITIAL-ABNB-QQQ-5D,ABNB-2021Q2-INITIAL,ABNB,QQQ,2021-08-13,5,unadjusted_official_close,-0.056235527622,-0.009713492776,-0.046522034846,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2021Q2-INITIAL-ABNB-QQQ-20D,ABNB-2021Q2-INITIAL,ABNB,QQQ,2021-08-13,20,unadjusted_official_close,0.092954019186,0.024651048894,0.068302970292,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2021Q3-INITIAL-ABNB-QQQ-1D,ABNB-2021Q3-INITIAL,ABNB,QQQ,2021-11-05,1,unadjusted_official_close,0.129840291398,0.000954246396,0.128886045002,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2021Q3-INITIAL-ABNB-QQQ-5D,ABNB-2021Q3-INITIAL,ABNB,QQQ,2021-11-05,5,unadjusted_official_close,0.07374614738,-0.019160263171,0.092906410551,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2021Q3-INITIAL-ABNB-QQQ-20D,ABNB-2021Q3-INITIAL,ABNB,QQQ,2021-11-05,20,unadjusted_official_close,-0.065564583917,-0.037893626639,-0.027670957278,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2021Q4-INITIAL-ABNB-QQQ-1D,ABNB-2021Q4-INITIAL,ABNB,QQQ,2022-02-16,1,unadjusted_official_close,0.036485811073,-0.000252716705,0.036738527778,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2021Q4-INITIAL-ABNB-QQQ-5D,ABNB-2021Q4-INITIAL,ABNB,QQQ,2022-02-16,5,unadjusted_official_close,-0.166768478925,-0.075000701991,-0.091767776934,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2021Q4-INITIAL-ABNB-QQQ-20D,ABNB-2021Q4-INITIAL,ABNB,QQQ,2022-02-16,20,unadjusted_official_close,-0.135058588327,-0.044393901104,-0.090664687223,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2022Q1-INITIAL-ABNB-QQQ-1D,ABNB-2022Q1-INITIAL,ABNB,QQQ,2022-05-04,1,unadjusted_official_close,0.077103448276,0.033812182423,0.043291265853,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2022Q1-INITIAL-ABNB-QQQ-5D,ABNB-2022Q1-INITIAL,ABNB,QQQ,2022-05-04,5,unadjusted_official_close,-0.199103448276,-0.056646383539,-0.142457064737,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2022Q1-INITIAL-ABNB-QQQ-20D,ABNB-2022Q1-INITIAL,ABNB,QQQ,2022-05-04,20,unadjusted_official_close,-0.195034482759,-0.040210777241,-0.154823705518,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2022Q2-INITIAL-ABNB-QQQ-1D,ABNB-2022Q2-INITIAL,ABNB,QQQ,2022-08-03,1,unadjusted_official_close,-0.011346054667,0.027232526326,-0.038578580993,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2022Q2-INITIAL-ABNB-QQQ-5D,ABNB-2022Q2-INITIAL,ABNB,QQQ,2022-08-03,5,unadjusted_official_close,-0.016331442324,0.008748767219,-0.025080209543,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2022Q2-INITIAL-ABNB-QQQ-20D,ABNB-2022Q2-INITIAL,ABNB,QQQ,2022-08-03,20,unadjusted_official_close,-0.032490974729,-0.042344033341,0.009853058612,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2022Q3-INITIAL-ABNB-QQQ-1D,ABNB-2022Q3-INITIAL,ABNB,QQQ,2022-11-02,1,unadjusted_official_close,-0.134250343879,-0.034277198212,-0.099973145667,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2022Q3-INITIAL-ABNB-QQQ-5D,ABNB-2022Q3-INITIAL,ABNB,QQQ,2022-11-02,5,unadjusted_official_close,-0.093076570381,-0.020246446876,-0.072830123505,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2022Q3-INITIAL-ABNB-QQQ-20D,ABNB-2022Q3-INITIAL,ABNB,QQQ,2022-11-02,20,unadjusted_official_close,-0.063365428702,0.066337101523,-0.129702530225,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2022Q4-INITIAL-ABNB-QQQ-1D,ABNB-2022Q4-INITIAL,ABNB,QQQ,2023-02-15,1,unadjusted_official_close,0.13353189377,0.007660961695,0.125870932075,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2022Q4-INITIAL-ABNB-QQQ-5D,ABNB-2022Q4-INITIAL,ABNB,QQQ,2023-02-15,5,unadjusted_official_close,0.05245304873,-0.040749796251,0.093202844981,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2022Q4-INITIAL-ABNB-QQQ-20D,ABNB-2022Q4-INITIAL,ABNB,QQQ,2023-02-15,20,unadjusted_official_close,-0.060312732688,-0.025493072535,-0.034819660153,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2023Q1-INITIAL-ABNB-QQQ-1D,ABNB-2023Q1-INITIAL,ABNB,QQQ,2023-05-10,1,unadjusted_official_close,-0.109231132447,0.010881731128,-0.120112863575,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2023Q1-INITIAL-ABNB-QQQ-5D,ABNB-2023Q1-INITIAL,ABNB,QQQ,2023-05-10,5,unadjusted_official_close,-0.170457228299,0.017162044522,-0.187619272821,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2023Q1-INITIAL-ABNB-QQQ-20D,ABNB-2023Q1-INITIAL,ABNB,QQQ,2023-05-10,20,unadjusted_official_close,-0.082789013929,0.084504414874,-0.167293428803,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2023Q2-INITIAL-ABNB-QQQ-1D,ABNB-2023Q2-INITIAL,ABNB,QQQ,2023-08-04,1,unadjusted_official_close,-0.005039750142,-0.004681773188,-0.000357976954,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2023Q2-INITIAL-ABNB-QQQ-5D,ABNB-2023Q2-INITIAL,ABNB,QQQ,2023-08-04,5,unadjusted_official_close,-0.034852356616,-0.013911554616,-0.020940802,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2023Q2-INITIAL-ABNB-QQQ-20D,ABNB-2023Q2-INITIAL,ABNB,QQQ,2023-08-04,20,unadjusted_official_close,-0.066226575809,0.011236255652,-0.077462831461,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2023Q3-INITIAL-ABNB-QQQ-1D,ABNB-2023Q3-INITIAL,ABNB,QQQ,2023-11-02,1,unadjusted_official_close,-0.033230099607,0.018153294487,-0.051383394094,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2023Q3-INITIAL-ABNB-QQQ-5D,ABNB-2023Q3-INITIAL,ABNB,QQQ,2023-11-02,5,unadjusted_official_close,-0.015150246924,0.044766920663,-0.059917167587,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2023Q3-INITIAL-ABNB-QQQ-20D,ABNB-2023Q3-INITIAL,ABNB,QQQ,2023-11-02,20,unadjusted_official_close,0.057503975894,0.089281712237,-0.031777736343,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2023Q4-INITIAL-ABNB-QQQ-1D,ABNB-2023Q4-INITIAL,ABNB,QQQ,2024-02-14,1,unadjusted_official_close,-0.017371701366,0.010897211527,-0.028268912893,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2023Q4-INITIAL-ABNB-QQQ-5D,ABNB-2023Q4-INITIAL,ABNB,QQQ,2024-02-14,5,unadjusted_official_close,-0.010476064182,-0.006860343017,-0.003615721165,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2023Q4-INITIAL-ABNB-QQQ-20D,ABNB-2023Q4-INITIAL,ABNB,QQQ,2024-02-14,20,unadjusted_official_close,0.092428059939,0.027301365068,0.065126694871,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2024Q1-INITIAL-ABNB-QQQ-1D,ABNB-2024Q1-INITIAL,ABNB,QQQ,2024-05-09,1,unadjusted_official_close,-0.068714376187,0.002181520702,-0.070895896889,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2024Q1-INITIAL-ABNB-QQQ-5D,ABNB-2024Q1-INITIAL,ABNB,QQQ,2024-05-09,5,unadjusted_official_close,-0.076630778974,0.029177839386,-0.10580861836,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2024Q1-INITIAL-ABNB-QQQ-20D,ABNB-2024Q1-INITIAL,ABNB,QQQ,2024-05-09,20,unadjusted_official_close,-0.069031032299,0.052970049539,-0.122001081838,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2024Q2-INITIAL-ABNB-QQQ-1D,ABNB-2024Q2-INITIAL,ABNB,QQQ,2024-08-07,1,unadjusted_official_close,-0.133823867556,-0.01082974996,-0.122994117596,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2024Q2-INITIAL-ABNB-QQQ-5D,ABNB-2024Q2-INITIAL,ABNB,QQQ,2024-08-07,5,unadjusted_official_close,-0.104008584349,0.052442381635,-0.156450965984,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2024Q2-INITIAL-ABNB-QQQ-20D,ABNB-2024Q2-INITIAL,ABNB,QQQ,2024-08-07,20,unadjusted_official_close,-0.11696175366,0.047960321252,-0.164922074912,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
