id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6499,Belém 1 Bedroom Historical Apartment,14455,1462506753508551833,Bruno,Lisboa,Belm,38.6975,-9.19768,Entire home/apt,91,3,119,2026-06-14,0.83,1,308,29,
25659,Heart of Lisbon Alfama. Flexible check in times,107347,1462509759432959209,Ellie,Lisboa,Santa Maria Maior,38.71241,-9.12706,Entire home/apt,109,2,232,2026-05-28,1.57,1,322,15,56539/AL.
29396,Alfama Hill - Boutique apartment,126415,1462510260357294422,Mónica,Lisboa,Santa Maria Maior,38.71156,-9.12987,Entire home/apt,122,2,445,2026-04-07,2.59,1,277,16,28737/AL
29720,TheHOUSE - Your luxury home,128075,1462510323176762129,Francisco,Lisboa,Estrela,38.71108,-9.15979,Entire home/apt,1096,2,183,2026-06-13,0.97,1,277,33,55695/AL
29915,Modern and Spacious Apartment in Lisboa,128890,1462510343376313289,Sara,Lisboa,Avenidas Novas,38.74571,-9.15264,Entire home/apt,120,6,61,2024-05-20,0.31,1,78,0,85851/AL.
33348,Happy Season,144484,1462510791668790112,Bcl,Lisboa,Lumiar,38.76427,-9.15301,Private room,80,1,2,2011-07-22,0.01,1,144,0,
42519,Nice Apart.BAIRRO ALTO (ADAMASTOR) 6-1º,136230,1462510564024556075,David,Lisboa,Misericrdia,38.71062,-9.149,Entire home/apt,109,1,212,2026-06-13,1.18,5,313,6,81551/AL
48025,Apartment for renting  in Lisbon,218778,1462512935268964269,José,Lisboa,Misericrdia,38.71195,-9.14463,Entire home/apt,95,7,58,2026-06-10,0.32,9,280,8,66950/AL
48058,Small House Downtown Cascais,218990,1462512938815112167,Pim,Cascais,Cascais e Estoril,38.69665,-9.42354,Entire home/apt,,5,54,2023-10-24,0.39,1,0,0,55201 Alojamento Local para Turistas
76132,Romantic & Renewed 1 bedroom Apartment @ Campolide,405842,1462517587706777080,Augusto,Lisboa,Campolide,38.72727,-9.16273,Entire home/apt,94,2,65,2026-05-28,0.68,6,240,16,78247/AL
83700,Cascais ocean view elevator A/C pool 4p,456477,1462518864653174704,Claudio,Cascais,Cascais e Estoril,38.70018,-9.43272,Entire home/apt,121,3,334,2026-06-23,1.81,1,251,38,2729/AL
83933,Charming flat with terrace in Graça,335614,1462515985564971185,Sebastien,Lisboa,So Vicente,38.72092115283526,-9.128046411596074,Entire home/apt,108,2,341,2026-06-11,1.88,1,57,19,60551/AL
84599,"Lv Premier Baixa PR1 Elevator, Balcony, River View",181902,1462511929581796896,Jose Luz,Lisboa,Santa Maria Maior,38.7106,-9.13689,Entire home/apt,328,1,99,2026-06-04,0.58,19,294,6,8954/AL
89015,Lisbon Cottage - Principe Real,485573,1462519569365287707,Justo,Lisboa,Misericrdia,38.71299,-9.15004,Entire home/apt,133,3,142,2026-05-28,0.79,1,357,22,88834/AL
91282,Lovely apartment in Estrela,133304,1462509937453453794,Maria,Lisboa,Campo de Ourique,38.71879,-9.15853,Entire home/apt,87,2,19,2026-06-16,0.38,1,36,3,5478/AL
103252,BALCONY · Vila Berta,538753,1462521109159975532,André & Cristina,Lisboa,So Vicente,38.71838,-9.129015,Entire home/apt,137,2,194,2026-05-27,1.60,8,267,16,89565/AL
