id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
29059,Lovely studio Quartier Latin,125031,1462509870124338897,Maryline,,Ville-Marie,45.51939,-73.56482,Entire home/apt,245,1,525,2026-05-25,2.70,2,252,40,"Quebec - Registration number<br />267153, expires: 2027-03-31<br /><br />Montreal - Registration Number<br />267153"
29061,Maison historique - Quartier Latin,125031,1462509870124338897,Maryline,,Ville-Marie,45.51929,-73.56493,Entire home/apt,475,1,179,2026-05-31,1.03,2,283,24,"Quebec - Registration number<br />267153, expires: 2027-03-31"
38118,Beautiful room  with a balcony in front of a parc,163569,1462511421128205605,⁨M.⁩,,Ville-Marie,45.52699,-73.5584,Private room,26,31,17,2024-08-31,0.09,3,324,0,
50479,L'Arcade Douce,231694,1462513320294800165,Noemie,,Rosemont-La Petite-Patrie,45.54157,-73.60737,Entire home/apt,268,3,386,2026-06-07,2.02,2,3,46,"Quebec - Registration number<br />271530, expires: 2027-05-01T01:00:50Z<br /><br />Montreal - Registration Number<br />271530"
66247,Modern Loft Next To Basilica Notre Dame In Old Mtl,318040,1462515540171780914,Mohamed,,Ville-Marie,45.50584,-73.55602,Entire home/apt,288,1,625,2026-05-28,3.32,4,109,59,"Quebec - Registration number<br />314544, expires: 2026-07-13T00:00:00Z<br /><br />Montreal - Registration Number<br />314544"
66276,Urban Study/Work Retreat,324569,1462515728438302629,Anna,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46133041381836,-73.62896728515625,Entire home/apt,57,32,50,2026-03-26,0.27,2,217,4,
70801,"Large, sunny house w/ garden, garage near Old MTL",294382,1462514930884868853,Jennifer&Steeve,,Le Sud-Ouest,45.47812,-73.55698,Entire home/apt,553,3,49,2025-09-01,0.27,1,272,7,"Quebec - Registration number<br />310728, expires: 2026-07-31<br /><br />Montreal - Registration Number<br />310728"
99859,Plateau Charm,525486,1462520752208537816,Sesaye,,Le Plateau-Mont-Royal,45.51856,-73.57756,Entire home/apt,260,31,44,2023-08-07,0.24,1,255,0,
135275,"Charming aparthotel, little Italie",520966,1462520629626130973,Myriam,,Villeray-Saint-Michel-Parc-Extension,45.53971,-73.61943,Entire home/apt,,31,82,2025-07-21,0.45,3,31,1,
137443,"Apt + garden (Mile End, Plateau) / # CiTQ 310398",656725,1462525153980976223,Christophe,,Le Plateau-Mont-Royal,45.52663,-73.60145,Entire home/apt,525,2,93,2026-01-01,0.53,1,184,9,"Quebec - Registration number<br />310398, expires: 2026-06-30<br /><br />Montreal - Registration Number<br />3003556052"
