id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
69998,Slow living Xperience Hiseaway open space in Palma,353156,1462516415305096012,Lor & Enzo,,Palma de Mallorca,39.56987,2.65464,Entire home/apt,84,30,268,2026-01-22,1.52,3,90,2,Spain - National registration number<br />ESFCNT00000704200104176000000000000000000000000000001<br /><br />Mallorca - Regional registration number<br />Exempt - seasonal rental
106833,Villa with a big pool in Mallorca,551974,1462521499063940632,Xisco,,Sant Llorenç des Cardassar,39.61458,3.301,Entire home/apt,,5,32,2025-09-02,0.19,1,0,4,Spain - National registration number<br />ESFCTU00A00702300107013400000000000000000000ETV/19612<br /><br />Mallorca - Regional registration number<br />ETV/1961
159218,Farmhouse in Nature -ETV-3025,763897,1462528645407299828,Gabriel,,Selva,39.79185001014078,2.9086981581834053,Entire home/apt,217,2,423,2026-06-21,2.35,2,295,24,Spain - National registration number<br />ESFCTU00000702200009178200000000000000000000ETV/30250<br /><br />Mallorca - Regional registration number<br />ETV/3025
166820,Guest House with Great sea views - Principal Room,794829,1462514276745952641,Toni,,Banyalbufar,39.67894,2.50052,Private room,90,1,403,2026-06-07,2.22,3,187,59,Mallorca - Regional registration number<br />VT 1719
210156,Room Berna ETV/7989,1036132,1462536398428844688,Antoni,,Alcúdia,39.83462,3.11031,Private room,105,2,135,2026-05-12,0.80,2,59,6,Mallorca - Regional registration number<br />ETV/7989<br /><br />Spain - National registration number<br />ESFCTU00000704300018987300000000000000000000ETV/79893
233901,"Chalet es pinaret gran, con piscina",1224723,1462540165841963745,Guillermo,,Santanyí,39.30207,3.07507,Entire home/apt,528,4,102,2025-10-14,0.60,1,326,7,Mallorca - Regional registration number<br />Vt/2086<br /><br />Spain - National registration number<br />ESFCTU000007008000028362000000000000000000000VT/20861
257206,Your Hike and resting room in Mallorca-Family Room,794829,1462514276745952641,Toni,,Banyalbufar,39.68696,2.51196,Private room,97,1,410,2026-06-08,2.37,3,191,57,Mallorca - Regional registration number<br />VT 1719
268350,Finca rústica  Sa Rota de Can Mirai - Caimari,1399635,1462544747639804470,Guillermo,,Selva,39.7744,2.89687,Entire home/apt,120,6,286,2026-06-20,1.64,1,129,17,Spain - National registration number<br />ESFCTU00000702200010152800000000000000000000ETV/46640<br /><br />Mallorca - Regional registration number<br />ETV/4664
324256,Villa Rustica Moderna en Es Trenc,1659633,1462564320316801596,Gabo,,Campos,39.40072,3.02327,Entire home/apt,685,1,18,2025-12-27,0.12,1,76,2,Spain - National registration number<br />ESFCTU000007008001020730000000000000000000000VT/16439<br /><br />Mallorca - Regional registration number<br />VT/1643
335672,"Casa rústica, excelentes vistas al mar en Alcúdia",1202274,1462516568182565742,Marilen,,Alcúdia,39.84058,3.15525,Entire home/apt,625,1,218,2026-06-08,1.26,1,222,12,Spain - National registration number<br />ESFCTU000007043000111003000000000000000000000ETV/4376<br /><br />Mallorca - Regional registration number<br />ETV/437
337083,APARTMENT WITH BEATIFUL WIEWS,1714270,1462576476175251564,Javi,,Palma de Mallorca,39.53628,2.71845,Entire home/apt,92,30,102,2026-05-31,0.59,1,141,3,Spain - National registration number<br />ESFCNT00000701500051697000000000000000000000000000003<br /><br />Mallorca - Regional registration number<br />Exempt - seasonal rental
341274,Canavall  Boutique Penthouse Suite #11,1731210,1462576943105686863,Canavall,,Palma de Mallorca,39.57244,2.64966,Entire home/apt,,2,83,2026-04-28,0.49,11,3,3,Mallorca - Regional registration number<br />TI/123<br /><br />Spain - National registration number<br />ESFCTU0000070280002355080000000000000000000000TI/1232
396659,LLENAIRE MAR: Beachfront apartment with pool,1982030,1462583342042415145,⁨Aina M.⁩,,Pollença,39.88862,3.07797,Entire home/apt,189,3,100,2026-06-20,0.58,1,259,13,Spain - National registration number<br />ESFCTU00000703000002310800000000000000000ETVPL/147549<br /><br />Mallorca - Regional registration number<br />ETVPL/14754
