id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
620536553908422715,39F-High-FL Studio w/ Diamond Head & Ocean Views!,402998583,1469847161518479195,Jayden | VYBE Hawaii,Honolulu,Primary Urban Center,21.28003,-157.82513,Entire home/apt,257,1,142,2026-06-15,2.87,165,138,28,"260210260628, TA-011-341-1584-01"
993795668094932868,24FL- Stylish Studio In Central Waikiki,412615874,1469880413956131967,Jasmine,Honolulu,Primary Urban Center,21.2809674,-157.8256348,Entire home/apt,284,1,140,2026-06-10,4.30,2,234,56,Exempt
907132682734607430,"Kihei Akahi C-607 | Ocean Views, Two Pools, Tennis",512809339,1470306339030994694,Maui Rental Group,Maui,Kihei-Makena,20.716462,-156.445431,Entire home/apt,263,3,6,2025-03-17,0.21,36,342,0,390200010115
5988166,Great Condo 100 yards from Kam1,31089940,1465457565681904595,Tabbi,Maui,Kihei-Makena,20.71893,-156.44538,Entire home/apt,405,1,151,2025-03-31,1.11,1,331,0,"390200160034, TA-213-851-5456-01"
700029679705565071,Gorgeous Boutique Studio in Central Waikiki~,402998583,1469847161518479195,Jayden | VYBE Hawaii,Honolulu,Primary Urban Center,21.27997,-157.8266,Entire home/apt,306,1,136,2026-05-04,2.95,165,215,34,"260210260069, TA-165-196-4416-01"
799373460979327330,KA eo KAI 1BR,435080344,1463694459691303151,Michael,Kauai,North Shore Kauai,22.21874,-159.47166,Entire home/apt,259,2,1,2024-01-19,0.03,74,90,0,"540050360006, TA-212-767-6928-01"
736962883680951051,Maui Resort Rentals: Honua Kai 2BR+Den,39073224,1465583538906645074,Maui Resort Rentals Ohana,Maui,Lahaina,20.945381,-156.690375,Entire home/apt,1385,2,0,,,590,198,0,"440140060363, TA-175-718-1952-01"
1225393204603681524,Luxury Condo Near Beach w/ Resort Amenities!,94351205,1467138236976587123,Elaine,Honolulu,Primary Urban Center,21.27979870559811,-157.8247070718875,Entire home/apt,205,4,51,2026-06-12,2.36,1,162,27,"260210260310, ta-058-838-7840-01"
29014990,💎location💎➕❄️AC❄️➕free 🚗🅿️➕💨WIFI➕5min to🏄‍♀️🐠🏊‍♀️🤿 🌺F10A01🌺,3152360,1462528328702258454,Tropical Studios At Marine Surf Waikiki,Honolulu,Primary Urban Center,21.28015,-157.82753,Entire home/apt,246,1,54,2026-05-12,0.58,18,308,1,"260190010000, TA-193-411-2768-01"
1474969102028199852,Kahana Oceanfront Gem w. Gym & Pool | AC Comfort,550369930,1470461171511851400,Surf Shack Properties,Maui,Lahaina,20.972144554301295,-156.67974399881135,Entire home/apt,267,2,5,2026-06-08,0.53,18,358,5,"430100070060, TA-025-192-0384-01"
43405708,#Pet Friendly! Studio in Center area of Waikiki!,19303369,1463074932500295549,Hiroki,Honolulu,Primary Urban Center,21.28155,-157.82804,Entire home/apt,236,1,91,2026-05-24,1.68,44,176,16,
1516789607904168143,Oceanfront Escape - Steps to the sand!,487841658,1470195460308953370,Jake,Honolulu,North Shore Oahu,21.64407,-158.06307,Entire home/apt,3561,5,0,,,9,343,0,"611005679000, TA-178-125-7184-01"
632796663493188694,Manualoha 903 Poipu Beach by Suite Paradise,97006413,1462863800904610570,Suite Paradise,Kauai,Koloa-Poipu,21.8742733001709,-159.44825744628906,Entire home/apt,796,3,11,2026-04-03,0.23,120,222,2,"280270170051, TA-164-975-8208-01"
832563293426083600,1BR Unit @ Waikiki,225597185,1463220365113379697,Alan,Honolulu,Primary Urban Center,21.27979276735919,-157.82851153052937,Private room,,7,0,,,13,364,0,Exempt
53927982,Hot tub & pool steps from Waikīkī beach,363193988,1469729636926503915,Castle Bamboo Waikīkī Hotel,Honolulu,Primary Urban Center,21.276927,-157.823993,Entire home/apt,,1,28,2025-08-11,0.52,28,364,1,"260230670006, TA-079-137-1776-01"
32502425,PUU POA 305 in Princeville,244220661,1469295941529919518,Robert,Kauai,North Shore Kauai,22.22158,-159.4942,Entire home/apt,615,3,13,2025-11-02,0.15,1,275,1,"540120110033, TA-135-018-7008-01"
5241814,Oceanfront Rooftop Penthouse,27128831,1465400692710846867,Erin,Maui,Lahaina,20.89004,-156.68433,Entire home/apt,1433,1,100,2026-03-09,0.73,1,209,1,"450130270042, TA-003-358-1056-01"
1148840002076237736,Luxury Beachfront Retreat w Pool North Shore Oahu,92734751,1467120658045611450,Chaney,Honolulu,North Shore Oahu,21.6761151314779,-158.03807096715752,Entire home/apt,1831,30,0,,,11,259,0,"590010100000, TA-006-083-2256-01"
50364948,Local - Style Poipu Stay Private & Peaceful Garden,387029880,1463584019535417113,Pete,Kauai,Koloa-Poipu,21.87248,-159.44718,Entire home/apt,518,1,73,2025-12-01,1.20,16,323,7,280190290000
39797927,"Aloha Suites Waikiki, Patio studio",302981502,1469552804797372054,⁨Mark G.⁩,Honolulu,Primary Urban Center,21.27281,-157.82298,Entire home/apt,209,1,72,2026-06-14,0.90,14,184,5,Exempt
678307125658171362,Family Friendly! 3 Large Units W/ Pool and Beach,5615582,1462541485493209733,RoomPicks Accommodations,Honolulu,Primary Urban Center,21.27718,-157.82759,Entire home/apt,1679,1,0,,,152,326,0,Exempt
1498022840206062989,Waikiki Grand Hotel - Renovated @6FL,500527968,1470250997877763159,Vacation Rentals Waikiki,Honolulu,Primary Urban Center,21.271948778726834,-157.82246389154054,Private room,203,1,3,2026-05-13,0.66,17,250,3,"260270310097, TA-012-767-7952-01"
1572909782276002246,Maui Kihei Studio - Steps from Ocean & Beach,733344100,1572909782922949476,Christine,Maui,Kihei-Makena,20.715871,-156.4440763,Entire home/apt,184,3,19,2026-06-22,3.48,2,318,19,"390040050239, TA-106-260-0704-01"
34158141,Heart of Waikiki Charming Hawaiian Parking Pool,257907566,1463318130220535831,Mabel,Honolulu,Primary Urban Center,21.28,-157.8259,Entire home/apt,247,4,93,2024-08-16,1.10,13,169,0,"260211020037, TA-117-707-1616-02"
15344516,Brand New Remodel-Ocean Views-Well Equipped-AC,57940735,1466694614605637744,PMI Maui,Maui,Kihei-Makena,20.71288,-156.44428,Entire home/apt,,1,90,2025-10-10,0.82,71,296,6,"390040040192, TA-084-756-0704-01"
586931068030122765,Charming & Cozy Queen Studio in Central Waikiki!,402998583,1469847161518479195,Jayden | VYBE Hawaii,Honolulu,Primary Urban Center,21.280968,-157.825638,Entire home/apt,276,1,111,2026-06-01,2.16,165,224,27,"260210260020, TA-002-618-0096-01"
881973836154585344,Aqua Aloha Surf Waikiki #1113 Moderate Studio,132087088,1462944318027900521,Maui Condo,Honolulu,Primary Urban Center,21.27934,-157.82478,Entire home/apt,131,1,0,,,384,361,0,"260210160162, TA-205-394-1248-01"
4763572,"KamSands 10-305, Ocean View, Steps to the Beach",24578239,1465307978885193915,Rita,Maui,Kihei-Makena,20.71171,-156.44546,Entire home/apt,737,1,8,2023-06-04,0.08,1,295,0,"390040040411, TA-009-543-2704-01"
805887366832527607,Ka Eo Kai 2 bedroom,452763106,1470037599976762627,Andrew & Lisa,Kauai,North Shore Kauai,22.21894326402362,-159.4701096365902,Entire home/apt,291,2,0,,,77,89,0,"540050360006, TA-212-767-6928-01"
1450299508457194763,Oceanfront Retreat at the Ilikai! Island Escape!,74079684,1466912462620608671,Marina Hawaii Vacations,Honolulu,Primary Urban Center,21.28495,-157.83914,Entire home/apt,221,30,0,,,145,174,0,"260100070245, TA-131-101-5936-02"
