id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
843264918543608219,Suite con Terraza Hotel Can Alberti,504158177,1470266461585867400,Sonia Mónica,,Mahón,39.88939,4.26274,Private room,434,1,0,,,5,152,0,Menorca - Regional registration number<br />TI0064ME<br /><br />Spain - National registration number<br />Exempt - hotel
3330131,Beautiful Holiday Home Villa Gaya with Pool,16812546,1462995613339998561,Oliver,,Ciutadella de Menorca,39.97227,3.83172,Entire home/apt,345,1,135,2026-05-17,1.01,4,261,10,Spain - National registration number<br />ESFCTU00000700700019887700000000000000000000ET1565ME4<br /><br />Menorca - Regional registration number<br />ET1565ME
47512288,PUERTAS AL MAR ☀️🦋,383491408,1469786302590049272,Silvia,,Ciutadella de Menorca,40.00544,3.81482,Entire home/apt,332,3,14,2026-05-28,0.23,1,236,1,Menorca - Regional registration number<br />APM-2142<br /><br />Spain - National registration number<br />ESFCTU0000070070001623280000000000000000000E137761585
20087520,"Gregal 2 bedroom villa, Cala Blanca",142824635,1468409317137577671,Holidays,,Ciutadella de Menorca,39.96511,3.83756,Entire home/apt,119,1,40,2026-05-10,0.38,47,13,4,Spain - National registration number<br />ESFCTU00000700700011802800000000000000000000ET0833ME5<br /><br />Menorca - Regional registration number<br />ET0833ME
35856033,"Nice apartment with pool near the beach, Menorca",124714392,1468258517650245986,Anna Stanisława,,Es Mercadal,40.02134,4.1766,Entire home/apt,217,3,33,2025-06-13,0.55,2,9,0,Spain - National registration number<br />ESFCTU00000701300015611300000000000000000000APM-20324<br /><br />Menorca - Regional registration number<br />APM-2032
1029379976116467946,"Gama, 2 bedrooms",545369274,1470441510284857116,Menorca Maravilla,,Ferreries,39.9386808,3.9647581,Entire home/apt,335,1,2,2025-09-03,0.09,31,325,1,Menorca - Regional registration number<br />APM1214
1639366988038305882,Villa privada · 3 dormitorios · Ideal familias,30638964,1570113219704998015,Ricardo Franklyn,,Sant Lluís,39.83678788745284,4.29981641471386,Entire home/apt,363,1,0,,,1,318,0,Menorca - Regional registration number<br />ET 1580 ME<br /><br />Spain - National registration number<br />ESFCTU00000701300017178900000000000000000000ET1580ME7
846237585563369949,"4 Bedroom Villa, Private Pool, Punta Prima",105815786,1467283752663415236,Villas,,Sant Lluís,39.817,4.28157,Entire home/apt,,1,0,,,20,362,0,Spain - National registration number<br />ESFCTU000007013000286711000000000000000000000VT885ME3<br /><br />Menorca - Regional registration number<br />VT885ME
957835695597748925,Villa Pinar by Villa Plus,515028500,1470316731073357998,Villa Plus,,Ferreries,39.9358,3.96147,Entire home/apt,2812,1,1,2025-07-01,0.08,206,68,1,Menorca - Regional registration number<br />VT 496 ME
8917183,Seafront in North of Menorca,46629760,1465698442760327614,Tono,,Es Mercadal,40.05253,4.10971,Entire home/apt,305,2,98,2026-06-21,0.80,1,98,16,Menorca - Regional registration number<br />ET 1985 ME<br /><br />Spain - National registration number<br />ESFCTU000007013000234019000000000000000000ET-1985-ME8
1497636038986925344,Villa Santo Tomás - Gabriela,374511522,1469761778967914231,Seth Mestral & Llebeig,,Es Migjorn Gran,39.91525874152939,4.038976804367833,Entire home/apt,626,1,3,2026-06-14,1.55,4,55,3,Menorca - Regional registration number<br />VT443ME
736628679215943420,"Beautifull Villa with pool, Cala Llonga, Menorca",50350088,1465770927524736860,Marta,,Mahón,39.89008,4.30083,Entire home/apt,507,3,10,2025-07-24,0.23,51,66,2,Spain - National registration number<br />ESFCTU00000701300006209400000000000000000000ET0209ME6<br /><br />Menorca - Regional registration number<br />ET0209ME
1552773177828930151,Apartamentos Ses Anneres,727611581,1547669073414514400,Lucas,,Ciutadella de Menorca,40.00438279999999,3.8117089,Private room,244,1,0,,,1,103,0,Spain - National registration number<br />Exempt - hotel<br /><br />Menorca - Regional registration number<br />APM 1655
49947172,Alojamiento acogedor con terraza y piscina,58657944,1466702747057029181,Quico,,Ciutadella de Menorca,39.97403,3.84203,Entire home/apt,199,4,50,2026-06-09,0.82,1,28,9,Menorca - Regional registration number<br />ET3009ME<br /><br />Spain - National registration number<br />ESFCTU00000700700014882700000000000000000000ET3009ME1
32185694,Apartamento con mucho encanto- Playa-Ciutadella,15528173,1462964497407070704,Mariana,,Ciutadella de Menorca,39.98432,3.83446,Entire home/apt,233,5,42,2026-06-18,0.49,1,92,8,Spain - National registration number<br />ESFCTU00000700700032719200000000000000000000ET3313ME3<br /><br />Menorca - Regional registration number<br />ET3313ME
