id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1688956109252030943,Smart 1,523539923,1470355409664464269,Dmytro,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00281,23.73028,Private room,50,3,1,2026-06-24,1,3,364,1,32566410985
1313583187264905878,Downtown apartment,511817202,1470301636220931346,Eleni,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9895626,23.7342019,Entire home/apt,1712,1,0,,,1,179,0,00003073456
1476016783470539102,Athens Luxury Suite II,705029886,1470751036551596412,Stavroula,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.987185,23.7313922,Entire home/apt,116,1,0,,,7,363,0,00002982906
24236354,Modern studio for 4 person + 2 children,4369324,1462655080590351636,Kotsogiannidis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98536,23.71809,Entire home/apt,73,1,0,,,1,359,0,
963510379137665144,"Luminous studio in Kolonaki,Athens",533224318,1470393955160044460,Lena,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98242332204184,23.737153093762668,Entire home/apt,,1,0,,,1,269,0,00002287830
921052247284716010,Popik apartment,460402504,1470073214657813225,Eden,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.988033758577096,23.744294039928945,Entire home/apt,695,14,0,,,1,269,0,Exempt
49726566,"Vasileos Konstantinou, lovely flat in Pangrati",155617522,1462996446543445986,Amelie,,ΠΑΓΚΡΑΤΙ,37.97267150878906,23.744352340698242,Entire home/apt,46,2,262,2026-06-22,4.28,21,36,53,00003144720
1672568196175885413,Tipsy Apt 203,720426710,1516413164784805279,Atheno Group,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9855164,23.726697,Entire home/apt,99,1,3,2026-05-24,1.76,52,365,3,00003756168
1297763974395250471,Spacious and Sunny 3BDR Apartment,206967394,1469079764287444376,Alex,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9948109,23.7255497,Entire home/apt,119,2,1,2025-08-12,0.09,2,178,1,00003014260
1321821606402226863,Διαμέρισμα στην Αθήνα,269957527,1463349419639660086,Ignatios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9859,23.72995,Entire home/apt,500,1,1,2025-01-04,0.06,3,179,0,00003071038
