id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1081801276007888033,Palm Bay by EStia - Triple Room,433000362,1469960093295890337,Estia,,Αγίου Νικολάου,35.306976993142236,25.518277812681326,Private room,263,1,0,,,26,123,0,1040Κ012Α0002001
876700449097990435,The Blue Sunset,422913086,1469918927654941127,Stefanos,,Χερσονήσου,35.3289,25.29917,Entire home/apt,322,3,2,2023-08-10,0.06,1,261,0,00000117777
35864205,S Beach near by apartment with Swimming Pool.,20803974,1463139014705613700,Manos,,Μαλεβιζίου,35.40716,25.01615,Entire home/apt,80,1,0,,,11,151,0,1148505
1466624972992880884,Villa Aspa,49977975,1465763701779787263,Beach Villas,,Ρεθύμνης,35.34169708371454,24.42767718812534,Entire home/apt,335,4,3,2026-05-19,1.30,87,136,3,1054393
940455440686301832,BH169 - B - Villa Elounda1,461193921,1470077228158765186,Aikaterini,,Αγίου Νικολάου,35.23349,25.72961,Entire home/apt,,7,0,,,164,0,0,00001162554
18905379,Apartment A2 Nais Apartments,75898803,1462816391199867317,Athanasia & Michalis,,Χανίων,35.515903,24.02844,Entire home/apt,,4,29,2022-04-17,0.28,4,0,0,1042Κ13003272201
1557868566827763865,5' to Beach / 2 Villas / 2 Pools / Sleeps 13,11168857,1462577484284190527,Unique Villas GR,,Μαλεβιζίου,35.4061757858474,24.9888319352295,Entire home/apt,1315,3,0,,,377,48,0,1332199
50608900,The Holiday studio 3,260144193,1469374522614564962,Stefanos,,Αγίου Νικολάου,35.18886,25.71488,Entire home/apt,94,1,78,2026-06-03,1.29,5,289,5,00003246662
1446149110364296649,Casa Lotzeta in Piskopiano | 3BD Relaxing Villa,701979704,1470745491187354580,Evangelia,,Χερσονήσου,35.30722960885071,25.385148518385304,Entire home/apt,340,3,11,2026-06-04,0.97,1,157,11,00003404446
1677733454124622778,Δωμάτια Αφροδίτη με μπαλκόνι 3,1677726917228793457,1677733454788592463,Georgios,,Καντάνου - Σέλινου,35.24897733209041,23.81058927182768,Entire home/apt,48,2,1,2026-06-08,1,3,266,1,1300540
19818137,"Chloe villa, 3 bedrooms, Countryside, pool",61036077,1462746831898886330,Oreo Travel,,Ρεθύμνης,35.35321,24.41931,Entire home/apt,271,1,10,2026-06-05,0.10,267,50,1,1015223
2522375,Central Dublex Apartment #17 in Chania town,12276290,1462884009339113582,Katerina,,Χανίων,35.510197,24.009853,Entire home/apt,,1,13,2022-08-12,0.09,25,124,0,1042K133K3169901
1344023361612117339,Villa Ilisio,41194514,1465612825767658111,Serhat,,Φαιστού,35.10570084,24.75889223,Entire home/apt,229,3,10,2026-05-29,0.71,9,307,9,00003194809
1197914623064501593,Villa Atalandia: Beachfront 5 heated Pools Gym BBQ,457252385,1470058312197062220,Hinda,,Σητείας,35.01842363562203,26.082129652909572,Entire home/apt,982,5,19,2026-05-30,0.80,1,310,8,1226603
1121435992652202961,Mylos 3 Modern Apartment,98129532,1462866323843683530,IdealStay Experience,,Αγίου Νικολάου,35.1864164,25.7069893,Entire home/apt,98,1,0,,,31,335,0,1295677
1678980694780330012,Luxury triple room with jacuzzi,349139255,1469694317187130643,Konmari Ike,,Χανίων,35.5159397,24.0162499,Private room,150,1,1,2026-05-21,0.71,11,130,1,1160182
1471775165451470595,Inatos Paradise Studio 1,110494904,1467336250438864245,Despoina,,Μινώα Πεδιάδας,34.98652663453419,25.28651257195373,Entire home/apt,60,4,1,2025-08-13,0.09,3,363,1,1181564
