scope,cell,observed,expected,abs_error,tolerance,passed
integration,2026Q3:lambda_decimal,0.17254890895313102,0.17254890895313102,0.0,1e-08,True
integration,2026Q3:weighted_gbv_musd,27866.666666666664,27866.666666666668,3.637978807091713e-12,1e-08,True
integration,2026Q3:revenue_musd,4808.362929493917,4808.362929493918,9.094947017729282e-13,1e-08,True
integration,2026Q3:implied_guide_musd,4723.784000645656,4723.784000645657,9.094947017729282e-13,1e-08,True
integration,2026Q4:lambda_decimal,0.12040366938470581,0.12040366938470581,0.0,1e-08,True
integration,2026Q4:weighted_gbv_musd,26405.704,26405.703999999998,3.637978807091713e-12,1e-08,True
integration,2026Q4:revenue_musd,3179.343654286404,3179.3436542864038,4.547473508864641e-13,1e-08,True
integration,2026Q4:implied_guide_musd,3123.419115173388,3123.4191151733876,4.547473508864641e-13,1e-08,True
integration,2027Q1:lambda_decimal,0.12727546363111183,0.1272754636311118,2.7755575615628914e-17,1e-08,True
integration,2027Q1:weighted_gbv_musd,24008.40266666667,24008.402666666665,3.637978807091713e-12,1e-08,True
integration,2027Q1:revenue_musd,3055.680580442422,3055.6805804424207,1.3642420526593924e-12,1e-08,True
integration,2027Q1:implied_guide_musd,3001.9312702955167,3001.9312702955153,1.3642420526593924e-12,1e-08,True
integration,2027Q2:lambda_decimal,0.13823804574623988,0.13823804574623988,0.0,1e-08,True
integration,2027Q2:weighted_gbv_musd,29285.68098397937,29285.68098397937,0.0,1e-08,True
integration,2027Q2:revenue_musd,4048.395307573128,4048.395307573128,0.0,1e-08,True
integration,2027Q2:implied_guide_musd,3977.1841815226035,3977.1841815226035,0.0,1e-08,True
comparison,CU-2026Q3-revenue-AlphaVantage:revenue_gap,71.36292949391736,71.36292949391736,0.0,1e-08,True
comparison,CU-2026Q3-revenue-AlphaVantage:implied_guide_gap,70.10765816257754,70.10765816257783,2.984279490192421e-13,1e-08,True
comparison,PIT-2026Q3-revenue-DHPNP-20260913:revenue_gap,68.36292949391736,68.36292949391736,0.0,1e-08,True
comparison,PIT-2026Q3-revenue-DHPNP-20260913:implied_guide_gap,67.160428053342,67.16042805334219,1.8474111129762605e-13,1e-08,True
comparison,PG-2026Q3-revenue:revenue_gap,198.36292949391736,198.36292949391736,0.0,1e-08,True
comparison,PG-2026Q3-revenue:implied_guide_gap,194.87373278688665,194.87373278688668,2.842170943040401e-14,1e-08,True
comparison,CU-2026Q3-revenue-SPGlobal-20260910:revenue_gap,68.36292949391736,68.36292949391736,0.0,1e-08,True
comparison,CU-2026Q3-revenue-SPGlobal-20260910:implied_guide_gap,67.160428053342,67.16042805334219,1.8474111129762605e-13,1e-08,True
comparison,CU-2026Q3-revenue-Yahoo-20260911:revenue_gap,68.36292949391736,68.36292949391736,0.0,1e-08,True
comparison,CU-2026Q3-revenue-Yahoo-20260911:implied_guide_gap,67.160428053342,67.16042805334219,1.8474111129762605e-13,1e-08,True
comparison,CU-2026Q3-revenue-Yahoo-20260913T1520Z:revenue_gap,63.4810594939172,63.4810594939172,0.0,1e-08,True
comparison,CU-2026Q3-revenue-Yahoo-20260913T1520Z:implied_guide_gap,62.364429968884,62.36442996888396,3.552713678800501e-14,1e-08,True
comparison,CU-2026Q3-revenue-Zacks-20260911:revenue_gap,68.36292949391736,68.36292949391736,0.0,1e-08,True
comparison,CU-2026Q3-revenue-Zacks-20260911:implied_guide_gap,67.160428053342,67.16042805334219,1.8474111129762605e-13,1e-08,True
comparison,CU-2026Q4-revenue-AlphaVantage:revenue_gap,21.343654286404217,21.343654286404217,0.0,1e-08,True
comparison,CU-2026Q4-revenue-AlphaVantage:implied_guide_gap,20.968220184669008,20.968220184668958,4.973799150320701e-14,1e-08,True
comparison,PIT-2026Q4-revenue-DHPNP-20260913:revenue_gap,-20.656345713595783,-20.656345713595783,0.0,1e-08,True
comparison,PIT-2026Q4-revenue-DHPNP-20260913:implied_guide_gap,-20.293001344630284,-20.293001344630028,2.5579538487363607e-13,1e-08,True
comparison,CU-2026Q4-revenue-SPGlobal-20260910:revenue_gap,19.343654286404217,19.343654286404217,0.0,1e-08,True
comparison,CU-2026Q4-revenue-SPGlobal-20260910:implied_guide_gap,19.003400111845167,19.0034001118452,3.197442310920451e-14,1e-08,True
comparison,CU-2026Q4-revenue-Yahoo-20260911:revenue_gap,19.343654286404217,19.343654286404217,0.0,1e-08,True
comparison,CU-2026Q4-revenue-Yahoo-20260911:implied_guide_gap,19.003400111845167,19.0034001118452,3.197442310920451e-14,1e-08,True
comparison,CU-2026Q4-revenue-Yahoo-20260913T1520Z:revenue_gap,18.32216428640413,18.32216428640413,0.0,1e-08,True
comparison,CU-2026Q4-revenue-Yahoo-20260913T1520Z:implied_guide_gap,17.999878083750446,17.999878083750744,2.984279490192421e-13,1e-08,True
comparison,CU-2026Q4-revenue-Zacks-20260911:revenue_gap,-20.656345713595783,-20.656345713595783,0.0,1e-08,True
comparison,CU-2026Q4-revenue-Zacks-20260911:implied_guide_gap,-20.293001344630284,-20.293001344630028,2.5579538487363607e-13,1e-08,True
event_date,2020Q4:ABNB:preclose,20210225.0,20210225.0,0.0,0,True
event_date,2020Q4:QQQ:preclose,20210225.0,20210225.0,0.0,0,True
daily_return,2020Q4:gap,5.69175656014205,5.691756560142047,2.6645352591003757e-15,1e-08,True
daily_return,2020Q4:session,6.80878144876663,6.808781448766654,2.398081733190338e-14,1e-08,True
daily_return,2020Q4:cc,12.9229935529633,12.922993552963336,3.552713678800501e-14,1e-08,True
daily_return,2020Q4:open_5d,-3.46393449146171,-3.4639344914616954,1.4654943925052066e-14,1e-08,True
daily_return,2020Q4:open_20d,-7.84897892781764,-7.848978927817639,8.881784197001252e-16,1e-08,True
cushion,2020Q4:n,0.0,0,0.0,0,True
event_date,2021Q1:ABNB:preclose,20210513.0,20210513.0,0.0,0,True
event_date,2021Q1:QQQ:preclose,20210513.0,20210513.0,0.0,0,True
daily_return,2021Q1:gap,0.400867143744965,0.4008671437449651,1.1102230246251565e-16,1e-08,True
daily_return,2021Q1:session,1.38182421107851,1.3818242110785084,1.5543122344752192e-15,1e-08,True
daily_return,2021Q1:cc,1.80704662117883,1.8070466211788316,1.5543122344752192e-15,1e-08,True
daily_return,2021Q1:open_5d,-3.006131412779,-3.0061314127790006,4.440892098500626e-16,1e-08,True
daily_return,2021Q1:open_20d,2.03718292754114,2.037182927541137,3.1086244689504383e-15,1e-08,True
cushion,2021Q1:n,0.0,0,0.0,0,True
event_date,2021Q2:ABNB:preclose,20210812.0,20210812.0,0.0,0,True
event_date,2021Q2:QQQ:preclose,20210812.0,20210812.0,0.0,0,True
daily_return,2021Q2:gap,-3.06850821213777,-3.068508212137766,3.9968028886505635e-15,1e-08,True
daily_return,2021Q2:session,3.90648266741995,3.906482667419975,2.4868995751603507e-14,1e-08,True
daily_return,2021Q2:cc,0.714173417514141,0.7141734175141412,2.220446049250313e-16,1e-08,True
daily_return,2021Q2:open_5d,-1.66596142242464,-1.6659614224246444,4.440892098500626e-15,1e-08,True
daily_return,2021Q2:open_20d,10.2766465661409,10.276646566140869,3.197442310920451e-14,1e-08,True
cushion,2021Q2:n,0.0,0,0.0,0,True
event_date,2021Q3:ABNB:preclose,20211104.0,20211104.0,0.0,0,True
event_date,2021Q3:QQQ:preclose,20211104.0,20211104.0,0.0,0,True
daily_return,2021Q3:gap,3.85789688061984,3.8578968806198377,2.220446049250313e-15,1e-08,True
daily_return,2021Q3:session,8.67046781755554,8.670467817555538,1.7763568394002505e-15,1e-08,True
daily_return,2021Q3:cc,12.8886024702593,12.888602470259292,8.881784197001252e-15,1e-08,True
daily_return,2021Q3:open_5d,5.29538893034653,5.295388930346534,4.440892098500626e-15,1e-08,True
daily_return,2021Q3:open_20d,-6.19462187322353,-6.194621873223505,2.4868995751603507e-14,1e-08,True
cushion,2021Q3:n,0.0,0,0.0,0,True
event_date,2021Q4:ABNB:preclose,20220215.0,20220215.0,0.0,0,True
event_date,2021Q4:QQQ:preclose,20220215.0,20220215.0,0.0,0,True
daily_return,2021Q4:gap,-0.337093969415614,-0.33709396941561387,1.1102230246251565e-16,1e-08,True
daily_return,2021Q4:session,4.05300804989577,4.053008049895768,2.6645352591003757e-15,1e-08,True
daily_return,2021Q4:cc,3.67384719436691,3.673847194366908,1.7763568394002505e-15,1e-08,True
daily_return,2021Q4:open_5d,-8.95117454834842,-8.951174548348416,5.329070518200751e-15,1e-08,True
daily_return,2021Q4:open_20d,-8.82927388570626,-8.829273885706257,1.7763568394002505e-15,1e-08,True
cushion,2021Q4:n,0.0,0,0.0,0,True
event_date,2022Q1:ABNB:preclose,20220503.0,20220503.0,0.0,0,True
event_date,2022Q1:QQQ:preclose,20220503.0,20220503.0,0.0,0,True
daily_return,2022Q1:gap,5.05320998468328,5.053209984683282,2.6645352591003757e-15,1e-08,True
daily_return,2022Q1:session,-0.843035535192826,-0.8430355351928043,2.1760371282653068e-14,1e-08,True
daily_return,2022Q1:cc,4.32912199469047,4.329121994690466,4.440892098500626e-15,1e-08,True
