window,target,origin,shape_id,guide_status,revenue_musd,guide_musd,contribution_0_musd,contribution_1_musd,contribution_2_musd,contribution_3_musd,share_0_pct,share_1_pct,share_2_pct,share_3_pct
W1,2026Q3,2026-08-06,510,already_issued_implied_guide_diagnostic,4828.489760536067,4740.471386892337,447.0108858625521,688.0844422120069,3693.3944324615077,0.0,9.257778477983647,14.250510539254302,76.49171098276204,0.0
W1,2026Q3,2026-08-06,524,already_issued_implied_guide_diagnostic,4824.143508594056,4736.204362627375,454.18338415856266,932.1667709804561,3252.3024472810766,185.49090617396024,9.414798364713853,19.32294860880136,67.41719937409003,3.8450536523947556
W1,2026Q3,2026-08-06,525,already_issued_implied_guide_diagnostic,4825.557713184398,4737.592787730919,448.30527159958393,920.1025224969626,3457.149919087852,0.0,9.29022712493363,19.06727837868474,71.64249449638163,0.0
W1,2026Q3,2026-08-06,538,already_issued_implied_guide_diagnostic,4821.165079156751,4733.280226877762,455.5209873245726,1168.6400875684994,3010.966813852958,186.0371904107207,9.448359055239939,24.23978578582298,62.45309514229687,3.8587600166402036
W1,2026Q3,2026-08-06,539,already_issued_implied_guide_diagnostic,4822.614513669387,4734.703239698559,449.6077232276915,1153.4695956168941,3219.5371948248016,0.0,9.322904037909472,23.91793066494242,66.75916529714812,0.0
W1,2026Q3,2026-08-06,551,already_issued_implied_guide_diagnostic,4818.175192349773,4730.344842614474,456.86707443914537,1406.512172399989,2768.209005973508,186.5869395371309,9.48215986758954,29.19180221244815,57.45347347204869,3.872564447913618
W1,2026Q3,2026-08-06,552,already_issued_implied_guide_diagnostic,4819.6601052641745,4731.802687102471,450.9183208515503,1388.1983240189647,2980.5434603936596,0.0,9.355811634082745,28.802826209730718,61.84136215618654,0.0
W1,2026Q3,2026-08-06,564,already_issued_implied_guide_diagnostic,4816.694430982217,4728.891073994919,452.2371456864606,1624.3015385463489,2740.155746749408,0.0,9.388952364874031,33.72232890877245,56.88871872635352,0.0
W1,2026Q3,2026-08-06,664,already_issued_implied_guide_diagnostic,4832.941066617559,4744.8415502684875,678.5340518658304,232.10407887695803,3737.5583289745446,184.7446069002258,14.039775004761594,4.802543123899526,77.33506942161738,3.822612449721498
W1,2026Q3,2026-08-06,665,already_issued_implied_guide_diagnostic,4834.24609068824,4746.122785100304,669.7885981582074,229.1125481327202,3935.344944397312,0.0,13.855078653284925,4.739364604835457,81.40555674187961,0.0
W1,2026Q3,2026-08-06,679,already_issued_implied_guide_diagnostic,4828.632544548567,4740.611568099988,689.5563547831734,471.7488890074113,3291.835997559069,375.4913031989138,14.280572158294987,9.76982374730516,68.17325541318087,7.776348681218997
W1,2026Q3,2026-08-06,680,already_issued_implied_guide_diagnostic,4829.9925543856925,4741.946786364606,680.5232065341019,465.5690059258049,3498.6141474718575,185.28619445392786,14.08952910116142,9.63912471258496,72.43518717839582,3.8361590078578014
W1,2026Q3,2026-08-06,681,already_issued_implied_guide_diagnostic,4831.332095609876,4743.261909137922,671.725709680956,459.5503399564038,3700.0560459725157,0.0,13.903530049017709,9.511876452748652,76.58459349823363,0.0
W1,2026Q3,2026-08-06,694,already_issued_implied_guide_diagnostic,4825.637229548556,4737.670854594011,691.6127739067779,709.733632611759,3047.6797165093185,376.61110652070056,14.332050691085186,14.707562936266461,63.1560055498501,7.804380822798255
W1,2026Q3,2026-08-06,695,already_issued_implied_guide_diagnostic,4827.032756979913,4739.040943003857,682.5249139750925,700.407662812868,3258.268980438293,185.83119975365923,14.139637088398834,14.510107929142913,67.50045306253247,3.849801919925785
W1,2026Q3,2026-08-06,696,already_issued_implied_guide_diagnostic,4828.40705788517,4740.390191825217,673.6748762526313,691.3257463727876,3463.40643525975,0.0,13.952321504303725,14.317884513150112,71.72979398254616,0.0
W1,2026Q3,2026-08-06,708,already_issued_implied_guide_diagnostic,4822.6303205760705,4734.718758461684,693.6824049406765,949.1433197150452,2802.066491658755,377.7381042615943,14.383901705694395,19.681029990324213,58.10245250819979,7.832615795781603
W1,2026Q3,2026-08-06,709,already_issued_implied_guide_diagnostic,4824.0616170350695,4736.1239638667985,684.5393004546348,936.6331039699517,3016.5095554326385,186.37965717784425,14.190102755680835,19.415861121310023,62.530493905395524,3.863542217613621
W1,2026Q3,2026-08-06,710,already_issued_implied_guide_diagnostic,4825.470921774778,4737.507578438916,675.636217429681,924.4513018688505,3225.3834024762464,0.0,14.001456611848907,19.157742671234313,66.84080071691677,0.0
W1,2026Q3,2026-08-06,721,already_issued_implied_guide_diagnostic,4819.611758334268,4731.755221487087,695.7653832409555,1189.9917398953755,2554.9822650694828,378.8723701284541,14.436129259536514,24.690614090182542,53.01220084068605,7.861055809594884
W1,2026Q3,2026-08-06,722,already_issued_implied_guide_diagnostic,4821.079076933583,4733.19579238616,686.5664940116875,1174.2585596269766,2773.322421707242,186.9316015876768,14.240929946504297,24.35675791432686,57.524931191777846,3.877380947391003
W1,2026Q3,2026-08-06,723,already_issued_implied_guide_diagnostic,4822.523631291548,4734.614014012456,677.6098544238258,1158.9397073478829,2985.9740695198393,0.0,14.050939015146957,24.03180981484378,61.917251170009266,0.0
W1,2026Q3,2026-08-06,733,already_issued_implied_guide_diagnostic,4816.581483272082,4728.780185204703,697.8618460999289,1432.2928719081513,2306.4127863815083,380.0139788824936,14.48873746916964,29.736710089562145,47.884849335397874,7.889703105870349
W1,2026Q3,2026-08-06,734,already_issued_implied_guide_diagnostic,4818.085078807571,4730.256371748932,688.6066244905091,1413.2974389106523,2528.6939470705297,187.48706833588002,14.292122559631771,29.333177305794475,52.48338096379893,3.891319170774818
W1,2026Q3,2026-08-06,735,already_issued_implied_guide_diagnostic,4819.565130202349,4731.709443337779,679.5959101316714,1394.8038330213346,2745.1653870493424,0.0,14.100772409379985,28.94044992318164,56.95877766743837,0.0
W1,2026Q3,2026-08-06,745,already_issued_implied_guide_diagnostic,4815.0795645411035,4727.305644898574,690.6598235735463,1653.7633330108933,2282.610314681002,188.04609327566095,14.343684550088405,34.345503762584315,47.405453722726676,3.905357964600581
W1,2026Q3,2026-08-06,746,already_issued_implied_guide_diagnostic,4816.595362030045,4728.793810967266,681.594509164972,1632.0567213629975,2502.944131502076,0.0,14.150960542338376,33.88403215741869,51.96500730024294,0.0
W1,2026Q3,2026-08-06,756,already_issued_implied_guide_diagnostic,4813.614270055624,4725.867061215834,683.6057778815644,1870.7115901271345,2259.296902046925,0.0,14.20150721536034,38.86293095324228,46.93556183139738,0.0
W1,2026Q3,2026-08-06,816,already_issued_implied_guide_diagnostic,4834.5455520595215,4746.416787600557,918.3810859567333,0.0,3541.092753246671,375.07171285611753,18.99622365881943,0.0,73.24561771350281,7.758158627677767
W1,2026Q3,2026-08-06,817,already_issued_implied_guide_diagnostic,4835.829283031512,4747.677117484846,906.3641012449264,0.0,3744.383225546665,185.08195623992077,18.742681931003563,0.0,77.43001264923407,3.827305419762369
W1,2026Q3,2026-08-06,818,already_issued_implied_guide_diagnostic,4837.094476224377,4748.919247514547,894.6602430606946,0.0,3942.434233163682,0.0,18.495819080197645,0.0,81.50418091980235,0.0
W1,2026Q3,2026-08-06,831,already_issued_implied_guide_diagnostic,4830.231084012003,4742.180967842568,933.5351739419114,239.49865270343795,3085.306173061936,571.8910843047167,19.326925724773286,4.958327014543365,63.87491859911748,11.839828661565866
W1,2026Q3,2026-08-06,832,already_issued_implied_guide_diagnostic,4831.5692780673835,4743.494768004575,921.1164766112486,236.31263319175042,3297.951307337811,376.1888609265733,19.064540392551155,4.8910120002724025,68.25838806262516,7.7860595445512875
W1,2026Q3,2026-08-06,833,already_issued_implied_guide_diagnostic,4832.888041080977,4744.789491332587,909.026804258404,233.21102510996172,3505.024524446778,185.6256872658335,18.80918400201717,4.825500262526239,72.52443041620317,3.8408853192534216
W1,2026Q3,2026-08-06,834,already_issued_implied_guide_diagnostic,4834.187526660363,4746.065288634076,897.2531389529004,230.19048870516548,3706.743899002297,0.0,18.560577842803635,4.761720298099186,76.67770185909718,0.0
W1,2026Q3,2026-08-06,846,already_issued_implied_guide_diagnostic,4827.207288937272,4739.212293424173,936.3645922056571,480.4490811535577,2836.7692071051974,573.6244084728598,19.39764621982499,9.95294074598007,58.76626043398528,11.883152600209664
W1,2026Q3,2026-08-06,847,already_issued_implied_guide_diagnostic,4828.58152871719,4740.561482234445,923.8694174054458,474.037801507161,3053.361133237302,377.3131765672808,19.13335027918417,9.817330383424192,63.235157469702884,7.814161867688742
W1,2026Q3,2026-08-06,848,already_issued_implied_guide_diagnostic,4829.935570691901,4741.890841424607,911.7063504596484,467.7969265458895,3264.2594359709497,186.17285771541373,18.87615967367954,9.685365771429458,67.58391262563644,3.8545619292545545
W1,2026Q3,2026-08-06,849,already_issued_implied_guide_diagnostic,4831.269588522657,4743.200541490243,899.862208762385,461.7196922689093,3469.6876874913623,0.0,18.625791673893154,9.556901841408058,71.81730648469879,0.0
