method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
gbv-decision-0915-v1,revenue_growth-p4-guide,guide_mid,2023Q1,2022-05-03,3,2431.1641681625256,2431.1641681625256,W1,PIT,1,0,,,,,,,,,,,,,,,2022-05-03,frozen_revenue_growth_p_plus_4_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,revenue_growth-p4-guide,guide_mid,2023Q2,2022-08-02,3,3184.933629499639,3184.933629499639,W1,PIT,1,0,,,,,,,,,,,,,,,2022-08-02,frozen_revenue_growth_p_plus_4_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,revenue_growth-p4-guide,guide_mid,2023Q3,2022-11-01,3,3590.2223914999267,3590.2223914999267,W1,PIT,1,0,,,,,,,,,,,,,,,2022-11-01,frozen_revenue_growth_p_plus_4_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,revenue_growth-p4-guide,guide_mid,2023Q4,2023-02-14,3,2280.97780597358,2280.97780597358,W1,PIT,1,0,,,,,,,,,,,,,,,2023-02-14,frozen_revenue_growth_p_plus_4_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,revenue_growth-p4-guide,guide_mid,2024Q1,2023-05-09,3,2121.4375052613477,2121.4375052613477,W1,PIT,1,0,,,,,,,,,,,,,,,2023-05-09,frozen_revenue_growth_p_plus_4_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,revenue_growth-p4-guide,guide_mid,2024Q1,2023-05-09,3,2121.4375052613477,2121.4375052613477,W2,PIT,1,0,,,,,,,,,,,,,,,2023-05-09,frozen_revenue_growth_p_plus_4_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,revenue_growth-p4-guide,guide_mid,2024Q2,2023-08-03,3,2839.4606629940727,2839.4606629940727,W1,PIT,1,0,,,,,,,,,,,,,,,2023-08-03,frozen_revenue_growth_p_plus_4_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,revenue_growth-p4-guide,guide_mid,2024Q2,2023-08-03,3,2839.4606629940727,2839.4606629940727,W2,PIT,1,0,,,,,,,,,,,,,,,2023-08-03,frozen_revenue_growth_p_plus_4_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,revenue_growth-p4-guide,guide_mid,2024Q3,2023-11-01,3,3882.957519207973,3882.957519207973,W1,PIT,1,0,,,,,,,,,,,,,,,2023-11-01,frozen_revenue_growth_p_plus_4_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,revenue_growth-p4-guide,guide_mid,2024Q3,2023-11-01,3,3882.957519207973,3882.957519207973,W2,PIT,1,0,,,,,,,,,,,,,,,2023-11-01,frozen_revenue_growth_p_plus_4_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
