method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
gbv-decision-0915-v1,guide_growth-p3-guide,guide_mid,2023Q2,2022-11-01,2,2667.038327526132,2667.038327526132,W1,PIT,0,0,,,,,,,,,,,,,,,2022-11-01,frozen_guide_growth_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p3-guide,guide_mid,2023Q3,2023-02-14,2,3495.8823529411766,3495.8823529411766,W1,PIT,0,0,,,,,,,,,,,,,,,2023-02-14,frozen_guide_growth_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p3-guide,guide_mid,2023Q4,2023-05-09,2,2123.076923076923,2123.076923076923,W1,PIT,0,0,,,,,,,,,,,,,,,2023-05-09,frozen_guide_growth_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p3-guide,guide_mid,2024Q1,2023-08-03,2,2112.9858657243817,2112.9858657243817,W1,PIT,0,0,,,,,,,,,,,,,,,2023-08-03,frozen_guide_growth_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p3-guide,guide_mid,2024Q1,2023-08-03,2,2112.9858657243817,2112.9858657243817,W2,PIT,0,0,,,,,,,,,,,,,,,2023-08-03,frozen_guide_growth_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p3-guide,guide_mid,2024Q2,2023-11-01,2,2804.3478260869565,2804.3478260869565,W1,PIT,0,0,,,,,,,,,,,,,,,2023-11-01,frozen_guide_growth_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p3-guide,guide_mid,2024Q2,2023-11-01,2,2804.3478260869565,2804.3478260869565,W2,PIT,0,0,,,,,,,,,,,,,,,2023-11-01,frozen_guide_growth_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p3-guide,guide_mid,2024Q3,2024-02-13,2,3847.338935574229,3847.338935574229,W1,PIT,0,0,,,,,,,,,,,,,,,2024-02-13,frozen_guide_growth_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p3-guide,guide_mid,2024Q3,2024-02-13,2,3847.338935574229,3847.338935574229,W2,PIT,0,0,,,,,,,,,,,,,,,2024-02-13,frozen_guide_growth_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p3-guide,guide_mid,2024Q4,2024-05-08,2,2427.708333333333,2427.708333333333,W1,PIT,0,0,,,,,,,,,,,,,,,2024-05-08,frozen_guide_growth_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,guide_growth-p3-guide,guide_mid,2024Q4,2024-05-08,2,2427.708333333333,2427.708333333333,W2,PIT,0,0,,,,,,,,,,,,,,,2024-05-08,frozen_guide_growth_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
