method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
gbv-decision-0915-v1,joint-p3-revenue,revenue_musd,2024Q1,2023-08-03,2,2034.078425673349,2034.078425673349,W1,PIT,7,8,,,,,,,,,,,,,,,2023-08-03,frozen_joint_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,joint-p3-revenue,revenue_musd,2024Q1,2023-08-03,2,2034.078425673349,2034.078425673349,W2,PIT,7,8,,,,,,,,,,,,,,,2023-08-03,frozen_joint_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,joint-p3-revenue,revenue_musd,2024Q2,2023-11-01,2,2881.562578226979,2881.562578226979,W1,PIT,7,9,,,,,,,,,,,,,,,2023-11-01,frozen_joint_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,joint-p3-revenue,revenue_musd,2024Q2,2023-11-01,2,2881.562578226979,2881.562578226979,W2,PIT,7,9,,,,,,,,,,,,,,,2023-11-01,frozen_joint_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,joint-p3-revenue,revenue_musd,2024Q3,2024-02-13,2,3880.3916086325166,3880.3916086325166,W1,PIT,7,10,,,,,,,,,,,,,,,2024-02-13,frozen_joint_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,joint-p3-revenue,revenue_musd,2024Q3,2024-02-13,2,3880.3916086325166,3880.3916086325166,W2,PIT,7,10,,,,,,,,,,,,,,,2024-02-13,frozen_joint_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,joint-p3-revenue,revenue_musd,2024Q4,2024-05-08,2,2493.8914597098697,2493.8914597098697,W1,PIT,7,11,,,,,,,,,,,,,,,2024-05-08,frozen_joint_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,joint-p3-revenue,revenue_musd,2024Q4,2024-05-08,2,2493.8914597098697,2493.8914597098697,W2,PIT,7,11,,,,,,,,,,,,,,,2024-05-08,frozen_joint_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,joint-p3-revenue,revenue_musd,2025Q1,2024-08-06,2,2336.005234342654,2336.005234342654,W1,PIT,7,12,,,,,,,,,,,,,,,2024-08-06,frozen_joint_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,joint-p3-revenue,revenue_musd,2025Q1,2024-08-06,2,2336.005234342654,2336.005234342654,W2,PIT,7,12,,,,,,,,,,,,,,,2024-08-06,frozen_joint_p_plus_3_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
