method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
gbv-decision-0915-v1,fixed-p4-guide,guide_mid,2023Q1,2022-05-03,3,2408.234008074318,2408.234008074318,W1,PIT,5,2,,,,,,,,,,,,,,,2022-05-03,frozen_fixed_p_plus_4_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,fixed-p4-guide,guide_mid,2023Q2,2022-08-02,3,2663.5861143892744,2663.5861143892744,W1,PIT,5,2,,,,,,,,,,,,,,,2022-08-02,frozen_fixed_p_plus_4_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,fixed-p4-guide,guide_mid,2023Q3,2022-11-01,3,3757.178177931888,3757.178177931888,W1,PIT,5,2,,,,,,,,,,,,,,,2022-11-01,frozen_fixed_p_plus_4_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,fixed-p4-guide,guide_mid,2023Q4,2023-02-14,3,2234.6301315585742,2234.6301315585742,W1,PIT,5,2,,,,,,,,,,,,,,,2023-02-14,frozen_fixed_p_plus_4_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,fixed-p4-guide,guide_mid,2024Q1,2023-05-09,3,2127.638658372037,2127.638658372037,W1,PIT,5,3,,,,,,,,,,,,,,,2023-05-09,frozen_fixed_p_plus_4_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,fixed-p4-guide,guide_mid,2024Q1,2023-05-09,3,2127.638658372037,2127.638658372037,W2,PIT,5,3,,,,,,,,,,,,,,,2023-05-09,frozen_fixed_p_plus_4_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,fixed-p4-guide,guide_mid,2024Q2,2023-08-03,3,2769.568113780462,2769.568113780462,W1,PIT,5,3,,,,,,,,,,,,,,,2023-08-03,frozen_fixed_p_plus_4_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,fixed-p4-guide,guide_mid,2024Q2,2023-08-03,3,2769.568113780462,2769.568113780462,W2,PIT,5,3,,,,,,,,,,,,,,,2023-08-03,frozen_fixed_p_plus_4_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,fixed-p4-guide,guide_mid,2024Q3,2023-11-01,3,3867.2252759455687,3867.2252759455687,W1,PIT,5,3,,,,,,,,,,,,,,,2023-11-01,frozen_fixed_p_plus_4_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
gbv-decision-0915-v1,fixed-p4-guide,guide_mid,2024Q3,2023-11-01,3,3867.2252759455687,3867.2252759455687,W2,PIT,5,3,,,,,,,,,,,,,,,2023-11-01,frozen_fixed_p_plus_4_guide_race_v1,Research only; not promoted. Historical points use prior release dates; LIVE calculation uses September15 with company information through August6. Shared trailing-eight mean cushion where applicable. Simple growth rules fit no regression and report n_train=0; source anchors are separately recorded. q50 is point-format placeholder; no calibrated distribution. Cohort dollars are model allocations. Use local same-origin comparisons because frozen scorer baseline join omits forecast origin.,1.1
