target_quarter,booking_quarter,lag,kernel_coefficient,gbv_musd,weighted_gbv_musd,revenue_contribution_musd,gbv_kind,information_date,source_ref,usd_baseline_contribution_weight,reference_currency_weight_status,scenario
2026Q3,2026Q2,1,0.666666666667,27200,18133.3333333,3128.88688235,reported,2026-08-06,data/processed/overnight/02_kpi_panel_quarterly.csv,0.650717703349,pending L3; USD contribution is not a constant-FX currency weight,review_with_k
2026Q3,2026Q1,2,0.333333333333,29200,9733.33333333,1679.47604714,reported,2026-05-07,data/processed/overnight/02_kpi_panel_quarterly.csv,0.349282296651,pending L3; USD contribution is not a constant-FX currency weight,review_with_k
2026Q4,2026Q3,1,0.666666666667,26008.556,17339.0373333,2087.68371853,forecast,2026-09-11,data/processed/adrv3/P/adr_card_v3.csv;data/processed/adrv3/P/P1_card_v3_terms.csv,0.656639843169,pending L3; USD contribution is not a constant-FX currency weight,review_with_k
2026Q4,2026Q2,2,0.333333333333,27200,9066.66666667,1091.65993575,reported,2026-08-06,data/processed/overnight/02_kpi_panel_quarterly.csv,0.343360156831,pending L3; USD contribution is not a constant-FX currency weight,review_with_k
2027Q1,2026Q4,1,0.666666666667,23008.326,15338.884,1952.26357268,forecast,2026-09-11,data/processed/adrv3/P/adr_card_v3.csv;data/processed/adrv3/P/P1_card_v3_terms.csv,0.63889648191,pending L3; USD contribution is not a constant-FX currency weight,review_with_k
2027Q1,2026Q3,2,0.333333333333,26008.556,8669.51866667,1103.41700776,forecast,2026-09-11,data/processed/adrv3/P/adr_card_v3.csv;data/processed/adrv3/P/P1_card_v3_terms.csv,0.36110351809,pending L3; USD contribution is not a constant-FX currency weight,review_with_k
2026Q3,2026Q2,1,0.666666666667,27200,18133.3333333,3128.88688235,reported,2026-08-06,data/processed/overnight/02_kpi_panel_quarterly.csv,0.650717703349,pending L3; USD contribution is not a constant-FX currency weight,review_without_k
2026Q3,2026Q1,2,0.333333333333,29200,9733.33333333,1679.47604714,reported,2026-05-07,data/processed/overnight/02_kpi_panel_quarterly.csv,0.349282296651,pending L3; USD contribution is not a constant-FX currency weight,review_without_k
2026Q4,2026Q3,1,0.666666666667,25965.984,17310.656,2084.26650186,forecast,2026-09-11,data/processed/adrv3/P/adr_card_v3.csv;data/processed/adrv3/P/P1_card_v3_terms.csv,0.656270396308,pending L3; USD contribution is not a constant-FX currency weight,review_without_k
2026Q4,2026Q2,2,0.333333333333,27200,9066.66666667,1091.65993575,reported,2026-08-06,data/processed/overnight/02_kpi_panel_quarterly.csv,0.343729603692,pending L3; USD contribution is not a constant-FX currency weight,review_without_k
2027Q1,2026Q4,1,0.666666666667,22925.292,15283.528,1945.21811212,forecast,2026-09-11,data/processed/adrv3/P/adr_card_v3.csv;data/processed/adrv3/P/P1_card_v3_terms.csv,0.638440199482,pending L3; USD contribution is not a constant-FX currency weight,review_without_k
2027Q1,2026Q3,2,0.333333333333,25965.984,8655.328,1101.61088408,forecast,2026-09-11,data/processed/adrv3/P/adr_card_v3.csv;data/processed/adrv3/P/P1_card_v3_terms.csv,0.361559800518,pending L3; USD contribution is not a constant-FX currency weight,review_without_k
2026Q3,2026Q2,1,0.666666666667,27200,18133.3333333,3128.88688235,reported,2026-08-06,data/processed/overnight/02_kpi_panel_quarterly.csv,0.650717703349,pending L3; USD contribution is not a constant-FX currency weight,nights_case_a
2026Q3,2026Q1,2,0.333333333333,29200,9733.33333333,1679.47604714,reported,2026-05-07,data/processed/overnight/02_kpi_panel_quarterly.csv,0.349282296651,pending L3; USD contribution is not a constant-FX currency weight,nights_case_a
2026Q4,2026Q3,1,0.666666666667,26008.556,17339.0373333,2087.68371853,forecast,2026-09-11,data/processed/adrv3/P/adr_card_v3.csv;data/processed/adrv3/P/P1_card_v3_terms.csv,0.656639843169,pending L3; USD contribution is not a constant-FX currency weight,nights_case_a
2026Q4,2026Q2,2,0.333333333333,27200,9066.66666667,1091.65993575,reported,2026-08-06,data/processed/overnight/02_kpi_panel_quarterly.csv,0.343360156831,pending L3; USD contribution is not a constant-FX currency weight,nights_case_a
2027Q1,2026Q4,1,0.666666666667,23165.439,15443.626,1965.5946593,forecast,2026-09-11,data/processed/adrv3/P/adr_card_v3.csv;data/processed/adrv3/P/P1_card_v3_terms.csv,0.640465033221,pending L3; USD contribution is not a constant-FX currency weight,nights_case_a
2027Q1,2026Q3,2,0.333333333333,26008.556,8669.51866667,1103.41700776,forecast,2026-09-11,data/processed/adrv3/P/adr_card_v3.csv;data/processed/adrv3/P/P1_card_v3_terms.csv,0.359534966779,pending L3; USD contribution is not a constant-FX currency weight,nights_case_a
2026Q3,2026Q2,1,0.666666666667,27200,18133.3333333,3128.88688235,reported,2026-08-06,data/processed/overnight/02_kpi_panel_quarterly.csv,0.650717703349,pending L3; USD contribution is not a constant-FX currency weight,adr_mean_reversion
